Gene = RP11-229P13.27
Position 502: 0.010197637129274479
Position 1366: 0.010179781263599428
Position 5417: 0.009749153025738819
Position 593: 0.009428441339614024
Position 3955: 0.007770689325928932
Position 7625: 0.007524665646841197
Position 1783: 0.006312907340306215
Position 4842: 0.006246063187137942
Position 261: 0.006065700296586158
Position 3607: 0.005920264990172772
Position 6118: 0.005496267217749216
Position 1310: 0.005461603688746521
Position 1250: 0.005023563412776423
Position 6103: 0.004351291925271585
Position 7317: 0.004159065877868909
Position 1227: 0.0041405736100667626
Position 7977: 0.004081910111337051
Position 1858: 0.003594926529957795
Position 7726: 0.0035633893431487786
Position 327: 0.0030229825332725242
Position 1944: 0.002423976188303056
Position 5720: 0.0023702641901023115
Position 2702: 0.0022627331591738194
Position 4283: 0.0020425523006393134
Position 2488: 0.002010233608232025
Position 4217: 0.001994363676682845
Position 7480: 0.001980606310280208
Position 6088: 0.001845216490406433
Position 5747: 0.0018311133970809476
Position 1090: 0.0017742564530779225
Position 5920: 0.0015888330402511165
Position 2746: 0.0015723979390091832
Position 1973: 0.0015564747691496966
Position 1947: 0.001490923055505166
Position 3681: 0.0014705230214033486
Position 5419: 0.0012854445983804222
Position 6272: 0.001276555539414743
Position 943: 0.0012048330115055417
Position 5810: 0.0010684148559758403
Position 3817: 0.0010290243192713651
Position 4237: 0.001023425960506814
Position 4340: 0.0010024222033954428
Position 301: 0.0009451030240305157
Position 283: 0.0009300753255424056
Position 2163: 0.0009233434198068755
Position 3016: 0.0008726698351778266
Position 5470: 0.000850862459359677
Position 7927: 0.0008375073568227193
Position 1420: 0.0006521781822252238
Position 3733: 0.000634614177395807
Position 2716: 0.0006343722032576472
Position 1261: 0.0006183161437562549
Position 6030: 0.0005437357358372206
Position 1039: 0.000536478080461483
Position 3845: 0.0005068809226795506
Position 338: 0.000496252891770889
Position 2796: 0.0004620258380574268
Position 4574: 0.00037954821317643186
Position 4647: 0.0003610652987660263
Position 6485: 0.00035989914121514863
Position 4861: 0.00031226041454845337
Position 486: 0.0003062222258083191
Position 3909: 0.00030050469595056394
Position 991: 0.00028959412208480766
Position 656: 0.00022574516494534727
Position 765: 0.00022262635412940423
Position 2476: 0.00021805608170099523
Position 1998: 0.00021448074320475752
Position 1070: 0.00018923460916695444
Position 3119: 0.00015511880335835633
Position 4683: 0.00014498784997886508
Position 1313: 0.0001440235083064036
Position 1522: 0.00014030178100784565
Position 2858: 0.00012116923726655973
Position 1096: 0.00010385283501401477
Position 3059: 9.344172714249113e-05
Position 1568: 8.16962550378681e-05
Position 1525: 7.61376116575612e-05
Position 916: 7.52286183346124e-05
Position 887: 6.572780293733644e-05
Position 2958: 5.9000983649222795e-05
Position 1326: 5.7227613613585296e-05
Position 1518: 5.600417877742577e-05
Position 341: 5.479491902777763e-05
Position 1043: 4.973222929416209e-05
Position 1162: 4.9668286673350964e-05
Position 1046: 4.864078971129614e-05
Position 674: 4.285475953609263e-05
Position 1129: 4.1242328501416616e-05
Position 1635: 4.0216219731972705e-05
Position 294: 3.785881514774456e-05
Position 1882: 3.552073748261881e-05
Position 329: 3.0783543103418344e-05
Position 368: 3.0577890821330807e-05
Position 1148: 3.0452299500110817e-05
Position 238: 2.700139056351327e-05
Position 365: 1.818607025556045e-05
Position 622: 1.7332842403913037e-05
Position 626: 1.6626674152700684e-05
Position 1396: 1.4183957007374432e-05
Position 537: 1.2109788818947282e-05
Position 2565: 1.1677495581882975e-05
Position 1452: 1.0272118120767212e-05
Position 860: 5.861808368509913e-06
Position 1541: 5.677722789002639e-06
Position 1428: 4.571392298834009e-06
Position 1949: 3.787533448133754e-06
Position 374: 3.5038090675651706e-06
Position 1561: 2.6606669422102572e-06
Position 471: 2.5901803545419722e-06
Position 1133: 2.54232354113442e-06
Position 1489: 1.984908356318406e-06
Position 1101: 1.8251839837786672e-06
Position 1258: 1.782819973586178e-06
Position 2654: 1.730641339715602e-06
Position 1387: 1.4796752326094486e-06
Position 889: 1.175942974230502e-06
Position 841: 9.927689291729058e-07
Position 1444: 8.975732385548665e-07
Position 1384: 8.730278905304302e-07
Position 668: 8.570211894109227e-07
Position 381: 8.359017570764199e-07
Position 1334: 5.864777491602225e-07
Position 1789: 5.218576299673105e-07
Position 1537: 4.484623623755462e-07
Position 1434: 3.53245986430949e-07
Position 906: 3.0952222005810703e-07
Position 248: 2.97362742079873e-07
Position 2026: 1.7500570734925346e-07
Position 630: 1.4823997355398924e-07
Position 1004: 1.4258992222017938e-07
Position 852: 1.133962312419871e-07
Position 1906: 1.0704776110497592e-07
Position 867: 4.712980778339054e-08
Position 475: 3.303704494542324e-08
Position 1099: 2.1617376695921897e-08
Position 429: 7.415203305466489e-09
Position 398: 2.3277377289011295e-09
Position 1205: 1.1181410009875037e-09
Position 421: 5.520231082822004e-10
Position 436: 4.340160008051258e-10
Position 1200: 4.201872867132886e-10
Position 683: 9.409136763363401e-11
Position 440: 1.2053541616008747e-15
