Gene = LEP
Position 377: 2.0142278590260945e-09
Position 1541: 1.909375321452369e-10
Position 1573: 1.864759660587432e-10
Position 1644: 1.0579735163097509e-10
Position 428: 7.873175417667428e-13
Position 434: 6.9497370720495574e-15
Position 490: 2.4192634990267036e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 10706: 0.9114558128770477
Position 1436: 0.8142970470462676
Position 8002: 0.4555469031090852
Position 1034: 0.32960490370841805
Position 1077: 0.2813043472422765
Position 7578: 0.19077983478213953
Position 1139: 0.17895785319140056
Position 15378: 0.16553262253518564
Position 11157: 0.1529194076869795
Position 3066: 0.11039068936493249
Position 14454: 0.06774287038218275
Position 13227: 0.06622793209598273
Position 14636: 0.0661127953312076
Position 13119: 0.06484884114717265
Position 2370: 0.05835196148582063
Position 9685: 0.05246737908736363
Position 917: 0.047476730412671614
Position 8776: 0.047331870358987595
Position 1039: 0.043510263553326475
Position 1503: 0.039108420895309574
Position 3049: 0.0368172514153778
Position 11197: 0.03626658067483806
Position 10795: 0.03604304235569583
Position 11816: 0.03281598256103439
Position 14463: 0.03167029205126983
Position 15514: 0.030678654675618533
Position 2998: 0.0295031207377245
Position 14434: 0.02569578009520547
Position 14865: 0.023425464175278507
Position 13122: 0.021854023295432377
Position 8313: 0.02121249795445614
Position 1009: 0.019980577080444154
Position 8893: 0.018868622426699316
Position 15206: 0.018007456349351605
Position 13873: 0.01711718113533745
Position 4878: 0.016894511887530203
Position 6497: 0.016473208027642523
Position 3154: 0.01642145140559224
Position 9394: 0.015134975429043098
Position 4870: 0.014892413500983472
Position 7972: 0.014817479672338827
Position 13197: 0.013210219445784556
Position 11913: 0.012946382011808952
Position 8334: 0.012799193556338654
Position 13140: 0.01276827759849387
Position 9928: 0.01265884781039091
Position 1497: 0.012425145174467045
Position 3135: 0.012376751349302535
Position 14528: 0.011896652538440763
Position 8578: 0.011847925314665188
Position 2517: 0.01143129802212176
Position 15048: 0.011402916454734633
Position 7976: 0.011378286819512487
Position 13695: 0.010534047176913428
Position 4430: 0.010320999303688402
Position 10992: 0.009553859320075075
Position 12851: 0.009433951578639943
Position 4143: 0.009084464849300183
Position 15141: 0.008564208893481168
Position 243: 0.008439121592971397
Position 15652: 0.008154993026912454
Position 13440: 0.007853482571125668
Position 11864: 0.007618515622912574
Position 5536: 0.007553583709131162
Position 13250: 0.007415231855509814
Position 7978: 0.007253487363875982
Position 178: 0.006261547073811659
Position 13932: 0.005701174961422717
Position 13746: 0.005673782187717267
Position 14218: 0.0053965447627287244
Position 11525: 0.0052869658791228945
Position 315: 0.004743501769708949
Position 14081: 0.004601479455865716
Position 12070: 0.00436481830314788
Position 6358: 0.004171504386992237
Position 8704: 0.004020773026439647
Position 7699: 0.003796108733204212
Position 357: 0.003777308721091594
Position 3044: 0.003762861428321042
Position 12848: 0.003747808741167464
Position 833: 0.0037158257378506207
Position 12073: 0.003657695489355708
Position 246: 0.0035681187262684108
Position 13539: 0.0035511799356719976
Position 4531: 0.0034899336028614983
Position 1151: 0.0034821819893441383
Position 13666: 0.003408718093594483
Position 1537: 0.0032469734582739906
Position 11335: 0.003026566229140342
Position 2546: 0.0028460821421829145
Position 11929: 0.0026234476840045046
Position 750: 0.002603005734785119
Position 9429: 0.002569533915067394
Position 14606: 0.0025290598741651788
Position 1589: 0.0024304371526882636
Position 16038: 0.00237395889492181
Position 10813: 0.0022959666711917675
Position 12121: 0.0022623320326151633
Position 160: 0.0022057856155643396
Position 7792: 0.00209131601448748
Position 377: 0.0020227405155351713
Position 2412: 0.0018897449217960033
Position 15400: 0.0018742690872916347
Position 11687: 0.0018549789194413492
Position 3070: 0.0018541329703099711
Position 956: 0.001734007708979356
Position 1304: 0.0016834370554960794
Position 7202: 0.001548666780712599
Position 13320: 0.0014797864318620087
Position 4385: 0.0014427488938736994
Position 3156: 0.0013818826397133323
Position 14973: 0.0012969630084422867
Position 14567: 0.0012692193605541165
Position 9455: 0.00120079670203457
Position 11972: 0.0011979276821928986
Position 13343: 0.0011969799532261113
Position 12032: 0.001107973414498338
Position 4099: 0.0010626676549892041
Position 12192: 0.0010199197114535658
Position 877: 0.0010096905455461175
Position 463: 0.0008975739066078382
Position 4353: 0.0008303751155887728
Position 14503: 0.0008233342650227608
Position 1301: 0.0008026873776058442
Position 13384: 0.0008009752424788728
Position 3219: 0.0007658216789771736
Position 13900: 0.000764487537092209
Position 13835: 0.0006849597995733456
Position 1054: 0.0006708870388199577
Position 4664: 0.0006299467220097524
Position 2456: 0.0005681132285554814
Position 172: 0.0005504229661863809
Position 6166: 0.0005135323402591528
Position 1507: 0.0004778738931410843
Position 13506: 0.0004632069438786562
Position 5189: 0.00043008211695259917
Position 12790: 0.0004017910527916086
Position 260: 0.0003519435650228282
Position 182: 0.0003456310542352882
Position 9552: 0.00034399641934061264
Position 485: 0.00032445425848106376
Position 5742: 0.0003172155851983924
Position 1879: 0.000314828407953115
Position 12241: 0.00031110130498486824
Position 8485: 0.00030546633788502736
Position 1242: 0.0002958989251114626
Position 4461: 0.00029034357575023225
Position 6224: 0.0002855642149635522
Position 144: 0.00027715079243476314
Position 691: 0.00026836399263316125
Position 13402: 0.0002645492277900763
Position 1525: 0.00024064811518790047
Position 5949: 0.0002377599669661817
Position 922: 0.00023487505133511983
Position 1813: 0.00022156851700571805
Position 1283: 0.00021883931562911605
Position 4432: 0.00020612244138187649
Position 2479: 0.0002030579145387942
Position 10951: 0.00018820350233904554
Position 5215: 0.00018589489179128468
Position 362: 0.00018062489608375372
Position 3802: 0.00017339000379926236
Position 637: 0.00016622130955046274
Position 5723: 0.00014722916524117664
Position 289: 0.00014579314485728518
Position 1012: 0.00011348363997650207
Position 599: 0.00010660571744127504
Position 1101: 0.0001036085833171177
Position 3003: 0.00010265195262615818
Position 3378: 0.00010201598476807273
Position 982: 0.00010118179739060102
Position 1157: 0.00010045447379700454
Position 1017: 9.770010922597031e-05
Position 1672: 9.527705988232504e-05
Position 3501: 9.457353217255852e-05
Position 881: 8.829470755719027e-05
Position 6115: 7.357195227337951e-05
Position 384: 6.790809995485748e-05
Position 3625: 6.760580074994147e-05
Position 9319: 6.46191345271428e-05
Position 10554: 6.321506173168827e-05
Position 704: 6.091968742713287e-05
Position 2426: 5.735933806179054e-05
Position 1716: 5.5763099007109844e-05
Position 623: 5.5380272736329135e-05
Position 2078: 5.0123551477407246e-05
Position 8548: 4.7325054810746604e-05
Position 1961: 4.4493712684937184e-05
Position 2402: 3.8286656803777e-05
Position 270: 3.6856976159788765e-05
Position 840: 3.640196962285495e-05
Position 6136: 3.59379519164287e-05
Position 1933: 3.3754799134950205e-05
Position 2285: 3.369908708654427e-05
Position 6713: 3.36929330979612e-05
Position 987: 3.360690304301538e-05
Position 1060: 3.326464403927139e-05
Position 860: 2.803432642335699e-05
Position 925: 2.7020764791892622e-05
Position 266: 2.630898151949893e-05
Position 1086: 2.5709661907085054e-05
Position 1205: 2.531778947839049e-05
Position 4124: 2.4751231054156647e-05
Position 250: 2.3976256938470925e-05
Position 6309: 2.2681634034561556e-05
Position 6001: 2.1262565235545954e-05
Position 773: 1.991929083123987e-05
Position 1743: 1.8190247054035667e-05
Position 281: 1.6963708400768838e-05
Position 5981: 1.6676704830203104e-05
Position 1462: 1.655025234329779e-05
Position 3539: 1.499790234485051e-05
Position 715: 1.492064544249104e-05
Position 5363: 1.4192328923716986e-05
Position 5795: 1.2609848066742122e-05
Position 119: 1.1332193291809336e-05
Position 4220: 1.1236621854612988e-05
Position 471: 1.1154525237263849e-05
Position 5389: 1.0409808680657067e-05
Position 1457: 1.0130598582079412e-05
Position 1930: 9.186094086153465e-06
Position 762: 9.06085589130889e-06
Position 317: 8.749705241972353e-06
Position 3326: 8.224476453676727e-06
Position 3856: 7.686330729525208e-06
Position 1348: 7.427801236092204e-06
Position 186: 7.318685822319325e-06
Position 1909: 6.748861543706371e-06
Position 2219: 6.568117479372359e-06
Position 1468: 6.011331490571925e-06
Position 2026: 5.91171671818377e-06
Position 3581: 5.902131739964327e-06
Position 972: 5.826038760738097e-06
Position 4388: 5.682027415397912e-06
Position 130: 5.665278927515221e-06
Position 2938: 5.436775742600184e-06
Position 719: 5.185121111893482e-06
Position 4444: 4.5223171113538165e-06
Position 1690: 3.989749467164303e-06
Position 490: 3.9834199924505186e-06
Position 2557: 3.810713992574936e-06
Position 1775: 3.6994712975387967e-06
Position 2601: 3.0390040692064087e-06
Position 414: 3.031867293211279e-06
Position 1173: 2.8967391590957202e-06
Position 428: 2.7239247284786717e-06
Position 393: 2.7215294206253184e-06
Position 542: 2.334146129874023e-06
Position 115: 2.1779936822714583e-06
Position 3601: 2.1768457466645026e-06
Position 387: 2.114715957597882e-06
Position 511: 1.7595685971674122e-06
Position 844: 1.7247011569697908e-06
Position 189: 1.6712911799489264e-06
Position 1539: 1.370193431606496e-06
Position 2716: 1.0450759764735031e-06
Position 523: 1.0117933413373314e-06
Position 2165: 8.301600451108471e-07
Position 573: 7.316844192873167e-07
Position 1599: 7.062178423843634e-07
Position 403: 5.384966946554722e-07
Position 440: 5.313742224800433e-07
Position 579: 4.582249062453547e-07
Position 612: 3.457748081583982e-07
Position 1720: 1.471148129842376e-07
Position 509: 1.4021930485377603e-07
Position 601: 3.231140809234599e-08
Position 200: 2.5584838895523772e-08
Position 674: 2.386193691043304e-08
Position 583: 1.8561675309354256e-08
Position 2897: 1.6272278325178732e-08
Position 322: 1.3344120953998667e-08
Position 408: 8.275449143450514e-09
Position 434: 7.974353631745405e-09
Position 547: 6.218550270636366e-09
Position 538: 5.931561803629953e-09
Position 1450: 4.882638038561875e-09
Position 1246: 7.1296321742006e-10
Position 122: 3.771908559051016e-10
Position 208: 3.314793000376179e-10
Position 556: 1.1658515461083883e-10
Position 406: 1.1256119993192481e-10
Position 558: 3.0322575915890484e-11
Position 421: 1.3021030643780375e-11
Position 80: 3.2166771813180626e-13
