Gene = DTWD2
Position 4764: 0.00024783416870652645
Position 3105: 0.00021499777492054077
Position 7748: 0.00021021424095593784
Position 2485: 0.00020253807296787698
Position 514: 0.00017818075805645805
Position 2888: 0.00017100639913069385
Position 1611: 0.0001498633138704371
Position 2586: 0.00014972207568804516
Position 9268: 0.0001416032575829966
Position 10273: 0.0001382910765094911
Position 840: 0.0001370922947684679
Position 2508: 0.00012779121157082928
Position 4476: 0.00012087498825582026
Position 4422: 0.00012042025488894092
Position 11959: 0.00011703222266150379
Position 1050: 0.00011653111744409929
Position 7706: 0.00010621677943488847
Position 1986: 0.00010396807583402789
Position 3777: 9.339869436232984e-05
Position 494: 8.97940782483395e-05
Position 9542: 8.748593823015418e-05
Position 8041: 8.391591348897907e-05
Position 668: 8.332266975221056e-05
Position 4451: 8.011870664600944e-05
Position 4425: 8.000420749707166e-05
Position 7482: 7.360935451491354e-05
Position 1006: 7.073661029259604e-05
Position 408: 5.9506501539960335e-05
Position 8979: 5.8785813421521844e-05
Position 4333: 5.810239833663139e-05
Position 1041: 5.7239375656447076e-05
Position 3132: 5.270869620803037e-05
Position 1817: 5.150981941807357e-05
Position 4504: 4.88531758304207e-05
Position 7054: 4.7835057988609586e-05
Position 7224: 4.330627157268785e-05
Position 2194: 4.279272923594213e-05
Position 3277: 4.1410181434898814e-05
Position 4111: 3.965179179443698e-05
Position 682: 3.922434302271292e-05
Position 898: 3.8179775288433904e-05
Position 4257: 3.472400913914923e-05
Position 2533: 3.3681863458131883e-05
Position 3721: 3.264137125896054e-05
Position 6090: 2.561839694137617e-05
Position 1253: 2.4301718357618748e-05
Position 706: 2.240999069165211e-05
Position 3547: 2.2216745288672925e-05
Position 4161: 2.172274303022635e-05
Position 8216: 2.1332066401463787e-05
Position 7919: 1.7422025667417973e-05
Position 4061: 1.6325987278637987e-05
Position 2657: 1.5697677604304348e-05
Position 6039: 1.5334323698453878e-05
Position 2223: 1.455214944715048e-05
Position 1599: 1.429627302754989e-05
Position 7139: 1.3169192720622874e-05
Position 2700: 1.1567756027163055e-05
Position 3901: 1.1490762480861896e-05
Position 6009: 1.0819527457095461e-05
Position 4792: 9.925471680799786e-06
Position 785: 9.819313337186757e-06
Position 4093: 8.939250151847418e-06
Position 4041: 7.505565529575637e-06
Position 1723: 6.949669095293878e-06
Position 2133: 6.1804044054899865e-06
Position 754: 5.934692203662452e-06
Position 251: 5.769262805522259e-06
Position 1013: 5.521926204672915e-06
Position 794: 4.904168860102979e-06
Position 3618: 4.612477135188516e-06
Position 2358: 4.0621421157490634e-06
Position 1510: 3.87753072552143e-06
Position 1323: 3.8138951397978837e-06
Position 475: 3.459940544290173e-06
Position 693: 3.3039065989004556e-06
Position 1218: 3.2456522194029036e-06
Position 819: 3.241423811028219e-06
Position 2136: 2.959876721469449e-06
Position 1406: 2.3245292478116188e-06
Position 610: 2.0209835638558633e-06
Position 1916: 1.6879152858421117e-06
Position 2398: 1.6539293633898675e-06
Position 1118: 1.1654747038424502e-06
Position 2229: 1.096986585875406e-07
Position 2072: 7.991759828399784e-08
Position 974: 6.263981717427954e-08
Position 591: 5.638210635027396e-08
Position 572: 4.96583043232056e-08
Position 932: 3.8344906269816595e-08
Position 2385: 3.689215453902602e-08
Position 366: 3.611758927013778e-08
Position 2774: 3.607810979370563e-08
Position 423: 2.666057066374024e-08
Position 799: 2.372298989260283e-08
Position 3155: 2.2314051057153135e-08
Position 2105: 2.154076101607595e-08
Position 282: 2.052439023935256e-08
Position 1529: 2.011521103732949e-08
Position 642: 1.767874347306063e-08
Position 2446: 1.6249453916647946e-08
Position 1197: 1.5915017651091922e-08
Position 1086: 1.571511837420183e-08
Position 878: 1.5495922723389725e-08
Position 2835: 1.3503785090018732e-08
Position 599: 1.33589958723282e-08
Position 1058: 1.26266698480185e-08
Position 1678: 8.992015970476273e-09
Position 625: 8.692905456324341e-09
Position 1353: 8.502107203892552e-09
Position 533: 8.414695003419002e-09
Position 1526: 7.497817348085281e-09
Position 1299: 6.7458741172605405e-09
Position 1077: 6.391151159814667e-09
Position 1069: 6.137376899329469e-09
Position 977: 5.925402368925225e-09
Position 1097: 5.419895955759821e-09
Position 3804: 2.8344828049985958e-09
Position 523: 2.380897688282716e-09
Position 501: 1.1642466425521914e-09
Position 304: 9.407025529830286e-10
Position 420: 8.152243436685102e-10
Position 1089: 7.611859360816513e-10
Position 1264: 5.250892523932904e-10
Position 900: 4.923245161336712e-10
Position 852: 4.0048638824556463e-10
Position 301: 2.6212882907382485e-10
Position 416: 2.2571189896297905e-10
Position 289: 1.9753094420634063e-10
Position 491: 3.801586040446136e-11
Position 646: 3.2385530481280747e-11
Position 580: 2.1884710540137936e-11
Position 618: 1.848652278908901e-11
Position 169: 7.354538263662804e-12
Position 640: 6.3999243364422344e-12
Position 638: 3.934811121714198e-12
Position 1443: 2.558175728097536e-12
Position 1190: 1.919015826984228e-12
Position 1065: 7.916231581500367e-13
Position 98: 3.7584017619177863e-13
Position 105: 2.703722832783226e-13
Position 635: 2.30087895647693e-13
Position 120: 1.376315672150471e-13
Position 142: 3.669760699021732e-14
Position 171: 3.387212867807485e-14
Position 555: 3.1146945258823565e-14
Position 543: 2.6380146389708656e-14
Position 216: 1.0589181781716455e-14
Position 185: 8.774502746023965e-15
