Gene = CH17-270A2.2
Position 6445: 6.955357391978713e-05
Position 7031: 6.936320301865056e-05
Position 2366: 6.880062839646803e-05
Position 6260: 6.813717573123553e-05
Position 1165: 6.697014160992427e-05
Position 5494: 6.20984191850418e-05
Position 2632: 5.993989835938478e-05
Position 6098: 5.714509371326585e-05
Position 2006: 5.70176432739567e-05
Position 3815: 5.229951865552823e-05
Position 1072: 5.1935741215634094e-05
Position 4608: 5.141976646114757e-05
Position 6290: 5.0775604180437045e-05
Position 3421: 4.285284130237739e-05
Position 6940: 4.276584786762204e-05
Position 2881: 4.091590603803049e-05
Position 3229: 4.059556022978857e-05
Position 2149: 4.0017257587658065e-05
Position 3991: 3.865812300878708e-05
Position 6220: 3.8234918983965484e-05
Position 3950: 3.110656467885053e-05
Position 1489: 3.101788682862307e-05
Position 6338: 3.0109268380695484e-05
Position 1097: 2.823371990574214e-05
Position 2289: 2.8179926811356782e-05
Position 2915: 2.2798355453493453e-05
Position 3655: 2.0948610443647115e-05
Position 3524: 2.0688397878732195e-05
Position 5445: 2.003666388942081e-05
Position 2380: 1.9610432434492254e-05
Position 2542: 1.8649712643048875e-05
Position 870: 1.8400765645884695e-05
Position 4845: 1.624408365758085e-05
Position 2656: 1.4593624840890028e-05
Position 1953: 1.3430360204103068e-05
Position 3993: 1.3303399373988788e-05
Position 2593: 1.3242015755456438e-05
Position 3641: 1.2309235473493467e-05
Position 3652: 1.1951868297622892e-05
Position 2286: 1.1741757125598583e-05
Position 4369: 1.1063273120425123e-05
Position 2907: 1.0606249353193162e-05
Position 1537: 1.056553412869029e-05
Position 1381: 1.031942666948975e-05
Position 4035: 1.0282195162785798e-05
Position 2848: 9.909599320088086e-06
Position 1770: 9.744721540527566e-06
Position 1861: 9.703089093531455e-06
Position 830: 9.459176041961789e-06
Position 2423: 8.394666560699092e-06
Position 2223: 7.92614416511011e-06
Position 2989: 7.268466548627047e-06
Position 2596: 7.0844149048193334e-06
Position 499: 6.996089094939027e-06
Position 1241: 6.802014731458528e-06
Position 2608: 6.487020468540364e-06
Position 1552: 6.147645622579357e-06
Position 1147: 6.0426820961137184e-06
Position 4372: 5.7160021330116255e-06
Position 140: 5.35929555371704e-06
Position 1873: 5.300556781188533e-06
Position 1905: 5.262691325615596e-06
Position 399: 3.4441874282193906e-06
Position 645: 2.6604404052540628e-06
Position 4378: 1.2611151060077858e-06
Position 546: 4.7220207218255514e-07
Position 346: 3.490789445585744e-07
Position 204: 3.0191062151702977e-07
Position 336: 2.2881563170765949e-07
Position 654: 1.7580237783841486e-07
Position 613: 1.667173098087418e-07
Position 405: 1.261830848873261e-07
Position 378: 5.261528179012599e-08
Position 269: 3.875693848660516e-08
Position 474: 3.1978158487903055e-08
Position 150: 2.8511826354759042e-08
Position 704: 2.1691908182589066e-08
Position 184: 1.3455457623002709e-08
Position 156: 2.847795410430463e-09
Position 233: 2.406430240759346e-09
Position 211: 1.6596340200534136e-09
Position 412: 4.816805101646924e-10
Position 242: 2.2766073110560435e-10
Position 235: 5.7496237811475226e-11
Position 250: 7.072317045387487e-12
Position 255: 3.1927970474494688e-12
Position 656: 2.1966005398615506e-12
