Gene = PEA15
Position 9805: 0.002765356731581693
Position 10016: 0.002740926683712446
Position 998: 0.0026646469432114166
Position 7613: 0.002491418069377885
Position 1728: 0.002485907447413061
Position 278: 0.002402759395793672
Position 8098: 0.0023231130540173
Position 449: 0.0022577364945651954
Position 1496: 0.00200517471916527
Position 3900: 0.001989645189883144
Position 6573: 0.0019021851107015333
Position 2768: 0.001882750603607863
Position 2820: 0.0018598726539545212
Position 8329: 0.0018512313721035832
Position 4050: 0.0016639558347474111
Position 5111: 0.0016237707496156708
Position 4423: 0.0015378313113731527
Position 8902: 0.0014504992752934912
Position 2179: 0.0014303856596324157
Position 2219: 0.0014164539945307117
Position 472: 0.001289781998873078
Position 4308: 0.0011668637144108243
Position 4560: 0.0010921272238914466
Position 4756: 0.0010815005222871983
Position 1650: 0.0009299993612600949
Position 4824: 0.0008364041311697794
Position 8622: 0.0007989007173835178
Position 4593: 0.0007839790451575861
Position 9729: 0.0007536409625324396
Position 8140: 0.0007152777509951057
Position 1088: 0.0006713492715045395
Position 9223: 0.0006592214924664364
Position 4506: 0.0005927276443933492
Position 2291: 0.0005688294361241592
Position 1155: 0.0005579956527696834
Position 3924: 0.0005373440830235613
Position 2465: 0.0005270896029469234
Position 553: 0.0005233420849030516
Position 1835: 0.0004988734508941086
Position 2333: 0.0004891427893937518
Position 1565: 0.0004302045417695861
Position 9173: 0.00041241423299194567
Position 7632: 0.00038291820922960206
Position 418: 0.00035622651160764683
Position 2635: 0.00033680665972787117
Position 7635: 0.00033203764185811075
Position 2840: 0.0003058244662732815
Position 8525: 0.0003015389343665795
Position 8498: 0.00028303305426930875
Position 9876: 0.0002662537635481401
Position 1759: 0.0002545302507998246
Position 3699: 0.0002491520929979646
Position 1051: 0.0002461064210675631
Position 358: 0.0002350715730226226
Position 3840: 0.00022931681934455604
Position 2985: 0.00022329380235302333
Position 3879: 0.0001931804530667001
Position 8143: 0.00018532867870555802
Position 8352: 0.00017043127930194482
Position 396: 0.00012016235635876652
Position 2603: 0.00011099456629889187
Position 377: 0.00011002542491354416
Position 7314: 0.00010898822274278114
Position 305: 0.00010862165333566564
Position 1652: 0.00010688047607846816
Position 2531: 9.949741736709039e-05
Position 2079: 9.870090560859204e-05
Position 8407: 9.471308810244377e-05
Position 485: 8.993396907618694e-05
Position 9119: 8.97598171410978e-05
Position 1583: 8.70102383252624e-05
Position 2948: 8.632403524919169e-05
Position 2709: 8.413513576241827e-05
Position 1660: 7.881679791572431e-05
Position 8772: 7.48431697885954e-05
Position 2056: 7.367901082983507e-05
Position 2042: 7.203537237301804e-05
Position 8720: 6.877997741167067e-05
Position 7545: 6.792348253538346e-05
Position 2729: 5.495513533426775e-05
Position 1314: 5.1785400447398866e-05
Position 6751: 3.9427287967860644e-05
Position 810: 3.570695091686993e-05
Position 8111: 3.418528811226419e-05
Position 5158: 3.303002043047068e-05
Position 2139: 3.2113891391561525e-05
Position 2259: 3.0960289572120265e-05
Position 2247: 2.8080471842880647e-05
Position 1431: 2.4698154995466582e-05
Position 3790: 2.389209773910001e-05
Position 3263: 2.254517449209333e-05
Position 456: 2.1830976177719533e-05
Position 3313: 2.181133590013195e-05
Position 740: 2.1361922990900677e-05
Position 3669: 2.041599741142798e-05
Position 1095: 2.0306902279805116e-05
Position 8113: 1.862396465722771e-05
Position 1243: 1.8230789607289604e-05
Position 1735: 1.7801710005520178e-05
Position 1008: 1.7259867010350336e-05
Position 8017: 1.5883693286501765e-05
Position 2593: 1.4869388365633695e-05
Position 3531: 1.3376599907863009e-05
Position 3815: 1.2250199046947837e-05
Position 365: 1.09985923850904e-05
Position 2831: 9.504921929478772e-06
Position 286: 9.466967322806244e-06
Position 1180: 9.02204669879991e-06
Position 490: 8.67152515067389e-06
Position 779: 7.736208204882671e-06
Position 3162: 7.648075541947415e-06
Position 1311: 7.10486175737284e-06
Position 1192: 6.909103026801556e-06
Position 2365: 6.84562455066938e-06
Position 1091: 4.5014741620051e-06
Position 1668: 3.7750918238716957e-06
Position 1328: 3.0536680384649368e-06
Position 241: 3.030733450885854e-06
Position 1259: 2.8595260572823032e-06
Position 1892: 2.4011240965232583e-06
Position 761: 2.225295427304974e-06
Position 8107: 2.0943653701774112e-06
Position 1504: 1.6470400497546028e-06
Position 3852: 1.589181384989748e-06
Position 2648: 1.2150788485478922e-06
Position 925: 1.1873053438548858e-06
Position 945: 1.1677726613369763e-06
Position 940: 1.1502922044257578e-06
Position 227: 7.426557120082038e-07
Position 902: 6.060098926465698e-07
Position 1202: 4.464640312557226e-07
Position 1338: 2.513781056643075e-07
Position 1277: 2.4399396616481243e-07
Position 1114: 1.7732738857267685e-07
Position 899: 1.6807033243367717e-07
Position 932: 1.556753710613889e-07
Position 1119: 1.4520352338325276e-07
Position 2449: 1.350923606637049e-07
Position 1845: 1.0828487406247583e-07
Position 1855: 1.0518205735557483e-07
Position 1991: 5.530759917332733e-08
Position 2045: 9.832104322766805e-09
Position 249: 9.029032459767462e-09
Position 1281: 6.451961431787199e-09
Position 84: 4.956896138568919e-09
Position 770: 4.2703894285566425e-09
Position 134: 3.335338198677842e-09
Position 180: 2.7517453124571273e-09
Position 957: 2.5303488247582032e-09
Position 815: 2.2940488160147882e-09
Position 621: 2.058640004675735e-09
Position 221: 1.2466373795896808e-09
Position 1971: 1.0452869448303884e-09
Position 205: 3.3777061487654894e-10
Position 174: 1.6932032967744597e-10
Position 623: 1.5877322673683556e-10
Position 674: 1.5626197377484433e-10
Position 105: 1.4983745474727144e-10
Position 81: 1.0203834565743265e-10
Position 640: 9.081763960497763e-11
Position 149: 7.77699937412068e-11
Position 426: 7.683711534727348e-11
Position 649: 6.971687142826964e-11
Position 116: 6.497119901999496e-11
Position 182: 2.7600695306692503e-11
Position 110: 1.9076062958206476e-11
Position 113: 7.973704435240819e-12
Position 1162: 7.563135974204189e-12
Position 200: 3.827930746006396e-12
Position 202: 3.73830202124922e-12
Position 190: 2.6531268088888592e-12
Position 167: 1.9539881368617514e-12
Position 152: 1.4790159392423828e-12
Position 961: 8.175438552979036e-13
Position 192: 6.696724624690585e-13
Position 656: 1.3129489532129976e-13
Position 679: 6.701703095921694e-14
Position 651: 2.5749748559642085e-15
Position 659: 2.327282299889134e-15
