Gene = ATP6V0B
Position 3542: 0.00016628387328337046
Position 2986: 0.00015781686371764886
Position 2769: 0.0001357007369958298
Position 1097: 0.00013107425956888487
Position 2296: 0.0001214782542023502
Position 2148: 0.000108231225174153
Position 2634: 9.831566601032175e-05
Position 3530: 7.103726943214855e-05
Position 1691: 6.971756512294366e-05
Position 2072: 6.962328004783963e-05
Position 635: 6.662663692347462e-05
Position 1154: 6.460598428956683e-05
Position 2517: 6.27584815764966e-05
Position 1205: 5.7333488101441604e-05
Position 621: 5.727745966605029e-05
Position 2049: 3.108329281107688e-05
Position 1061: 2.8883179683073685e-05
Position 1382: 2.8848516395292157e-05
Position 1364: 2.687440645073156e-05
Position 3051: 2.4621312777370807e-05
Position 2896: 2.2288024469834024e-05
Position 1694: 1.7252523393460496e-05
Position 530: 1.6201876259381654e-05
Position 979: 1.5019077065630588e-05
Position 1454: 1.4422913712322968e-05
Position 998: 1.3929131545458913e-05
Position 598: 1.2885937865299864e-05
Position 405: 8.514900650614118e-06
Position 1521: 7.48027854341465e-06
Position 1604: 7.344751662064342e-06
Position 1762: 6.954205576952768e-06
Position 1331: 6.825978809430571e-06
Position 1214: 6.016352038864438e-06
Position 1699: 5.780235268616671e-06
Position 201: 5.0230650041876965e-06
Position 217: 4.6481454032852825e-06
Position 955: 3.895625970751191e-06
Position 186: 1.7166062107009402e-06
Position 1494: 1.467560642659806e-06
Position 969: 1.1319441025881727e-06
Position 486: 1.1262153516538554e-06
Position 995: 9.959953999157174e-07
Position 1707: 9.534148109139547e-07
Position 2020: 8.856510994028817e-07
Position 1714: 8.489756699826615e-07
Position 1768: 7.699451856624093e-07
Position 678: 5.445289676680444e-07
Position 313: 4.0475286601902054e-07
Position 502: 3.608841932197661e-07
Position 878: 3.583790453910263e-07
Position 1573: 3.497175991395097e-07
Position 464: 2.8989995412696723e-07
Position 2025: 1.9157594592524816e-07
Position 644: 1.1611348095651437e-07
Position 1731: 9.402801654246633e-08
Position 156: 5.326520357242825e-08
Position 647: 3.884646527148418e-08
Position 288: 2.4938234956654743e-08
Position 1720: 6.58788426704468e-09
Position 663: 6.462371355723049e-09
Position 673: 5.1886889632543735e-09
Position 284: 2.471104072544184e-10
