Gene = PAM
Position 452: 0.0010276806477183945
Position 534: 0.0010270254527340872
Position 6719: 0.0009834577001318278
Position 1852: 0.0009401105586001034
Position 3795: 0.0009381146998381763
Position 9068: 0.0008993792432873505
Position 1176: 0.0008577127484068457
Position 1787: 0.0008248659046806645
Position 9037: 0.0007735033015559385
Position 6038: 0.0007491947439752983
Position 10352: 0.0007243109994152804
Position 1537: 0.0006992096500626129
Position 272: 0.0006918996858973755
Position 874: 0.0006775061483728801
Position 7550: 0.0006625013989298095
Position 5788: 0.000660742883749194
Position 1270: 0.0006429816427091447
Position 5852: 0.0006353700458688088
Position 1873: 0.0005936369144649233
Position 7381: 0.0005719097183414016
Position 1500: 0.000558402936344346
Position 7210: 0.00054624405797062
Position 8743: 0.0005405813302321653
Position 7316: 0.0005317469231443994
Position 3522: 0.0005311176687538226
Position 9534: 0.0004850386072412974
Position 127: 0.0004617332923839545
Position 3132: 0.0004552094315643559
Position 10235: 0.00044853977783647977
Position 419: 0.0004244091275629143
Position 5911: 0.00042212063384572786
Position 4653: 0.00039142736220557317
Position 4215: 0.0003816444456889263
Position 5602: 0.0003597546723472911
Position 8707: 0.00032916013671860345
Position 235: 0.00031197346379349553
Position 3118: 0.0002830638817552188
Position 7459: 0.0002750457868743014
Position 5077: 0.00026340771802725035
Position 3697: 0.00025719391307482464
Position 3354: 0.00023816045747012787
Position 7229: 0.0002193319638929716
Position 5165: 0.00021615722917073328
Position 6596: 0.0002062340008346397
Position 6177: 0.00020321815780780937
Position 3302: 0.00020130641772787725
Position 556: 0.00019294844663624532
Position 1467: 0.00018329854818784462
Position 1027: 0.00018097781997370468
Position 2159: 0.0001777407819193366
Position 3688: 0.00016913669060269115
Position 1817: 0.00016438265135502864
Position 3678: 0.0001585782582641506
Position 4440: 0.0001563607010986062
Position 3412: 0.00015193622089489691
Position 232: 0.00015179586079216095
Position 6785: 0.000145479000233286
Position 2722: 0.00014542399216575783
Position 736: 0.00014500967604776625
Position 773: 0.00013990693212477605
Position 4232: 0.00012790441488442575
Position 1321: 0.00012407944746948782
Position 1754: 9.408492055910502e-05
Position 5222: 7.647779309413725e-05
Position 3874: 7.490893472089976e-05
Position 999: 7.440588223263787e-05
Position 485: 7.196922102511396e-05
Position 6241: 6.738582054714667e-05
Position 344: 6.708511770939637e-05
Position 1750: 5.44428309128437e-05
Position 1966: 5.0931426594923656e-05
Position 5111: 4.853024223827438e-05
Position 5417: 4.837242279740343e-05
Position 205: 4.641042824792304e-05
Position 1555: 4.605793089624763e-05
Position 1739: 4.0911412096307384e-05
Position 2332: 3.7086462701336125e-05
Position 1383: 3.696296423590472e-05
Position 437: 3.6938478339643825e-05
Position 1546: 3.307363649023027e-05
Position 1127: 3.2489504057961874e-05
Position 3120: 3.206557937211911e-05
Position 3938: 3.148778280912931e-05
Position 4945: 3.0447939056964118e-05
Position 2139: 2.9942709749013876e-05
Position 4802: 2.8416931578293886e-05
Position 1507: 2.785894486934536e-05
Position 2307: 2.6833066949349333e-05
Position 3139: 2.6365255267411273e-05
Position 3833: 2.5824301964216864e-05
Position 253: 2.0591753953234954e-05
Position 1857: 2.0030184110392293e-05
Position 1539: 1.785989779110517e-05
Position 2745: 1.6981610462903964e-05
Position 2103: 1.63512635851954e-05
Position 4927: 1.6229919998842963e-05
Position 1015: 1.5285443616740696e-05
Position 2705: 1.5191658457783855e-05
Position 4636: 1.4227520934976585e-05
Position 133: 1.3846742606119398e-05
Position 3818: 1.3659734036279082e-05
Position 457: 1.3127998213504563e-05
Position 5392: 1.1448435817061153e-05
Position 2225: 1.1090682591340947e-05
Position 4752: 1.0451471763297075e-05
Position 1280: 8.716349422189863e-06
Position 2167: 7.3087179939467655e-06
Position 4799: 6.949034555873148e-06
Position 488: 5.997927958823052e-06
Position 1142: 5.688459934179164e-06
Position 2396: 5.089497199474133e-06
Position 807: 3.25836074997953e-06
Position 590: 3.2143793304661907e-06
Position 835: 3.0611204902494806e-06
Position 1658: 2.819049134512621e-06
Position 1736: 2.676906178826563e-06
Position 777: 2.414505457317227e-06
Position 460: 2.3515063586813464e-06
Position 213: 2.331398662715969e-06
Position 1980: 2.1359576209343163e-06
Position 1918: 2.135483180960148e-06
Position 3770: 2.0241639860081028e-06
Position 525: 1.8579577837665306e-06
Position 317: 1.6492559399588586e-06
Position 274: 1.3576614381256802e-06
Position 603: 1.214607117228111e-06
Position 3826: 1.112146739258044e-06
Position 4699: 9.664025789796438e-07
Position 3759: 9.138312166778765e-07
Position 2974: 8.277823213358985e-07
Position 3285: 5.297597672239577e-07
Position 1183: 1.4609548469290063e-07
Position 1441: 1.4327228830892843e-08
Position 1792: 1.2248732448989754e-08
Position 1986: 8.274494090085907e-09
Position 829: 7.674378372889024e-09
Position 613: 4.15779561253588e-09
Position 629: 3.5090580175743435e-09
Position 1512: 3.4874261779240126e-09
Position 626: 7.817176491036483e-10
Position 2272: 3.735286379038733e-10
Position 623: 7.135046197589315e-11
