Gene = UROD
Position 1076: 9.171500042655213e-05
Position 2945: 6.039366064679717e-05
Position 2222: 5.9818703149129805e-05
Position 668: 5.274228855904632e-05
Position 582: 4.844258171223199e-05
Position 143: 3.878561420001436e-05
Position 257: 3.8425682130909055e-05
Position 2104: 3.7560456620478434e-05
Position 482: 3.18189646058292e-05
Position 1570: 2.7927524647467173e-05
Position 1906: 2.7211782228622236e-05
Position 515: 2.6700002296932872e-05
Position 1269: 2.5295480997290396e-05
Position 300: 2.373263367701797e-05
Position 3208: 2.176256250693813e-05
Position 2753: 2.112366038301964e-05
Position 2926: 2.017184038322643e-05
Position 2882: 1.9351288860798865e-05
Position 879: 1.9135855776961297e-05
Position 981: 1.705503169719218e-05
Position 2971: 1.3405455698705985e-05
Position 1341: 1.2411918574815245e-05
Position 2796: 1.1844058434643111e-05
Position 428: 1.0409463062101328e-05
Position 3332: 1.0150649237183157e-05
Position 187: 8.158276630339719e-06
Position 162: 7.86585792530786e-06
Position 1052: 6.3233237144365484e-06
Position 456: 6.274246653355908e-06
Position 546: 4.901502921665051e-06
Position 1029: 4.475987326481752e-06
Position 26: 4.35688231563106e-06
Position 86: 3.077592074411343e-06
Position 3316: 2.785902929435627e-06
Position 768: 2.4930550274438786e-06
Position 102: 2.4129941683594868e-06
Position 990: 2.2563391985975817e-06
Position 1031: 2.232514504584803e-06
Position 921: 1.8386897720014976e-06
Position 1196: 1.2202811377525406e-06
Position 586: 1.0823751542428607e-06
Position 1351: 7.680892224405895e-07
Position 836: 5.596731808058456e-07
Position 439: 5.583122270327973e-07
Position 1274: 4.070747122063051e-07
Position 506: 3.6579883288406e-07
Position 861: 3.247752076787492e-07
Position 718: 2.3445026778676984e-07
Position 1134: 2.8328220862288614e-08
Position 2916: 1.3421292253630932e-08
Position 2446: 1.2232527180953484e-08
Position 1108: 2.8373117303390175e-09
Position 1127: 9.288084962130034e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1144: 0.9328913018193481
Position 2588: 0.8824854576552466
Position 1761: 0.8199914829532459
Position 988: 0.7421657239167476
Position 3189: 0.6353286090308029
Position 2792: 0.6168601214552231
Position 1446: 0.4869415346301898
Position 709: 0.42483941218314997
Position 2336: 0.4125618036296029
Position 3166: 0.2812006528825925
Position 2291: 0.21394377224562697
Position 2319: 0.0974676654557418
Position 759: 0.06845089236907746
Position 601: 0.05052094133145655
Position 2300: 0.04318798292736498
Position 2624: 0.03483546390488401
Position 3126: 0.029488776434580047
Position 506: 0.026435161239165804
Position 990: 0.017979409093727302
Position 2177: 0.017847070222266344
Position 716: 0.00812689278598345
Position 2603: 0.007915307954198496
Position 1836: 0.00785940278502309
Position 3345: 0.0068896610533091315
Position 2760: 0.006231053686872327
Position 1427: 0.005965877963667194
Position 1068: 0.004779418681349437
Position 806: 0.004260061231838013
Position 766: 0.0041194786420185245
Position 2477: 0.0040789849003956815
Position 721: 0.003647075379238363
Position 2566: 0.003545447364528231
Position 1025: 0.002765974564899648
Position 482: 0.002690758418349394
Position 3170: 0.0026611349536059116
Position 395: 0.002644675652182365
Position 3192: 0.0023807074146713213
Position 2348: 0.0022687796532165623
Position 784: 0.002111177694573566
Position 3195: 0.002097006577701504
Position 3404: 0.0017043012520133669
Position 2045: 0.0016911759181055057
Position 2796: 0.0013793529356488162
Position 2520: 0.0013772113176961599
Position 2767: 0.0012254814295329399
Position 1483: 0.0009416389905766255
Position 2021: 0.0008456889723003685
Position 2823: 0.0008041286614694872
Position 237: 0.0008014057294789984
Position 1900: 0.0007918884430849671
Position 1014: 0.0007818051751181535
Position 1207: 0.0007593107260651084
Position 297: 0.0006629478277440931
Position 3135: 0.0006518164199363419
Position 1108: 0.0006441901493934797
Position 2085: 0.000608152027467525
Position 1815: 0.0005983000408978952
Position 853: 0.0005516647291999441
Position 605: 0.0004541265446122954
Position 261: 0.00041594514681697956
Position 3372: 0.0003955759235865472
Position 778: 0.00036649290047039936
Position 525: 0.00035325650133436815
Position 2551: 0.000336737276567723
Position 2517: 0.0003284666756107771
Position 995: 0.00031709795127142927
Position 2627: 0.00028836774857984686
Position 411: 0.0002844322493277192
Position 1543: 0.0002739753667318152
Position 310: 0.0002596103909438088
Position 1120: 0.0002551445715412937
Position 3053: 0.00021601728667725186
Position 3386: 0.00018805769894137883
Position 633: 0.00018379817593717842
Position 348: 0.00017256687981809975
Position 1461: 0.00017183070068806875
Position 654: 0.00015723351697905153
Position 3216: 0.0001538605169253442
Position 1788: 0.00014338481670852617
Position 324: 0.0001416702072481525
Position 447: 0.00012806021139601735
Position 2670: 0.00012626387890984908
Position 898: 0.00012179076295213357
Position 1044: 0.00011878695495550027
Position 3289: 0.00011625444095975507
Position 1564: 9.284722636722519e-05
Position 2982: 9.029609568946235e-05
Position 824: 8.21525450165497e-05
Position 1498: 7.772324561011595e-05
Position 423: 7.258960731998606e-05
Position 1579: 7.206554057780513e-05
Position 335: 7.134229181260358e-05
Position 1706: 6.874819368353691e-05
Position 2006: 6.565935133795048e-05
Position 657: 5.995755511633308e-05
Position 1838: 5.933312765573092e-05
Position 1231: 5.4608628326030856e-05
Position 2001: 4.965127341654784e-05
Position 959: 4.91059232384499e-05
Position 1645: 4.884029639027003e-05
Position 1392: 4.7335548285956235e-05
Position 565: 4.4080871808520643e-05
Position 872: 3.923909967974371e-05
Position 1546: 3.512157194045471e-05
Position 582: 3.406378251835138e-05
Position 1802: 3.086753457774422e-05
Position 661: 3.0517182701322576e-05
Position 935: 2.8392171957279862e-05
Position 456: 2.838492075540667e-05
Position 1313: 2.7735511040467337e-05
Position 538: 2.6189289550392868e-05
Position 2309: 2.5242078769380368e-05
Position 607: 2.1779280895015526e-05
Position 1086: 2.027068017170551e-05
Position 3096: 1.9725578862384667e-05
Position 1490: 1.9618897001549167e-05
Position 2808: 1.7709003353759266e-05
Position 1923: 1.6942154035310092e-05
Position 1088: 1.617898998888567e-05
Position 3146: 1.5809440632249025e-05
Position 2381: 1.5783185619800815e-05
Position 803: 1.5663127844992932e-05
Position 1969: 1.4370659051400852e-05
Position 1845: 1.4072967928138312e-05
Position 2053: 1.284352319639978e-05
Position 3213: 1.1269153393296793e-05
Position 2030: 1.0849642130669955e-05
Position 1695: 9.719471207942085e-06
Position 2456: 8.727391213077575e-06
Position 1999: 8.383888751964493e-06
Position 1349: 8.301586639099691e-06
Position 857: 7.577291125901372e-06
Position 533: 6.7393333736285745e-06
Position 1269: 6.215336135194615e-06
Position 200: 5.950487147983089e-06
Position 1384: 5.259443758202811e-06
Position 1274: 5.168706384039691e-06
Position 1094: 4.899927982645441e-06
Position 428: 3.4280823660395306e-06
Position 629: 3.3142595994248656e-06
Position 950: 2.3374509820145634e-06
Position 940: 2.2032187855340392e-06
Position 665: 1.4285136684411894e-06
Position 463: 1.3083967428239893e-06
Position 540: 8.964671273191514e-07
Position 1658: 8.75537266300749e-07
Position 556: 5.689255561492328e-07
Position 612: 5.415558214849176e-07
Position 965: 5.328689329425507e-07
Position 912: 4.265976915542837e-07
Position 916: 3.675802658585942e-07
Position 643: 3.5386456206242124e-07
Position 817: 3.473837898594566e-07
Position 921: 3.3593067052527617e-07
Position 609: 3.3388983886377305e-07
Position 1244: 3.2471659490878794e-07
Position 169: 3.0382876939802377e-07
Position 877: 2.772085387164545e-07
Position 1291: 2.0600090908187284e-07
Position 883: 1.9166802448688224e-07
Position 558: 1.9056393123783047e-07
Position 1073: 1.6332916654716254e-07
Position 1279: 1.0315882388114742e-07
Position 187: 4.5652014712821406e-08
Position 151: 4.331058308766859e-08
Position 1906: 3.628594433238842e-09
Position 1325: 1.7638880051629239e-09
Position 153: 1.4181762575308816e-09
Position 535: 1.2434372614165476e-09
Position 546: 8.449981941136949e-10
Position 551: 6.004245453649297e-10
Position 1341: 2.2529244388603296e-10
Position 1351: 2.0180330281766775e-10
Position 143: 1.2487186332079434e-10
Position 102: 2.215807110394229e-11
Position 108: 1.6487496119890613e-11
Position 95: 3.010378065140907e-12
Position 125: 1.5790344957792877e-12
Position 112: 4.237489481087282e-13
