Gene = IQCG
Position 37340: 4.3944871109923634e-05
Position 27950: 4.3878534905467226e-05
Position 1520: 4.163966150925421e-05
Position 35175: 3.887766733863662e-05
Position 976: 3.7774313577052665e-05
Position 2168: 3.646031303065394e-05
Position 35687: 3.577232262068754e-05
Position 1820: 3.4573755553244436e-05
Position 4330: 3.281751592599959e-05
Position 979: 3.200625140785518e-05
Position 1122: 3.049922289918114e-05
Position 1304: 2.8082330315292577e-05
Position 37037: 2.7302733313803463e-05
Position 36366: 2.6948358088468708e-05
Position 1721: 2.6405675862824933e-05
Position 10169: 2.463341514975266e-05
Position 30090: 2.23526440088771e-05
Position 30061: 2.214628027955021e-05
Position 27990: 2.1715469516125273e-05
Position 28989: 2.1251991219932272e-05
Position 153: 2.0947974196987655e-05
Position 384: 1.8514962453768463e-05
Position 684: 1.6426656104585404e-05
Position 1276: 1.5413363578308983e-05
Position 31309: 1.453509091173768e-05
Position 31346: 1.4399796696843619e-05
Position 4152: 1.403719503716717e-05
Position 106: 1.3459659990305853e-05
Position 31191: 1.345889724149603e-05
Position 28564: 1.1405112352427714e-05
Position 2074: 8.947447439643426e-06
Position 1581: 8.554268459411093e-06
Position 1993: 8.049463110912592e-06
Position 1499: 8.045901202419185e-06
Position 30414: 8.011684094767973e-06
Position 1964: 7.338352540363318e-06
Position 839: 6.580562574408111e-06
Position 31067: 5.237436664183359e-06
Position 32050: 4.8748779247495976e-06
Position 28071: 4.788917299654597e-06
Position 913: 4.58008602842873e-06
Position 522: 4.4385460263223086e-06
Position 1005: 4.438316989349388e-06
Position 30275: 4.043210446933068e-06
Position 437: 3.6525705862796473e-06
Position 28128: 3.597205352231407e-06
Position 822: 3.2015828502256947e-06
Position 1092: 3.156550686440892e-06
Position 27927: 3.149491861883997e-06
Position 32068: 2.9833508475886402e-06
Position 1096: 2.803554354146916e-06
Position 29678: 2.5985876016553924e-06
Position 4358: 2.4884047112969333e-06
Position 28614: 2.4142098293195496e-06
Position 1753: 2.331047164308946e-06
Position 1748: 1.7072196569095225e-06
Position 1730: 1.6884616367077623e-06
Position 28920: 1.59256452265394e-06
Position 648: 1.5871547567806876e-06
Position 220: 1.5838508410117861e-06
Position 896: 1.5258532594971266e-06
Position 30704: 1.4660579467282107e-06
Position 440: 1.2872134197994843e-06
Position 30120: 1.0208791682373603e-06
Position 1280: 8.635971220748129e-07
Position 495: 7.467812402235213e-07
Position 30957: 7.399884467976117e-07
Position 28472: 5.13182361014702e-07
Position 981: 4.0926840514411725e-07
Position 778: 3.8944364377113954e-07
Position 1099: 3.7451572711397814e-07
Position 24587: 2.419974184362469e-07
Position 113: 2.4154737191374265e-07
Position 1105: 2.19305129833373e-07
Position 468: 1.8480498307096875e-07
Position 158: 1.727786336915573e-07
Position 593: 1.6598364549324787e-07
Position 461: 1.6593421319817219e-07
Position 738: 1.593216579438553e-07
Position 207: 1.5648053498297278e-07
Position 567: 9.315343036899139e-08
Position 937: 8.59106289074903e-08
Position 174: 7.771140546517652e-08
Position 20135: 7.633253764837505e-08
Position 21562: 7.146813516420783e-08
Position 1226: 6.580796347375154e-08
Position 1223: 4.791467874603007e-08
Position 610: 4.5453598709650565e-08
Position 530: 4.4765136018276305e-08
Position 925: 4.1534270489544935e-08
Position 121: 2.4425974317356198e-08
Position 1344: 8.76607090804974e-09
Position 561: 3.653687473709659e-09
Position 519: 2.9592955375016696e-09
Position 542: 2.274780658351055e-09
Position 89: 1.0852917422273378e-09
Position 527: 1.2622002827339616e-10
Position 654: 8.350678872011729e-11
Position 759: 5.878069863339495e-11
Position 2769: 4.611724836262832e-11
Position 2987: 3.4547371233655067e-12
Position 179: 3.8287080879642334e-13
