Gene = NUPL2
Position 453: 2.3256613757652693e-07
Position 560: 2.1766373659448966e-08
Position 1191: 1.7356870659300965e-08
Position 444: 9.294981079786985e-09
Position 451: 5.599835282745123e-09
Position 253: 9.192043265595356e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 17630: 0.9847592343885823
Position 5224: 0.960713521982521
Position 3242: 0.9572239351902907
Position 18340: 0.8722449702701323
Position 14852: 0.7817446817301644
Position 11149: 0.35865091848755076
Position 10872: 0.3475414987142798
Position 4654: 0.21807885773594285
Position 286: 0.21707661390398372
Position 14551: 0.204165167114629
Position 15671: 0.14240866968269728
Position 4598: 0.13527940610032693
Position 18769: 0.10633917476119382
Position 18598: 0.09643048313584074
Position 11277: 0.08855253299917457
Position 14359: 0.06284166506885877
Position 18505: 0.05426139005555039
Position 11785: 0.05048930979065274
Position 13987: 0.04781329114061589
Position 11913: 0.0470454243253007
Position 18622: 0.0449438516487932
Position 11303: 0.04191992087907814
Position 14011: 0.032424019053181534
Position 18568: 0.03205490608656837
Position 11104: 0.03158986986446417
Position 15696: 0.03144126326883865
Position 4625: 0.030583461262245107
Position 13943: 0.030436996252071715
Position 12054: 0.02817252050632979
Position 11069: 0.02763000817173768
Position 15345: 0.027096840036233725
Position 18560: 0.026639445567377264
Position 11201: 0.02430431791858419
Position 18815: 0.023219712343745726
Position 9136: 0.022785194020759136
Position 1750: 0.017130442984370303
Position 18720: 0.016867449531779745
Position 17838: 0.016430225294359606
Position 208: 0.01483495210395808
Position 18793: 0.014712028336548765
Position 17315: 0.013468629442066032
Position 9020: 0.011584640772414717
Position 18302: 0.011146707142298656
Position 18746: 0.010611608922487156
Position 578: 0.010027461826977347
Position 14322: 0.009419531506494395
Position 202: 0.008901206960243456
Position 15524: 0.008362152788975183
Position 9998: 0.008012424273032592
Position 4563: 0.0067358586339448506
Position 5144: 0.006557866775666856
Position 1657: 0.006545268512529798
Position 11860: 0.006497445583530167
Position 245: 0.00606097151397406
Position 11245: 0.005838958212707385
Position 11521: 0.005517810617912822
Position 224: 0.005416793464147122
Position 2929: 0.00506148372026578
Position 17934: 0.004958842639528071
Position 15859: 0.0047889251317585375
Position 17906: 0.004787714498842814
Position 1395: 0.004584688397836498
Position 8886: 0.004468833115161802
Position 1435: 0.004405767566356335
Position 18749: 0.004282933030915555
Position 3298: 0.004216345847738219
Position 9132: 0.004114001707095363
Position 11817: 0.00391510153871803
Position 11096: 0.003813754830016079
Position 14700: 0.0038065867568451914
Position 9763: 0.0034417203263684385
Position 11868: 0.0033717146312384903
Position 536: 0.003076406577505634
Position 12173: 0.002901386070459826
Position 3438: 0.002810782886355977
Position 2850: 0.0027783768341378664
Position 17311: 0.0027533916678833
Position 19078: 0.0027216286505074828
Position 4450: 0.002709056608156813
Position 14287: 0.002700250644397846
Position 3616: 0.002656617166787033
Position 18017: 0.00252750138074109
Position 18921: 0.0024376941071614904
Position 18034: 0.002407277914363597
Position 18112: 0.0023114778197734116
Position 188: 0.0022561109731702804
Position 17863: 0.0021025777506874918
Position 10837: 0.002065097761409059
Position 1788: 0.002016812562404646
Position 13927: 0.0020141127841378477
Position 18686: 0.0018659414780337227
Position 9760: 0.0018378191323752723
Position 2212: 0.0018263419230332436
Position 17645: 0.001744743281129918
Position 18428: 0.0016288317656486329
Position 6205: 0.0015871277054587945
Position 18575: 0.0014971863739424488
Position 4659: 0.0014897876239141632
Position 2080: 0.0013693983863769207
Position 973: 0.0013141925830401158
Position 4505: 0.0013125164859555227
Position 8821: 0.0013039876223383449
Position 5090: 0.0011413852115515872
Position 18454: 0.0010856980384266494
Position 17948: 0.001083539627044637
Position 5181: 0.001041399334670764
Position 18216: 0.0010363293142046897
Position 5178: 0.0010080928499144974
Position 9162: 0.000995327342721789
Position 5229: 0.0009894541687676451
Position 9910: 0.0009749955446945225
Position 4707: 0.0009262893978644346
Position 4790: 0.0009241802354825985
Position 1578: 0.0009061081651627369
Position 18728: 0.000850802754194003
Position 2395: 0.0008480735590856466
Position 1575: 0.0008346577403788451
Position 18607: 0.0008289249860461629
Position 4882: 0.0008227210748023277
Position 7539: 0.0008087602893686217
Position 1801: 0.0008062283165005636
Position 5295: 0.0007943283544589084
Position 11339: 0.0007807603447904225
Position 18349: 0.0007396393871097294
Position 13271: 0.000734185165793821
Position 1022: 0.0006952544444032952
Position 8441: 0.0006920478934693085
Position 18888: 0.0006912198197540581
Position 1138: 0.0006838915896161875
Position 17915: 0.0006443114630807307
Position 4299: 0.0006148238422480618
Position 662: 0.0006123621321408931
Position 3393: 0.0005968552574005988
Position 3692: 0.0005833303828599476
Position 1629: 0.0005712420825292097
Position 1855: 0.0005301076514587347
Position 18469: 0.0005198275733028416
Position 18776: 0.0005190375473376711
Position 13322: 0.0004869235347700027
Position 1487: 0.00047917620000336467
Position 8364: 0.0004662119204462699
Position 9236: 0.0004630558861261142
Position 18979: 0.00045299259680333287
Position 8604: 0.0004499355487325771
Position 2171: 0.0004474851207924885
Position 1671: 0.0004457700461289241
Position 3339: 0.00044259751526859746
Position 1455: 0.0004207359163958269
Position 19036: 0.0003801038201642655
Position 4865: 0.0003610018517284179
Position 5102: 0.0003406056826492515
Position 3273: 0.00033943811186563303
Position 3065: 0.0003376885603568118
Position 18086: 0.0003305738471778481
Position 1988: 0.00030470730202576283
Position 1058: 0.00030193293024815095
Position 3306: 0.00029084428464053267
Position 18484: 0.00029038540799033113
Position 6235: 0.0002761243572944323
Position 8342: 0.00026759145650547705
Position 1298: 0.0002668444989369447
Position 5129: 0.0002636237617202913
Position 8587: 0.0002591622448982142
Position 12552: 0.00025608892309879274
Position 18522: 0.00025139602037583825
Position 335: 0.00024069512924221047
Position 4398: 0.00023048923237451385
Position 18779: 0.0002281980490353109
Position 4424: 0.00021647912064210687
Position 4627: 0.00020265620634231688
Position 19163: 0.0001914766073760499
Position 3957: 0.00018450178452834756
Position 822: 0.00017136618318796997
Position 3591: 0.00016153108623632125
Position 5060: 0.00016131201647474243
Position 3336: 0.00015800846346891264
Position 7455: 0.00014162847020551616
Position 18359: 0.0001404952775523998
Position 304: 0.00013870003327258855
Position 1813: 0.00012990344324350866
Position 18858: 0.00012209294713914196
Position 709: 0.00012195469315987949
Position 15317: 0.00011771530711374919
Position 178: 0.00011552506949291598
Position 994: 0.00011229990156351868
Position 19014: 9.893627018525074e-05
Position 8331: 9.677008388018036e-05
Position 17335: 9.472879079373191e-05
Position 1016: 9.102059408306153e-05
Position 1257: 9.022155159414837e-05
Position 3933: 9.003766420153843e-05
Position 3661: 8.483833785777476e-05
Position 3451: 8.296129473379743e-05
Position 757: 8.022126755891891e-05
Position 3808: 7.801023831167933e-05
Position 639: 7.564968628545976e-05
Position 2517: 7.439948785019849e-05
Position 1877: 7.359755475150193e-05
Position 2969: 7.358140623248225e-05
Position 696: 7.145526906818887e-05
Position 6254: 6.973447946608621e-05
Position 624: 6.880720627275085e-05
Position 3621: 6.360857093184849e-05
Position 6298: 6.314103492924947e-05
Position 3252: 6.248676742134111e-05
Position 15011: 6.007452665999785e-05
Position 18446: 5.991189311232789e-05
Position 18362: 5.8079195951859066e-05
Position 12574: 5.551417015630471e-05
Position 18386: 5.550740075219429e-05
Position 8386: 5.265428146722725e-05
Position 11713: 5.025969516489309e-05
Position 1070: 4.915615212738805e-05
Position 4725: 4.9032148219163174e-05
Position 231: 4.74888251980414e-05
Position 1870: 4.5938110459036374e-05
Position 4456: 4.558416128768188e-05
Position 5249: 4.5245862968619854e-05
Position 586: 4.448597503858755e-05
Position 7606: 3.8039372075257655e-05
Position 15289: 3.710813068477367e-05
Position 15384: 3.698158603602586e-05
Position 12548: 3.524203667271918e-05
Position 4190: 3.182586311544296e-05
Position 19103: 3.086710921466493e-05
Position 1836: 3.048470571335349e-05
Position 343: 2.6968614078429918e-05
Position 11546: 2.4081812382516518e-05
Position 12135: 2.1293188096117384e-05
Position 11396: 2.073843921680337e-05
Position 6291: 2.059120106510915e-05
Position 739: 2.033159878632311e-05
Position 4094: 2.0322581006099446e-05
Position 6367: 2.0185091176528618e-05
Position 1270: 1.9125316348858653e-05
Position 1203: 1.8996338860370505e-05
Position 4097: 1.8543390368844307e-05
Position 754: 1.8025652682713717e-05
Position 14994: 1.566356967407916e-05
Position 7402: 1.3870367848409996e-05
Position 3993: 1.2325914744590953e-05
Position 4166: 1.062726240791485e-05
Position 4318: 3.347455270561369e-06
Position 5799: 3.1038263589904085e-06
Position 5824: 8.794226072695746e-07
Position 1441: 8.455397568810987e-07
Position 369: 8.397046773226605e-07
Position 8463: 7.849269571685409e-07
Position 366: 6.16531854271847e-07
Position 5382: 5.10878699237281e-07
Position 379: 4.942845573351131e-07
Position 1459: 4.177076127338242e-07
Position 715: 3.3239246482651645e-07
Position 7013: 3.309051067967649e-07
Position 5696: 3.2312765536885053e-07
Position 1029: 3.1887142860060845e-07
Position 7517: 2.965432987851167e-07
Position 1096: 2.927167609093425e-07
Position 413: 2.846366058181823e-07
Position 5874: 2.511729253779262e-07
Position 5963: 1.9557938828877432e-07
Position 984: 1.5347039908710998e-07
Position 5265: 1.3649118623421664e-07
Position 1140: 1.336657160802396e-07
Position 1511: 1.2616736347900008e-07
Position 1208: 1.2564021816437733e-07
Position 1303: 1.0841217837499914e-07
Position 136: 1.0262950718857979e-07
Position 372: 7.15839788890082e-08
Position 5319: 6.234523858179723e-08
Position 720: 6.203885312318481e-08
Position 5415: 6.065914471169218e-08
Position 839: 6.010330955348624e-08
Position 1580: 5.163407486095983e-08
Position 941: 3.965628256335798e-08
Position 4993: 3.4995586731489175e-08
Position 357: 3.48788591810647e-08
Position 421: 2.841716052471837e-08
Position 733: 2.4508801593058592e-08
Position 5347: 1.8391391572139275e-08
Position 349: 1.6543319472578452e-08
Position 5396: 1.5433058395933946e-08
Position 997: 1.2259562199306807e-08
Position 1972: 1.110017767333992e-08
Position 346: 1.0143154966997383e-08
Position 1100: 9.810142340740868e-09
Position 161: 9.563494344231706e-09
Position 990: 9.550675406271068e-09
Position 4123: 9.452344557795882e-09
Position 3732: 7.2234160683632845e-09
Position 3735: 6.8854887750150605e-09
Position 723: 4.332162854616435e-09
Position 146: 1.872803940629257e-09
Position 158: 6.903710680321111e-10
Position 833: 1.2542505597279273e-10
Position 84: 9.625299067976768e-11
Position 126: 3.322902860114912e-11
Position 143: 3.2142898159661876e-11
Position 116: 1.648347315906026e-11
Position 114: 1.5284066771364774e-11
