Gene = YRDC
Position 1430: 1.4805458798798005e-07
Position 986: 8.793948014453863e-08
Position 3992: 8.117294915424005e-08
Position 377: 6.628186936470981e-08
Position 3849: 4.792145548689635e-08
Position 3815: 4.7159106483780115e-08
Position 1342: 4.681288888390106e-08
Position 257: 4.5343000276237e-08
Position 4033: 3.950604460127324e-08
Position 785: 3.410791320631156e-08
Position 493: 2.8363919580184527e-08
Position 3774: 2.755239559422079e-08
Position 4155: 2.7342687550122516e-08
Position 3904: 2.639397209854229e-08
Position 320: 2.578078189822463e-08
Position 4011: 1.921053200116248e-08
Position 4023: 1.8271705330415633e-08
Position 3817: 1.7080094202632755e-08
Position 3899: 1.519107803941626e-08
Position 3874: 1.0703729841389308e-08
Position 1523: 6.527536523279989e-09
Position 978: 3.76492842869123e-09
Position 961: 1.0556143036118001e-09
Position 1312: 4.1916510304067054e-10
Position 224: 2.0720057336228718e-10
Position 1288: 1.6982397524064958e-10
Position 170: 5.908187420346344e-11
Position 1548: 1.6109705252765445e-11
Position 1359: 1.2509418860974471e-11
Position 925: 1.0792057659015805e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 969: 0.9864030944875263
Position 3740: 0.9690882081345958
Position 4187: 0.9270748118567488
Position 1208: 0.9252997936475557
Position 4050: 0.01954741250967282
Position 5209: 0.0189307722909167
Position 2934: 0.017206362035743678
Position 1614: 0.013176500361549881
Position 4221: 0.010014793419676423
Position 2741: 0.009837013870002232
Position 4634: 0.007682726935538997
Position 3987: 0.007085256319558902
Position 3651: 0.006711549442333242
Position 2721: 0.006467112328884373
Position 1575: 0.006156313454678959
Position 3680: 0.005744105439855808
Position 1621: 0.004916797861780431
Position 4275: 0.0047540126243596015
Position 1661: 0.004734101093199547
Position 2492: 0.004342562859598849
Position 3628: 0.00403355846403273
Position 2634: 0.003926053202396524
Position 4126: 0.0037220202648022764
Position 4672: 0.0033842245074476823
Position 685: 0.0032629238835485404
Position 2770: 0.00324227595263394
Position 742: 0.0032274087478782586
Position 1007: 0.0031952443994884366
Position 2952: 0.0030258691626479308
Position 1560: 0.0028771066940797806
Position 4940: 0.002510814703886915
Position 2805: 0.002432265539391013
Position 904: 0.002290701261795699
Position 5120: 0.0021035906714143428
Position 1019: 0.0020819871996969716
Position 1288: 0.0018311854737364677
Position 4585: 0.0016126657704943264
Position 4224: 0.001489597889736048
Position 2239: 0.0014795956573484214
Position 5132: 0.0014718768144500122
Position 3522: 0.0014657824753649066
Position 2930: 0.0011472811237673278
Position 3749: 0.0009624873354073043
Position 4482: 0.000956079079175443
Position 4084: 0.0009197649711646966
Position 4344: 0.0008398753224329007
Position 3356: 0.0007707230363472928
Position 4678: 0.0007698038435291507
Position 3743: 0.0007432297564133501
Position 1637: 0.0006793049735621991
Position 3703: 0.0006618071238096203
Position 3764: 0.0006556890559589892
Position 3860: 0.0006330199701430042
Position 4071: 0.0005526434163373736
Position 2748: 0.0005243200152275968
Position 880: 0.0005191428869064245
Position 2530: 0.00046648486937343595
Position 4407: 0.0004636691247955663
Position 5044: 0.000445075555572528
Position 4272: 0.0004260394099896903
Position 4385: 0.00040518613594886445
Position 4331: 0.00039379426008331257
Position 3630: 0.00038809857288587873
Position 4966: 0.00035695600045578934
Position 1025: 0.00033695787975557235
Position 828: 0.0003069723088873663
Position 498: 0.00027661522334749053
Position 1392: 0.00026843164871617677
Position 2431: 0.00026731511374131016
Position 1523: 0.00025839354684378243
Position 4199: 0.000253707654076534
Position 536: 0.00023466610124966934
Position 1248: 0.00022064564206235407
Position 4060: 0.0002110974844805163
Position 1717: 0.00020618864628535444
Position 3591: 0.0001942694919771084
Position 4434: 0.00017429858458966975
Position 4155: 0.00016950828985676965
Position 699: 0.0001570706446179532
Position 4000: 0.00015184033720748363
Position 3611: 0.0001428991709316625
Position 3961: 0.0001339028214548547
Position 1215: 0.0001292503768180997
Position 2202: 0.00012887294228367885
Position 1580: 0.00012830975230613734
Position 4207: 0.00012627820630802517
Position 4571: 0.00012558945549233697
Position 5085: 0.0001226377969814034
Position 4824: 0.00011997560462293552
Position 4381: 0.00011384569621500145
Position 1509: 0.00010910506197854337
Position 3570: 0.00010312291188763233
Position 2150: 0.00010236108508020353
Position 3500: 0.0001017720270215164
Position 582: 9.4288855910137e-05
Position 1641: 9.400406076393253e-05
Position 2868: 9.28917113123372e-05
Position 2105: 8.868851635528058e-05
Position 4645: 8.799574336393611e-05
Position 4989: 8.646643370847204e-05
Position 3879: 8.442101816535813e-05
Position 3806: 8.258166482812648e-05
Position 2401: 8.218572151149995e-05
Position 2499: 6.641431627850507e-05
Position 4591: 6.523901119064311e-05
Position 4982: 6.475574893466828e-05
Position 2315: 6.241189724212849e-05
Position 4152: 6.009643584032245e-05
Position 508: 5.956022065221104e-05
Position 2605: 5.855192698235602e-05
Position 4731: 5.800363172883347e-05
Position 1675: 5.7053964083590396e-05
Position 750: 5.583416077325762e-05
Position 1113: 5.578874011547205e-05
Position 2024: 4.823086304543632e-05
Position 835: 4.672208666360568e-05
Position 114: 4.62033480494043e-05
Position 672: 4.330551559810875e-05
Position 4518: 4.2759642959239766e-05
Position 3298: 4.152224314640043e-05
Position 4818: 4.0518786703040833e-05
Position 3213: 4.049221272247897e-05
Position 2708: 4.001780289485926e-05
Position 3012: 3.80794418769122e-05
Position 2348: 3.7532427524124174e-05
Position 984: 3.6588902774453e-05
Position 4452: 3.581121719132932e-05
Position 2807: 3.5393784261151394e-05
Position 3635: 3.432863938084992e-05
Position 4537: 3.40223802302604e-05
Position 5160: 3.4012621337336066e-05
Position 906: 3.1852511545555324e-05
Position 4598: 3.0783659928442e-05
Position 2660: 2.9638149108403172e-05
Position 2642: 2.8031666093647886e-05
Position 759: 2.726337900095503e-05
Position 1259: 2.468636906537017e-05
Position 4159: 2.2769118700695068e-05
Position 3955: 2.1312963633728316e-05
Position 3990: 2.127860994599052e-05
Position 669: 2.0167134734567902e-05
Position 2580: 1.9958124793989955e-05
Position 1671: 1.990032054821782e-05
Position 3526: 1.819073052537526e-05
Position 656: 1.594380595102095e-05
Position 334: 1.4333660455374418e-05
Position 4095: 1.4302328103678051e-05
Position 3093: 1.3749852262200362e-05
Position 715: 1.3638211720941989e-05
Position 2978: 1.3241777782805188e-05
Position 342: 1.2611436559573127e-05
Position 3435: 1.2480742014082228e-05
Position 3550: 9.238647067067346e-06
Position 2494: 9.158467153575673e-06
Position 1445: 8.45876487157716e-06
Position 4360: 7.3739178201794444e-06
Position 4725: 6.895624655279131e-06
Position 4866: 6.743283683089593e-06
Position 1300: 6.570894557644601e-06
Position 4100: 6.418573373536736e-06
Position 4844: 6.064975506858545e-06
Position 175: 6.040508818792792e-06
Position 1307: 4.9343628187165324e-06
Position 4848: 4.638872104025404e-06
Position 4949: 4.572162609427104e-06
Position 4489: 4.441145831509992e-06
Position 4912: 4.31243867999777e-06
Position 579: 4.2741012886108165e-06
Position 640: 3.467855366223738e-06
Position 925: 3.419451389443447e-06
Position 911: 3.380943695268292e-06
Position 4346: 3.0728056023453635e-06
Position 4279: 2.993947468323788e-06
Position 597: 2.9023357643578175e-06
Position 772: 2.723018667750817e-06
Position 162: 2.6113115757162397e-06
Position 3577: 2.5797247046718584e-06
Position 4011: 2.4401572391283348e-06
Position 1051: 2.2617593187149192e-06
Position 3504: 2.0566097977621795e-06
Position 3472: 1.8601146178700491e-06
Position 794: 1.7266021557123892e-06
Position 2065: 1.5757532600300266e-06
Position 3122: 1.4161784470137208e-06
Position 208: 1.387118379487977e-06
Position 3553: 1.1880995013501089e-06
Position 774: 1.1541538873300496e-06
Position 848: 1.1324993049125943e-06
Position 2437: 1.0976826289476517e-06
Position 994: 1.029036668775786e-06
Position 470: 8.915649941402099e-07
Position 1938: 8.400885008976234e-07
Position 2053: 8.314735017925251e-07
Position 1054: 7.007267288710578e-07
Position 232: 6.649159536327833e-07
Position 845: 5.514835477920734e-07
Position 767: 5.266972672985344e-07
Position 476: 4.735474056392832e-07
Position 2109: 4.6601778076086453e-07
Position 1366: 4.6013367996463266e-07
Position 1328: 4.2015650900643953e-07
Position 1312: 4.1641887950703385e-07
Position 90: 4.1156180597471125e-07
Position 297: 3.6321555615591353e-07
Position 790: 3.2699627606425655e-07
Position 346: 3.104637600556446e-07
Position 455: 2.7724779096744747e-07
Position 2269: 2.3244683027258262e-07
Position 393: 2.1053905075926072e-07
Position 1536: 2.0823532607338916e-07
Position 986: 1.9638834952684962e-07
Position 2685: 1.7956784447989837e-07
Position 1404: 1.745763915868928e-07
Position 2533: 1.5199853801511658e-07
Position 190: 1.4773398796055177e-07
Position 2813: 1.4722589037079087e-07
Position 1853: 1.4389022372851508e-07
Position 810: 1.4093394780359774e-07
Position 1630: 1.3737374455579543e-07
Position 2691: 1.2347389977813824e-07
Position 1063: 1.1840243376721446e-07
Position 1532: 1.1683993112749545e-07
Position 1681: 1.1625844046608671e-07
Position 352: 1.1267975501551582e-07
Position 1139: 1.1235317451121092e-07
Position 1684: 1.0753624286303621e-07
Position 601: 1.0562135422532394e-07
Position 1738: 9.883443701041266e-08
Position 2215: 7.944265453595379e-08
Position 422: 7.858594120313426e-08
Position 1333: 7.838483863432256e-08
Position 856: 6.259799087908138e-08
Position 183: 6.219070743047488e-08
Position 2249: 6.19619750208951e-08
Position 1588: 5.239204525944076e-08
Position 4023: 2.9037084256146827e-08
Position 1268: 2.685732435946268e-08
Position 1342: 2.6388772062593507e-08
Position 1421: 2.061098314248641e-08
Position 916: 1.9555995224336367e-08
Position 486: 1.8898761396036716e-08
Position 464: 1.3709178969713189e-08
Position 2282: 1.33666883957822e-08
Position 2276: 1.3142847331781722e-08
Position 2222: 1.0950844954573631e-08
Position 2458: 8.600600021462674e-09
Position 480: 8.416302196518168e-09
Position 593: 7.815098769469408e-09
Position 1452: 7.668741976359861e-09
Position 478: 7.132190558086447e-09
Position 839: 6.702287752541465e-09
Position 1735: 6.170599461236318e-09
Position 3096: 6.0924495411112506e-09
Position 1816: 4.177746034236822e-09
Position 852: 3.855991518984024e-09
Position 1695: 2.8959348755813854e-09
Position 1146: 1.8247201361899516e-09
Position 1151: 1.530617387015545e-09
Position 1461: 1.019630990104856e-09
Position 1120: 9.127909181576796e-10
Position 1094: 3.571968909410059e-10
Position 1468: 1.3859655754315894e-10
Position 1089: 4.51461357510615e-13
Position 70: 7.645616155973636e-14
Position 398: 2.061932742992455e-14
Position 439: 2.377963868470614e-16
