Gene = TRAPPC13
Position 15365: 0.012121837866372066
Position 3237: 0.011223440134494693
Position 10624: 0.01103495389239834
Position 17231: 0.009813918129344644
Position 6237: 0.009412099587501497
Position 10127: 0.009074509780496657
Position 34976: 0.008907083552061306
Position 7207: 0.00887897770169067
Position 16279: 0.00855197816716078
Position 36018: 0.008267874889735124
Position 12944: 0.008102519327001649
Position 21079: 0.007491348949563926
Position 24966: 0.007199962757958211
Position 26072: 0.006617105234950208
Position 18312: 0.005674876163436008
Position 4283: 0.005529202794207825
Position 39336: 0.005126493527680549
Position 11748: 0.0049993325985485
Position 10482: 0.0049844255538474104
Position 11928: 0.004962060017907967
Position 25789: 0.004878124598159804
Position 364: 0.004762387302234957
Position 4263: 0.004693346595820681
Position 23456: 0.0041002189482054014
Position 6258: 0.003975879473193795
Position 10421: 0.0036735999121054134
Position 10549: 0.0034504850956569777
Position 14891: 0.0031853517974523215
Position 7031: 0.0027587556881540558
Position 12464: 0.0026468672807256335
Position 2538: 0.002443717759912147
Position 11913: 0.001939869159188551
Position 25780: 0.0018255731722550818
Position 5820: 0.0017858750427715167
Position 433: 0.001385361457326668
Position 2838: 0.001363397081134224
Position 9231: 0.0013411395694682535
Position 7949: 0.001278746434321085
Position 9676: 0.0012319535969795977
Position 13520: 0.0010799186475965142
Position 39257: 0.001013510976483035
Position 22178: 0.000991127281758288
Position 11881: 0.0007812838648303136
Position 12255: 0.0007761549216254195
Position 11344: 0.0007653228668664708
Position 38947: 0.0006359414597585927
Position 12415: 0.0005816975107857172
Position 38033: 0.0005424920680630356
Position 12185: 0.0005317757079823639
Position 11953: 0.0004886497758883811
Position 567: 0.000361223487070281
Position 1965: 0.00031855686196256106
Position 37360: 0.0003090086361626836
Position 7455: 0.0003081912506988204
Position 14840: 0.00020875634292913088
Position 144: 0.00013531395957892164
Position 17658: 0.00011983541319391915
Position 1046: 0.00011067504503991916
Position 5152: 0.0001065074132512528
Position 39548: 9.117594559829939e-05
Position 6466: 8.874164772164857e-05
Position 1380: 7.464374844170891e-05
Position 33: 7.101968177350898e-05
Position 862: 6.126884771172422e-05
Position 16180: 5.0929392647883676e-05
Position 2463: 4.242797016437196e-05
Position 457: 4.1942415466066904e-05
Position 240: 4.1567209406003636e-05
Position 1489: 3.822208408478695e-05
Position 2532: 3.569418471753528e-05
Position 15228: 3.262920495096055e-05
Position 4: 3.005277762124951e-05
Position 639: 2.7665870485073855e-05
Position 17682: 2.204345224200391e-05
Position 2834: 2.1114190243213718e-05
Position 13456: 2.016972190863423e-05
Position 1413: 1.7362323408771437e-05
Position 2732: 1.7075409151669805e-05
Position 479: 1.691748526523224e-05
Position 1182: 1.2679483599058278e-05
Position 17926: 1.186058539158567e-05
Position 506: 1.1793621528139136e-05
Position 2361: 1.0504234432368296e-05
Position 2083: 8.652805530478725e-06
Position 1478: 8.558991566417426e-06
Position 14272: 8.141497866742679e-06
Position 2040: 7.209430039503033e-06
Position 1552: 7.14748394163979e-06
Position 811: 6.597725457873895e-06
Position 4321: 6.095772252535764e-06
Position 2924: 5.844801047227459e-06
Position 352: 4.545538103857557e-06
Position 338: 4.0276559868703465e-06
Position 402: 3.499972088454109e-06
Position 2277: 3.484473981432957e-06
Position 466: 3.4824402964161655e-06
Position 1378: 2.845209925456992e-06
Position 4906: 2.6289066248459926e-06
Position 11041: 2.375109060225283e-06
Position 2292: 2.0056496297355527e-06
Position 106: 1.95663795751616e-06
Position 2683: 1.8135668351241845e-06
Position 2936: 1.6399397024150167e-06
Position 4566: 1.346437679902957e-06
Position 8: 7.137542721820932e-07
Position 10958: 6.533606713587898e-07
Position 2817: 5.929160256297015e-07
Position 10974: 5.089970491924268e-07
Position 15: 3.648824285045789e-07
Position 171: 3.398188213861081e-07
Position 21: 3.039182067214941e-07
Position 933: 9.57327041344677e-08
Position 409: 6.561397348761105e-08
Position 298: 3.6200368429404244e-08
Position 634: 2.2131740174240486e-08
Position 582: 1.9613671309401535e-08
Position 613: 1.4822175445270304e-08
Position 309: 1.2245043351717481e-08
Position 571: 7.823385758361919e-09
Position 419: 3.1824311111109295e-09
Position 190: 3.0542265970625123e-09
Position 548: 7.831123481882013e-10
Position 482: 1.050107076583357e-10
Position 596: 3.43468634473394e-11
Position 284: 8.361364596361451e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 10909: 0.9737439419852087
Position 39469: 0.9059263553817734
Position 33333: 0.9002139268225572
Position 37015: 0.8969321504638536
Position 27466: 0.8425270410814845
Position 25775: 0.7987289209313055
Position 12661: 0.7831126113432569
Position 22020: 0.7476414725249249
Position 21396: 0.6117069226667101
Position 7330: 0.5643468620857979
Position 10266: 0.5247078351214726
Position 39199: 0.4708113358568704
Position 25929: 0.369635705135014
Position 36179: 0.33789475821977166
Position 35664: 0.3005274277212817
Position 39202: 0.2986622256717997
Position 7305: 0.23090089162749253
Position 22323: 0.20593642717623659
Position 22060: 0.1872385448039743
Position 9548: 0.1763477680003569
Position 14716: 0.16560786510095782
Position 2873: 0.11811667986046828
Position 5410: 0.10321987563660504
Position 38836: 0.10173441817145272
Position 37817: 0.09434953596454214
Position 6938: 0.08892825499242202
Position 37783: 0.0795688206555751
Position 37225: 0.07728059775628722
Position 25533: 0.07585128415154606
Position 20910: 0.06765053590994838
Position 35041: 0.05740578208268089
Position 37206: 0.05652862735323994
Position 29405: 0.05568999959724011
Position 7895: 0.052765876879057996
Position 309: 0.0430820673386517
Position 30103: 0.04246877209472763
Position 29812: 0.04145092066304159
Position 29316: 0.03787189564430101
Position 35622: 0.035388657763479124
Position 33260: 0.034354642376435804
Position 7282: 0.025334109374230546
Position 5383: 0.024814564337787483
Position 5299: 0.022979060440554394
Position 34133: 0.022537714224327064
Position 7510: 0.019936962039128352
Position 39270: 0.01746104675637257
Position 239: 0.01712970909443429
Position 8972: 0.01695331720703215
Position 259: 0.016231988558519563
Position 29457: 0.015919888207239358
Position 22498: 0.015225241022497664
Position 22236: 0.014956772269727059
Position 36661: 0.014552155599257391
Position 21954: 0.013718294770701649
Position 22522: 0.011521315138385297
Position 28249: 0.011321558225918751
Position 25848: 0.011278298018169684
Position 10052: 0.010878676966361828
Position 22357: 0.010766402740719173
Position 171: 0.010489703107386675
Position 28184: 0.01033783508354898
Position 4123: 0.010017996233406627
Position 6077: 0.009915085970149869
Position 39471: 0.009779560509207781
Position 526: 0.0090862390139775
Position 35012: 0.00901171402537267
Position 7379: 0.008949699975982625
Position 29424: 0.008894407040767478
Position 15222: 0.008826589486987372
Position 29478: 0.008706691379359293
Position 1026: 0.008617554505086987
Position 10481: 0.00859498653271725
Position 3048: 0.007962775032097929
Position 24843: 0.0072003407844116775
Position 4494: 0.0070167375990866695
Position 4433: 0.006910224840099698
Position 12836: 0.006312866464694493
Position 21291: 0.005993308233485144
Position 35944: 0.005874923953839253
Position 18208: 0.005674920224524132
Position 34817: 0.005360536582449399
Position 17018: 0.005270175394195995
Position 205: 0.005221229621926942
Position 9416: 0.005205988409859701
Position 37296: 0.004944465385665418
Position 5465: 0.004921959143137619
Position 16084: 0.004795739636891174
Position 11781: 0.004428594213183448
Position 10912: 0.004266104785235194
Position 11552: 0.004210812143079667
Position 37712: 0.0040711515815681255
Position 5419: 0.004007502644455155
Position 29534: 0.00385358062516603
Position 17040: 0.0037038370882364565
Position 548: 0.0036860554866497293
Position 14677: 0.0035006538870818137
Position 6129: 0.003472893090545432
Position 34785: 0.0033170799959528277
Position 1073: 0.0031375027531948953
Position 12349: 0.00267856103732015
Position 10838: 0.0026758747852152374
Position 3015: 0.002672290129389398
Position 14808: 0.0026548966560359694
Position 16114: 0.0025882829949055546
Position 15255: 0.002451895350306798
Position 34139: 0.002430572077347552
Position 37273: 0.002387428773690739
Position 22290: 0.002213239298365819
Position 2335: 0.0020185993624201246
Position 34135: 0.001903737496743238
Position 25902: 0.001898299752421079
Position 11735: 0.0018514271178770218
Position 6971: 0.0018276033972178766
Position 11718: 0.0017454156203805715
Position 936: 0.001731461033077479
Position 9999: 0.0016670219156592924
Position 8941: 0.0016131997314566984
Position 2751: 0.0015983379765925156
Position 10926: 0.0015691778113796082
Position 9454: 0.0014844404583732318
Position 620: 0.0014501378095054865
Position 5050: 0.001407773659730333
Position 4385: 0.0013726896981252597
Position 7537: 0.0013661735697975586
Position 5365: 0.0013575823748007945
Position 23385: 0.0013466621931971148
Position 9759: 0.0013437168291878419
Position 16111: 0.0012188849280119361
Position 374: 0.0011838404419206995
Position 23234: 0.0011838318177169872
Position 7900: 0.0011766120756851908
Position 5748: 0.0010737406125957848
Position 1116: 0.0010730574901685831
Position 147: 0.0010424145785418227
Position 10719: 0.001035394846946889
Position 12844: 0.0009983067665878347
Position 23388: 0.0009914804548085655
Position 9134: 0.0008837877446629814
Position 5433: 0.0008515492698029822
Position 7492: 0.0008403169676048476
Position 16947: 0.0008399056469121995
Position 8996: 0.0008007785536692111
Position 1050: 0.0008001542902719596
Position 745: 0.0007822425743108177
Position 37248: 0.0007448673240271373
Position 12184: 0.000739672063202222
Position 466: 0.0007241963314924414
Position 11615: 0.0006766820034035569
Position 1034: 0.0006661203662444459
Position 39486: 0.0005983579372756574
Position 39508: 0.0005864033810084059
Position 23118: 0.0005784875545741904
Position 12327: 0.0005782649165225501
Position 38121: 0.0005268412763449956
Position 37840: 0.0005085941919524645
Position 5238: 0.00047886310406699244
Position 39170: 0.00047789305566634763
Position 2879: 0.00047140384932151363
Position 12156: 0.0004556563798233626
Position 34159: 0.0004538768446450711
Position 15076: 0.0004452071538960826
Position 39445: 0.0004444328081365876
Position 2640: 0.0004359723579591365
Position 15132: 0.0004307763688636119
Position 11130: 0.00040723436075984384
Position 5634: 0.000391695108602506
Position 13502: 0.0003838943232378266
Position 14592: 0.00037956414837078765
Position 691: 0.00036508709319948675
Position 11154: 0.00035780872431967324
Position 38299: 0.00032671542606077416
Position 5769: 0.00032043932157322465
Position 9137: 0.00028298016427696183
Position 12048: 0.00027979307502181506
Position 13343: 0.00027676974628041914
Position 12803: 0.00027455133327743803
Position 10963: 0.00027241068415812767
Position 9608: 0.0002675884757049426
Position 13378: 0.00026365307725950346
Position 5330: 0.00025165950823961445
Position 9566: 0.0002476654698137648
Position 2779: 0.00024682143226634076
Position 34712: 0.00022946697365907882
Position 1796: 0.0002169336583796096
Position 11644: 0.00021257237325445977
Position 39336: 0.000212163305315854
Position 10654: 0.0002100193912024319
Position 38248: 0.00020877460462235398
Position 479: 0.0002025365416512503
Position 1114: 0.0001976008313304526
Position 33560: 0.00018845726736696676
Position 2387: 0.000186054900031061
Position 329: 0.00018408390987581695
Position 7854: 0.000183476684699935
Position 988: 0.00018079175915795213
Position 38651: 0.00017960655432474305
Position 13257: 0.00017577149163412815
Position 11001: 0.00015413954537119753
Position 357: 0.0001503489626708142
Position 10777: 0.00014753074293658301
Position 4207: 0.00014462271513630202
Position 17521: 0.00014187886543592286
Position 7876: 0.0001332022550961362
Position 35242: 0.00012666403525517827
Position 12102: 0.00012237137683900203
Position 39609: 0.00010721266019812489
Position 1111: 0.0001030172047333706
Position 2365: 9.429238746557224e-05
Position 2226: 9.25478703397284e-05
Position 10675: 9.238454807827271e-05
Position 39617: 9.11759455982996e-05
Position 1858: 9.003687538118071e-05
Position 6358: 8.874164772164865e-05
Position 2812: 8.758008644511711e-05
Position 1278: 8.602650717138935e-05
Position 37276: 8.527804534132845e-05
Position 3064: 8.23168238999402e-05
Position 323: 7.832872005446496e-05
Position 37995: 7.666989892403634e-05
Position 2196: 7.378952540255735e-05
Position 906: 6.998609084623784e-05
Position 482: 6.95933082904639e-05
Position 2382: 4.9151023491423485e-05
Position 35193: 4.890992478155537e-05
Position 11785: 4.569373628142399e-05
Position 1299: 4.547686740058319e-05
Position 22241: 4.212450562132343e-05
Position 4091: 4.0505780038648405e-05
Position 269: 3.853762013295502e-05
Position 7913: 3.7071865357603965e-05
Position 33963: 3.6332983613027295e-05
Position 12779: 2.4136804915653238e-05
Position 4187: 2.0391262271973123e-05
Position 35114: 1.8004503164063602e-05
Position 33780: 1.756626209349137e-05
Position 32482: 1.3714211535608506e-05
Position 36389: 1.3000691188911833e-05
Position 27674: 1.226663702044713e-05
Position 22257: 1.2084847651476733e-05
Position 4533: 1.2004419675103499e-05
Position 17681: 1.1860585391585675e-05
Position 4552: 1.0796651405408126e-05
Position 2936: 1.0548527436712774e-05
Position 2933: 9.402745205422683e-06
Position 31577: 8.747339011650528e-06
Position 1764: 8.442320939471235e-06
Position 33719: 8.214700340636473e-06
Position 14156: 8.141812330850353e-06
Position 316: 7.135050072468445e-06
Position 7512: 7.088701769342472e-06
Position 2450: 6.636433274214281e-06
Position 943: 6.582384139074276e-06
Position 14876: 6.402375784478778e-06
Position 30601: 6.0972415377643465e-06
Position 1259: 5.421461709386372e-06
Position 433: 5.37195316380757e-06
Position 1984: 4.19820833858597e-06
Position 2473: 4.1500536264829684e-06
Position 30874: 3.831970245239277e-06
Position 1280: 3.7974177704006683e-06
Position 2482: 3.4049781207223517e-06
Position 27693: 3.332950446774709e-06
Position 1456: 3.2272522819696024e-06
Position 1823: 3.1055608053610236e-06
Position 1678: 2.729159521054755e-06
Position 4031: 2.3356127107856966e-06
Position 2289: 2.1316976848862014e-06
Position 651: 1.9038381157100095e-06
Position 31005: 1.8802192393399548e-06
Position 1875: 1.872958286457515e-06
Position 1459: 1.8718763714622762e-06
Position 5086: 1.7273990069867427e-06
Position 27942: 1.6711061820734212e-06
Position 4130: 1.6284237676282599e-06
Position 4779: 1.607660735218824e-06
Position 2401: 1.3719009330463156e-06
Position 27743: 1.2785362035920123e-06
Position 2828: 1.2387785586478187e-06
Position 4169: 1.1651349490878785e-06
Position 2390: 1.0596854271884976e-06
Position 955: 1.0352596744533628e-06
Position 952: 9.778074504842721e-07
Position 2301: 8.690584335395738e-07
Position 29165: 8.656433077266914e-07
Position 1397: 8.61856958619686e-07
Position 22650: 8.071393360278725e-07
Position 12477: 7.873407181390144e-07
Position 1336: 6.686310880542232e-07
Position 1245: 6.526341861866027e-07
Position 211: 6.260382428699172e-07
Position 588: 5.947637911863883e-07
Position 441: 5.92771108328143e-07
Position 3080: 4.952512935948524e-07
Position 1199: 4.1481664944078057e-07
Position 1061: 4.1236444763114416e-07
Position 22714: 4.1074447249822315e-07
Position 1361: 3.6051978128875703e-07
Position 1085: 3.4175835581273206e-07
Position 3136: 3.05102869503917e-07
Position 448: 2.993520472805605e-07
Position 2837: 2.861524734115993e-07
Position 834: 2.7852626924615604e-07
Position 332: 2.74982195991015e-07
Position 992: 2.733791375417985e-07
Position 506: 2.455684320139075e-07
Position 2803: 2.4320759383747706e-07
Position 2722: 2.1827764044442054e-07
Position 4623: 1.9763118517505237e-07
Position 4740: 1.8576930312223439e-07
Position 11073: 1.6131066519234693e-07
Position 4853: 1.600477460884477e-07
Position 2683: 1.515334885657403e-07
Position 4663: 1.4047467168186286e-07
Position 26849: 1.3799523792308218e-07
Position 4818: 1.364274017638952e-07
Position 11136: 1.1882449814011529e-07
Position 23011: 7.634117986628848e-08
Position 496: 1.7149848929956413e-08
Position 387: 1.3504504641451036e-08
Position 487: 1.310396574467782e-08
Position 663: 1.146934610513714e-08
Position 215: 3.3341008272463415e-09
Position 673: 1.463822337992035e-09
Position 489: 1.271446759083152e-09
Position 133: 1.1746928536962765e-09
Position 634: 6.753977494223767e-10
Position 963: 1.5981847741033084e-10
Position 839: 1.0922359645405704e-10
Position 676: 2.250417555030375e-11
Position 72: 1.928316579704685e-12
