Gene = MALSU1
Position 3088: 2.2433382030354067e-08
Position 3019: 2.008377635501637e-08
Position 20: 6.169296049480958e-09
Position 267: 4.13871468059328e-09
Position 417: 1.0666153798395593e-09
Position 1043: 6.848563450742979e-10
Position 559: 1.4500546359271988e-10
Position 512: 5.153121950309847e-11
Position 577: 2.5033371317573433e-11
Position 293: 1.13467916169719e-11
Position 53: 7.65446850113278e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 8775: 0.8727350048784884
Position 10155: 0.5049302859988524
Position 1638: 0.33814902748295467
Position 2909: 0.2132677238705157
Position 2834: 0.16326774083747966
Position 9966: 0.1439056223415398
Position 11624: 0.11124032082800174
Position 8151: 0.11027132265900627
Position 10185: 0.09042082758463064
Position 7328: 0.08141471691462557
Position 8667: 0.06177198315138181
Position 11603: 0.041694496247090075
Position 10771: 0.038425445822266764
Position 12155: 0.03478077551288284
Position 11936: 0.03296863747468695
Position 10753: 0.031196676249596572
Position 585: 0.025792972135996652
Position 8814: 0.0242409189657651
Position 10794: 0.023892776141677733
Position 8930: 0.021365096950863742
Position 8184: 0.02134172200681184
Position 11958: 0.021170025738598348
Position 5078: 0.02001113127908059
Position 9450: 0.019448907780044357
Position 8253: 0.019039421950831963
Position 10074: 0.017760983117539857
Position 11855: 0.01695373402468242
Position 10432: 0.016912363511273554
Position 9329: 0.015698973627296484
Position 9399: 0.015510599181995804
Position 11045: 0.01426677455186097
Position 1721: 0.013900962791556677
Position 9847: 0.01362866854761539
Position 5344: 0.012746643474315427
Position 8204: 0.01236280109900833
Position 2867: 0.012062944542364258
Position 8303: 0.011504998842881012
Position 698: 0.009375762758188164
Position 10857: 0.008899066131489188
Position 5105: 0.007928118466811629
Position 8014: 0.006817518773343536
Position 5021: 0.006809501475797492
Position 10244: 0.006134064234178802
Position 9598: 0.005519849298892017
Position 2655: 0.0049920318614448955
Position 10159: 0.004619081256032724
Position 6537: 0.004207188339654158
Position 5318: 0.004097838113281243
Position 5056: 0.004081146777482124
Position 5108: 0.003478599158269067
Position 9012: 0.0032979617253673247
Position 9517: 0.003095703088189852
Position 10654: 0.0030340683737828922
Position 11680: 0.0030109243730006945
Position 9535: 0.0028917556281389594
Position 535: 0.002749219258339763
Position 8962: 0.0027376310960922435
Position 10490: 0.0027366246169651795
Position 3018: 0.002628772551512446
Position 12205: 0.002548780985947825
Position 4016: 0.0023849461947971096
Position 1765: 0.0023814442904783206
Position 8706: 0.0022652885046726048
Position 12427: 0.002247911350203827
Position 10374: 0.0022003686318048275
Position 9309: 0.0019257780961722698
Position 8983: 0.00170010938410364
Position 7067: 0.0017000333213967244
Position 967: 0.0016531134562412936
Position 11629: 0.0015822922160325262
Position 1313: 0.001514613516483862
Position 2934: 0.0014321139028137177
Position 8954: 0.001356274423402593
Position 9811: 0.001345388308060989
Position 7193: 0.0013377487507551555
Position 12473: 0.0013361074884300933
Position 285: 0.0013090692617407783
Position 8855: 0.001167225088812538
Position 1497: 0.0011519389688821695
Position 12000: 0.001012699970341038
Position 6440: 0.0009750817894829796
Position 9402: 0.0009677097014469361
Position 1181: 0.0009119282174016595
Position 6746: 0.000851773936468854
Position 10443: 0.0007995950161504505
Position 11208: 0.0007909696617600362
Position 12057: 0.0007554894207123966
Position 10192: 0.0006726240599041556
Position 340: 0.0006676030335130655
Position 3054: 0.0006467665581807595
Position 11536: 0.0005537781660548864
Position 6095: 0.0005360907342074605
Position 7926: 0.0004986625167131497
Position 1731: 0.0004986008654561489
Position 1687: 0.0004884458296028315
Position 311: 0.0004696298246185486
Position 5700: 0.0004644582349838364
Position 8533: 0.0004560774577960073
Position 6212: 0.0003992356850644085
Position 1655: 0.0003911881507945611
Position 9758: 0.0003835474013842865
Position 940: 0.00036241765637432406
Position 6555: 0.00034872812888875896
Position 6237: 0.00031299874733760536
Position 4175: 0.0003116204159828711
Position 272: 0.00030582727641532243
Position 2105: 0.00030492557475532493
Position 10406: 0.0002903227524880525
Position 2803: 0.00024212310624894818
Position 512: 0.00022936327505815126
Position 9781: 0.00022597275062939364
Position 662: 0.00022544024778875296
Position 1484: 0.00022130869231431406
Position 5929: 0.00020651409180821702
Position 840: 0.00019519748419837173
Position 5225: 0.00019061271839479834
Position 5659: 0.0001578945460102078
Position 5576: 0.0001559743868815287
Position 2490: 0.00014770881467291266
Position 1111: 0.00013720757589418092
Position 1821: 0.00013351110956680225
Position 2539: 0.00011804539974258155
Position 10774: 0.0001165126898690642
Position 7480: 0.00011446220789958065
Position 590: 0.00010350956444579128
Position 3945: 0.00010168134935639497
Position 6070: 0.00010061990736783794
Position 1267: 9.629434764498029e-05
Position 1978: 8.916415866412619e-05
Position 1348: 7.907602416366005e-05
Position 3621: 7.585601992594677e-05
Position 4245: 7.411147529325616e-05
Position 5888: 6.952589760139842e-05
Position 821: 6.594941888269328e-05
Position 1152: 6.500128651581727e-05
Position 5865: 5.9698188146734354e-05
Position 6046: 5.3233664163452334e-05
Position 1405: 5.167823223010034e-05
Position 7572: 4.788273365884329e-05
Position 5600: 4.456130251287091e-05
Position 555: 3.334910019841434e-05
Position 1559: 3.0679734182815436e-05
Position 1746: 2.4382773256357123e-05
Position 6076: 2.403788774826677e-05
Position 1133: 2.35207475302796e-05
Position 356: 2.171530369869203e-05
Position 291: 2.0480219240262057e-05
Position 205: 1.961028555803774e-05
Position 919: 1.956564710974777e-05
Position 5606: 1.9183240794865834e-05
Position 1120: 1.738719778567678e-05
Position 983: 1.660155087155965e-05
Position 4348: 1.3551569563123352e-05
Position 2740: 1.280234569226145e-05
Position 3074: 1.2686400078816928e-05
Position 2018: 1.1018094399436686e-05
Position 5324: 1.0992981719648983e-05
Position 393: 1.0420396587955154e-05
Position 344: 9.877833809581798e-06
Position 2052: 9.140558014959983e-06
Position 143: 8.438065476004612e-06
Position 1553: 7.778002623728817e-06
Position 3891: 7.719313446020882e-06
Position 755: 7.193938542821384e-06
Position 861: 6.962519615505288e-06
Position 5026: 6.398489685082198e-06
Position 1692: 6.161509966500179e-06
Position 2960: 6.0454880677242276e-06
Position 5059: 5.520483634228487e-06
Position 1081: 5.431047080799424e-06
Position 2950: 5.319356340746541e-06
Position 1193: 4.992187874892448e-06
Position 2522: 4.9105290578139424e-06
Position 912: 4.544022161766278e-06
Position 930: 3.707078839672356e-06
Position 1455: 3.2324477152660905e-06
Position 288: 2.6112679930424e-06
Position 1738: 2.5905838218367405e-06
Position 383: 2.5680265161903794e-06
Position 2704: 2.4703009849526445e-06
Position 1354: 2.363283484470484e-06
Position 408: 2.3094275308976796e-06
Position 3148: 2.11822776413259e-06
Position 3238: 1.8591948377728974e-06
Position 989: 1.3199044426053627e-06
Position 2533: 1.297241687386355e-06
Position 780: 1.2309165398690455e-06
Position 1036: 1.1800664984394197e-06
Position 1410: 1.144628465657437e-06
Position 537: 1.0484030586056329e-06
Position 115: 9.792544251745731e-07
Position 359: 7.029573725028869e-07
Position 903: 6.976252179987308e-07
Position 1140: 6.57120056321222e-07
Position 880: 6.473678272717152e-07
Position 3273: 5.185594299589805e-07
Position 625: 4.4900824157669814e-07
Position 873: 3.8165010647423357e-07
Position 1159: 3.7479744253022746e-07
Position 240: 3.706820768061537e-07
Position 849: 3.576688870845274e-07
Position 739: 2.7990112760625327e-07
Position 2509: 5.9400290719139544e-08
Position 1500: 3.041288281941691e-08
Position 2294: 9.552838432624727e-09
Position 2269: 8.338996661147219e-09
Position 2623: 7.898311535263506e-09
Position 3596: 7.043830246629567e-09
Position 2244: 5.970938067320107e-09
Position 2241: 2.9531466475271916e-09
Position 770: 1.7031701526250687e-09
Position 1026: 1.0249857916903804e-09
Position 368: 6.322439514575357e-10
Position 617: 3.5613416737871743e-10
Position 90: 3.2180032003860756e-10
Position 544: 2.7076530407847485e-10
Position 896: 2.6649823094706233e-10
Position 245: 1.5336121201098044e-10
Position 994: 1.468431815796148e-10
Position 598: 1.39145652241751e-10
Position 793: 1.3588668094996074e-10
Position 604: 1.0858723812560889e-10
Position 748: 4.505382346911855e-11
Position 1043: 1.982676049536225e-11
