Gene = UIMC1
Position 6713: 0.0008219749637428472
Position 31038: 0.0007170433771100705
Position 31308: 0.0005791897585232682
Position 7600: 0.0005723093569260042
Position 8412: 0.0005137038628833064
Position 8381: 0.0004655251506460272
Position 32631: 0.00046527522958671245
Position 35278: 0.00041755149629606837
Position 38830: 0.0003626627719731922
Position 107: 0.00034602847786236954
Position 8249: 0.00034439409223884594
Position 31313: 0.0002855991087316907
Position 34433: 0.0002672756590909769
Position 142: 0.00025826096399338464
Position 31219: 0.0002561127904592496
Position 8388: 0.00019701203870249628
Position 656: 0.0001732756557391854
Position 819: 0.00014930142991095757
Position 42480: 0.00012548868556018614
Position 726: 0.0001175203368403393
Position 2579: 0.00011337861908624087
Position 1401: 8.665240694011933e-05
Position 8582: 8.438374361787861e-05
Position 2249: 7.276129229328214e-05
Position 343: 7.032175774552367e-05
Position 519: 6.871603781200068e-05
Position 3393: 6.866455400747205e-05
Position 8533: 6.864516216539039e-05
Position 879: 6.649609772650549e-05
Position 940: 6.360431040723817e-05
Position 534: 4.774926114392872e-05
Position 663: 4.2943452512441084e-05
Position 2331: 3.583479852092767e-05
Position 850: 3.313922774610311e-05
Position 3182: 2.8275901772596408e-05
Position 3314: 2.729381786540778e-05
Position 844: 2.7271196449325516e-05
Position 2156: 2.3537980961961145e-05
Position 2540: 2.3217614522693753e-05
Position 957: 1.9472504440303567e-05
Position 41523: 1.884466078684457e-05
Position 2105: 1.8357903998271484e-05
Position 3508: 1.5681816170886698e-05
Position 2056: 1.2806783575576917e-05
Position 2298: 1.269830217137573e-05
Position 289: 1.1471249980663886e-05
Position 2122: 1.0406688284449676e-05
Position 1557: 9.709366443798677e-06
Position 2504: 8.020192299888559e-06
Position 2681: 7.667037189944383e-06
Position 870: 6.9065193985417505e-06
Position 3487: 6.827193513635897e-06
Position 1947: 4.094157978177891e-06
Position 868: 3.918233218536977e-06
Position 847: 3.887877083920166e-06
Position 1600: 3.7188885884821864e-06
Position 147: 3.5583154788659513e-06
Position 217: 3.340347440915576e-06
Position 559: 3.136659091776192e-06
Position 1632: 3.0449463197243333e-06
Position 2203: 2.828307150109403e-06
Position 794: 1.7376992643375587e-06
Position 1234: 1.4838024165649803e-06
Position 6494: 1.4449846335299466e-06
Position 1212: 1.2195245004043094e-06
Position 799: 1.0624209297907252e-06
Position 1430: 9.46303218343088e-07
Position 3210: 7.222289017871047e-07
Position 2839: 7.076298722534755e-07
Position 1465: 6.238745276150914e-07
Position 1500: 5.668604766389843e-07
Position 37849: 5.297691175445502e-07
Position 359: 3.3321986907355615e-07
Position 205: 1.8036262944082548e-07
Position 354: 4.966636877226454e-08
Position 549: 4.5846003598727525e-08
Position 349: 2.6070475872407706e-08
Position 357: 2.0023717613080002e-08
Position 258: 5.802748144308216e-09
Position 336: 3.9064061951810385e-09
Position 286: 1.2304335939639776e-09
Position 600: 2.2096540995414642e-10
Position 1950: 2.1907936074188927e-10
Position 462: 1.9654259998400248e-10
Position 1670: 1.000186916464976e-10
Position 1740: 6.501003167733545e-11
Position 712: 3.227583075892522e-11
Position 368: 1.562297053096813e-11
Position 705: 2.524854908738476e-12
Position 598: 8.066652476636921e-13
Position 562: 6.975695683338028e-13
Position 428: 5.477102009782537e-22

Sorted 3' Splice Sites (High to Low Probability):
Position 23784: 0.9999999996605194
Position 30927: 0.9938836142839722
Position 37652: 0.9651787559850058
Position 4906: 0.7689436310763572
Position 41406: 0.7484466445575813
Position 26017: 0.5336779223406792
Position 35541: 0.33521150942182587
Position 3964: 0.3113871844791321
Position 32835: 0.30868541995128274
Position 27132: 0.2405501722565908
Position 41155: 0.23210945211920253
Position 16004: 0.21208384137715564
Position 7244: 0.211910299186082
Position 28042: 0.21008457140462447
Position 9458: 0.19831651942389875
Position 9345: 0.181242852075134
Position 42192: 0.14950704146634905
Position 47422: 0.14911396418834777
Position 51667: 0.13966249703930497
Position 13629: 0.1309606507789193
Position 36701: 0.0856613951211841
Position 30507: 0.08538139900158502
Position 13665: 0.0804465825694957
Position 24953: 0.08037147047298084
Position 41498: 0.07858884068746226
Position 46382: 0.0732104296849698
Position 36733: 0.07056257752976235
Position 3619: 0.05916051727868023
Position 1067: 0.05462078316834316
Position 27090: 0.0487160120788149
Position 42564: 0.04412255264033036
Position 2762: 0.04230337402174331
Position 35896: 0.0412098437753974
Position 42718: 0.037552512009207346
Position 45194: 0.03557486316250366
Position 41376: 0.03201211406731772
Position 43655: 0.03098641098953143
Position 8730: 0.02915893453191997
Position 43291: 0.02711802132249377
Position 26808: 0.027071909615348874
Position 41934: 0.025687756954952564
Position 31427: 0.02522198865065394
Position 32831: 0.023971259427524903
Position 44921: 0.02389561036244417
Position 42532: 0.020014324605536097
Position 4865: 0.01980965960881692
Position 7240: 0.01897086560489314
Position 48253: 0.018727966179601506
Position 40211: 0.018513304119842627
Position 3940: 0.01665239155226148
Position 8380: 0.01658450041345118
Position 43375: 0.015950238970268878
Position 1197: 0.015776795597949186
Position 1650: 0.014899581222185572
Position 7264: 0.014881030157870219
Position 4845: 0.014608768424329387
Position 35498: 0.013299049350430562
Position 1383: 0.01266722372156499
Position 26832: 0.011399988524611172
Position 26043: 0.011382682307319687
Position 26026: 0.009615855927177293
Position 45234: 0.009337627416636043
Position 3920: 0.009252902641180373
Position 31103: 0.008083276292543155
Position 40624: 0.007497148064361171
Position 28062: 0.006925616416857697
Position 4042: 0.00654831153787208
Position 1429: 0.006464571186798455
Position 39521: 0.006391411852213643
Position 41747: 0.006351115205292279
Position 799: 0.006302968659997641
Position 28828: 0.006239638299788767
Position 40602: 0.00608358060677102
Position 45878: 0.006075156903606098
Position 43054: 0.005992170487524712
Position 743: 0.0059371245463105005
Position 1016: 0.004583353581836811
Position 8286: 0.004421302774965247
Position 24998: 0.00425779419931994
Position 35228: 0.0042289205094430396
Position 3937: 0.004216698489196333
Position 45041: 0.004097317314132629
Position 40125: 0.00394096935789069
Position 38062: 0.003803930645807679
Position 39953: 0.003499774724882442
Position 766: 0.0034950188510899606
Position 41890: 0.003405642811927988
Position 1636: 0.0033747372719321158
Position 4884: 0.00324346159185312
Position 2997: 0.003121524198006172
Position 452: 0.003040465041353597
Position 42510: 0.0030206660034092867
Position 6548: 0.0030197349430757994
Position 47635: 0.00289897366631435
Position 31372: 0.002883623026456962
Position 4296: 0.0026954645725024745
Position 2758: 0.0026917009351594664
Position 1174: 0.0026198276663298016
Position 4818: 0.0026057129602104646
Position 1654: 0.002583857838942936
Position 3772: 0.0025149463919432874
Position 28038: 0.0024416200108638817
Position 38532: 0.0023196936068133308
Position 40409: 0.0022434257126384698
Position 777: 0.002238446253474272
Position 32523: 0.0021928265107660594
Position 1797: 0.0020824010158548745
Position 6608: 0.002055305581741798
Position 31918: 0.0020286048439222535
Position 38508: 0.002020478236529885
Position 38568: 0.0019254282092861772
Position 3987: 0.0018892775002325338
Position 3997: 0.0018776286171389045
Position 31447: 0.0017906552717068716
Position 4126: 0.0017706584394278195
Position 40529: 0.0016583243610405116
Position 697: 0.0015391306937153411
Position 1136: 0.001519639677727208
Position 4014: 0.0015186939831221074
Position 1023: 0.0015130537310435335
Position 7204: 0.0013350497341955408
Position 9295: 0.0012566773373332675
Position 3775: 0.0012203378708948087
Position 404: 0.0011266004106900728
Position 4292: 0.0009977507806550121
Position 4932: 0.0009954653411571547
Position 34526: 0.0008407156081648883
Position 964: 0.0007673581606207827
Position 4637: 0.0007523841426861306
Position 38698: 0.0006619406401102121
Position 24038: 0.000624608766563298
Position 4972: 0.0006138870298251199
Position 6559: 0.000533326509777746
Position 1717: 0.0005040706261219828
Position 38903: 0.0005030654239309745
Position 3615: 0.00046417747981916294
Position 3711: 0.0004435133531189563
Position 31938: 0.00043514712153085427
Position 34501: 0.0004199036815779619
Position 3559: 0.00041612026278768383
Position 1824: 0.0003914760712951012
Position 434: 0.00035821614792493403
Position 8889: 0.000351543867100723
Position 39332: 0.0003258444741584329
Position 8726: 0.00032176541757361453
Position 42890: 0.0003076769030529289
Position 39891: 0.00030632290481218154
Position 37957: 0.0002902405227116285
Position 37116: 0.0002697418135961287
Position 34390: 0.0002672756590909774
Position 753: 0.0002611534511504728
Position 31267: 0.0002526865846083065
Position 2948: 0.0002524953775927261
Position 38829: 0.00024583774947706076
Position 7385: 0.00023343849116977562
Position 1350: 0.00023275759619376986
Position 2922: 0.00023050799879153512
Position 1211: 0.00022898139299475526
Position 2038: 0.00020995089358566825
Position 38038: 0.00020689038366123326
Position 4312: 0.0002068195687623261
Position 2783: 0.00019230234938986019
Position 31755: 0.00018683872346458112
Position 2919: 0.0001760700008969998
Position 1556: 0.00017314566863980082
Position 31293: 0.00017186175105926506
Position 1868: 0.00016963486949881382
Position 4634: 0.0001677265733976913
Position 7411: 0.00016701603951976425
Position 39674: 0.0001448228192981041
Position 859: 0.0001392700900423827
Position 1224: 0.000135189568882215
Position 1607: 0.00013002576539645238
Position 1203: 0.00012270320830409256
Position 1002: 0.00012009364925824626
Position 4705: 0.00011995968397384583
Position 33699: 0.00011585695739810812
Position 1827: 0.00011276131763230208
Position 319: 0.00010919695062820119
Position 3852: 0.00010907431793946644
Position 38944: 0.00010849488119860564
Position 1289: 0.00010710591333789763
Position 8162: 0.00010107684284897953
Position 418: 0.00010078437670800309
Position 8108: 9.954306133195014e-05
Position 31597: 9.788218023798999e-05
Position 3013: 9.003333036726627e-05
Position 3240: 8.430439672084857e-05
Position 1107: 8.391165334310872e-05
Position 40080: 7.877163792320671e-05
Position 1753: 7.590803485090971e-05
Position 1707: 7.566783870591027e-05
Position 38414: 7.552662203444497e-05
Position 7948: 7.445226085214491e-05
Position 8111: 6.932192720577162e-05
Position 469: 6.668164449093991e-05
Position 7431: 6.393524882060524e-05
Position 31163: 6.288889281429072e-05
Position 7462: 5.1123029431929e-05
Position 6574: 4.97179979862086e-05
Position 32356: 4.262116495954951e-05
Position 38672: 4.100397683120373e-05
Position 167: 3.87018463626762e-05
Position 38513: 3.79456511566017e-05
Position 33675: 3.478406367852206e-05
Position 2352: 3.438839001828637e-05
Position 3379: 3.416298483655403e-05
Position 36139: 3.071058088880888e-05
Position 2313: 2.9303594923873935e-05
Position 32376: 2.526108643552817e-05
Position 2442: 2.1185252874015094e-05
Position 2538: 2.0825973443491885e-05
Position 3044: 1.964490326890104e-05
Position 1400: 1.719418753786839e-05
Position 8242: 1.440070574499713e-05
Position 1084: 1.3617646187775387e-05
Position 587: 1.1234096348231603e-05
Position 2229: 9.673047269833339e-06
Position 32543: 9.671890468822398e-06
Position 2448: 7.569825376059761e-06
Position 31114: 5.191250246040211e-06
Position 32352: 4.617172005338216e-06
Position 2492: 4.065970175024854e-06
Position 842: 3.819660785480748e-06
Position 701: 3.430113670239705e-06
Position 2599: 3.3919206806019136e-06
Position 31550: 3.2141219691726345e-06
Position 1459: 3.1430422776269816e-06
Position 1844: 2.8466188261941487e-06
Position 1076: 2.713597218958305e-06
Position 31141: 2.6280312667545325e-06
Position 283: 2.5613036892062056e-06
Position 185: 2.4912276309997797e-06
Position 1573: 2.2280555384073773e-06
Position 715: 2.1554712010638358e-06
Position 534: 2.0586639975102933e-06
Position 584: 1.7412872601529624e-06
Position 705: 1.5913377490707528e-06
Position 1139: 1.3182263911761162e-06
Position 2254: 1.1606561867279457e-06
Position 1243: 8.128194668792363e-07
Position 1102: 7.701411738756362e-07
Position 6415: 7.55316977222923e-07
Position 6318: 6.896676563070187e-07
Position 940: 5.904864996136204e-07
Position 637: 5.301439606228904e-07
Position 844: 3.7887349776563926e-07
Position 1404: 3.5679189526057603e-07
Position 1496: 2.8720426450822547e-07
Position 1088: 2.848067506739978e-07
Position 1176: 2.847300957062713e-07
Position 946: 2.745695254558037e-07
Position 1078: 2.738784518310076e-07
Position 907: 2.6699686278414456e-07
Position 2704: 2.5062520986670253e-07
Position 507: 1.981493517622813e-07
Position 726: 1.4671589796079566e-07
Position 1227: 1.4132083459066168e-07
Position 1025: 1.0135826507380588e-07
Position 267: 8.765820137281943e-08
Position 477: 8.141532146122375e-08
Position 1247: 7.537796972958149e-08
Position 1471: 7.424638684220842e-08
Position 598: 6.887130048758555e-08
Position 868: 5.804830536839146e-08
Position 1220: 5.104854487132563e-08
Position 31324: 5.015421658329703e-08
Position 631: 4.507898810643376e-08
Position 559: 2.704712713198977e-08
Position 1888: 2.3600020778369885e-08
Position 656: 2.1240173453329584e-08
Position 274: 1.5088792337958017e-08
Position 489: 9.50837044784533e-09
Position 481: 9.24924327586618e-09
Position 3073: 3.755372569953282e-10
Position 7643: 1.8011416916713053e-10
Position 1543: 5.96015004213997e-11
Position 5093: 5.0299393312780405e-11
Position 562: 5.9495063317143135e-12
Position 5032: 5.414131344220097e-12
Position 549: 9.869950261289502e-13
Position 499: 3.153022276605668e-13
Position 663: 1.4085044299120932e-13
