Gene = P4HTM
Position 15542: 0.0689812116648948
Position 14697: 0.06599245079380883
Position 15800: 0.06579925597395572
Position 11604: 0.05835861839643487
Position 1322: 0.04819671353077715
Position 9707: 0.0450205547148934
Position 6072: 0.04355892499875205
Position 9243: 0.042143025567113565
Position 10012: 0.03903141248332836
Position 5430: 0.03729251706964012
Position 2236: 0.03529711678474531
Position 14949: 0.03417370831999184
Position 4110: 0.0337682837917081
Position 15955: 0.029957259684878737
Position 14828: 0.029892540578663626
Position 16405: 0.02862870467341551
Position 11362: 0.027379925152549424
Position 4416: 0.025922462298241817
Position 6243: 0.0259037231092174
Position 14023: 0.02341156704581477
Position 15116: 0.022970161221706895
Position 752: 0.021071015127454094
Position 14760: 0.020588697292881382
Position 1371: 0.0196396045504111
Position 14763: 0.018781153294734246
Position 10103: 0.016572285412720773
Position 6115: 0.016275879478095008
Position 13281: 0.015724687403770587
Position 15952: 0.015200163586712147
Position 12799: 0.014815197478367214
Position 4316: 0.014792802384839697
Position 4517: 0.013960054134168533
Position 7105: 0.013500223409498148
Position 12440: 0.013243601320064023
Position 14225: 0.012881277620752208
Position 15196: 0.01246777695914733
Position 1219: 0.011986839297638592
Position 12354: 0.011657573586905967
Position 1237: 0.011573921316894152
Position 14133: 0.010969908813800375
Position 13091: 0.009706838598441032
Position 5479: 0.009267837652592132
Position 5564: 0.009110432478979885
Position 15311: 0.009075395820515152
Position 17101: 0.008927630991759831
Position 1186: 0.008901145261353393
Position 4364: 0.008766008193077962
Position 11302: 0.008561211793741839
Position 7830: 0.008416356701384952
Position 14922: 0.00814378746077799
Position 12828: 0.008002347091146628
Position 6043: 0.007738228503760766
Position 899: 0.007297491792442075
Position 7398: 0.007047358480185348
Position 4422: 0.006999832809767541
Position 15629: 0.006644033303534134
Position 16925: 0.006384051191497192
Position 9026: 0.006365528410570078
Position 1131: 0.006012580759284701
Position 13946: 0.005177116012240618
Position 16176: 0.004754283767804986
Position 16431: 0.004706348132196763
Position 5881: 0.004342379581652456
Position 14660: 0.004203141896139573
Position 7877: 0.004148025706844502
Position 13980: 0.004032921012829417
Position 4499: 0.0036525844858187706
Position 1442: 0.0036291087024916454
Position 13582: 0.0033130808106548518
Position 14044: 0.0031425001076228203
Position 12959: 0.003046744241919858
Position 16132: 0.0029910495370253625
Position 13443: 0.002778343335528987
Position 2123: 0.0027079105986843126
Position 5296: 0.0026819307863249976
Position 917: 0.002666607497603485
Position 4259: 0.002215795939838991
Position 7064: 0.002213352128664143
Position 4337: 0.002139142672945202
Position 15578: 0.0021016418927525407
Position 4157: 0.0019302193971258788
Position 1424: 0.0018574924140523988
Position 16897: 0.0017214177076067796
Position 5510: 0.001663524749700874
Position 4334: 0.001622948378354289
Position 9421: 0.0016179611360254541
Position 15611: 0.0016077202108668082
Position 12622: 0.0015053892753435884
Position 14663: 0.0014981089743083408
Position 4520: 0.0014932174808400744
Position 13095: 0.00145149410475735
Position 981: 0.0014413971535258985
Position 16518: 0.0014236064943853623
Position 14330: 0.0014157152501578325
Position 1136: 0.0012950008382808674
Position 17139: 0.0012312102570701251
Position 5406: 0.001210781021575467
Position 7776: 0.001174288536016701
Position 7481: 0.0011487483934865673
Position 2290: 0.00107106147682724
Position 4256: 0.0010562026232837176
Position 16698: 0.0009833887395916767
Position 4541: 0.0009099709979938437
Position 4563: 0.0008986023322321388
Position 12421: 0.0008971425765127454
Position 5348: 0.000880061091852681
Position 12277: 0.0008132363588061697
Position 14615: 0.0008052895246366726
Position 16862: 0.0007869468157790031
Position 15093: 0.0007508722489409337
Position 2224: 0.0006888155815545933
Position 667: 0.0006828399923425285
Position 13501: 0.0006221364111719729
Position 1462: 0.0006131105616118395
Position 16815: 0.0006056410344586351
Position 2821: 0.0005405043557341732
Position 4556: 0.0004357812199177627
Position 16050: 0.000435550717002476
Position 16186: 0.0003638963678863143
Position 12368: 0.0003481827798411883
Position 1005: 0.00034742995147821047
Position 13391: 0.0003181515758099913
Position 13116: 0.0003134695499709539
Position 4545: 0.00031220687666985546
Position 9259: 0.000310585421130956
Position 16442: 0.0003091119099462691
Position 5714: 0.000298228982053931
Position 13676: 0.00027690470124580043
Position 16454: 0.000263880537337756
Position 692: 0.0002539112115448278
Position 16967: 0.00024607776054430655
Position 2243: 0.00023750853662397913
Position 16586: 0.00023661760699440147
Position 16641: 0.0002326704857795373
Position 1971: 0.00021297540253278408
Position 15489: 0.00018517533937436567
Position 13331: 0.00017319148735575184
Position 639: 0.00017074381324190928
Position 7069: 0.00016955064511217104
Position 2356: 0.00016612779374346127
Position 16143: 0.00015741490863433778
Position 16595: 0.00015148427699878775
Position 2796: 0.00014943995841854946
Position 3724: 0.0001417308220104038
Position 7109: 0.00013244476279151597
Position 1145: 0.00012952550490240772
Position 2959: 0.00012873624914767242
Position 2603: 0.00011483005525058451
Position 377: 0.0001143419142814892
Position 1427: 0.00011168790832813957
Position 16676: 0.0001026902598450867
Position 2214: 0.00010078613814216594
Position 16950: 9.911094242205132e-05
Position 3013: 9.910338425099973e-05
Position 712: 9.897575779473044e-05
Position 16378: 9.607190955671774e-05
Position 2086: 9.007252239226246e-05
Position 4203: 8.965432396927279e-05
Position 4090: 8.292201113099412e-05
Position 2643: 8.23971674021839e-05
Position 16357: 8.113825131992648e-05
Position 789: 8.090202433733463e-05
Position 7226: 8.015722059848095e-05
Position 153: 7.127983420571084e-05
Position 316: 6.725288993005158e-05
Position 16451: 6.494681374802678e-05
Position 6657: 6.0259414659907234e-05
Position 6654: 6.0201855100435184e-05
Position 2962: 5.4535204280338026e-05
Position 636: 5.283037709527978e-05
Position 16928: 5.254153795888403e-05
Position 266: 4.962448899360212e-05
Position 3031: 4.781856924025709e-05
Position 12883: 4.682654311273067e-05
Position 1400: 4.4996268305682373e-05
Position 3859: 4.359417971762695e-05
Position 16464: 4.1751324226054005e-05
Position 16745: 3.985273811358871e-05
Position 3908: 3.318150601648092e-05
Position 3906: 3.210300466815839e-05
Position 2203: 3.081107398515772e-05
Position 2307: 3.0224747057003163e-05
Position 3944: 3.0074757800428792e-05
Position 1529: 2.805413536107598e-05
Position 3627: 2.769974005425705e-05
Position 17043: 2.722284569064677e-05
Position 4240: 2.6819156801467354e-05
Position 2316: 2.2650932002963837e-05
Position 1246: 2.2399216812003027e-05
Position 13368: 2.1253135049851674e-05
Position 389: 2.118452312492137e-05
Position 2131: 2.0459541026046746e-05
Position 4046: 1.8336029942688132e-05
Position 4083: 1.7955873891742245e-05
Position 2895: 1.613490954133977e-05
Position 421: 1.5649121704678886e-05
Position 460: 1.490112728248407e-05
Position 3667: 1.4689300641988126e-05
Position 17220: 1.3669295074991997e-05
Position 3055: 1.321515035068192e-05
Position 3902: 1.29889733765378e-05
Position 12305: 1.205339136672536e-05
Position 3681: 1.140333018429635e-05
Position 17057: 1.1120425106643433e-05
Position 1508: 1.0825968241292602e-05
Position 223: 1.06981842428073e-05
Position 2468: 9.502843391212539e-06
Position 1744: 8.916125575165593e-06
Position 1477: 8.82827062181165e-06
Position 252: 8.035205883620174e-06
Position 1483: 6.704330311973735e-06
Position 2646: 6.456336693372838e-06
Position 682: 5.806307753278901e-06
Position 3166: 5.794023108376739e-06
Position 1354: 5.545914027349562e-06
Position 2309: 5.175700498203562e-06
Position 2688: 4.919487610831083e-06
Position 243: 4.189582394518565e-06
Position 2652: 4.065357144939187e-06
Position 721: 3.908226182687552e-06
Position 449: 3.8951292645851545e-06
Position 436: 3.652587339724698e-06
Position 394: 3.333587703588289e-06
Position 3585: 3.228866615498464e-06
Position 1030: 3.2047446154871373e-06
Position 768: 2.8421511128168203e-06
Position 520: 2.570316189408843e-06
Position 1133: 2.163200568490042e-06
Position 12803: 2.1628692590750866e-06
Position 3551: 1.947043387251121e-06
Position 1804: 1.914104021545077e-06
Position 1675: 1.8977372535119414e-06
Position 403: 1.721837759514751e-06
Position 13113: 1.6857397407725779e-06
Position 1763: 1.4351726373082677e-06
Position 774: 1.336123832490692e-06
Position 466: 1.3104036047564628e-06
Position 1909: 1.297669055646018e-06
Position 1335: 1.2327094499134915e-06
Position 961: 1.2014051413588823e-06
Position 3582: 1.1588285957763606e-06
Position 2427: 9.862615912161498e-07
Position 3092: 9.360243224775184e-07
Position 3684: 8.931498169846884e-07
Position 967: 7.699108593530024e-07
Position 1695: 7.348373067448385e-07
Position 1684: 6.986470590595837e-07
Position 191: 6.856903399741491e-07
Position 2878: 6.487532758453505e-07
Position 1814: 6.400841348299079e-07
Position 1792: 6.008814659999719e-07
Position 132: 5.790570602328987e-07
Position 167: 4.5990992743063504e-07
Position 955: 3.837242876000539e-07
Position 1618: 3.2982064140441696e-07
Position 1922: 3.2576836703970254e-07
Position 1147: 3.0958093812970114e-07
Position 1085: 3.055301856661859e-07
Position 2984: 2.9988945618681503e-07
Position 2847: 2.803111513755702e-07
Position 2430: 2.45627949992687e-07
Position 1163: 2.226480874087607e-07
Position 1890: 1.9628952269982876e-07
Position 1421: 1.9384596131398843e-07
Position 493: 1.8482649913981647e-07
Position 197: 1.7674091914610482e-07
Position 429: 1.690778060396726e-07
Position 4011: 1.6306669966561065e-07
Position 123: 1.5812229243236957e-07
Position 418: 1.1859019293789539e-07
Position 1158: 1.1798666768765527e-07
Position 776: 1.1002693009582302e-07
Position 1038: 1.0371485344902125e-07
Position 726: 8.400558650490613e-08
Position 1012: 7.645145171826539e-08
Position 125: 7.225379762842859e-08
Position 1775: 6.484939574032009e-08
Position 1569: 6.238267143660262e-08
Position 1331: 5.685276913295673e-08
Position 1535: 4.522951760125516e-08
Position 1058: 3.956194844131564e-08
Position 162: 2.7526626846604175e-08
Position 173: 1.3175048266254026e-08
Position 201: 8.572310822974234e-09
Position 1052: 5.285253972451442e-09
Position 207: 4.283631083693522e-09
Position 164: 1.861074783649352e-09
Position 1771: 6.496097526888868e-10
Position 1252: 5.880005383456703e-10
Position 1580: 2.4955992797442417e-10
Position 1487: 1.4977504583064707e-10
Position 1258: 1.1202049388899432e-10
