Gene = CLDND1
Position 667: 0.00010006139348431416
Position 1339: 9.83166974254639e-05
Position 3638: 8.50843128839799e-05
Position 662: 8.042997382303997e-05
Position 3198: 6.102397804774081e-05
Position 7310: 5.473434410790355e-05
Position 2741: 5.340375561226291e-05
Position 1990: 5.337663183289729e-05
Position 228: 5.2055345361311546e-05
Position 1239: 4.729512088265918e-05
Position 144: 4.677628991838034e-05
Position 3562: 4.511358583397527e-05
Position 351: 4.2271556332486795e-05
Position 3097: 3.823381534817949e-05
Position 1297: 3.8180217499895004e-05
Position 6732: 3.670330197840797e-05
Position 239: 3.586947704613399e-05
Position 948: 2.7043358663312166e-05
Position 85: 2.6136755042063585e-05
Position 1303: 1.859990390305712e-05
Position 484: 1.4733308795740092e-05
Position 1520: 1.329963695271986e-05
Position 283: 1.2981992073607534e-05
Position 895: 1.2378581606775618e-05
Position 118: 1.2049189163088096e-05
Position 1293: 1.0640104310795854e-05
Position 456: 9.954519278639775e-06
Position 61: 7.329277837496634e-06
Position 700: 6.490142547921359e-06
Position 152: 5.824097274375337e-06
Position 2784: 4.580828791140019e-06
Position 1090: 3.275816773828285e-06
Position 685: 2.7000857217243864e-06
Position 246: 1.5540773269641244e-06
Position 642: 1.478209315071906e-06
Position 921: 1.3811377452402268e-06
Position 1484: 1.213980602515639e-06
Position 1428: 1.068805018598823e-06
Position 1860: 9.751117895109913e-07
Position 903: 8.838883660338624e-07
Position 1858: 8.465521138898057e-07
Position 788: 3.8910213588496544e-07
Position 679: 3.6548250769443134e-07
Position 233: 3.647094801642641e-07
Position 687: 3.38536591228194e-07
Position 886: 2.401217442238991e-07
Position 931: 2.2063263744322264e-07
Position 318: 1.9083862288340622e-07
Position 703: 1.8351782588316662e-07
Position 1010: 6.623203607060064e-08
Position 569: 4.540814485032424e-08
Position 796: 4.532333538775486e-08
Position 214: 4.4778086102569046e-08
Position 149: 1.9667829902923764e-08
Position 5: 1.6508987287967402e-09
Position 477: 1.5784150339899736e-11
Position 731: 1.1378838843071056e-11
Position 1257: 3.891325938411524e-12
Position 1179: 3.062043745704292e-12
Position 578: 4.816805456525292e-13
Position 601: 2.5209741715731733e-13
Position 634: 1.6074304920820185e-18
Position 669: 1.5244222663590393e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 5895: 0.4980750549246144
Position 6300: 0.45220287475765863
Position 4047: 0.429763053359685
Position 5853: 0.41522803208171216
Position 7210: 0.2491675220018268
Position 6815: 0.1065247808621917
Position 6163: 0.09942859465167227
Position 3789: 0.08702186829911801
Position 7169: 0.08383788830690139
Position 1120: 0.08040509014475686
Position 403: 0.07194492486912339
Position 4319: 0.07127697690710626
Position 1600: 0.05664437819237724
Position 4028: 0.043670403078401164
Position 5682: 0.03556719814173815
Position 2355: 0.03034413763871052
Position 1324: 0.027403843615187395
Position 431: 0.025971240198539847
Position 3420: 0.025832239343077944
Position 7129: 0.023439813608529505
Position 6606: 0.022982653881694633
Position 3976: 0.021606567082351924
Position 1665: 0.020842666228175405
Position 3864: 0.017877066551911184
Position 4049: 0.012362028421169576
Position 6040: 0.01230835352253341
Position 5575: 0.012278164630370039
Position 5870: 0.010839958663030868
Position 7400: 0.009887352172359703
Position 5890: 0.009375525127335922
Position 4322: 0.009019450576606844
Position 1691: 0.008850140709665288
Position 4506: 0.008612942798731265
Position 2883: 0.00843565733462519
Position 4359: 0.0072577290922166745
Position 6576: 0.006388504577284497
Position 1640: 0.005939501292580228
Position 5718: 0.005897049747052201
Position 324: 0.005873328632222188
Position 1203: 0.005805339365874045
Position 1339: 0.0055930827525912845
Position 7215: 0.0050949300993152445
Position 2024: 0.004896867663999991
Position 6127: 0.004776207438177313
Position 5991: 0.004726829702515599
Position 1222: 0.004283831863111824
Position 4242: 0.0040594987850080195
Position 7073: 0.0037392448443853816
Position 4692: 0.003720460371573046
Position 437: 0.003706295081604014
Position 4097: 0.003598532162095954
Position 4286: 0.0035028404100603335
Position 6222: 0.002702683690490656
Position 4366: 0.0026990677328592953
Position 6104: 0.0023619471695516857
Position 1785: 0.0023171570569681392
Position 5517: 0.0020863091985397963
Position 2209: 0.0020773056921661926
Position 6761: 0.0020612339913947705
Position 7251: 0.0020562515246957914
Position 1346: 0.001962318435980544
Position 1841: 0.0018043904671719785
Position 3113: 0.0017812411632497503
Position 7470: 0.0016458091737105354
Position 4153: 0.0015295834735898734
Position 1706: 0.0014767845982465552
Position 1605: 0.001420284184011081
Position 2313: 0.0014159912689239496
Position 339: 0.0013889177788942906
Position 4667: 0.001310166532915959
Position 1382: 0.0009465358846984408
Position 1123: 0.0009175161322290697
Position 6229: 0.0008974460619011851
Position 2260: 0.0008920984394001093
Position 7081: 0.0007371953067469754
Position 3246: 0.0007267677952422663
Position 1042: 0.0006110207690273893
Position 6184: 0.00048731877021427277
Position 1796: 0.00046968974598153514
Position 384: 0.0004268421900567851
Position 6854: 0.00040623662252607803
Position 6916: 0.00038462448885113597
Position 1728: 0.0003677620661961989
Position 5126: 0.00036585471503466905
Position 6976: 0.00036145042619332464
Position 6706: 0.00036053259534543137
Position 453: 0.00033443562270425264
Position 2215: 0.00030828950303985283
Position 625: 0.0003034272475678598
Position 3390: 0.00026195795681568484
Position 6903: 0.0002463951277282211
Position 4180: 0.00022305248648031039
Position 3919: 0.0002077840547271524
Position 1958: 0.0001845824462814416
Position 1137: 0.00017592879957333265
Position 4592: 0.00017499690669766407
Position 1764: 0.00014134660219945438
Position 3426: 0.00012378490568594076
Position 1602: 0.00010435168451578943
Position 666: 0.00010125765253065096
Position 7022: 9.048865815657646e-05
Position 5242: 8.688880147343893e-05
Position 1733: 8.204997757859477e-05
Position 3096: 8.159167152289674e-05
Position 3044: 7.513918033539946e-05
Position 3009: 7.440848329526286e-05
Position 2623: 7.215800539337052e-05
Position 6612: 6.750972457276934e-05
Position 3280: 6.518711618516485e-05
Position 2893: 5.9236901694620534e-05
Position 6349: 5.873667028298074e-05
Position 6715: 5.411043067608023e-05
Position 440: 5.219066786026048e-05
Position 2357: 4.927221391625473e-05
Position 3763: 4.389371646185824e-05
Position 1893: 3.889367462360077e-05
Position 601: 3.804597939336648e-05
Position 2653: 3.357799771413571e-05
Position 2543: 2.9160382575692424e-05
Position 703: 2.074289517428695e-05
Position 263: 1.3708846605913065e-05
Position 2529: 1.3012747150064984e-05
Position 1617: 1.244272782135563e-05
Position 6819: 1.1450245342678601e-05
Position 1239: 1.0267695797839382e-05
Position 225: 1.0005777784907662e-05
Position 2506: 7.814161529678529e-06
Position 1139: 7.585965163777194e-06
Position 1792: 6.899972659716331e-06
Position 634: 6.443070849114834e-06
Position 715: 4.436830868615512e-06
Position 484: 3.6473068087157093e-06
Position 331: 3.5705609040273556e-06
Position 1498: 3.345110158632754e-06
Position 5544: 2.279292178515238e-06
Position 2135: 1.8079987139391497e-06
Position 1440: 1.6677502503508983e-06
Position 1749: 1.6021623385285865e-06
Position 731: 1.4073714751474744e-06
Position 1994: 1.3697081482458637e-06
Position 307: 1.0940957594303853e-06
Position 1997: 1.0218048881771943e-06
Position 501: 9.510315223108595e-07
Position 980: 6.389981479362521e-07
Position 2650: 6.18255039737623e-07
Position 867: 4.491428561819081e-07
Position 265: 3.4388833309203784e-07
Position 2373: 2.940929512633388e-07
Position 823: 2.2224314900559846e-07
Position 183: 2.030241034592504e-07
Position 1518: 2.0037992090807276e-07
Position 569: 1.7841869801359638e-07
Position 186: 1.4045747760386327e-07
Position 820: 8.646920838604467e-08
Position 766: 7.523508908993465e-08
Position 162: 5.716516610055293e-08
Position 786: 3.817770988383902e-08
Position 803: 1.78838148088191e-08
Position 894: 1.557539256438487e-08
Position 860: 1.2183683941223205e-08
Position 1153: 1.1854611509297647e-08
Position 834: 1.1148453472940392e-08
Position 900: 5.72171951596513e-09
Position 164: 4.775772792420854e-09
Position 519: 2.4986638808630534e-09
Position 2427: 4.871578529197541e-11
Position 199: 2.675618557196439e-12
Position 180: 9.168400624800727e-13
Position 203: 5.427795688892089e-13
Position 142: 3.644911807161789e-13
Position 171: 1.4328603575545127e-13
Position 158: 1.3546616289478642e-14
Position 109: 9.840496743003521e-16
Position 511: 4.8949627093413235e-16
Position 137: 3.5161941212893456e-16
Position 127: 1.462710234198444e-16
Position 139: 6.165534995100907e-17
Position 124: 2.4102426636998884e-17
Position 114: 7.58033741267527e-19
