Gene = SCNM1
Position 817: 4.489598975534687e-05
Position 1229: 4.459151590788593e-05
Position 2049: 4.3138092884466184e-05
Position 2832: 4.241588049433397e-05
Position 3793: 4.021997321502839e-05
Position 1493: 3.9036224031270745e-05
Position 4011: 3.701425932317462e-05
Position 2219: 3.6211274216765935e-05
Position 724: 3.606440989135835e-05
Position 2033: 2.9278806558406706e-05
Position 1372: 2.926579736791484e-05
Position 2629: 2.9109002432441752e-05
Position 2012: 2.8294063236979777e-05
Position 1498: 2.8007498471449638e-05
Position 1107: 2.732045584085587e-05
Position 1723: 2.6905272383120088e-05
Position 468: 2.31290776599966e-05
Position 2263: 2.1879450996705745e-05
Position 3390: 2.0775194211637844e-05
Position 2984: 1.9104463180592017e-05
Position 122: 1.898146980528792e-05
Position 2109: 1.8154021601304593e-05
Position 3977: 1.8017396994854932e-05
Position 436: 1.762017268923715e-05
Position 1880: 1.6801452750403775e-05
Position 1846: 1.639672487907922e-05
Position 3016: 1.6356834929473175e-05
Position 2182: 1.6202781995699476e-05
Position 657: 1.5234602893391201e-05
Position 3974: 1.345611042285995e-05
Position 457: 1.3321493175306894e-05
Position 1558: 1.1563648221511372e-05
Position 4026: 1.155166370099142e-05
Position 1244: 1.0908045753011517e-05
Position 2552: 1.0348767094134149e-05
Position 1454: 1.0153603525776908e-05
Position 1441: 9.742102022086035e-06
Position 4072: 9.146230402497882e-06
Position 3414: 9.13880997460606e-06
Position 2260: 8.407767858751513e-06
Position 2418: 7.94090423937305e-06
Position 2357: 6.523944588353142e-06
Position 2004: 6.049131424913106e-06
Position 1473: 5.637978046038573e-06
Position 1552: 5.176835728212424e-06
Position 734: 5.163176201626273e-06
Position 1252: 5.0967817482229775e-06
Position 1907: 4.427032242152071e-06
Position 2179: 4.31928611271526e-06
Position 3561: 4.157025844703707e-06
Position 1335: 3.894919289741612e-06
Position 2223: 3.86155358348458e-06
Position 1143: 3.7678021693475197e-06
Position 1725: 3.391917799019957e-06
Position 755: 3.3810790283594883e-06
Position 1761: 3.2357631062466143e-06
Position 2509: 2.5412628910058304e-06
Position 1576: 2.4038514545460985e-06
Position 1685: 2.297620970854194e-06
Position 3555: 1.631465569349392e-06
Position 1888: 1.2972799627402297e-06
Position 628: 9.510483300256036e-07
Position 1205: 8.957830779725551e-07
Position 124: 7.733607919178754e-07
Position 2296: 7.05909810507002e-07
Position 670: 6.409262015802617e-07
Position 1581: 6.164345774624338e-07
Position 129: 6.04182478560507e-07
Position 2018: 5.435517096906576e-07
Position 967: 5.339399183674851e-07
Position 470: 5.183688325935185e-07
Position 764: 4.986694265747389e-07
Position 2497: 4.1386669709627485e-07
Position 1773: 2.790630876271268e-07
Position 166: 2.2738006897396538e-07
Position 2859: 2.259394322392538e-07
Position 1501: 2.2199787102704522e-07
Position 1128: 2.1687515333608604e-07
Position 1697: 2.0375594262724403e-07
Position 263: 1.9885195812719517e-07
Position 767: 1.9551379943462796e-07
Position 1719: 1.9031854577332334e-07
Position 789: 1.812345818233161e-07
Position 210: 1.7547249990562257e-07
Position 280: 1.352442413166484e-07
Position 727: 1.1724946114491427e-07
Position 162: 1.1333562350706253e-07
Position 438: 7.620601062688494e-08
Position 1157: 7.300793685795204e-08
Position 1121: 7.190086166125688e-08
Position 1116: 6.787371978295868e-08
Position 2021: 6.405121382463269e-08
Position 271: 6.081249693962448e-08
Position 1914: 5.6597086586997493e-08
Position 1800: 4.0862893058910734e-08
Position 265: 3.433112182842237e-08
Position 1125: 2.6677821957840403e-08
Position 197: 2.6257367659137888e-08
Position 772: 2.6227750845289983e-08
Position 132: 2.232996285061426e-08
Position 290: 2.1666880005293095e-08
Position 476: 1.6255582182957283e-08
Position 105: 1.6013076261663893e-08
Position 542: 1.1436298758429431e-08
Position 188: 8.457048654532527e-09
Position 179: 7.385008582485826e-09
Position 1162: 7.258528793184659e-09
Position 985: 5.800079400965477e-09
Position 1154: 5.128909617413905e-09
Position 981: 4.824979790922805e-09
Position 282: 3.726785267255666e-09
Position 1171: 2.9392228449998704e-09
Position 1388: 1.7704405490496364e-09
Position 504: 1.4352464465348373e-09
Position 172: 1.0713202262313072e-09
Position 1431: 6.896093645606505e-10
Position 544: 6.531369140552677e-10
Position 1687: 3.79529534964626e-10
Position 989: 3.403289145071762e-10
Position 1392: 3.193541066478907e-10
Position 142: 2.819358699857133e-10
Position 996: 1.5824021457066195e-10
Position 1210: 1.4832938440977372e-10
Position 1418: 7.629033500149141e-11
Position 177: 6.394147203148082e-11
Position 1590: 3.597094588112719e-11
Position 222: 3.519677450905074e-11
Position 219: 3.340639906552246e-11
Position 1237: 2.2437725100947594e-11
Position 1184: 2.147041439008964e-11
Position 1394: 3.5458159088815747e-12
Position 1433: 2.160982154555585e-12
Position 510: 1.9126034173249486e-13
Position 522: 1.8734388367770106e-13
Position 506: 4.463890970554998e-14
Position 528: 3.9121043900586275e-14
Position 553: 1.1009692304676893e-14
Position 513: 6.268915097687073e-15
Position 1186: 3.0374370832057876e-15
Position 1195: 2.557402656083352e-15
