Gene = L1TD1
Position 3431: 2.626596445322979e-06
Position 1863: 2.5616984774685022e-06
Position 2799: 2.4752394600807625e-06
Position 530: 1.9529868674939063e-06
Position 385: 1.846910031080901e-06
Position 2987: 1.8027935678666273e-06
Position 2631: 1.7810517764513082e-06
Position 652: 1.7349262530935547e-06
Position 1086: 1.5463987528823037e-06
Position 2260: 1.3977966567639677e-06
Position 937: 1.3943684630444173e-06
Position 970: 1.1789308874539e-06
Position 614: 1.0459182092730537e-06
Position 185: 9.339944865186333e-07
Position 848: 8.297971838974273e-07
Position 815: 7.664880129955048e-07
Position 994: 7.499262043857907e-07
Position 2201: 7.446892273190382e-07
Position 565: 6.514734269842581e-07
Position 2038: 6.507600839193229e-07
Position 620: 6.434108941076917e-07
Position 904: 6.170929618743345e-07
Position 999: 5.506763111404367e-07
Position 314: 4.957892435848377e-07
Position 1892: 4.908280949962203e-07
Position 1333: 4.398712364904073e-07
Position 575: 3.591379028865171e-07
Position 1904: 3.3905433498664786e-07
Position 3449: 3.2145771647119076e-07
Position 5550: 2.6425875891303985e-07
Position 2078: 2.205432193698755e-07
Position 3054: 2.2011277075656638e-07
Position 2187: 1.611441044292134e-07
Position 1256: 1.512767802895264e-07
Position 1983: 8.958407107315453e-08
Position 2436: 8.183477184089316e-08
Position 2398: 5.7416818858440184e-08
Position 2323: 4.9705927100654905e-08
Position 1177: 4.017919771379053e-08
Position 1813: 2.2223710882048166e-08
Position 1889: 1.6080442369003985e-08
Position 1141: 1.2915931256383833e-08
Position 401: 6.4679423503401965e-09
Position 513: 5.59637459657904e-09
Position 626: 4.745738041837637e-09
Position 562: 4.2646404045992425e-09
Position 3399: 3.9007131835417404e-09
Position 1060: 3.1345733846600994e-09
Position 353: 2.588385574917444e-09
Position 1008: 1.97727055200807e-09
Position 828: 1.5001845358708528e-09
Position 448: 9.22609627412503e-10
Position 691: 9.144530646798475e-10
Position 454: 1.2560238636285798e-10
Position 632: 5.6089540596654116e-11
Position 415: 5.5979344160965805e-11
Position 586: 4.5589218848686354e-11
Position 90: 4.789287337570206e-13
Position 394: 3.103045232469652e-13
Position 649: 6.441299395641442e-14
Position 458: 2.951863098746728e-14
