Gene = ATPIF1
Position 227: 0.9615319621292423
Position 1703: 0.3720580294734037
Position 499: 0.1825403731538937
Position 936: 0.05231425947325099
Position 1521: 0.050124828598856606
Position 437: 0.05002551518115878
Position 1562: 0.04872658623374071
Position 752: 0.03726767845062147
Position 1013: 0.034896115227333074
Position 1942: 0.022502776636717157
Position 1401: 0.02237893135436076
Position 1627: 0.021649549930280166
Position 625: 0.02159771155689226
Position 1159: 0.0186381312043562
Position 1277: 0.018332176122534516
Position 208: 0.016652262314874187
Position 1436: 0.009959786062856697
Position 1297: 0.00874017092561556
Position 1710: 0.0067546419644481485
Position 693: 0.005721027645689165
Position 969: 0.004929668017683501
Position 1542: 0.004417836145982823
Position 1750: 0.004207480809983138
Position 805: 0.004204374253781887
Position 458: 0.004038572722649631
Position 658: 0.003566353033159144
Position 1349: 0.0034936916199497497
Position 645: 0.0029948081087264595
Position 525: 0.00286321873095575
Position 795: 0.0026514865809369897
Position 1483: 0.002635132053997697
Position 1963: 0.0023694369781659063
Position 1636: 0.00208253211015605
Position 1208: 0.001890948396710155
Position 615: 0.001874634984946036
Position 531: 0.0018588492819644011
Position 1468: 0.0018487143691873686
Position 1897: 0.0017260327485673593
Position 1666: 0.001176455340242421
Position 899: 0.0010788334055374315
Position 762: 0.0009923660053556722
Position 1072: 0.0007287018679211168
Position 1008: 0.0007218519212627406
Position 786: 0.0006889244145596542
Position 510: 0.0006141663248252259
Position 1770: 0.000582722413088621
Position 1443: 0.0005816158977507149
Position 882: 0.0005743511104279797
Position 1773: 0.0005364395592082512
Position 1105: 0.000503486042290973
Position 1164: 0.00047359633278231425
Position 267: 0.00038708175192080806
Position 1705: 0.00037477161240914795
Position 665: 0.00034828569751439465
Position 822: 0.00031149153281439867
Position 1485: 0.00026706612676837406
Position 1865: 0.00022689131244998177
Position 233: 0.0001303138738092858
Position 939: 0.00012735515128040596
Position 1010: 0.00011414691864500361
Position 1753: 0.00011322704971973322
Position 1240: 9.863637630778744e-05
Position 1729: 9.166586190119134e-05
Position 1791: 8.393732521646348e-05
Position 1649: 6.731770629440669e-05
Position 824: 5.862538596871699e-05
Position 287: 4.098261312473915e-05
Position 917: 3.7619849602171236e-05
Position 909: 3.196249332697173e-05
Position 976: 2.8306292324922918e-05
Position 1591: 2.7850977158053948e-05
Position 1686: 2.4377031116348966e-05
Position 1573: 1.7737256686638927e-05
Position 1567: 1.7201260908821546e-05
Position 1503: 1.6149539256678517e-05
Position 346: 1.3058036993617323e-05
Position 291: 1.1898525052976891e-05
Position 296: 1.1873235053072514e-05
Position 1715: 1.0070085010593764e-05
Position 828: 9.937660867837183e-06
Position 1815: 9.900308570493191e-06
Position 771: 9.084691688814552e-06
Position 1406: 8.413808458605162e-06
Position 1795: 8.356628677623604e-06
Position 1776: 8.091408363577434e-06
Position 1812: 7.50367074272718e-06
Position 1496: 5.153526464207117e-06
Position 341: 5.063427566072467e-06
Position 1846: 4.925050439877759e-06
Position 1255: 4.577473317229126e-06
Position 1303: 4.496616870220921e-06
Position 1017: 2.3522107387458954e-06
Position 293: 2.1284772740278123e-06
Position 289: 1.116567470764467e-06
Position 166: 6.581301819650332e-07
Position 137: 9.103438568524515e-08
Position 946: 3.798485014643855e-08
Position 324: 5.2782018023506785e-09
Position 305: 4.279818794065011e-09
Position 151: 3.516881542505578e-09
Position 1109: 8.577151493930205e-10
Position 303: 7.561712613006101e-10
Position 103: 6.558899053324667e-10
Position 120: 6.266709254328131e-10
Position 114: 4.961803035981028e-10
