Gene = BTBD8
Position 153: 0.006680514256204702
Position 11397: 0.005891003069558077
Position 7908: 0.00565689539701115
Position 9008: 0.005310934222407285
Position 6340: 0.004634787780486079
Position 3244: 0.0035224726909229885
Position 6986: 0.0031688022173687372
Position 4159: 0.003047416106190394
Position 5186: 0.00300036080067217
Position 1822: 0.0029998397198018733
Position 4344: 0.002904355398767907
Position 980: 0.002759397305113781
Position 4340: 0.0027406706894710156
Position 200: 0.0025198289194752472
Position 5123: 0.0022209813010932848
Position 3482: 0.002112270521409118
Position 1027: 0.0020592581958688494
Position 4184: 0.0020376177978068707
Position 4137: 0.0017480956967890731
Position 62: 0.0017196902251475513
Position 7292: 0.0016494961769106236
Position 2132: 0.0015773177372530622
Position 5255: 0.0015112360761591964
Position 2455: 0.0014351117453471965
Position 10928: 0.001162701781501277
Position 9066: 0.0011535354237090783
Position 9053: 0.0011311375141842305
Position 11127: 0.0007664338452185151
Position 9242: 0.00046337341271755013
Position 10797: 0.0004337594833537021
Position 11133: 0.00042926280992140926
Position 34017: 0.00042354052285482094
Position 935: 0.0003733512466214084
Position 37999: 0.0003255471168802981
Position 10844: 0.00029854302550649044
Position 11093: 0.0002706888643010346
Position 8615: 0.0002625791770380829
Position 327: 0.00017773383176551604
Position 283: 0.00014597895812157736
Position 4855: 0.00014573111398166367
Position 4288: 0.00010081197638105281
Position 595: 9.832059541918835e-05
Position 2510: 9.583937819760766e-05
Position 1739: 8.57460684603741e-05
Position 33: 6.26126861372282e-05
Position 12265: 6.151474661559016e-05
Position 2200: 5.891997817500864e-05
Position 1114: 5.86076034165942e-05
Position 3616: 5.80497024820665e-05
Position 2221: 5.5707927311798957e-05
Position 5651: 4.641852536332923e-05
Position 2026: 4.6246409739179276e-05
Position 10538: 3.975407535784322e-05
Position 4297: 3.974506209696997e-05
Position 353: 3.768107202324845e-05
Position 4810: 3.716553647184012e-05
Position 258: 3.142279376003691e-05
Position 3564: 3.0364209749799583e-05
Position 10526: 2.6077530232082444e-05
Position 1006: 2.5614000550855198e-05
Position 4693: 2.5124504114216536e-05
Position 4176: 2.1656049886061747e-05
Position 1879: 1.866612498759173e-05
Position 634: 1.8251894880394245e-05
Position 3703: 1.7687385821386665e-05
Position 4087: 1.7608559242667927e-05
Position 2742: 1.6711093142974968e-05
Position 3145: 1.6696947026104574e-05
Position 3134: 1.6285577313973012e-05
Position 2378: 1.5327545229325675e-05
Position 1771: 1.4631680067352365e-05
Position 4698: 1.462578064906031e-05
Position 703: 1.1569060790599877e-05
Position 3254: 1.0144448005017256e-05
Position 3795: 9.641734689759159e-06
Position 148: 6.276812385764472e-06
Position 355: 4.222188691201547e-06
Position 221: 3.684923938800381e-06
Position 1518: 3.029139975829208e-06
Position 17: 1.3755929606395127e-06
Position 246: 1.1350834566000977e-06
Position 825: 7.748833317179482e-07
Position 515: 7.27882992723737e-07
Position 837: 7.019648095507809e-07
Position 632: 3.5412434067261554e-07
Position 11013: 3.1996961952413617e-07
Position 104: 1.9598285226177477e-07
Position 518: 1.617507958435338e-07
Position 679: 1.2007517081420846e-07
Position 629: 1.0743413366762753e-07
Position 293: 1.0695917548009565e-07
Position 682: 8.787525953372593e-08
Position 218: 7.67759948534661e-08
Position 645: 4.3284543050916636e-08
Position 416: 2.4418489843290757e-08
Position 325: 1.4719051057821107e-08
Position 307: 1.3782029599952259e-08
Position 83: 1.1188614868856735e-09
Position 489: 1.0127246848124753e-09
Position 1179: 7.233609662538035e-10
Position 547: 2.3559862131000175e-12
Position 526: 7.399644407781472e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 22136: 0.9999982168071246
Position 27547: 0.9817961051788286
Position 49350: 0.978315485209785
Position 8361: 0.9615675305161085
Position 8954: 0.6805117519976116
Position 50383: 0.49501379242765053
Position 7187: 0.3316205634793266
Position 49648: 0.1855308501957159
Position 9172: 0.18514350199910012
Position 49678: 0.1688749366407696
Position 50048: 0.15802930422923048
Position 25282: 0.13771497131521243
Position 27260: 0.13761413212108714
Position 12131: 0.11195490265836701
Position 14004: 0.11123541754246294
Position 3964: 0.08772507702433466
Position 11219: 0.08179658102467662
Position 7145: 0.07413815755944869
Position 27123: 0.07123322505366306
Position 6872: 0.06648550673192431
Position 11533: 0.06322531292095819
Position 10903: 0.06301648591772666
Position 21386: 0.05884969839212722
Position 8911: 0.05635262621906788
Position 14378: 0.05327991949764055
Position 482: 0.04645155237647001
Position 9140: 0.035655371314959335
Position 25417: 0.03560517409271961
Position 14001: 0.03267316990332324
Position 4969: 0.03245718857411793
Position 22554: 0.029715413130504575
Position 11189: 0.027030076131542756
Position 9212: 0.02319079784637606
Position 18546: 0.02282745332935361
Position 4476: 0.020741066253246905
Position 8878: 0.01949563968013284
Position 8984: 0.017459463039482617
Position 2502: 0.017303450429001888
Position 3000: 0.016690437261867398
Position 8423: 0.015783508938172396
Position 13864: 0.013383167976442956
Position 27526: 0.013212995331874991
Position 22751: 0.01241035418410391
Position 14299: 0.012377514277189005
Position 504: 0.012308235203117584
Position 12330: 0.011868437262984931
Position 25760: 0.01132396541102787
Position 13756: 0.011290428444054427
Position 14259: 0.009866139634353252
Position 43289: 0.009725495723105215
Position 4521: 0.009336543384025396
Position 11169: 0.008852939226640991
Position 9195: 0.008323076797581484
Position 1089: 0.00806548004552642
Position 3052: 0.008047071531380392
Position 7822: 0.006810936029817615
Position 22724: 0.006125160536833095
Position 23161: 0.006029480142824315
Position 900: 0.005615257046263943
Position 293: 0.005523298777693854
Position 7839: 0.005323789418798756
Position 300: 0.005257603619420436
Position 23329: 0.005171250216388862
Position 12213: 0.005041162666276714
Position 38974: 0.0050290090486252185
Position 3131: 0.004909831473556932
Position 27622: 0.0047528551674723
Position 11459: 0.004476377084232568
Position 10973: 0.0043742783828534726
Position 4248: 0.004281257407008638
Position 8482: 0.004110125943171131
Position 2298: 0.003571702057596271
Position 7754: 0.0034872139890288353
Position 1147: 0.0033800559027318466
Position 7171: 0.0029820343564209493
Position 8270: 0.002926470590773432
Position 214: 0.0029098260799495204
Position 11243: 0.002849493721261004
Position 2461: 0.0028254438550078366
Position 4257: 0.0027589844597093985
Position 7241: 0.0023016820104966498
Position 6588: 0.0022667164093677357
Position 547: 0.00207400340471991
Position 1681: 0.0020107857367119434
Position 858: 0.001987720986928759
Position 6068: 0.0019495800584800568
Position 8994: 0.0017125203095605434
Position 8963: 0.001576700595334009
Position 3357: 0.0014755470332544751
Position 8321: 0.0013630174253032729
Position 2089: 0.0012941036044012608
Position 6086: 0.001183518637954272
Position 34125: 0.001132410406648294
Position 1737: 0.0011264921023539439
Position 4270: 0.0008712816186795693
Position 1093: 0.000859267172897766
Position 2430: 0.000849161477658149
Position 5950: 0.0007856688415073107
Position 10694: 0.0007502330987372288
Position 37912: 0.0007424008865807142
Position 6181: 0.0007160202425444319
Position 3389: 0.0007052590720411906
Position 258: 0.0006778618701204071
Position 37331: 0.0006229623059989635
Position 1021: 0.0005498321110861583
Position 984: 0.0005462748532182481
Position 4769: 0.0005135594107292161
Position 27770: 0.000513152030441282
Position 29751: 0.0005082870203442312
Position 36257: 0.0004921903882761698
Position 33911: 0.0004886083971230527
Position 254: 0.0004723363344028305
Position 8171: 0.0004322008093062214
Position 36134: 0.0003862066138747053
Position 2325: 0.0003480291121648841
Position 35561: 0.00033501790175622254
Position 1955: 0.00033262728664151017
Position 364: 0.00032919879270926607
Position 4183: 0.0002814261971371856
Position 3200: 0.0002712841282952804
Position 2507: 0.0002605654466572313
Position 346: 0.00025862259636161414
Position 4073: 0.00025753668417219106
Position 30018: 0.0002443836513673556
Position 3168: 0.00023746050654945553
Position 10771: 0.00019414192137641846
Position 4291: 0.00018905460956249317
Position 2032: 0.00018741337544606865
Position 1960: 0.00018524900821337796
Position 10844: 0.0001792823973298502
Position 11018: 0.00016501029767500064
Position 34303: 0.00015935250245357942
Position 2265: 0.00014230635646242292
Position 28061: 0.00013735562140780952
Position 31485: 0.0001362014092433308
Position 836: 0.00013354623580916087
Position 1177: 0.00012055385983693988
Position 34329: 0.00012035713843338354
Position 1072: 0.00011557766664619607
Position 28227: 0.00011273467088500476
Position 601: 0.00010925782939235598
Position 304: 0.00010912407614757296
Position 36558: 0.00010000498664314305
Position 29477: 7.777262135579046e-05
Position 35839: 7.667451346221992e-05
Position 4049: 7.553850414094777e-05
Position 29390: 6.632934061131553e-05
Position 30580: 6.476377868879533e-05
Position 315: 6.437823196643315e-05
Position 32309: 6.130325548167183e-05
Position 319: 5.560090541063112e-05
Position 31218: 4.953068489128942e-05
Position 2302: 4.7818657593686124e-05
Position 29045: 4.4605658251187455e-05
Position 28806: 4.184903020828958e-05
Position 3543: 3.751312010414912e-05
Position 28474: 3.556753657771145e-05
Position 10308: 3.461736132416537e-05
Position 32596: 3.345046286915895e-05
Position 31106: 3.2469640349605837e-05
Position 31500: 3.208337462811393e-05
Position 10345: 3.117365333249004e-05
Position 28378: 3.062166364132673e-05
Position 31128: 2.5463144414557715e-05
Position 4045: 2.328105512857431e-05
Position 31797: 2.3085059723593248e-05
Position 27819: 2.1837815093380253e-05
Position 8851: 2.1677099535067843e-05
Position 29806: 2.018115910826668e-05
Position 25907: 2.014756280176678e-05
Position 5498: 1.9945945919037095e-05
Position 2880: 1.9815935594388634e-05
Position 29971: 1.890110936975183e-05
Position 233: 1.7474206914877307e-05
Position 2294: 1.7122850234017726e-05
Position 798: 1.668642551121875e-05
Position 5443: 1.5545296593973724e-05
Position 29089: 1.4815000901293966e-05
Position 28645: 1.3535316443273837e-05
Position 10905: 1.3263480522905612e-05
Position 2373: 1.2786737641419518e-05
Position 27737: 1.2709148267415479e-05
Position 2639: 1.2530649540307859e-05
Position 1809: 1.1931572661073163e-05
Position 29367: 1.124504033023876e-05
Position 5510: 1.0927282850318414e-05
Position 28334: 1.0856121866784173e-05
Position 28290: 1.0405501261715586e-05
Position 28666: 9.247861935118953e-06
Position 3115: 8.28198295576899e-06
Position 28132: 7.808963991308301e-06
Position 3300: 7.718534220003512e-06
Position 3023: 7.6079750457225266e-06
Position 25870: 7.1594464763640235e-06
Position 27933: 6.290927900826514e-06
Position 522: 6.090306604227943e-06
Position 526: 6.082945299072585e-06
Position 776: 5.721392505891471e-06
Position 27869: 5.685488694267869e-06
Position 24961: 5.363204453322571e-06
Position 2021: 5.183336853210639e-06
Position 3097: 4.716997528742488e-06
Position 8891: 4.621041448157085e-06
Position 2365: 4.584722066429538e-06
Position 24053: 4.4875032699021855e-06
Position 1762: 4.4649499728846495e-06
Position 902: 3.9746977059111625e-06
Position 2637: 3.893217190621575e-06
Position 27928: 3.8902617265487555e-06
Position 23898: 3.801594439287762e-06
Position 2199: 3.747397910927671e-06
Position 1054: 3.4259414424094073e-06
Position 2347: 3.3102016161495526e-06
Position 23956: 3.0053605899989603e-06
Position 29185: 2.91719404357941e-06
Position 2927: 2.8983570468830745e-06
Position 22918: 2.625078247524799e-06
Position 445: 2.54298043817004e-06
Position 759: 2.4465254088599545e-06
Position 2335: 2.4151413537527158e-06
Position 3068: 2.365901154939742e-06
Position 3032: 2.2922407684631203e-06
Position 3141: 2.278262744837663e-06
Position 1059: 2.2558597978416387e-06
Position 25011: 1.9823849454539963e-06
Position 3323: 1.975840059842248e-06
Position 22994: 1.8974922992186234e-06
Position 27901: 1.8678298986622808e-06
Position 816: 1.5949414807641498e-06
Position 22976: 1.391822816511415e-06
Position 803: 1.354207109415425e-06
Position 919: 1.302016675307351e-06
Position 1996: 1.1471664739586878e-06
Position 1282: 1.0954675904524345e-06
Position 121: 1.05400506251216e-06
Position 1036: 1.033604741331088e-06
Position 1419: 8.131882000143839e-07
Position 22446: 6.038428037383473e-07
Position 1258: 5.812404274475637e-07
Position 2260: 5.562132342488436e-07
Position 912: 5.467067028957544e-07
Position 1422: 5.392270130907876e-07
Position 669: 4.70980982570141e-07
Position 929: 4.27978407224042e-07
Position 23526: 4.028944147234553e-07
Position 22871: 3.349098410522348e-07
Position 2680: 2.872264120455324e-07
Position 697: 2.486244538001682e-07
Position 1588: 1.541022917557298e-07
Position 743: 1.307637119843539e-07
Position 2311: 1.1998327301122968e-07
Position 15431: 1.0807223750787017e-07
Position 12634: 9.442795042850682e-08
Position 947: 8.153999485749098e-08
Position 1155: 5.93489447246697e-08
Position 10353: 4.601210895444712e-08
Position 824: 4.097786145381669e-08
Position 580: 3.83158709633914e-08
Position 14881: 3.1607957680737064e-08
Position 12875: 2.8965817912903454e-08
Position 16935: 2.4794203203514203e-08
Position 639: 2.405626410523905e-08
Position 190: 1.8123624668699018e-08
Position 645: 1.7815716505528246e-08
Position 712: 1.5759794737148853e-08
Position 2003: 1.4529547649983047e-08
Position 331: 1.3974701823546366e-08
Position 416: 1.0705885377508813e-08
Position 1685: 9.749740169083906e-09
Position 610: 9.579463536307958e-09
Position 9530: 9.38006936904453e-09
Position 16779: 8.886387595406862e-09
Position 653: 8.14451789125658e-09
Position 200: 7.175098654102589e-09
Position 369: 5.506315732099172e-09
Position 12901: 4.726945338350435e-09
Position 450: 4.562804275492033e-09
Position 138: 3.5640992571783117e-09
Position 13193: 3.411268718650245e-09
Position 13196: 3.2194849869940706e-09
Position 361: 2.598061135233553e-09
Position 9352: 2.5261879847871904e-09
Position 12485: 2.278297859556165e-09
Position 373: 2.126573454512634e-09
Position 679: 2.081135011398168e-09
Position 9922: 7.841472671626134e-10
Position 624: 5.494879963930783e-10
Position 384: 4.720853404017969e-10
Position 4549: 1.648763795621972e-10
Position 194: 5.301615342484312e-11
Position 2857: 4.4152555322839674e-11
Position 2943: 4.391389000903272e-11
Position 1448: 9.053619743917513e-12
Position 1045: 2.464486850658414e-12
Position 1264: 1.7983253934977136e-12
Position 141: 1.98606234597836e-13
Position 101: 1.953370628442528e-13
Position 79: 4.7652728252469315e-14
Position 146: 2.685208437718063e-14
Position 99: 8.01587600976832e-15
Position 629: 3.99946823842936e-16
Position 388: 3.8937423968055687e-16
Position 394: 7.802594363143275e-20
