Gene = ZMYM1
Position 15702: 0.0023730776777145398
Position 16533: 0.002355698142900306
Position 15449: 0.0022223900425819365
Position 15788: 0.0021700044687591583
Position 16191: 0.0021253898921372106
Position 11566: 0.0021093269881164584
Position 7217: 0.0021088589894125384
Position 7546: 0.001975471473713241
Position 12807: 0.0018861031986049423
Position 11143: 0.0016563339122816143
Position 1275: 0.0016146395349587025
Position 2897: 0.0015585209006134674
Position 1029: 0.0015460779989599244
Position 15119: 0.0015122820923165264
Position 9647: 0.0014190394498023928
Position 11119: 0.0013139666856279238
Position 6975: 0.0012452907233217179
Position 9916: 0.0011444237964408958
Position 4291: 0.0011424806729107247
Position 12673: 0.0010969592226416224
Position 8186: 0.001084542945761305
Position 6151: 0.0010127860231970726
Position 10598: 0.0009963296570943724
Position 10203: 0.0009928544609476438
Position 10359: 0.0009168664945517981
Position 8211: 0.0009165589538814074
Position 3190: 0.000906342920616989
Position 11732: 0.000789221829680283
Position 11519: 0.0007721881076949674
Position 11193: 0.0007517592019014936
Position 9145: 0.0007390656708949197
Position 10037: 0.0007262649986445358
Position 3230: 0.0007257668310372129
Position 2691: 0.0006835441022354053
Position 12511: 0.0006711512208152512
Position 5456: 0.0006583262900675925
Position 11951: 0.0006362564310396805
Position 12748: 0.0006337912031342016
Position 2230: 0.0006203771061915722
Position 10313: 0.0005817184955767504
Position 3359: 0.000545236968193778
Position 4925: 0.0005349941962409198
Position 10505: 0.0005268007636005681
Position 10178: 0.0005176988078357658
Position 11784: 0.0004953422628743788
Position 9398: 0.0004925237034068713
Position 11282: 0.00047730965731439826
Position 11591: 0.00046352187634385794
Position 11562: 0.00041692337717310306
Position 11896: 0.00041366844500682806
Position 1742: 0.00039354487106753756
Position 3215: 0.00039284617901679615
Position 9077: 0.00038587089146235816
Position 479: 0.00038524205163103435
Position 9711: 0.00037182905041670034
Position 2390: 0.00036526374286077024
Position 2516: 0.00035949133855252014
Position 1181: 0.0003379750104306586
Position 2617: 0.0003189516844195059
Position 6271: 0.0003155397019678864
Position 3385: 0.00031447513554881245
Position 2743: 0.00029434766095568773
Position 6058: 0.0002684366484983276
Position 888: 0.0002623923916109735
Position 9283: 0.000253618034374502
Position 3148: 0.0002530291587412187
Position 9933: 0.0002501618109743012
Position 7293: 0.00024557391336897075
Position 2064: 0.0002285846695877691
Position 3770: 0.0002268770538600622
Position 8356: 0.00022551430972510942
Position 5405: 0.0002159446795512537
Position 3540: 0.00021413325805324493
Position 3700: 0.00021319957152724558
Position 2138: 0.00020954268550020495
Position 3241: 0.00020386167256146077
Position 5682: 0.0002018306813863906
Position 4424: 0.00020151414953350827
Position 3566: 0.00019946896383969096
Position 11285: 0.00019935195233647648
Position 5760: 0.00019889853746249327
Position 8192: 0.00018234373433261255
Position 1464: 0.0001723355011590199
Position 584: 0.0001687450862806004
Position 9671: 0.00016511165338688546
Position 6808: 0.00016504370480265292
Position 2926: 0.00016405938706158096
Position 1108: 0.00016142016039592927
Position 403: 0.00015785517609126013
Position 4705: 0.00015756519996866007
Position 7213: 0.00015733060612189775
Position 10052: 0.00015171918579880516
Position 5985: 0.00013449407702331053
Position 8722: 0.00013282774143862593
Position 555: 0.00012940446075886282
Position 1311: 0.0001263452615486667
Position 7403: 0.00012540515948356623
Position 2482: 0.00012350253638547377
Position 558: 0.0001219701662443014
Position 7688: 0.00012138658622662798
Position 1375: 0.00011822058675490144
Position 2746: 0.00010633784972991871
Position 6084: 0.0001035018184845251
Position 8974: 0.00010182943131352315
Position 724: 9.974072425337504e-05
Position 7374: 9.930396616069883e-05
Position 7928: 9.928351929592667e-05
Position 637: 9.643321663580525e-05
Position 9428: 9.615757917054862e-05
Position 1284: 9.577184461635409e-05
Position 2088: 9.418195246833865e-05
Position 4149: 9.19509947714965e-05
Position 7818: 9.021852446929033e-05
Position 5947: 8.744625230895742e-05
Position 5084: 8.6222558138662e-05
Position 4826: 8.589761581764939e-05
Position 1439: 8.503858811774985e-05
Position 4945: 8.293878948556384e-05
Position 7377: 7.806897987208462e-05
Position 8264: 7.583898720102824e-05
Position 6647: 7.571560731164478e-05
Position 3726: 7.36740446567409e-05
Position 2369: 6.675060439361974e-05
Position 6593: 6.554529738790058e-05
Position 3640: 6.481818055623266e-05
Position 5818: 6.424629551279396e-05
Position 7572: 6.387172370010058e-05
Position 3421: 6.29902867597313e-05
Position 6596: 6.2784776387146e-05
Position 4600: 6.195371332235939e-05
Position 3602: 6.155043558730884e-05
Position 3361: 6.118856215249099e-05
Position 5401: 6.111080504590346e-05
Position 252: 6.086067913638613e-05
Position 5697: 5.944071740561902e-05
Position 7756: 5.916982819624721e-05
Position 5700: 5.85883294856536e-05
Position 5792: 5.774932673630813e-05
Position 6251: 5.762441557765853e-05
Position 8384: 5.453814610037896e-05
Position 8362: 5.3163915124676056e-05
Position 4708: 5.265172702383939e-05
Position 8695: 5.254645459349574e-05
Position 5152: 5.1092605507749685e-05
Position 3546: 4.937885388532691e-05
Position 2903: 4.85093572926667e-05
Position 3908: 4.8226199857829595e-05
Position 3794: 4.625257338815237e-05
Position 4597: 4.3375483459811725e-05
Position 1345: 4.041092629954048e-05
Position 1611: 4.0217837920153704e-05
Position 7100: 3.971027152133668e-05
Position 7857: 3.8128743772677424e-05
Position 8604: 3.6023503542471714e-05
Position 2581: 3.6006328478543066e-05
Position 5087: 3.462682604387876e-05
Position 192: 3.408576301038877e-05
Position 3542: 3.373019614386422e-05
Position 7456: 3.2901121776169995e-05
Position 2430: 3.2847313316920584e-05
Position 3365: 3.243885989543535e-05
Position 2694: 3.091086017497278e-05
Position 2951: 3.08449974339061e-05
Position 4259: 3.021518043713789e-05
Position 3702: 2.9944553275798687e-05
Position 1315: 2.821284409738347e-05
Position 2578: 2.6781409217963175e-05
Position 4030: 2.4516644159413944e-05
Position 4798: 2.3786051388666416e-05
Position 2434: 2.3572208907560685e-05
Position 1400: 2.348160786423577e-05
Position 4308: 2.2921147833222192e-05
Position 6437: 2.2877859082567645e-05
Position 5864: 2.0964925291238694e-05
Position 3847: 1.9725707616500197e-05
Position 3116: 1.953385309354674e-05
Position 6010: 1.9513423293830916e-05
Position 1060: 1.8062564391765217e-05
Position 2852: 1.705581377258902e-05
Position 5898: 1.651500492942375e-05
Position 5734: 1.640538119039892e-05
Position 2462: 1.5787164246690152e-05
Position 2595: 1.54845914887167e-05
Position 2465: 1.5452096121243625e-05
Position 5019: 1.53859667837005e-05
Position 2307: 1.5310983613765498e-05
Position 5240: 1.4164625402748988e-05
Position 3442: 1.3397100488685489e-05
Position 3737: 1.3173880463976322e-05
Position 4851: 1.2710609604599591e-05
Position 3167: 1.208499062656869e-05
Position 322: 1.1802877919500206e-05
Position 893: 1.0416929630826782e-05
Position 2162: 1.0236924180630795e-05
Position 4085: 9.972373852392983e-06
Position 1361: 9.744231057271212e-06
Position 651: 9.50159705903968e-06
Position 991: 8.876913489019558e-06
Position 2627: 8.846455482178683e-06
Position 1655: 8.465426091571502e-06
Position 3327: 8.34844834505306e-06
Position 4173: 7.75061270720938e-06
Position 4010: 7.368678790055645e-06
Position 310: 6.824503682298353e-06
Position 3623: 6.7678305861437055e-06
Position 2818: 6.676110507449398e-06
Position 560: 6.577742869282464e-06
Position 537: 6.3388895218048685e-06
Position 433: 5.99980282091527e-06
Position 994: 5.868725354324215e-06
Position 3006: 5.667704872230552e-06
Position 1251: 5.554099841886102e-06
Position 2321: 5.295771453350947e-06
Position 2070: 4.90042848197186e-06
Position 1382: 4.739795151586529e-06
Position 3245: 4.735295850880731e-06
Position 1146: 4.251186259743897e-06
Position 2232: 3.995945721153812e-06
Position 3028: 3.957419620334936e-06
Position 493: 3.848229395009959e-06
Position 1500: 3.7453526998813477e-06
Position 409: 3.6249490488691086e-06
Position 1631: 3.454230507448526e-06
Position 1919: 3.361764398857213e-06
Position 1064: 3.3158536821278387e-06
Position 1628: 3.297331157661595e-06
Position 1753: 3.1657733442544132e-06
Position 2114: 3.122956886460417e-06
Position 1825: 3.030345986742541e-06
Position 1860: 2.514666997442085e-06
Position 1117: 2.166915033547662e-06
Position 1570: 2.1021356829103802e-06
Position 4464: 1.9089780442603807e-06
Position 746: 1.796614963365117e-06
Position 325: 1.4296820799677076e-06
Position 271: 1.1807647789388425e-06
Position 4249: 1.1526591198717846e-06
Position 2487: 6.338733059191338e-07
Position 2981: 4.751687914124591e-07
Position 2635: 2.406131522500862e-07
Position 698: 1.4662829575789418e-07
Position 1208: 9.15941009060856e-08
Position 1149: 6.589959677097703e-08
Position 1186: 5.1592666724167956e-08
Position 1350: 4.1696335876836625e-08
Position 1062: 3.945468744580778e-08
Position 2530: 3.724845412578119e-08
Position 1299: 3.072852375477907e-08
Position 749: 2.9044312613364505e-08
Position 693: 1.9580829062236133e-08
Position 1217: 1.9070517443329164e-08
Position 2257: 1.5483265642758374e-08
Position 1291: 1.2623920145297106e-08
Position 517: 1.1252837445498725e-08
Position 769: 9.96170126670715e-09
Position 1036: 8.607892185013619e-09
Position 443: 6.482429526339491e-09
Position 700: 6.399882342699692e-09
Position 230: 5.517869521325306e-09
Position 505: 4.757037715796936e-09
Position 761: 3.609134688686382e-09
Position 787: 3.5790487365540786e-09
Position 765: 3.415120009835677e-09
Position 254: 3.170392570793876e-09
Position 1659: 2.984335433481853e-09
Position 1153: 2.6500307998823745e-09
Position 281: 2.2666991681882915e-09
Position 783: 2.0134840067030105e-09
Position 1010: 1.916782029604185e-09
Position 908: 1.6875799225985202e-09
Position 731: 1.657283106761908e-09
Position 223: 1.5352892506462658e-09
Position 258: 1.4144739951405087e-09
Position 943: 1.2492709285953526e-09
Position 1128: 9.786936074074183e-10
Position 932: 7.479181029589285e-10
Position 735: 7.055214475427356e-10
Position 1404: 7.046596912062181e-10
Position 248: 6.39506045800567e-10
Position 1070: 5.914202878773242e-10
Position 1619: 5.82785192635978e-10
Position 913: 5.426118206345956e-10
Position 960: 4.352668218650725e-10
Position 796: 4.303224359308106e-10
Position 964: 3.927338818782391e-10
Position 502: 3.79244681827935e-10
Position 238: 3.703235229094046e-10
Position 939: 3.0007819662966775e-10
Position 905: 1.86763623116826e-10
Position 1073: 1.6488940473139426e-10
Position 789: 1.4819274188050063e-10
Position 733: 1.1513320017593235e-10
Position 81: 2.1887686237722574e-11
Position 800: 2.0327825944155093e-11
Position 703: 1.9954232820939056e-11
Position 265: 3.930385315603029e-12
Position 124: 1.367664237421629e-12
Position 100: 1.1371972835210634e-12
Position 139: 3.1402288303640623e-14
Position 104: 2.7222777769082914e-14
Position 129: 2.4464137901327445e-14
Position 102: 2.6001897096327855e-15
Position 329: 1.6509632048516197e-15
Position 327: 4.705585457072912e-17
