Gene = LEAP2
Position 2211: 1.8044282611381493e-05
Position 328: 1.7820454692731555e-05
Position 194: 1.694384626704502e-05
Position 2644: 1.6555434973987344e-05
Position 1102: 1.5151809539429003e-05
Position 2142: 1.4203180630409765e-05
Position 1698: 1.3494906775135828e-05
Position 1990: 1.142240641527006e-05
Position 471: 1.1156358222226789e-05
Position 2589: 9.019104729917633e-06
Position 893: 8.689348304296752e-06
Position 2532: 8.040299463675438e-06
Position 1472: 5.590177482220349e-06
Position 179: 5.324381944385017e-06
Position 1465: 4.400940937876561e-06
Position 842: 4.384769929689884e-06
Position 606: 4.059302759914579e-06
Position 1874: 3.926282852714445e-06
Position 349: 3.871283614469776e-06
Position 1700: 3.64789159811513e-06
Position 1009: 3.315301660131762e-06
Position 876: 2.7700125259244083e-06
Position 115: 2.373551711108582e-06
Position 1671: 2.253509131708208e-06
Position 1300: 1.9391804463135437e-06
Position 820: 1.784921400624668e-06
Position 935: 1.6744313009327515e-06
Position 680: 1.6644030049570545e-06
Position 228: 1.5630320162085823e-06
Position 1666: 1.311935892846366e-06
Position 751: 1.1417774622159189e-06
Position 279: 8.552459959625928e-07
Position 332: 8.408347351949111e-07
Position 243: 6.705573050729388e-07
Position 593: 5.598833749164307e-07
Position 731: 4.139031622328901e-07
Position 118: 3.4692187622515477e-07
Position 576: 2.777421290541548e-07
Position 1177: 1.9002563245605964e-07
Position 896: 2.975016789691877e-08
Position 549: 2.6586613818269665e-08
Position 580: 2.5852835038267778e-08
Position 283: 2.0832013265907215e-08
Position 340: 2.0737698170790118e-08
Position 801: 1.926809271772515e-08
Position 744: 1.2970543592238241e-08
Position 746: 6.735428530254981e-09
Position 94: 5.200310432618345e-09
Position 1479: 3.844390176841275e-09
Position 124: 3.7072550449087773e-09
Position 91: 3.5565533394509598e-09
Position 618: 2.2104101343810244e-09
Position 1434: 1.7358804955182783e-09
Position 245: 8.27664038855437e-10
Position 252: 1.3909549181889353e-10
Position 1747: 1.2811046385043762e-10
Position 264: 1.0149414319252463e-10
Position 554: 7.706213128297574e-12
Position 257: 1.457685730950299e-12
