Gene = VGLL4
Position 499: 2.4354379061390283e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 10006: 0.9645650165538853
Position 20713: 0.8287334882064649
Position 24268: 0.7475345110552643
Position 23912: 0.7362359688453939
Position 11618: 0.5059851735596765
Position 10684: 0.4874101054924514
Position 17148: 0.4411822728215933
Position 23547: 0.374575217160698
Position 10704: 0.3703480617243677
Position 27603: 0.30373273341683577
Position 29124: 0.3014464424794369
Position 397: 0.2939722016273392
Position 20356: 0.283457224109705
Position 33628: 0.2640947990102749
Position 17487: 0.26330130361369225
Position 23700: 0.24083747232099187
Position 30555: 0.2263680563584404
Position 21099: 0.15157052510096755
Position 20849: 0.10624063323910404
Position 5557: 0.10112168379942
Position 31884: 0.09031940272054989
Position 5232: 0.08908909577315183
Position 10258: 0.08834172658576764
Position 5500: 0.08339425009382312
Position 10990: 0.0797037280755286
Position 5091: 0.0692638308371414
Position 280: 0.06641200037834726
Position 17410: 0.06265403546132703
Position 5537: 0.058492857596679375
Position 6432: 0.05654756291138977
Position 33784: 0.05409329804810312
Position 420: 0.05329705246748437
Position 21600: 0.04613496237665315
Position 34330: 0.0443701275752655
Position 33768: 0.041923651165996015
Position 7614: 0.03917887048309742
Position 25086: 0.0357744040675891
Position 16974: 0.035388230212839406
Position 33893: 0.033425446031677034
Position 4615: 0.029581867420940784
Position 4860: 0.027389538060274433
Position 30366: 0.027111856408868696
Position 441: 0.02476866913118655
Position 2467: 0.0244897517109696
Position 309: 0.02256028725225551
Position 373: 0.022203171353056952
Position 9266: 0.022055693442509103
Position 4434: 0.020378803912193804
Position 6150: 0.02013675225665569
Position 23565: 0.020126303862138064
Position 10735: 0.020124863655903172
Position 29511: 0.01990233895953431
Position 6305: 0.018743663058595823
Position 5690: 0.01758020246579018
Position 10281: 0.01743959129614372
Position 11392: 0.015688093781459817
Position 4473: 0.015209666225119338
Position 4359: 0.013410436838955325
Position 1713: 0.013287766293532897
Position 7646: 0.011846507644380508
Position 121: 0.01147956659001299
Position 11638: 0.011476751852007435
Position 4408: 0.009968396285576693
Position 27149: 0.009649382963465935
Position 6049: 0.009574707701810199
Position 595: 0.009383680071061834
Position 30798: 0.008410408376533072
Position 3837: 0.008130444211509243
Position 6147: 0.007903109463258425
Position 21350: 0.007273372036725043
Position 4968: 0.007045112656574568
Position 11294: 0.006522753191630876
Position 11614: 0.0057092788534870735
Position 29376: 0.005611274777426144
Position 805: 0.005447047611861859
Position 28365: 0.00544260656114682
Position 26437: 0.005323046708261407
Position 1065: 0.005279025768971066
Position 25211: 0.005259883091980152
Position 10960: 0.004336473885597489
Position 1601: 0.004063534683100721
Position 4559: 0.003468394104650079
Position 4702: 0.0033678044643884156
Position 5572: 0.002986906642051337
Position 27061: 0.0028498788445843522
Position 2373: 0.002788600121984266
Position 11549: 0.002542963381273335
Position 30320: 0.002428173834572595
Position 8340: 0.002275490025115877
Position 2541: 0.0022178122018572514
Position 25249: 0.0021873707292392147
Position 25773: 0.0021256836455896843
Position 11064: 0.0020525319969641083
Position 10331: 0.001671728446201393
Position 10029: 0.001664797257813707
Position 25874: 0.0015641568678619257
Position 315: 0.001514442255205146
Position 6387: 0.0013908784114213765
Position 656: 0.001143359471622481
Position 24588: 0.001087567098722173
Position 24646: 0.001078617340160705
Position 11341: 0.00106558774699466
Position 1145: 0.0009289149575511165
Position 24660: 0.0009214342574265996
Position 26205: 0.0008605250979343748
Position 622: 0.0008389664399933783
Position 2299: 0.0007808721291032921
Position 2419: 0.0006079388654995298
Position 25814: 0.0005687238627321427
Position 911: 0.000463123875932578
Position 1561: 0.0004354978456023678
Position 2385: 0.0003776560937786371
Position 17614: 0.0003760586116436821
Position 24585: 0.00035441878076911224
Position 5339: 0.0003537552127607043
Position 4269: 0.00031637903601154
Position 568: 0.00029903062004823193
Position 4373: 0.00027423052491002884
Position 17678: 0.00024288933062216665
Position 11008: 0.00024093941057470902
Position 544: 0.00023029155758312925
Position 3200: 0.00022311069066701219
Position 15538: 0.0001903024770119573
Position 15111: 0.00013818320019601696
Position 4218: 0.00013378138221623717
Position 24068: 0.000133408725704462
Position 4051: 0.00011955255401776359
Position 1582: 0.00011901907465919408
Position 1685: 0.00011701976477703472
Position 1544: 0.00011061604402756501
Position 2433: 0.00010770453814244892
Position 3159: 7.15676105253981e-05
Position 125: 6.368127599525587e-05
Position 11975: 6.174646735902037e-05
Position 2354: 6.014973041774237e-05
Position 3252: 5.5627320061658256e-05
Position 4916: 5.50029015003152e-05
Position 1426: 5.436633874929132e-05
Position 6021: 5.171677740598303e-05
Position 15493: 4.473670244546652e-05
Position 505: 4.423729722012569e-05
Position 16331: 4.129783618491198e-05
Position 21323: 3.916929994026255e-05
Position 2834: 3.8097465708190956e-05
Position 378: 3.617354271272142e-05
Position 17939: 3.183163686326966e-05
Position 3441: 3.0021478682238903e-05
Position 1429: 2.9041072013257542e-05
Position 286: 2.9010526637130367e-05
Position 12521: 2.7498755444204175e-05
Position 5441: 2.3940881062201107e-05
Position 14883: 2.3269921707819874e-05
Position 14813: 2.0088264900203527e-05
Position 15563: 1.6035315918651622e-05
Position 12626: 1.5759104495470693e-05
Position 12653: 1.0623441817509695e-05
Position 14144: 6.237583522326197e-06
Position 1249: 6.114665651880794e-06
Position 4019: 5.998146217060104e-06
Position 14093: 5.557337446858678e-06
Position 4477: 4.074871737956806e-06
Position 487: 3.9616185749796785e-06
Position 1926: 3.3212040016160687e-06
Position 3144: 3.0128842776594143e-06
Position 820: 2.411385323999861e-06
Position 4297: 2.395448048796899e-06
Position 13991: 1.9509931529025197e-06
Position 1252: 1.8166181925775471e-06
Position 453: 1.679326467281225e-06
Position 321: 1.6149231843526217e-06
Position 13221: 1.3556549711815228e-06
Position 4519: 1.2439650715670254e-06
Position 1867: 1.1980617275343452e-06
Position 974: 1.1006631054357677e-06
Position 640: 9.334334361152276e-07
Position 834: 8.148127162323248e-07
Position 1276: 6.913738632110948e-07
Position 1766: 6.861930232667862e-07
Position 317: 5.842693474244016e-07
Position 1687: 4.334535178266225e-07
Position 176: 4.0263958848205153e-07
Position 135: 3.7065597311554113e-07
Position 1310: 3.650478060332521e-07
Position 11144: 2.7618150106610427e-07
Position 864: 2.5864846392022013e-07
Position 811: 2.537736375376573e-07
Position 332: 2.3773395266606734e-07
Position 607: 2.2523305989502834e-07
Position 1160: 1.643243235070083e-07
Position 1008: 1.2906593503624976e-07
Position 8681: 9.9487525572778e-08
Position 491: 8.047106711246083e-08
Position 195: 7.471960794382122e-08
Position 380: 5.7704095615800416e-08
Position 716: 2.8722973218117502e-08
Position 199: 2.8079943232680562e-08
Position 695: 2.170445074343436e-08
Position 1119: 1.87644555607655e-08
Position 2614: 1.7312250417977325e-08
Position 962: 1.6420013459704492e-08
Position 938: 1.1795989210789795e-08
Position 853: 1.1363785246574268e-08
Position 675: 8.887608075227812e-09
Position 2557: 8.436598171787087e-09
Position 3556: 7.237075594327329e-09
Position 932: 6.3060864440269e-09
Position 208: 3.2446781164353457e-09
Position 324: 2.1080671139051477e-09
Position 1030: 1.405519306842863e-09
Position 691: 1.833733783960956e-10
Position 221: 1.4451820197727397e-11
