Gene = PRDX6
Position 4190: 0.00039559228250436046
Position 262: 0.00035550013091558596
Position 7750: 0.0003031636911369067
Position 4293: 0.00029875651039357073
Position 4445: 0.00026759124439962214
Position 1693: 0.0002292357349147222
Position 1570: 0.0002148269898634791
Position 9875: 0.00020321072891039157
Position 8308: 0.00018927864232474515
Position 10683: 0.00014125203187615197
Position 8851: 0.0001338842080257537
Position 6610: 0.00013332872777571705
Position 2290: 0.0001307257042261903
Position 9934: 0.00012737372475563646
Position 8239: 0.00012078426499639213
Position 3408: 0.0001156501932503475
Position 3682: 0.00011401917072383387
Position 10400: 0.0001133455273737621
Position 789: 0.00010999750435187065
Position 6102: 0.0001049127952798389
Position 3471: 9.404919969112394e-05
Position 8385: 8.6971825037363e-05
Position 4925: 8.425593218173684e-05
Position 4221: 7.407679686499445e-05
Position 11040: 6.161444195562356e-05
Position 11028: 5.7844421075013504e-05
Position 1369: 5.746713376444149e-05
Position 1608: 5.699690248125365e-05
Position 3657: 5.618823942487277e-05
Position 1347: 5.522946206807354e-05
Position 3433: 5.405360064831595e-05
Position 3358: 5.388921216145249e-05
Position 2940: 5.197812416133784e-05
Position 2460: 4.785214145931281e-05
Position 9627: 4.2176214652718124e-05
Position 8683: 4.174905931203549e-05
Position 4165: 4.174637554166278e-05
Position 3427: 4.063878647154937e-05
Position 1459: 3.996687527189935e-05
Position 4263: 3.802482636191596e-05
Position 1339: 3.510412245772865e-05
Position 8298: 3.152784994317179e-05
Position 8357: 3.0065800265315743e-05
Position 8227: 2.918526835172976e-05
Position 5432: 2.3904886675609153e-05
Position 425: 2.2904484660943458e-05
Position 9524: 2.290108071576438e-05
Position 2310: 2.0571473833925953e-05
Position 1952: 2.0088978996418605e-05
Position 4235: 1.7794010217933232e-05
Position 91: 1.2133972289364567e-05
Position 9124: 1.2109710926381289e-05
Position 10014: 9.108800976792418e-06
Position 189: 8.796969942537805e-06
Position 4278: 6.064399176225893e-06
Position 5335: 4.8927617218926155e-06
Position 5287: 4.830666703371279e-06
Position 5190: 4.487530811810707e-06
Position 4644: 4.067645079083429e-06
Position 242: 3.879671195985165e-06
Position 802: 3.760794967893692e-06
Position 9506: 3.4532230504189427e-06
Position 2225: 2.3185445578005923e-06
Position 2851: 2.1706756081656304e-06
Position 1812: 2.1245145854434938e-06
Position 2729: 2.082056403630771e-06
Position 2246: 2.056522422175729e-06
Position 772: 1.7592476584090745e-06
Position 1076: 1.4319426505354105e-06
Position 1046: 1.102142284485185e-06
Position 9112: 1.0062235092807087e-06
Position 231: 9.94391618825489e-07
Position 9480: 8.879102320049908e-07
Position 614: 6.796801890375323e-07
Position 396: 5.931652884457476e-07
Position 9508: 4.892029541664329e-07
Position 593: 4.87215899252178e-07
Position 677: 4.448702261650756e-07
Position 1193: 3.754574258094725e-07
Position 539: 3.403005488211032e-07
Position 1074: 2.748337753793272e-07
Position 1018: 2.520058477608086e-07
Position 868: 2.390682576793773e-07
Position 10598: 2.021388674946049e-07
Position 202: 1.4181469889224613e-07
Position 358: 1.2945322822254533e-07
Position 837: 1.1143446479744157e-07
Position 291: 6.525088838278777e-08
Position 730: 6.347608127289932e-08
Position 380: 6.048555001814996e-08
Position 250: 3.0935381096130826e-08
Position 159: 3.066799661051917e-08
Position 19: 8.306226639118426e-09
Position 126: 8.215436685402106e-09
Position 40: 5.700211694792374e-09
Position 101: 2.859601820379362e-09
Position 1241: 2.5638676841946744e-09
Position 530: 1.1589697568020572e-09
Position 600: 3.003667334851543e-10
Position 668: 2.1505696668849585e-10
Position 378: 1.7452345732651622e-10
Position 528: 5.449680419499416e-11
Position 480: 4.306739139853358e-11
Position 745: 2.2577905243383937e-11
Position 611: 6.772129697316165e-12
Position 574: 1.0827598610986527e-12
Position 307: 4.704044874161184e-14
Position 571: 5.4932284851170705e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 8988: 0.9859386957693682
Position 4059: 0.9843450230911045
Position 8094: 0.9760201406097417
Position 10468: 0.7397009155432378
Position 3176: 0.5883681917459769
Position 4480: 0.23655524704187392
Position 3319: 0.22074468041743256
Position 2169: 0.21209000424212862
Position 2287: 0.1587141465567763
Position 2344: 0.15320688039844027
Position 3334: 0.1492033577133829
Position 10873: 0.12542823226161
Position 324: 0.1043177751882586
Position 5619: 0.07397505657472968
Position 9605: 0.06351596963823222
Position 7825: 0.06246992388325396
Position 7696: 0.058897675392762576
Position 9700: 0.05649358811657132
Position 3601: 0.05563043302199539
Position 9824: 0.05050836606862359
Position 3623: 0.04579905906901762
Position 11368: 0.04350309706109582
Position 2922: 0.04279546749019681
Position 2851: 0.03894755145895143
Position 10783: 0.03785448731469001
Position 9226: 0.030097789289896308
Position 394: 0.029143775951873025
Position 1266: 0.02294060050109339
Position 7828: 0.021757168910885756
Position 1926: 0.019978460374011228
Position 9971: 0.016393237927439207
Position 2386: 0.015461385492549409
Position 4420: 0.014759230276485907
Position 5121: 0.014521965074610503
Position 10261: 0.013502597756312594
Position 7622: 0.013010614359675652
Position 2149: 0.011893730859429045
Position 2911: 0.01135024342913099
Position 9838: 0.011164914090335428
Position 8159: 0.011107597086562488
Position 10661: 0.010515497495027398
Position 4348: 0.010484605282845161
Position 3575: 0.010075007414429545
Position 7480: 0.010020417677723914
Position 374: 0.009721329631110671
Position 3365: 0.008673187848966962
Position 5452: 0.008079493151857344
Position 9729: 0.008039040484096122
Position 10508: 0.008027680042970624
Position 2755: 0.006359573523351272
Position 4423: 0.006093186632236303
Position 8615: 0.006056037871542603
Position 6511: 0.005714693377108751
Position 11109: 0.005343034357537546
Position 5642: 0.00497961797020788
Position 10934: 0.004969193296863146
Position 5124: 0.004834083008693977
Position 2389: 0.004593269620415145
Position 10278: 0.004534918392911012
Position 2452: 0.004493267712093982
Position 9400: 0.003891033986684262
Position 9567: 0.003786396959697671
Position 8799: 0.00372711864271304
Position 2680: 0.0035985704994449825
Position 2769: 0.003534788950188253
Position 2362: 0.0035034957342749487
Position 7802: 0.0029857727242553612
Position 8484: 0.0029713093809232453
Position 10997: 0.002821340347665048
Position 4100: 0.0026948741255985024
Position 8719: 0.0026580336251209556
Position 10535: 0.0026267613503702953
Position 2944: 0.0025451638466728035
Position 3792: 0.0024866237477141747
Position 3238: 0.002349682349202043
Position 9354: 0.002302273987494947
Position 9040: 0.002289077507370329
Position 1880: 0.0022572009892706667
Position 5315: 0.0021664997811689764
Position 2606: 0.00188056458571312
Position 1759: 0.0018232889851482609
Position 891: 0.0017878522800378286
Position 9542: 0.0017653217694428161
Position 2457: 0.0017560799625563205
Position 8017: 0.0016218229993550065
Position 2947: 0.0016150020272472487
Position 3270: 0.001535375702996337
Position 9769: 0.0014382469107139546
Position 856: 0.0013752965374280856
Position 4495: 0.0013033146288798287
Position 8434: 0.0012846672809075648
Position 8748: 0.0012431969449040246
Position 4112: 0.0012164869762775808
Position 3036: 0.0011810309389268744
Position 5397: 0.0011315068075018536
Position 11509: 0.0010404620182785354
Position 2817: 0.0010332803145188375
Position 10305: 0.001028513417782421
Position 10591: 0.000962799824815722
Position 10807: 0.0009516807424101787
Position 3719: 0.0009113132574456829
Position 3740: 0.0008788702268887582
Position 1110: 0.0008770993330485187
Position 771: 0.0007812599375311523
Position 9205: 0.0007782626499022971
Position 2062: 0.0007352544398840866
Position 11166: 0.0007292290411218535
Position 1856: 0.0007102840964647508
Position 2419: 0.0007093737277554498
Position 1155: 0.0006968259858382703
Position 6096: 0.0006593276772962887
Position 593: 0.0006574147783045325
Position 2028: 0.0006420507256545629
Position 2366: 0.0006413700118993086
Position 10694: 0.0006263421947054847
Position 2034: 0.00060868110398014
Position 2796: 0.0006022441183794185
Position 5429: 0.0005241439676828294
Position 10916: 0.000490946994215799
Position 8700: 0.0004823950115084468
Position 3512: 0.0004690924168371365
Position 10026: 0.00043567556034218395
Position 11319: 0.0004318084039733187
Position 668: 0.00042170629575688967
Position 5079: 0.000412636335779941
Position 2238: 0.0004056013642305008
Position 8683: 0.00040089625599928555
Position 3183: 0.000393968559966822
Position 7532: 0.0003900626223243119
Position 10511: 0.00038950197177333915
Position 2682: 0.00035326652634789005
Position 11495: 0.0003441488420012924
Position 8543: 0.0003357725830251766
Position 928: 0.0003333328319475099
Position 3813: 0.00033232723130779274
Position 1729: 0.0003179904013649891
Position 1963: 0.00029456147855935657
Position 9012: 0.0002835373030601755
Position 3304: 0.00025813938291931686
Position 3205: 0.0002567799550067733
Position 2524: 0.0002565722780100801
Position 9403: 0.00025271597354407373
Position 1685: 0.00025028653441396535
Position 819: 0.00024106020287011573
Position 11205: 0.00023241925880817027
Position 3121: 0.00023063452679441732
Position 8128: 0.0002090219090010745
Position 4546: 0.00020701469950717077
Position 2293: 0.00020217367559628496
Position 9884: 0.00019484179855142595
Position 2019: 0.00019366713077080365
Position 9893: 0.00019216840835941908
Position 8119: 0.00018709239316925727
Position 2183: 0.00018570070363295888
Position 605: 0.0001821486834424618
Position 9485: 0.0001750232471414884
Position 11208: 0.00015863790882397164
Position 1936: 0.00015822893460079923
Position 9295: 0.00015184484843229628
Position 3673: 0.00014977286108517812
Position 2310: 0.0001482976004681753
Position 3431: 0.00013359735213692523
Position 1426: 0.00013197038903726415
Position 2325: 0.00013195483860445648
Position 1209: 0.00013044463112673853
Position 11384: 0.00012583479892479174
Position 3202: 0.00012182794536876805
Position 3661: 0.00011737207353964432
Position 9015: 0.00010996808516281079
Position 10538: 0.0001094905668521687
Position 5995: 0.00010491279527983886
Position 4184: 0.0001004894728419381
Position 9053: 9.929268462093875e-05
Position 8063: 9.70216292544904e-05
Position 3605: 9.0979167336758e-05
Position 1404: 8.810800098853903e-05
Position 8835: 8.652003904324682e-05
Position 4838: 8.432785363307949e-05
Position 8505: 7.387425253345964e-05
Position 778: 6.535125179892553e-05
Position 9675: 6.459595297869723e-05
Position 9764: 6.27234630481643e-05
Position 3285: 6.208236580108301e-05
Position 8045: 6.112793071735433e-05
Position 415: 5.937926602911733e-05
Position 1710: 5.115140120033187e-05
Position 1799: 4.862924776138595e-05
Position 1278: 4.8508855358058814e-05
Position 867: 4.776566882763763e-05
Position 1552: 4.4459342244230307e-05
Position 8406: 3.975210225581398e-05
Position 4361: 3.823739869830037e-05
Position 911: 3.789947861884438e-05
Position 5254: 3.7336300206338504e-05
Position 2631: 3.5371188435092776e-05
Position 675: 3.5192956925036e-05
Position 5275: 3.370606508653305e-05
Position 1540: 3.2092774564044885e-05
Position 8921: 3.0885434347074454e-05
Position 3208: 3.0162167500583235e-05
Position 1227: 2.8292809902996545e-05
Position 4292: 2.7228041474218276e-05
Position 893: 2.6701924413535825e-05
Position 4400: 2.530094656161153e-05
Position 4999: 2.5134624921842495e-05
Position 807: 2.4925581228942864e-05
Position 1563: 2.368757512918724e-05
Position 3982: 2.104491796522853e-05
Position 4298: 1.9123771953899613e-05
Position 1949: 1.8133229260745263e-05
Position 7485: 1.7866808707582876e-05
Position 9177: 1.4535551543262073e-05
Position 1641: 1.4429846611566691e-05
Position 5455: 1.4092392605278926e-05
Position 9093: 1.2499716603555033e-05
Position 1353: 9.967546268463377e-06
Position 934: 9.865913446007354e-06
Position 2180: 9.617126761089418e-06
Position 8953: 9.589785934593064e-06
Position 9074: 9.060764463216669e-06
Position 9158: 8.334710704415346e-06
Position 2067: 8.032692274808657e-06
Position 3917: 7.500868496540121e-06
Position 4389: 6.902412135161965e-06
Position 2460: 5.391547527317221e-06
Position 609: 5.130581366592825e-06
Position 1307: 4.818093864849043e-06
Position 1328: 4.041373619253103e-06
Position 1310: 4.030116398520161e-06
Position 1590: 3.97028532116133e-06
Position 5102: 3.842229625988867e-06
Position 800: 3.682271307160538e-06
Position 739: 3.458132589536291e-06
Position 245: 3.4440013878807656e-06
Position 2296: 3.3053484887277593e-06
Position 3966: 2.8394897778079315e-06
Position 1318: 2.623955140828258e-06
Position 9379: 2.468324321319165e-06
Position 222: 2.45942162499149e-06
Position 3985: 2.3283535818876927e-06
Position 3188: 1.8197010265199559e-06
Position 8868: 1.4743669238883086e-06
Position 9672: 1.2847175213853336e-06
Position 9124: 1.037406450930161e-06
Position 724: 9.55281644372523e-07
Position 492: 8.979020557683889e-07
Position 231: 7.044439690940099e-07
Position 4933: 4.6302600784639365e-07
Position 2240: 4.0325864844369507e-07
Position 959: 2.3721539182574422e-07
Position 758: 1.4790660121067074e-07
Position 745: 1.4556844334904707e-07
Position 971: 9.690343911477254e-08
Position 624: 8.253883218176117e-08
Position 631: 6.498566700262037e-08
Position 878: 5.821586109465107e-08
Position 864: 5.6924935944726866e-08
Position 1003: 5.68947557922099e-08
Position 1381: 5.534131320033561e-08
Position 1177: 5.475804013413845e-08
Position 9155: 5.2592208008022625e-08
Position 565: 5.0989047551727946e-08
Position 5569: 4.9700940832248566e-08
Position 4188: 4.776803272508561e-08
Position 9100: 4.425393319670172e-08
Position 503: 3.640233240336803e-08
Position 279: 3.462856002850732e-08
Position 176: 1.4944021457161752e-08
Position 4435: 6.9699403141923684e-09
Position 107: 4.8054414938199715e-09
Position 1347: 4.203907359732245e-09
Position 1046: 3.5286438049381697e-09
Position 618: 8.436597340344892e-10
Position 1029: 3.103409968879318e-10
Position 980: 2.9294944996380344e-10
Position 518: 2.8666462310137575e-10
Position 4673: 2.248719937710485e-10
Position 938: 1.2210668152311837e-10
Position 81: 9.277667630238258e-11
Position 1093: 5.678315516705051e-11
Position 1061: 5.224235932196277e-11
Position 751: 4.6979571034595776e-11
Position 1068: 3.1067422750528164e-11
Position 141: 2.592499986349108e-11
Position 782: 1.924856255718336e-11
