Gene = CTBS
Position 710: 0.0019456009917688255
Position 2453: 0.0019299719093921403
Position 10676: 0.0016569080868415762
Position 10305: 0.0016373986253619321
Position 8837: 0.001605345494849796
Position 6712: 0.0014277523678925235
Position 20039: 0.001403629646223082
Position 2644: 0.0010234539149390094
Position 2573: 0.0010218277724079428
Position 404: 0.0008477384823805131
Position 3029: 0.0008047635050157274
Position 10048: 0.000785497878561585
Position 4200: 0.0007838071066699865
Position 1537: 0.0006567109942605252
Position 1158: 0.0006246327640519108
Position 3722: 0.0006180656664064776
Position 2753: 0.0005175630414034225
Position 9194: 0.0004153675509355269
Position 10698: 0.0003758747778407669
Position 1587: 0.00036906627856916164
Position 1082: 0.00036493562730340317
Position 2777: 0.0003425694260426964
Position 13723: 0.00027960936700149045
Position 14505: 0.000279495852113438
Position 3744: 0.0002700338210837825
Position 5664: 0.00022772714220901485
Position 9843: 0.00021072834373078028
Position 1913: 0.0002009749290479343
Position 9901: 0.00020018072317426477
Position 12277: 0.00019848064489970456
Position 409: 0.00019140410620275254
Position 11635: 0.0001705713524582479
Position 4595: 0.00015773531102104648
Position 2543: 0.0001517427892811487
Position 445: 0.00015162532967631854
Position 3870: 0.00013828376056305462
Position 3431: 0.00012848713196381275
Position 3195: 0.00012833598768004613
Position 5863: 0.00012689871476358221
Position 4067: 7.766089217219175e-05
Position 5975: 5.7974567233575897e-05
Position 110: 4.2648799696172023e-05
Position 760: 3.7737830503703536e-05
Position 616: 3.664871149454461e-05
Position 1555: 3.499862207315629e-05
Position 6758: 3.264480059825265e-05
Position 2173: 2.9288714518561635e-05
Position 4330: 2.6107861866738475e-05
Position 633: 1.6907352187762446e-05
Position 4444: 1.6071782697562452e-05
Position 6746: 1.4567413091228187e-05
Position 6360: 1.1032291320380127e-05
Position 2336: 8.331503878065407e-06
Position 1010: 7.230873400904903e-06
Position 12054: 6.781155329612984e-06
Position 1439: 6.693384462938882e-06
Position 1148: 5.609333778774767e-06
Position 5066: 5.431033014960635e-06
Position 11460: 5.207133579702357e-06
Position 533: 5.082291617694884e-06
Position 1645: 4.63188258838145e-06
Position 3255: 4.201856635287807e-06
Position 6698: 2.2794657557360372e-06
Position 2419: 2.038565226486533e-06
Position 1717: 1.9877600298697296e-06
Position 729: 1.8841870980683616e-06
Position 1838: 1.5282701608405176e-06
Position 2730: 1.2566790240166983e-06
Position 82: 1.0195072660181138e-06
Position 8641: 9.85932748172102e-07
Position 312: 4.0529422872545e-07
Position 9543: 2.564479348078318e-07
Position 11224: 2.3113690733988695e-07
Position 8582: 2.0822634971270474e-07
Position 10298: 1.2663806470856216e-07
Position 683: 9.775834631182149e-08
Position 531: 6.624912393287436e-08
Position 103: 6.51623146387245e-08
Position 459: 5.854950584951032e-08
Position 51: 2.981513897590127e-09
Position 356: 2.8335159758500943e-09
Position 437: 9.752925889343645e-10
Position 508: 4.074187476792886e-10
Position 567: 8.680828397994338e-11
Position 974: 6.761052792041311e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 11045: 0.924874745571966
Position 8451: 0.9130624732642423
Position 3743: 0.6343178318287335
Position 4324: 0.4919944960380482
Position 10631: 0.335009135010855
Position 4364: 0.2887288632535171
Position 10549: 0.261749034692413
Position 19948: 0.23220059724007852
Position 3797: 0.22866867537787455
Position 13994: 0.16088946597498754
Position 2599: 0.1594419925784337
Position 19264: 0.15044785309451666
Position 21384: 0.12514811405053944
Position 3519: 0.11518677581756954
Position 20576: 0.11017269938443167
Position 6168: 0.10511416770057029
Position 22779: 0.10100773364255124
Position 3767: 0.10045786282587246
Position 3463: 0.09664360467284304
Position 8157: 0.07930144026271255
Position 24220: 0.0742166232035768
Position 16450: 0.05780478098426854
Position 23756: 0.05597486225996145
Position 21951: 0.055535631771599696
Position 4775: 0.05106313058141488
Position 3572: 0.049956511600285594
Position 8102: 0.048574242985724866
Position 11909: 0.048412784168885975
Position 4697: 0.04516775766502655
Position 8467: 0.041818649334359796
Position 379: 0.038944262825791956
Position 10568: 0.03601646479545221
Position 20354: 0.035566506197841886
Position 13666: 0.034976170382738384
Position 2805: 0.02971655804911733
Position 4733: 0.029492839962805543
Position 11095: 0.029174531693268828
Position 8481: 0.027487652992350228
Position 10159: 0.02413223091716509
Position 14387: 0.02386295416547031
Position 15566: 0.018048448461442563
Position 11309: 0.01801312216277067
Position 4153: 0.017238254942293516
Position 3353: 0.016990721718554137
Position 5758: 0.015601353037878143
Position 4341: 0.015412255260778957
Position 20651: 0.014675018205316021
Position 16609: 0.012336873669919432
Position 4327: 0.011434839211359502
Position 8736: 0.010932957383438774
Position 3143: 0.010789608022735795
Position 10998: 0.010786629961278363
Position 10400: 0.010106689652649945
Position 20873: 0.009892491820061659
Position 20191: 0.009829015356522475
Position 3649: 0.009802355683642981
Position 6834: 0.009720364464334752
Position 2631: 0.009595104935574637
Position 4486: 0.009352278274543015
Position 328: 0.009272149928859483
Position 8521: 0.008896043356326037
Position 17756: 0.008603940672332439
Position 4905: 0.008151820040018812
Position 5696: 0.007755205536133982
Position 20916: 0.007092023604225379
Position 15590: 0.006700270728998645
Position 13521: 0.006394061986105056
Position 2452: 0.006255581465791602
Position 18221: 0.006176648008569936
Position 11106: 0.00593023772085526
Position 7920: 0.005812855659058308
Position 10800: 0.005773479658239956
Position 2573: 0.004978945489269255
Position 4623: 0.004610604732804364
Position 4847: 0.0045014318487090026
Position 5772: 0.004216110040357249
Position 11070: 0.00416422730361268
Position 13591: 0.003993426298443503
Position 12162: 0.003883703464569821
Position 4305: 0.0038555911907802356
Position 6027: 0.00373098909424948
Position 16487: 0.003621256945449472
Position 20854: 0.0036047708760122807
Position 5537: 0.003319665744882414
Position 17303: 0.0031398876500491808
Position 4429: 0.0030957987504403504
Position 10181: 0.00299221537448441
Position 10371: 0.0026736258470013486
Position 12208: 0.0026028147850963527
Position 4251: 0.002590536556390244
Position 2274: 0.0024584394575848456
Position 6907: 0.0022910283341578456
Position 2479: 0.0022878512933207315
Position 1186: 0.0022703496735459504
Position 13465: 0.0022251103414684783
Position 764: 0.0020228976211653592
Position 7017: 0.0018325914731988774
Position 13709: 0.0017996463637617612
Position 448: 0.0017587227338513075
Position 13178: 0.0017410295622259204
Position 11367: 0.0017240250499269397
Position 3189: 0.0016475503195749297
Position 4127: 0.0016121271036820298
Position 3283: 0.0015953719840974122
Position 10089: 0.0014141822247699695
Position 16933: 0.0013763504924924797
Position 89: 0.0013751370011584896
Position 9786: 0.0013544237893141039
Position 2514: 0.0013332586478495678
Position 3992: 0.0012857164795114701
Position 12854: 0.0012728475882228286
Position 1065: 0.0012462863239053783
Position 18261: 0.0011797010010435303
Position 5061: 0.0011661182972100021
Position 5021: 0.0011540133378683149
Position 4928: 0.0011507872428878434
Position 12382: 0.001148194153767946
Position 10440: 0.0011393790248280862
Position 651: 0.0010886992163744568
Position 8842: 0.0010859435162760228
Position 1248: 0.0010789575959855508
Position 1130: 0.0010771410759420248
Position 8084: 0.001056369979775278
Position 3384: 0.0010557743386711694
Position 10595: 0.0010360467672595837
Position 11846: 0.0010329040399384367
Position 13315: 0.0010157398180733162
Position 12067: 0.000994333149986943
Position 6242: 0.0009895367039697315
Position 14625: 0.0009889524528065405
Position 6497: 0.0008861678042404973
Position 5725: 0.0008695866863738862
Position 13831: 0.0008331438646628179
Position 16958: 0.0008271098362155876
Position 17779: 0.0008231260741722389
Position 3249: 0.0008138519010026226
Position 483: 0.0007791730517944534
Position 4435: 0.0007555484249900447
Position 1510: 0.0007059598175745064
Position 15007: 0.000687998688741157
Position 11271: 0.0006531459590025679
Position 14407: 0.0006276223620313824
Position 10515: 0.0006115673582483293
Position 14383: 0.0006085707875368688
Position 2387: 0.0006002512046638052
Position 3834: 0.0005832048646371701
Position 1069: 0.0005571369602136186
Position 575: 0.0005564428253159773
Position 4041: 0.0005554390804072475
Position 12900: 0.000543626912994651
Position 11443: 0.0005393084974489946
Position 5026: 0.0005230368698059211
Position 11868: 0.00045217273239457395
Position 6609: 0.0004480030247993039
Position 346: 0.00043730997065447713
Position 11576: 0.00043432691184994783
Position 13010: 0.00040225550929322377
Position 6146: 0.0003740922267136273
Position 4983: 0.00035490729672165734
Position 4102: 0.0003526105684265177
Position 4780: 0.000326699640849538
Position 3696: 0.0003241736379697638
Position 429: 0.0003199147003688746
Position 5582: 0.00030013053601205653
Position 4054: 0.00029895797981173075
Position 8773: 0.000296357272915968
Position 683: 0.0002955158972245929
Position 10484: 0.0002882416539177785
Position 9161: 0.00028073838918064354
Position 13485: 0.00028037710784604465
Position 1110: 0.0002802809403400174
Position 6316: 0.0002754354728013266
Position 11114: 0.0002650434109855774
Position 4960: 0.0002462826442746917
Position 11586: 0.00024327413913477835
Position 12757: 0.00024062472476280833
Position 4012: 0.00023655535102800256
Position 251: 0.00023611708425438202
Position 14919: 0.00023533244051626167
Position 6061: 0.0002336060220912741
Position 2317: 0.00023276926149079155
Position 5589: 0.0002317912325315259
Position 11490: 0.00022407516661469116
Position 992: 0.00022186414370480405
Position 5908: 0.00021807285668757966
Position 5054: 0.00021461526314837348
Position 4378: 0.000210910233551083
Position 13395: 0.00020431852162583713
Position 1171: 0.00018349477616019168
Position 3229: 0.00018051982624626287
Position 3153: 0.00017334735752817898
Position 9989: 0.00017055617935306046
Position 115: 0.0001666598573615199
Position 10933: 0.0001665385036995532
Position 10192: 0.00015867312768552938
Position 14492: 0.0001578016663263244
Position 8360: 0.00015199173256997802
Position 9066: 0.00014594285679280888
Position 6318: 0.0001396079314324176
Position 6172: 0.00013072060862502467
Position 1105: 0.0001252144595961912
Position 6606: 0.00012460676116291336
Position 668: 0.00012199036463185324
Position 13345: 0.00011803610439243802
Position 8854: 0.00010380414344642284
Position 12697: 9.841856381025397e-05
Position 729: 9.147023961032266e-05
Position 10047: 9.057144858572451e-05
Position 9123: 8.589710944313745e-05
Position 843: 8.035000684828068e-05
Position 798: 7.912435914018842e-05
Position 2463: 7.871196336357873e-05
Position 1356: 7.675407664345828e-05
Position 420: 7.274557503504516e-05
Position 9820: 6.834009058916644e-05
Position 722: 6.647215572529343e-05
Position 9432: 5.317554290315777e-05
Position 11506: 5.2337293653412605e-05
Position 11476: 5.145991448172317e-05
Position 301: 4.873908881921824e-05
Position 11562: 4.524935339015931e-05
Position 522: 4.2475285743768086e-05
Position 2520: 3.892845473096172e-05
Position 8800: 3.738623328505886e-05
Position 1142: 3.733543406115926e-05
Position 4492: 3.1246415554750284e-05
Position 9452: 3.0099116451504328e-05
Position 4191: 2.9953551026075526e-05
Position 9272: 2.9126280328284232e-05
Position 452: 2.6088247394039084e-05
Position 306: 2.5829529200182474e-05
Position 3861: 2.5337595907288017e-05
Position 540: 2.3478515190461382e-05
Position 14123: 2.2331467783677035e-05
Position 705: 2.169943035608178e-05
Position 4676: 2.024603524601215e-05
Position 4524: 1.892297148403701e-05
Position 4256: 1.610522667701545e-05
Position 5951: 1.6092951185848044e-05
Position 5512: 1.538766755708131e-05
Position 6651: 1.4412956689710757e-05
Position 4708: 1.3744057650486809e-05
Position 2029: 1.1648475311225328e-05
Position 2407: 1.1435489580836034e-05
Position 3487: 1.101924518485807e-05
Position 2048: 9.845174669471078e-06
Position 950: 8.462361144819844e-06
Position 597: 7.587796330690057e-06
Position 13947: 7.191847774158061e-06
Position 12260: 5.760246275773513e-06
Position 2173: 5.157153798964032e-06
Position 1752: 5.039643808066475e-06
Position 840: 4.650334050983664e-06
Position 399: 4.355812821725864e-06
Position 1884: 4.288332727425608e-06
Position 6686: 4.0535004453153885e-06
Position 2324: 3.69022035018768e-06
Position 1168: 3.669273272949732e-06
Position 2089: 3.272565242580134e-06
Position 1881: 3.1823417754390032e-06
Position 2003: 2.79284323489432e-06
Position 10937: 2.4772637047631708e-06
Position 1038: 2.349572521343183e-06
Position 1697: 2.3234182788352165e-06
Position 1343: 2.2233457177336717e-06
Position 2176: 2.2177140820909294e-06
Position 5338: 2.143190264146379e-06
Position 998: 2.0591193351660983e-06
Position 1301: 2.052973442774765e-06
Position 1145: 2.0481751948540055e-06
Position 11286: 2.043689588370122e-06
Position 11298: 1.977816648407002e-06
Position 932: 1.8467101351637402e-06
Position 901: 1.7986135903504918e-06
Position 2074: 1.7296560603908028e-06
Position 1834: 1.6651406603275663e-06
Position 1820: 1.466028103973469e-06
Position 469: 1.2500547033437713e-06
Position 1536: 1.2383605342536407e-06
Position 2644: 1.2101896782437097e-06
Position 2807: 1.184059966791178e-06
Position 1076: 1.0780510233732654e-06
Position 2419: 1.0322699110788355e-06
Position 1516: 9.962554464823347e-07
Position 1085: 9.503568435570406e-07
Position 2902: 9.016348992665996e-07
Position 4579: 8.724275073699758e-07
Position 10871: 8.410006430693538e-07
Position 2938: 7.759320597351204e-07
Position 1195: 7.72368807022104e-07
Position 959: 7.465396579891004e-07
Position 8708: 7.458175090408149e-07
Position 1385: 7.444035826751288e-07
Position 1842: 5.985543399372463e-07
Position 1703: 5.441018712078492e-07
Position 488: 2.8767442769012846e-07
Position 437: 2.855532050653805e-07
Position 9088: 2.565688746710734e-07
Position 8688: 2.3173639721514564e-07
Position 2973: 2.0956440124601075e-07
Position 4832: 1.6181688477741806e-07
Position 8781: 3.759470853448813e-08
Position 995: 2.9509342255370418e-08
Position 1307: 2.1243909901696303e-08
Position 1431: 2.0935638941090834e-08
Position 582: 1.9968607678159514e-08
Position 616: 1.9116461423351542e-08
Position 624: 1.7426383728960597e-08
Position 8698: 1.633485349389242e-08
Position 631: 1.592637069296479e-08
Position 304: 1.253161460948005e-08
Position 264: 1.2033248263561067e-08
Position 1016: 1.1997586825321974e-08
Position 605: 1.0625754509429946e-08
Position 384: 9.884914461065095e-09
Position 1665: 9.725001857120477e-09
Position 404: 8.647594569998367e-09
Position 548: 8.37185022996266e-09
Position 1273: 7.761041972712588e-09
Position 907: 6.874069102521022e-09
Position 388: 5.0421019392050564e-09
Position 217: 4.372717889106016e-09
Position 8977: 3.3693570952973797e-09
Position 860: 2.78785456934509e-09
Position 920: 1.8624659347086499e-09
Position 98: 1.2864054338816923e-09
Position 707: 1.2733252660865519e-09
Position 183: 1.2566138961183082e-09
Position 459: 8.867934240819643e-10
Position 1448: 6.824215654554353e-10
Position 294: 5.203838724613569e-10
Position 1027: 4.613150739753357e-10
Position 401: 2.8973126906370415e-10
Position 1153: 8.158872678444359e-11
Position 552: 7.701727456520711e-11
Position 5090: 5.556871053975396e-11
Position 278: 4.195142609781873e-11
Position 282: 1.621079526290686e-11
Position 457: 1.5095917189463613e-11
Position 230: 1.415035458928246e-11
Position 287: 9.66743012732078e-12
Position 1809: 9.116539021521316e-12
Position 1425: 6.735641244424467e-12
Position 273: 6.011364811603909e-12
Position 1519: 5.5664395046529874e-12
Position 1353: 2.935056443756777e-12
Position 189: 1.9474072278103773e-12
Position 633: 1.6780262225248514e-12
Position 225: 1.2622896153894726e-12
Position 409: 8.16227046822225e-13
Position 275: 8.168920409694757e-14
