Gene = GTF2B
Position 617: 4.24775409725453e-12
Position 3414: 2.869032916553857e-12
Position 2126: 2.8462789649732568e-12
Position 2870: 2.3614205019556142e-12
Position 6854: 2.316271625222222e-12
Position 1084: 2.21358667157514e-12
Position 2183: 2.023963887682101e-12
Position 7194: 1.9232851595829334e-12
Position 2635: 1.6932706400590194e-12
Position 6089: 1.5362150971800287e-12
Position 3252: 8.355621389735803e-13
Position 6916: 7.812436774667599e-13
Position 2212: 6.666251338003746e-13
Position 4624: 6.359618546130754e-13
Position 311: 5.520934023451264e-13
Position 76: 5.223408014585146e-13
Position 5946: 4.927902740624746e-13
Position 5952: 4.2244903196042615e-13
Position 82: 2.880225594486704e-13
Position 92: 2.368429202057439e-13
Position 2280: 2.296160955957098e-13
Position 43: 1.968861778383393e-13
Position 403: 1.9680981146160443e-13
Position 337: 1.8192741615265095e-13
Position 331: 1.455038368929619e-13
Position 2508: 1.1952966534735406e-13
Position 16: 1.1412245382140487e-13
Position 396: 8.252327223678626e-14
Position 4451: 8.225554589450193e-14
Position 85: 7.485002744127368e-14
Position 539: 3.9321200835603225e-14
Position 608: 3.857511681113833e-14
Position 351: 3.238887401696505e-14
Position 144: 2.0860098798455316e-14
Position 124: 1.855993627493965e-14
Position 675: 9.262142840539114e-15
Position 87: 8.738706539274497e-15
Position 113: 3.1114426615011047e-15
Position 107: 1.3302887337889043e-15
Position 1246: 1.2256894690564992e-15
Position 966: 6.359375133612382e-17
Position 789: 5.77739854799862e-17
Position 19: 1.0175968345751628e-17
Position 575: 2.1233635572799656e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 27503: 0.9999997897384966
Position 31331: 0.998203824972094
Position 38271: 0.8376312683166123
Position 4250: 0.7340148916557699
Position 31606: 0.6570722016307569
Position 34130: 0.57978409676992
Position 35057: 0.39427629081698395
Position 30364: 0.1945379511233803
Position 4191: 0.18091051615145815
Position 38612: 0.14551830251939807
Position 31561: 0.13538636905188292
Position 34245: 0.09392960927802219
Position 36626: 0.053084401250863875
Position 32830: 0.0432894399270196
Position 34196: 0.04208825596460208
Position 4194: 0.04127624437309921
Position 34358: 0.03316682431187477
Position 32292: 0.02973287112574802
Position 34277: 0.02730102618011759
Position 35358: 0.018236879368249786
Position 35109: 0.01662958131273647
Position 4291: 0.016262459742424382
Position 31630: 0.015587263110804134
Position 38361: 0.01534267403799162
Position 34951: 0.01516273080637291
Position 35376: 0.012819170931959898
Position 38171: 0.011058939872984624
Position 4121: 0.010962990756971448
Position 34282: 0.010791361615211152
Position 32331: 0.010024239133557648
Position 37534: 0.008977003808352275
Position 4268: 0.008388720969514317
Position 31578: 0.008186664843476195
Position 38213: 0.007269185023627761
Position 32805: 0.006671343519851535
Position 37841: 0.006644220729097195
Position 34384: 0.006063380815011078
Position 34483: 0.005888316595425503
Position 37208: 0.005842605292315593
Position 4137: 0.005773483219529949
Position 32837: 0.00440321236588948
Position 34523: 0.003966214978379773
Position 35999: 0.0034470943627140952
Position 34551: 0.0026419733335597945
Position 32867: 0.0023161537813831995
Position 37748: 0.002131891839340562
Position 36629: 0.0021132159492375305
Position 34202: 0.002104114424626296
Position 31109: 0.0017823407783679622
Position 37170: 0.001757783436787698
Position 38620: 0.001735293506899902
Position 32251: 0.0016940500866057082
Position 4270: 0.0015596848886234604
Position 34364: 0.0013961257465413845
Position 32895: 0.0011540180919537115
Position 35187: 0.0010118925246986722
Position 38460: 0.0010025272713998284
Position 38311: 0.0009800593863278462
Position 33283: 0.000894074189945837
Position 38346: 0.0008522404298544656
Position 4023: 0.0008510028976083414
Position 32418: 0.0007277826899661725
Position 32334: 0.0006955705916563041
Position 37744: 0.0006097226155826679
Position 37725: 0.000596894120913478
Position 34976: 0.0005927805313964516
Position 32390: 0.0005204060107780633
Position 32210: 0.000513030525778047
Position 32403: 0.000509619428763756
Position 32486: 0.0004671538475401888
Position 32158: 0.00045488300961501695
Position 31859: 0.00044373571530245085
Position 37432: 0.00040090652578823676
Position 35917: 0.0004009047670635536
Position 33053: 0.0004003764005770121
Position 37475: 0.00038020200541428014
Position 34159: 0.0003756282465470825
Position 37419: 0.00035866857929336195
Position 35162: 0.00030801315247934045
Position 35267: 0.00027698318814882255
Position 37816: 0.00026202396547044524
Position 34876: 0.00023120829141645745
Position 31789: 0.00022629916435025688
Position 34879: 0.00021630468069000697
Position 31809: 0.00020327471368215887
Position 36605: 0.00012196830871997373
Position 36669: 0.00012151043700091171
Position 35275: 5.965761888648002e-05
Position 34770: 5.213268955390307e-05
Position 32938: 3.5219507158805636e-05
Position 31707: 2.941723235221965e-05
Position 34013: 2.6708859053272537e-05
Position 32000: 2.6191208879522623e-05
Position 31946: 2.463574200327842e-05
Position 33303: 2.0526069255153627e-05
Position 32028: 1.8983542199505397e-05
Position 31949: 1.3373342693325725e-05
Position 13351: 6.400739135349254e-08
Position 1282: 3.914420317669687e-08
Position 11237: 3.1039536294251626e-08
Position 5870: 2.1061329778135014e-08
Position 558: 1.92857299727051e-08
Position 16874: 1.9282012893228722e-08
Position 7963: 1.3471390971868738e-08
Position 7267: 1.280737811649133e-08
Position 11559: 1.045202378436138e-08
Position 15648: 8.569598269375983e-09
Position 1921: 8.000123775492483e-09
Position 5613: 7.96186081795844e-09
Position 4433: 7.767806665275772e-09
Position 12554: 6.104539568292008e-09
Position 10773: 5.321178707262545e-09
Position 9335: 5.023802676536995e-09
Position 3552: 4.6336700207310406e-09
Position 1103: 4.328196866697003e-09
Position 9156: 4.21435344432299e-09
Position 3453: 3.965111788486053e-09
Position 9133: 3.64163714177938e-09
Position 5895: 2.719630005937581e-09
Position 3660: 2.688191553200424e-09
Position 14951: 2.62447344268759e-09
Position 7081: 2.4464524133625282e-09
Position 1598: 2.138337316652279e-09
Position 1231: 2.1359061920667514e-09
Position 600: 1.9160520083794166e-09
Position 3152: 1.6863969559747532e-09
Position 5525: 1.6170686710542042e-09
Position 9630: 1.5650204730136999e-09
Position 11201: 1.5357508518805114e-09
Position 10616: 1.4053207223331706e-09
Position 12763: 1.3949367284678339e-09
Position 13371: 1.2560238582630655e-09
Position 846: 1.1978079527794588e-09
Position 3867: 1.167808247019256e-09
Position 2350: 1.1081519372683046e-09
Position 11216: 9.771338318130908e-10
Position 7983: 9.163823653143202e-10
Position 7056: 9.043807211724657e-10
Position 107: 8.784581217689709e-10
Position 9663: 8.332394648818619e-10
Position 3725: 8.195391320562503e-10
Position 1500: 7.883338488568643e-10
Position 2545: 7.225561140915275e-10
Position 11038: 7.214655766828201e-10
Position 1968: 5.681142478201351e-10
Position 11586: 5.539390295831789e-10
Position 2085: 5.473465480189797e-10
Position 8562: 4.952766140986094e-10
Position 9186: 4.946762047836943e-10
Position 2488: 4.922972314955705e-10
Position 10305: 4.698885684532553e-10
Position 6205: 4.5966373148472407e-10
Position 9048: 4.461913143996955e-10
Position 10914: 4.302995792999706e-10
Position 2426: 4.1350693274725135e-10
Position 1168: 3.8234613550079094e-10
Position 7959: 3.8037528026189577e-10
Position 3917: 3.7636467088697357e-10
Position 8073: 3.646718772592591e-10
Position 8978: 3.4922585662404525e-10
Position 10612: 3.448453764117839e-10
Position 2513: 3.060212715356981e-10
Position 10999: 2.933113688842076e-10
Position 1524: 2.890982600396131e-10
Position 6513: 2.818891680641837e-10
Position 1256: 2.784249072755291e-10
Position 6759: 2.6921290040197053e-10
Position 5812: 2.6421210194262267e-10
Position 6955: 2.5221198468477496e-10
Position 6796: 2.4668316440343306e-10
Position 7326: 2.3785788472915535e-10
Position 6607: 2.367022354095668e-10
Position 7243: 2.263063873267789e-10
Position 6255: 2.2070230037096924e-10
Position 7119: 1.837064087205532e-10
Position 1527: 1.8269944845194015e-10
Position 9051: 1.8146450522416256e-10
Position 1191: 1.714442056764668e-10
Position 5558: 1.6009198497359245e-10
Position 6542: 1.5875483421793503e-10
Position 8742: 1.5634956243517005e-10
Position 403: 1.4524204800740756e-10
Position 2598: 1.3860163138293032e-10
Position 4450: 1.2874149107081933e-10
Position 7742: 1.2683343881331872e-10
Position 662: 1.0918838675362893e-10
Position 3481: 1.0542691745934685e-10
Position 1084: 1.0307371896146851e-10
Position 6343: 1.0074179591791539e-10
Position 6173: 9.376560828561635e-11
Position 829: 8.523735887795074e-11
Position 1551: 8.247186107559102e-11
Position 822: 7.205756217230155e-11
Position 1940: 6.917628067586033e-11
Position 533: 6.605008305125265e-11
Position 1821: 6.411944738460343e-11
Position 4576: 6.144838094670591e-11
Position 1818: 5.734641722020747e-11
Position 1212: 5.645081367358113e-11
Position 1773: 5.6180121374288524e-11
Position 6397: 5.320715605059016e-11
Position 1768: 5.2792019619041034e-11
Position 7762: 5.1642667659302275e-11
Position 2216: 4.2459798743264627e-11
Position 1342: 3.938106914921181e-11
Position 1925: 3.610888706117887e-11
Position 6088: 3.5764829915185706e-11
Position 1482: 2.2282333335364365e-11
Position 1000: 1.886117127238245e-11
Position 197: 1.3610494223329017e-11
Position 3341: 1.3365570086625811e-11
Position 810: 1.0930345663992796e-11
Position 907: 1.0538682303186185e-11
Position 1375: 8.101085555077622e-12
Position 759: 6.953743030748731e-12
Position 604: 6.0930089739959145e-12
Position 1641: 3.000485031535882e-12
Position 868: 2.9462946399364365e-12
Position 3154: 2.454962770581826e-12
Position 2827: 1.954404163970183e-12
Position 720: 1.8600173023200922e-12
Position 581: 1.8276016495739553e-12
Position 1011: 1.5708238129954543e-12
Position 1792: 1.4231503141857408e-12
Position 361: 9.971724029157075e-13
Position 351: 9.721734027010444e-13
Position 220: 8.978457395262539e-13
Position 782: 8.190863094230785e-13
Position 964: 8.062115646120641e-13
Position 571: 6.151694830655323e-13
Position 1859: 5.629053956974174e-13
Position 1236: 5.463275813197943e-13
Position 1002: 5.069177384262051e-13
Position 774: 4.534527580771065e-13
Position 2722: 4.070163379854268e-13
Position 874: 3.9228002758712276e-13
Position 291: 3.71734447610248e-13
Position 1297: 3.688316498579611e-13
Position 2602: 3.666245008225919e-13
Position 1293: 3.366830608000991e-13
Position 1413: 3.173607592242709e-13
Position 798: 3.078552675854817e-13
Position 2071: 3.0007646659551687e-13
Position 212: 2.982114084355326e-13
Position 307: 2.9670109244712406e-13
Position 943: 2.801493508667257e-13
Position 281: 2.7691706577763933e-13
Position 250: 2.607319745223176e-13
Position 1656: 2.564438796715592e-13
Position 317: 2.13407602947301e-13
Position 118: 2.0436764700821336e-13
Position 939: 2.0298803980504993e-13
Position 621: 1.960956205377539e-13
Position 1262: 1.9200050130777088e-13
Position 1845: 1.849089423776728e-13
Position 859: 1.773665746101137e-13
Position 132: 1.7236862835212327e-13
Position 2194: 1.3212597237715506e-13
Position 635: 1.1729517628438928e-13
Position 575: 5.383318485681962e-14
Position 2155: 3.635091407085708e-14
Position 234: 3.53577506438568e-14
Position 681: 8.561426149610985e-15
Position 298: 5.836504198725066e-15
Position 140: 5.6504185384336286e-15
Position 1539: 3.3532279449684067e-15
Position 1576: 3.1636850159360663e-15
Position 154: 8.31345822002301e-16
Position 163: 1.742367422168747e-16
Position 328: 1.0756337505300994e-16
Position 227: 9.04491100916371e-17
Position 245: 8.001826297193752e-17
Position 631: 6.70209409179061e-17
Position 247: 4.888249444962432e-17
Position 181: 3.688718467838923e-17
Position 168: 3.497828023697793e-17
Position 675: 2.5792424708489693e-18
Position 608: 2.5108876833019365e-18
