Gene = MKLN1
Position 3506: 5.998468225057238e-05
Position 1245: 5.9644886027956e-05
Position 8379: 5.772505435384161e-05
Position 2103: 5.676339851551182e-05
Position 1722: 5.603178454192665e-05
Position 1137: 4.888011571777414e-05
Position 1434: 4.590752235817545e-05
Position 469: 3.759180729362629e-05
Position 3838: 3.6117548173129576e-05
Position 7126: 3.5387846015023016e-05
Position 6263: 3.36422125354557e-05
Position 5084: 3.340198166186364e-05
Position 7061: 3.283673526326077e-05
Position 6793: 3.151202251206435e-05
Position 3887: 3.1030836121653704e-05
Position 1418: 2.9962912367056957e-05
Position 2998: 2.9922535329057036e-05
Position 1835: 2.9707432264811644e-05
Position 5425: 2.927358218102426e-05
Position 6541: 2.658845981791294e-05
Position 695: 2.6192695927539906e-05
Position 4787: 2.263365232096555e-05
Position 2768: 1.820116932320748e-05
Position 5468: 1.781923392613237e-05
Position 2169: 1.7570345554124014e-05
Position 5327: 1.6394032790614048e-05
Position 4223: 1.6276195946252233e-05
Position 4960: 1.4606559647509078e-05
Position 276: 1.3380921135357056e-05
Position 1758: 1.240888261381338e-05
Position 3314: 1.0750717310748992e-05
Position 956: 1.0309483021238132e-05
Position 1643: 8.589791326824014e-06
Position 744: 8.050014001816236e-06
Position 1118: 7.927355672504604e-06
Position 2929: 7.637490205846096e-06
Position 1106: 6.8980735076039055e-06
Position 2645: 6.203831719492812e-06
Position 2833: 6.202394125170777e-06
Position 4159: 6.118845089576492e-06
Position 3719: 6.00493208361502e-06
Position 1142: 5.952062311825341e-06
Position 712: 5.58614367682404e-06
Position 522: 5.4299627285622605e-06
Position 692: 5.1259937924490215e-06
Position 2672: 4.562500113275673e-06
Position 2818: 4.267793407104207e-06
Position 3031: 4.1266136045394755e-06
Position 1225: 3.6827939588190847e-06
Position 1936: 3.62136201306322e-06
Position 2126: 3.537777152859343e-06
Position 384: 3.462683079074313e-06
Position 315: 3.340610826083075e-06
Position 814: 3.2555684294292987e-06
Position 2164: 3.038159433740096e-06
Position 553: 2.8402820131700216e-06
Position 1252: 2.838777460362559e-06
Position 234: 2.721042050634905e-06
Position 847: 2.6885817874843954e-06
Position 2995: 2.238187002973241e-06
Position 811: 2.1191171815447846e-06
Position 4092: 2.091775716880831e-06
Position 606: 2.042513170232094e-06
Position 1148: 2.0316070838141674e-06
Position 2271: 2.0108903888898292e-06
Position 4026: 1.9146051861460478e-06
Position 2307: 1.7506188291975842e-06
Position 322: 1.631685296514761e-06
Position 2395: 1.0576741912987484e-06
Position 2642: 1.0490528081295011e-06
Position 3617: 9.196590688387288e-07
Position 270: 7.532744420501528e-07
Position 216: 7.139370635333289e-07
Position 281: 5.937746555091297e-07
Position 1431: 5.363360470820141e-07
Position 3342: 5.040061182188272e-07
Position 6009: 4.991194825703445e-07
Position 1094: 4.5960814316049137e-07
Position 1863: 3.9403494539882973e-07
Position 944: 3.696471375741295e-07
Position 755: 3.231563672632532e-07
Position 866: 2.6798283862272054e-07
Position 1360: 2.475191687320761e-07
Position 1373: 2.3115943714365264e-07
Position 2708: 2.227944282384304e-07
Position 721: 1.415850092639279e-07
Position 249: 1.1229074729654288e-07
Position 211: 1.0974086692386318e-07
Position 2429: 1.06422438917574e-07
Position 787: 5.697278431845401e-08
Position 1262: 5.476506954787695e-08
Position 431: 5.208696089999953e-08
Position 532: 3.666086007406389e-08
Position 759: 3.022663776699759e-08
Position 1460: 2.337733647644695e-08
Position 1673: 2.2306929495055457e-08
Position 337: 2.095177064035585e-08
Position 659: 2.000896506585056e-08
Position 387: 1.9939530898903337e-08
Position 228: 9.974075144984151e-09
Position 1542: 9.422736897219662e-09
Position 1272: 8.009246523608082e-09
Position 342: 5.779949024745924e-09
Position 630: 5.229078298233359e-09
Position 623: 3.031433196848162e-09
Position 478: 2.6260991628216812e-09
Position 636: 2.4950053696122036e-09
Position 641: 2.0114924106402935e-09
Position 440: 1.2223022772182299e-09
Position 184: 8.429409725343399e-10
Position 1276: 6.717108409370105e-10
Position 437: 9.506481664474674e-11
Position 579: 8.317666090284284e-11
Position 668: 8.231506849414876e-11
Position 773: 7.973511260950997e-11
Position 763: 2.8287792944488858e-11
Position 558: 2.6624612052923585e-11
Position 331: 2.393672531365087e-11
Position 221: 1.4069288143891832e-11
Position 396: 9.191335724833674e-12
Position 650: 6.965676313808896e-12
Position 770: 5.77865943118729e-12
Position 291: 2.967714823603792e-12
Position 198: 2.82319728628557e-12
Position 226: 1.7019348161100924e-12
Position 349: 1.6244551364345798e-12
Position 401: 4.812139604922067e-13
Position 333: 4.138976801648861e-13
Position 356: 3.720742722039609e-13
