Gene = USF3
Position 2194: 0.00012102572333399195
Position 619: 0.00011917699887610946
Position 1892: 8.797134161375012e-05
Position 1344: 7.286984133912089e-05
Position 1820: 6.778424597132385e-05
Position 2072: 6.411018496535101e-05
Position 22893: 4.855800134437546e-05
Position 2920: 4.850528236318614e-05
Position 21890: 4.0750515056786224e-05
Position 1918: 3.8274333260097144e-05
Position 712: 3.5080338069235166e-05
Position 1030: 2.8417749497173217e-05
Position 1455: 2.8218396479072494e-05
Position 454: 2.7139742479175668e-05
Position 1973: 2.2292568399263186e-05
Position 1387: 1.8507054002621884e-05
Position 526: 1.6212513146105767e-05
Position 10: 1.562358131174058e-05
Position 2074: 1.3095249284275531e-05
Position 891: 1.1916105361204491e-05
Position 1922: 1.143130482606953e-05
Position 281: 1.0190877409200143e-05
Position 415: 7.46426150783903e-06
Position 595: 7.029827655737684e-06
Position 32: 6.870407643521459e-06
Position 1055: 5.350973775745139e-06
Position 2030: 3.933953566890042e-06
Position 1426: 3.3595642794589425e-06
Position 987: 3.245478770659455e-06
Position 1396: 2.6902165691777617e-06
Position 70: 2.473212864365929e-06
Position 1414: 2.14007732287316e-06
Position 897: 1.7595601343219797e-06
Position 764: 1.3051223976902385e-06
Position 442: 8.511479629333802e-07
Position 150: 5.242242140522646e-07
Position 727: 4.576705557618348e-07
Position 706: 4.292805987903183e-07
Position 461: 4.087958474766819e-07
Position 810: 2.555189633167614e-07
Position 716: 2.161949732999431e-07
Position 944: 1.4028045452283004e-07
Position 228: 7.219291005071199e-08
Position 507: 1.9980169231416937e-08
Position 1450: 1.8062760463513823e-08
Position 1357: 1.6464556155334688e-09
Position 1234: 8.537127739526842e-10
Position 1111: 1.0560032586468685e-10
Position 762: 4.87735963799515e-11
Position 237: 1.6556357914016272e-11
Position 819: 9.005565809894503e-12
Position 662: 5.444638631337397e-12
Position 773: 2.296193134208955e-13
Position 756: 8.648538096078794e-14
Position 1124: 6.444785676997199e-20

Sorted 3' Splice Sites (High to Low Probability):
Position 21749: 0.9581215460306155
Position 26442: 0.923241890330636
Position 32236: 0.9114890620752263
Position 41222: 0.8694133617417392
Position 12621: 0.7912601552685887
Position 35220: 0.7640278050871188
Position 19248: 0.7537631842557594
Position 6125: 0.7049851230584668
Position 10994: 0.3536689929820476
Position 41484: 0.3443514744508254
Position 2790: 0.3153816593545765
Position 46116: 0.27280116562213436
Position 940: 0.2476642714871741
Position 45463: 0.24473504392467568
Position 2767: 0.2348487521740497
Position 12433: 0.20808752042550122
Position 2208: 0.20640695038525972
Position 23998: 0.2041933853636788
Position 2316: 0.20231138034381685
Position 13514: 0.1922423263680805
Position 5113: 0.17911232739821248
Position 44564: 0.17119803260617517
Position 19888: 0.13359500669597618
Position 32881: 0.08952119424502591
Position 13445: 0.08753749566118725
Position 26049: 0.08396135182373998
Position 41550: 0.08348216710121503
Position 787: 0.07365001517544675
Position 2025: 0.07102884040581212
Position 23885: 0.06388993189937875
Position 3034: 0.058569081590250316
Position 36986: 0.058281810474480694
Position 5083: 0.03995657694692988
Position 813: 0.03784544330742737
Position 21656: 0.03745483305763087
Position 12913: 0.029093792097591744
Position 18187: 0.02790514143179403
Position 790: 0.026587203570693694
Position 1074: 0.02612459384900137
Position 13575: 0.025462388592230677
Position 20745: 0.025435852202539827
Position 2491: 0.02470782020719665
Position 32832: 0.023746492372157348
Position 1101: 0.022773270273798406
Position 26053: 0.02166635870087463
Position 33165: 0.021104641237717502
Position 5484: 0.018419196501073116
Position 3466: 0.0149522684093459
Position 2722: 0.013199219852063836
Position 19698: 0.013003253391241209
Position 5120: 0.012664529933581093
Position 38985: 0.012511454731167805
Position 1077: 0.012114307716229488
Position 23269: 0.01176213840690631
Position 23793: 0.011533511501256567
Position 32026: 0.011181610993687911
Position 28367: 0.010907414946468129
Position 913: 0.010740709261082138
Position 41841: 0.009588291579123201
Position 5651: 0.008185208643215489
Position 2105: 0.007505444140410929
Position 23415: 0.006920815006061159
Position 2545: 0.005040348091646693
Position 42790: 0.004476851133437688
Position 42947: 0.004323303082228289
Position 2628: 0.004010475400454388
Position 1129: 0.003939893729309076
Position 37835: 0.0038940029574534877
Position 2834: 0.003657760669387711
Position 3611: 0.0035737266005385964
Position 3316: 0.0035280512911004948
Position 29291: 0.0034985270746392128
Position 5049: 0.0030483013983010642
Position 35881: 0.003023740920667445
Position 36187: 0.0030063711500500326
Position 2376: 0.002932445184707235
Position 3256: 0.0029286979590460185
Position 19628: 0.0029173893844801433
Position 2869: 0.002837873873010743
Position 4169: 0.002610357441489894
Position 1953: 0.0026059410442942346
Position 4246: 0.002413826535987047
Position 816: 0.0023658544986217907
Position 38111: 0.002279757757537934
Position 2636: 0.0021993958536402785
Position 2213: 0.0018241760201417295
Position 2857: 0.0018039800464201771
Position 762: 0.0016358400556173301
Position 810: 0.00161017205956369
Position 3203: 0.0015949501569430791
Position 1035: 0.0015788839608476145
Position 36240: 0.0014091568638385633
Position 37005: 0.0013093306744503173
Position 4295: 0.0012552473193626146
Position 3235: 0.0010788120535524534
Position 3685: 0.0010597311534241733
Position 2167: 0.0010496567941378683
Position 2276: 0.0010488269736548305
Position 3206: 0.0009801109543939382
Position 12775: 0.0008778602472692626
Position 3340: 0.0008451073888958219
Position 35383: 0.0007682249748461354
Position 35979: 0.0007342880465437303
Position 1608: 0.0007007666177499823
Position 5460: 0.0006524803183029171
Position 34135: 0.0006452244297400257
Position 34067: 0.0006161369087386008
Position 2318: 0.0005780229701671229
Position 768: 0.0005665209099253376
Position 1167: 0.0005413662794877691
Position 1819: 0.00048285162130534595
Position 38064: 0.00046041994794821515
Position 1493: 0.0004330397574016276
Position 3622: 0.0003174654008122055
Position 1083: 0.0003149956047332704
Position 33559: 0.00030491800816499466
Position 4336: 0.00029461791267454683
Position 1030: 0.00029095588246713633
Position 3005: 0.00028282437584550396
Position 2129: 0.0002663296733374217
Position 3984: 0.00026442422909769505
Position 2496: 0.00025452873767962
Position 28583: 0.00022018632371232806
Position 1539: 0.00021035096147069938
Position 36220: 0.00020342742578956696
Position 2430: 0.00019468072702235283
Position 32541: 0.0001826207921802849
Position 3092: 0.00017050124355013951
Position 2154: 0.0001616093309814639
Position 1221: 0.00015154590236915322
Position 22829: 0.00013260362329390777
Position 1326: 0.00013159463289835676
Position 21889: 0.00013144740344901858
Position 2336: 0.0001300422822800056
Position 1387: 0.00012477181353933917
Position 1107: 0.00012306189509514933
Position 1496: 0.00011278503747308205
Position 1507: 0.0001092643846781812
Position 2248: 0.00010312016267420356
Position 1794: 9.203526001898442e-05
Position 31774: 9.08862856475922e-05
Position 2558: 8.649361033643719e-05
Position 403: 8.230599748053967e-05
Position 2572: 7.588628390647373e-05
Position 720: 7.296243618384398e-05
Position 27807: 5.9930587338480176e-05
Position 1604: 5.964245694355909e-05
Position 22892: 5.892022265913863e-05
Position 27389: 5.8591862719365146e-05
Position 2879: 5.593095966301335e-05
Position 30825: 4.812823111084488e-05
Position 27726: 4.604946830521227e-05
Position 2029: 4.434533253491945e-05
Position 1768: 4.270767315262568e-05
Position 1628: 4.228598262464456e-05
Position 1999: 4.202500009613603e-05
Position 31651: 3.914550694146279e-05
Position 876: 3.6220878864532415e-05
Position 2081: 3.588032737536216e-05
Position 369: 3.5544606285732567e-05
Position 3941: 3.298849660137182e-05
Position 32418: 3.273305506233921e-05
Position 2343: 2.981133014836812e-05
Position 398: 2.8672637283065043e-05
Position 1447: 2.8447936485677654e-05
Position 1847: 2.679413008790469e-05
Position 28719: 2.6275595298210982e-05
Position 3115: 2.5873387662131614e-05
Position 1239: 2.4483435157042628e-05
Position 26694: 2.270132690800162e-05
Position 521: 2.1192284689841423e-05
Position 132: 1.9972168527754707e-05
Position 1014: 1.8649153970574782e-05
Position 819: 1.813041827054725e-05
Position 2653: 1.7605628525200857e-05
Position 1765: 1.6467231660503094e-05
Position 28788: 1.4843272460396033e-05
Position 1138: 1.474050826422598e-05
Position 1971: 1.2643323175902869e-05
Position 604: 1.1715529938434197e-05
Position 1270: 1.0838502702435916e-05
Position 465: 1.0775909751431492e-05
Position 28602: 9.763916442684631e-06
Position 1961: 8.610680861960811e-06
Position 2597: 6.778859899635507e-06
Position 2938: 5.475904249996963e-06
Position 2602: 5.37470880358326e-06
Position 1472: 5.196412189511319e-06
Position 1135: 5.0027093426230094e-06
Position 26923: 4.402077579600865e-06
Position 26644: 3.8498713940889134e-06
Position 2058: 3.708539105315738e-06
Position 1111: 3.5143589943024694e-06
Position 26869: 2.7238251692109597e-06
Position 550: 2.2970355171440568e-06
Position 629: 2.219444404697338e-06
Position 1977: 1.9723799733313826e-06
Position 2650: 1.7290159927823009e-06
Position 3524: 1.7063782253211512e-06
Position 26073: 1.6905712661895843e-06
Position 1444: 1.6806965915438458e-06
Position 1344: 1.2736738192399788e-06
Position 25602: 1.2169407281606691e-06
Position 557: 1.1464546704472942e-06
Position 618: 9.647548550433675e-07
Position 24207: 6.141367430614598e-07
Position 352: 5.967795652894781e-07
Position 269: 5.078078492500281e-07
Position 146: 4.861823071113027e-07
Position 21953: 4.4980242458850846e-07
Position 22037: 3.887471101186203e-07
Position 415: 3.602513634591378e-07
Position 143: 2.7443448524889515e-07
Position 1654: 2.5993602054693134e-07
Position 1685: 2.1591910788421969e-07
Position 167: 1.8301329467875874e-07
Position 140: 1.623702329006613e-07
Position 1411: 1.446074927023282e-07
Position 22649: 1.31951304939109e-07
Position 221: 1.3148951901176605e-07
Position 478: 1.252980909377134e-07
Position 260: 8.94338134355882e-08
Position 109: 3.203253101225956e-08
Position 14099: 3.1839899124973044e-08
Position 1861: 2.647339545325221e-08
Position 614: 2.394124303153201e-08
Position 606: 1.9261652264014683e-08
Position 14229: 1.3233396393155855e-08
Position 1251: 7.921044088283148e-09
Position 165: 7.060254668927773e-09
Position 575: 5.221073274464365e-09
Position 83: 4.788262532340717e-09
Position 177: 3.6618589850234985e-09
Position 185: 3.1544084791767645e-09
Position 10692: 2.3085457281750068e-09
Position 573: 1.5822902586340273e-09
Position 6694: 1.2707779075791683e-09
Position 825: 8.953608068641823e-10
Position 106: 7.257443191570871e-10
Position 7618: 5.430836989789362e-10
Position 104: 3.6277956796789466e-10
Position 1279: 1.2941111678245125e-10
Position 85: 6.798498313764273e-11
Position 6428: 6.315117121460073e-11
Position 1193: 3.5583824226798673e-11
Position 330: 2.280303383901944e-11
Position 307: 3.6683874048737676e-12
Position 281: 1.8147973028714435e-13
Position 3044: 1.1989569934938365e-14
Position 293: 1.5877627139841559e-27
