Gene = DESI2
Position 11872: 0.2132006537518494
Position 11420: 0.10635190565637084
Position 2138: 0.10454780675634866
Position 3360: 0.09364256558405751
Position 1599: 0.0849104115963378
Position 8643: 0.0845471574621557
Position 6255: 0.07304576315628239
Position 4949: 0.06961664992110038
Position 6624: 0.0688979136558891
Position 977: 0.06314994863376394
Position 14681: 0.05895895641687563
Position 6543: 0.05193753592065157
Position 12154: 0.05097073790227147
Position 13002: 0.04610879041696027
Position 15215: 0.043181294607602776
Position 14858: 0.03650185568899786
Position 16410: 0.03610804277863164
Position 3527: 0.03361474129535392
Position 1090: 0.03082955002595512
Position 6590: 0.029605693406787214
Position 817: 0.027560740899783304
Position 7264: 0.027345470379481002
Position 11212: 0.027340930427309403
Position 4603: 0.026500655721581882
Position 1078: 0.02450347904260537
Position 1961: 0.02421717902349961
Position 8421: 0.023320780691497327
Position 3316: 0.022705664822927154
Position 9584: 0.01895687644855649
Position 6012: 0.017121181319071983
Position 1570: 0.01696932008167245
Position 11928: 0.016578611241975908
Position 192: 0.01632731697584853
Position 8748: 0.015948808076546736
Position 12812: 0.01584726089483489
Position 1573: 0.014359549148473556
Position 1532: 0.012974474274579064
Position 13216: 0.011895489402619716
Position 2102: 0.01183758495939633
Position 6836: 0.010163130385598396
Position 1512: 0.008801608087372194
Position 8034: 0.008633376332997548
Position 5503: 0.008456106445165333
Position 3747: 0.008263857906922025
Position 674: 0.007675900624379946
Position 1102: 0.007022781305453424
Position 2122: 0.006430067967021058
Position 2627: 0.006257853778936955
Position 12097: 0.005593601341152182
Position 139: 0.005444066739364663
Position 11939: 0.004894804369629278
Position 5355: 0.004078076903795629
Position 1325: 0.004006836551707104
Position 1370: 0.0038547317456602763
Position 1305: 0.003631507419209105
Position 6935: 0.003563171550074152
Position 4453: 0.003391465414256036
Position 8595: 0.0032334131514197804
Position 2545: 0.002962342232115401
Position 7260: 0.0028540962953517274
Position 1990: 0.002674348988450849
Position 8150: 0.0026401165096217364
Position 3884: 0.0026326535977415945
Position 7918: 0.002605351385561081
Position 9129: 0.002568615233198266
Position 8392: 0.0025472570700666728
Position 6726: 0.0023524484155072237
Position 2580: 0.002348468774411687
Position 1216: 0.002305452424218498
Position 1628: 0.0022728363170203087
Position 1018: 0.002123650639431552
Position 3162: 0.0021225762403601954
Position 3725: 0.002053800722205708
Position 3198: 0.00205134843684793
Position 6701: 0.0020315888250454044
Position 1635: 0.0016972645430220665
Position 5397: 0.0016027241981970745
Position 6610: 0.0015694799920332506
Position 1025: 0.001530015669468538
Position 868: 0.0015223979749891857
Position 4764: 0.00146148104073134
Position 8255: 0.001440343634148153
Position 1918: 0.0014153466655263262
Position 1043: 0.0014063463723476494
Position 722: 0.0012884864807780267
Position 1350: 0.0012081575403431416
Position 7749: 0.001188951991189195
Position 7018: 0.001186426898582838
Position 2697: 0.0010785057930614533
Position 11649: 0.0009705877940131968
Position 3333: 0.0009401591246270143
Position 5547: 0.0009381431170394936
Position 6037: 0.0009265296471864849
Position 924: 0.0008963335853836679
Position 5602: 0.0008850702282216654
Position 738: 0.0008687816442845768
Position 3500: 0.0008637575491568714
Position 530: 0.0008593334693404802
Position 6600: 0.0008398305343610779
Position 5191: 0.0008127165838893819
Position 2171: 0.0007782484695167742
Position 6938: 0.0007294667697980273
Position 1580: 0.0007243042037043768
Position 2264: 0.0007155631053833586
Position 6122: 0.0006373764990398374
Position 1497: 0.0005631941559108182
Position 1604: 0.0005325049831798518
Position 5973: 0.0004955257242665707
Position 336: 0.000494424207045619
Position 2515: 0.000492129855761302
Position 7062: 0.0004912207069118406
Position 8500: 0.0004907961632839845
Position 8362: 0.00048583944961412415
Position 1419: 0.0004643788510606269
Position 5855: 0.0004314700157484062
Position 3935: 0.00041746786133632765
Position 6445: 0.00039649866750540307
Position 937: 0.0003803496950026652
Position 2428: 0.0003325965927612264
Position 5161: 0.0003237514172873779
Position 5280: 0.00031082788827536435
Position 275: 0.0002986200822407436
Position 4336: 0.00027194001702994357
Position 5372: 0.00027170911867958024
Position 7158: 0.0002710944861480799
Position 5323: 0.00020266896476608552
Position 2276: 0.000201394282843935
Position 8176: 0.00018811771414287877
Position 4273: 0.0001711778831616652
Position 5950: 0.0001533080612634075
Position 3461: 0.00014458517477505033
Position 7544: 0.00014027532365216348
Position 1668: 0.0001265747455762276
Position 3555: 0.00010784363843061041
Position 1045: 0.00010510962251888242
Position 287: 9.568323852162992e-05
Position 500: 9.481515578201151e-05
Position 1804: 9.450873507982355e-05
Position 1002: 9.166785854618116e-05
Position 1944: 8.723658994798519e-05
Position 6409: 8.50957894761352e-05
Position 640: 8.063352140757999e-05
Position 1676: 7.236863662163117e-05
Position 1642: 7.086294789870012e-05
Position 1937: 6.740662668830059e-05
Position 535: 6.601883683179374e-05
Position 6065: 5.778603529383914e-05
Position 616: 5.058056628514654e-05
Position 1163: 4.818899930214053e-05
Position 1899: 4.738038768624213e-05
Position 2692: 4.457601480289757e-05
Position 1534: 3.4387921239016395e-05
Position 1826: 3.32709168117258e-05
Position 3120: 2.7618050275659465e-05
Position 5385: 2.7156545891861332e-05
Position 2000: 2.6263083094042513e-05
Position 1179: 2.281773386882387e-05
Position 2022: 2.1861466822217536e-05
Position 3164: 2.0031296007661e-05
Position 298: 1.555984227987693e-05
Position 2672: 1.5272508457788448e-05
Position 342: 1.515239241908642e-05
Position 548: 1.3557427561037013e-05
Position 3438: 7.492380743652006e-06
Position 894: 6.167555475840583e-06
Position 2963: 6.157118521187463e-06
Position 2732: 5.423786165743408e-06
Position 3081: 5.171382099343892e-06
Position 458: 3.570911921640663e-06
Position 1122: 3.502776264519279e-06
Position 1425: 3.117508542714449e-06
Position 108: 2.8857297654846177e-06
Position 889: 2.307455249891245e-06
Position 945: 1.9372094676162474e-06
Position 1230: 1.644938174674971e-06
Position 2758: 1.3453170942351984e-06
Position 1127: 1.0026244451043225e-06
Position 1263: 7.539188603855762e-07
Position 879: 5.158553571395789e-07
Position 620: 5.043235063655916e-07
Position 897: 4.868428642379665e-07
Position 447: 2.748664151127288e-07
Position 1120: 2.510646056213261e-07
Position 144: 2.471179203551489e-07
Position 1172: 2.4368936989511236e-07
Position 1030: 1.9952019009860822e-07
Position 393: 1.9056603379556564e-07
Position 2583: 1.7024849931473014e-07
Position 159: 1.3145723922167948e-07
Position 218: 1.2713104473484047e-07
Position 397: 1.2519305524762184e-07
Position 351: 1.1965495038449253e-07
Position 377: 1.1394407312534244e-07
Position 626: 1.0487034739203602e-07
Position 567: 7.079980310807277e-08
Position 357: 4.090728060678531e-08
Position 314: 4.05804557878807e-08
Position 560: 3.711121753728862e-08
Position 316: 2.8866594720282155e-08
Position 948: 2.4708787221753075e-08
Position 563: 1.049425864217569e-08
Position 425: 8.14496126727568e-09
Position 904: 6.625835683874138e-09
Position 374: 2.385701889566921e-09
