Gene = HEMGN
Position 2536: 7.824522078918539e-07
Position 1922: 7.033960450846161e-07
Position 743: 6.932287817641834e-07
Position 684: 6.355614142651618e-07
Position 566: 6.187173931280744e-07
Position 1023: 5.566250882190387e-07
Position 2441: 4.854707619919536e-07
Position 1029: 4.563747402207791e-07
Position 178: 4.072564280062962e-07
Position 2040: 3.7364119528770146e-07
Position 3098: 2.553446432569246e-07
Position 322: 2.475939023494999e-07
Position 355: 2.4695696129492107e-07
Position 256: 2.413033082190225e-07
Position 2153: 1.9750040835386947e-07
Position 2045: 1.8824749407506752e-07
Position 2606: 1.662453364825203e-07
Position 2030: 1.4167988049163253e-07
Position 2571: 1.3346987099577608e-07
Position 1778: 1.2903167204182055e-07
Position 2514: 1.0393611328949868e-07
Position 2897: 8.777072735898724e-08
Position 2370: 7.651639266803943e-08
Position 1405: 2.9155769300777458e-08
Position 797: 2.4078680963124465e-08
Position 1314: 2.174226961510843e-08
Position 1044: 1.8359409533010084e-08
Position 1051: 1.5035479091192556e-08
Position 2502: 7.555116085526304e-09
Position 2651: 7.414944314885016e-09
Position 2199: 7.148083294912044e-09
Position 674: 4.570902257106762e-09
Position 553: 2.863849604571865e-09
Position 912: 2.8625585775453924e-09
Position 927: 2.287242846789663e-09
Position 1027: 1.7133109047704065e-09
Position 1035: 1.6557936190027293e-09
Position 375: 1.189706736966526e-09
Position 1005: 1.1854312190629522e-09
Position 1182: 6.799978378556339e-10
Position 921: 5.825157142921403e-10
Position 1017: 5.590556343752653e-10
Position 934: 4.826720319985459e-10
Position 573: 3.535712027393961e-10
Position 801: 3.0910174551718606e-10
Position 931: 1.1707678729449218e-10
Position 372: 7.888413269697297e-11
Position 1619: 3.419391539049991e-11
Position 357: 2.2113449256710652e-11
Position 108: 2.0263825933939377e-11
Position 1358: 1.7652907451076102e-11
Position 1518: 1.709026027074977e-11
Position 1621: 1.696596997256739e-11
Position 121: 4.181010042577738e-12
Position 140: 4.7409983717940344e-15
Position 93: 4.614869517714035e-15
Position 129: 3.625099436994143e-15
