Gene = WIPF3
Position 1911: 2.475145268184878e-07
Position 3854: 1.931866902281844e-07
Position 1203: 1.7394280530304773e-07
Position 1892: 1.654006904537228e-07
Position 6: 1.1913135368814994e-07
Position 249: 1.1227978533866229e-07
Position 617: 8.754407070855748e-08
Position 1801: 8.554700846890527e-08
Position 426: 8.510821773053928e-08
Position 164: 8.407730652938449e-08
Position 1160: 6.265032564567501e-08
Position 997: 6.17368022634013e-08
Position 1815: 5.77441827487456e-08
Position 676: 5.66482622060737e-08
Position 894: 5.4168787340889675e-08
Position 1560: 5.388529653023641e-08
Position 816: 4.951797189804723e-08
Position 1624: 4.652754886738566e-08
Position 671: 2.907755006602911e-08
Position 809: 2.6954085427508462e-08
Position 97: 2.1328801428025268e-08
Position 1108: 2.125906324011929e-08
Position 1056: 2.099643391830665e-08
Position 765: 2.0138501629930295e-08
Position 1170: 1.5204017925546308e-08
Position 1128: 1.4769800557085751e-08
Position 833: 1.4601176453543453e-08
Position 217: 1.4031676816389102e-08
Position 953: 1.3418288544249521e-08
Position 584: 8.305123576756247e-09
Position 1130: 5.626498644392883e-09
Position 1244: 4.476013787427097e-09
Position 182: 2.690653976576444e-09
Position 848: 1.7361529158650166e-09
Position 1080: 1.412674914363068e-09
Position 561: 2.1018320602415314e-11
Position 307: 4.6081784162742754e-12
Position 301: 2.002842875291827e-13
Position 418: 1.462016038498949e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 5088: 0.4608270212302337
Position 13025: 0.27288371875334466
Position 7391: 0.25936168211106353
Position 3130: 0.22918261642506846
Position 8236: 0.1827175361467534
Position 8548: 0.16991191364668926
Position 12536: 0.14824887105718987
Position 8564: 0.11917036678698029
Position 3146: 0.07430776319098607
Position 14765: 0.06931792331310546
Position 12911: 0.06117780016272451
Position 8460: 0.05228827943240562
Position 6415: 0.04254517308949686
Position 13755: 0.03985966200070131
Position 9295: 0.03908708991590356
Position 9698: 0.03863101972374552
Position 15597: 0.03769723071692869
Position 7221: 0.03138376515916358
Position 11007: 0.03064619066007907
Position 12659: 0.02752035092721451
Position 5116: 0.026397398538030158
Position 10831: 0.020668909500153314
Position 2056: 0.020417385751032704
Position 14050: 0.01879688127162242
Position 3820: 0.017282836349828946
Position 10657: 0.016164943582679257
Position 3349: 0.01346628305632036
Position 10400: 0.013419011024666921
Position 3741: 0.012190360641498397
Position 9071: 0.01179606823306388
Position 8493: 0.010409808302122263
Position 2692: 0.009539370667329967
Position 11512: 0.008633475021159704
Position 3092: 0.007536346214926848
Position 3009: 0.005837587277958381
Position 4359: 0.005806879081634508
Position 9347: 0.005560425967256079
Position 1867: 0.005260051566624186
Position 13293: 0.0052588039893397606
Position 7387: 0.005247361500203991
Position 3652: 0.004905046375927842
Position 2544: 0.0047890423222224825
Position 2562: 0.004769676805048769
Position 893: 0.004446052728485551
Position 2626: 0.004438906275712195
Position 6594: 0.0041861371340911
Position 6315: 0.004088203848889718
Position 8054: 0.003883863415004218
Position 1316: 0.0038038063493384946
Position 5013: 0.003622656177047027
Position 6757: 0.003549876759673424
Position 282: 0.002975329605582264
Position 2858: 0.0028192175198135058
Position 9985: 0.0027028801049660423
Position 9111: 0.002475179736839232
Position 6163: 0.002290903690371202
Position 3046: 0.002251696053570696
Position 1336: 0.002158187677861478
Position 7169: 0.00212257478227629
Position 4677: 0.0018401779805448703
Position 5867: 0.0018325414184969617
Position 7319: 0.001728805402211315
Position 3825: 0.0016993349774910283
Position 294: 0.001691705900984481
Position 9818: 0.0016260347694540067
Position 6724: 0.0015379613272855051
Position 5686: 0.0014709386746674445
Position 8958: 0.0014273944513671535
Position 3686: 0.0012783341481278844
Position 1659: 0.0011894039025516447
Position 2412: 0.0011128533639538367
Position 5784: 0.0011052526908114845
Position 960: 0.0010642818797282857
Position 7190: 0.0009621388738226275
Position 3365: 0.0009609101759460348
Position 1944: 0.0009122353561652103
Position 2724: 0.0009059053916966075
Position 5660: 0.0008747103162159811
Position 2236: 0.0008664318848927937
Position 9555: 0.0008592684730581094
Position 2793: 0.0007345758168271036
Position 4658: 0.0007219363138020453
Position 215: 0.0006316916609591808
Position 9623: 0.0006258085377185509
Position 7878: 0.000583682056043992
Position 3866: 0.0005767574857939397
Position 3182: 0.0005747957354838735
Position 1467: 0.0005700921512501225
Position 1604: 0.0005069135453946787
Position 3179: 0.0004482860467488483
Position 5151: 0.00043355347063909816
Position 4787: 0.000428724064994872
Position 3885: 0.0004280620775906538
Position 1909: 0.0004078769679702364
Position 2175: 0.00040009666798840256
Position 5817: 0.0003418358177437154
Position 2929: 0.00033187046320033785
Position 1080: 0.00030978973515169157
Position 7411: 0.00029493067925535834
Position 6026: 0.00029245276934944083
Position 2973: 0.00028886208988704786
Position 7109: 0.0002701290613071438
Position 1089: 0.0002551994657025825
Position 3316: 0.0002499353312160478
Position 8410: 0.0002463091643793536
Position 5546: 0.00023012579034439754
Position 235: 0.0002224744702066125
Position 2838: 0.00022086405579959545
Position 2442: 0.00018731405261782302
Position 2501: 0.00016506707886719554
Position 5699: 0.00016053496128103333
Position 5298: 0.00015157146329701894
Position 5447: 0.00015021301146498928
Position 4380: 0.00014724654736970262
Position 5491: 0.0001467917849709042
Position 5643: 0.00014314358019603884
Position 2663: 0.00013868237343338602
Position 5344: 0.00012945879522539217
Position 5391: 0.00012553503383768807
Position 297: 0.00012293272686591465
Position 1825: 0.00012179747914921335
Position 6737: 0.00011957329595644367
Position 6550: 0.00011919255367843994
Position 934: 0.00011547762350055355
Position 4521: 0.00011078768749571686
Position 5525: 0.00010969436034866555
Position 2101: 0.00010829285732777477
Position 4057: 0.00010336772061132921
Position 3157: 9.438434866756758e-05
Position 7756: 8.625928523918304e-05
Position 4140: 8.286955044228615e-05
Position 1199: 8.066219183239899e-05
Position 1151: 7.970268074323482e-05
Position 4100: 7.60186019012571e-05
Position 5528: 6.958582740043758e-05
Position 634: 6.952289171764329e-05
Position 4279: 6.875761606071152e-05
Position 1367: 6.400595410098011e-05
Position 4405: 6.138224427721525e-05
Position 1077: 5.750291972265421e-05
Position 3847: 5.389201068678335e-05
Position 1962: 5.3741755270924584e-05
Position 1273: 5.1375808929337945e-05
Position 4317: 5.0909036726526385e-05
Position 3781: 4.633995551697825e-05
Position 1128: 4.5804509450652966e-05
Position 212: 4.269137919384013e-05
Position 711: 4.1684694364844474e-05
Position 1432: 3.583931816174186e-05
Position 1693: 3.428798526425508e-05
Position 459: 3.350963556919666e-05
Position 1790: 2.2860999004241935e-05
Position 984: 2.0487978123480464e-05
Position 1948: 1.7811504104944724e-05
Position 1839: 1.5879660626916796e-05
Position 1497: 1.446905742222745e-05
Position 3280: 1.3985133381794529e-05
Position 718: 1.284701793696406e-05
Position 689: 1.2093124785627306e-05
Position 2828: 1.1652532818672188e-05
Position 2893: 1.1342573992026214e-05
Position 752: 1.0057802854051987e-05
Position 1724: 9.931490328985793e-06
Position 1930: 9.441634342753436e-06
Position 648: 9.136599316698198e-06
Position 637: 6.768174836209262e-06
Position 698: 6.1821232139917925e-06
Position 608: 4.865352873430674e-06
Position 1677: 4.823313002401844e-06
Position 3060: 4.6377139554256955e-06
Position 217: 3.865357411515685e-06
Position 406: 3.7412917661088e-06
Position 237: 3.7289726574815124e-06
Position 1669: 3.676448994174665e-06
Position 473: 2.709978846673145e-06
Position 870: 2.63634095195721e-06
Position 3597: 5.853205335418879e-07
Position 1635: 3.447212878259753e-07
Position 1434: 2.345909120357539e-07
Position 1549: 2.2586437942556821e-07
Position 2239: 1.3127688588044435e-07
Position 937: 1.2907576340867802e-07
Position 1095: 1.0373443635163828e-07
Position 978: 9.929457239947216e-08
Position 1252: 6.601554649206254e-08
Position 964: 5.305790763036812e-08
Position 814: 3.903403042391788e-08
Position 832: 3.776451810305172e-08
Position 1917: 3.4438182597481436e-08
Position 1196: 3.436851054538611e-08
Position 1286: 3.370160449878433e-08
Position 1481: 3.1350750417705e-08
Position 904: 2.9330687449784076e-08
Position 1185: 2.8210044498700213e-08
Position 1525: 2.5817066759404265e-08
Position 666: 2.0442224944762203e-08
Position 1376: 1.8007527471595215e-08
Position 1470: 1.266089692189802e-09
Position 1283: 1.1841772992109354e-09
Position 843: 8.186928793656702e-10
Position 847: 5.994481417618585e-10
Position 859: 3.08804014550356e-10
Position 402: 9.050418811876221e-11
Position 255: 7.843318816507893e-11
Position 245: 5.2083222867188245e-11
Position 124: 1.0529706575058849e-11
