Gene = C8G
Position 1322: 9.482981723891807e-05
Position 711: 9.05745120926549e-05
Position 1059: 8.304900355644572e-05
Position 1673: 8.139291231917357e-05
Position 1549: 6.285018394484252e-05
Position 1301: 5.1360233127526353e-05
Position 105: 4.84194834863199e-05
Position 447: 4.216054235932262e-05
Position 1489: 4.0458626105716505e-05
Position 507: 4.0006554114439896e-05
Position 1237: 3.9957489750951894e-05
Position 1283: 3.563276796833877e-05
Position 781: 3.429336230235127e-05
Position 570: 3.0026537317445925e-05
Position 695: 2.9261928009284547e-05
Position 1622: 2.9114570286462198e-05
Position 900: 2.158322753414092e-05
Position 1553: 2.0967746496784297e-05
Position 350: 2.0811604121178973e-05
Position 287: 1.588573987250877e-05
Position 1110: 1.502367060043076e-05
Position 1070: 1.4419839362706271e-05
Position 1259: 1.3461337972242485e-05
Position 1319: 1.2932574830148072e-05
Position 481: 1.2740838278809052e-05
Position 1564: 1.2025205400902051e-05
Position 1000: 1.1277879638458697e-05
Position 1330: 1.0449264844789006e-05
Position 494: 9.968734841928011e-06
Position 1449: 9.071654513935971e-06
Position 1119: 7.909696311231142e-06
Position 1262: 7.0182357072823525e-06
Position 313: 6.648199120565333e-06
Position 1277: 5.941258223423043e-06
Position 756: 5.470044967663568e-06
Position 1083: 5.445851674204028e-06
Position 1546: 4.964081134363224e-06
Position 705: 4.5717114583899185e-06
Position 290: 4.441028564552517e-06
Position 912: 4.316466540633347e-06
Position 525: 3.987468141780328e-06
Position 318: 3.9218968563387845e-06
Position 1562: 3.865819235362439e-06
Position 1087: 3.5868293258168287e-06
Position 282: 2.2574188593079677e-06
Position 1516: 2.145096560121131e-06
Position 946: 2.080508101906556e-06
Position 1108: 2.071056308791796e-06
Position 321: 2.042939439735714e-06
Position 1521: 1.541644288423308e-06
Position 1466: 1.0916652541407754e-06
Position 520: 1.0838797340810118e-06
Position 959: 1.0779102782555207e-06
Position 1247: 1.0471100085638779e-06
Position 878: 8.702239202380151e-07
Position 514: 5.552669539415397e-07
Position 919: 4.3999630134395477e-07
Position 1335: 3.878161818545732e-07
Position 1077: 3.2454487478492004e-07
Position 963: 2.7634937510814903e-07
Position 1682: 2.0403196462109092e-07
Position 125: 1.7833101152286883e-07
Position 160: 1.718841665780876e-07
Position 296: 1.613624397206159e-07
Position 743: 1.4116668614784948e-07
Position 1012: 1.0996301746671982e-07
Position 924: 1.0285208505982634e-07
Position 280: 1.0251282061246784e-07
Position 1101: 9.368036973848586e-08
Position 122: 9.248781435124887e-08
Position 747: 6.647207821324477e-08
Position 1074: 3.6548554347671716e-08
Position 1310: 2.5202509445358694e-08
Position 972: 2.4062337154102235e-08
Position 266: 1.1584699285565138e-08
Position 522: 1.1041202870316178e-08
Position 263: 2.9295530812808455e-09
Position 131: 1.976020733794345e-09
Position 326: 9.87688558729181e-10
Position 170: 5.749429016555787e-10
Position 197: 3.6367963655663357e-10
Position 194: 8.647003599033563e-11
Position 176: 2.430076395845809e-11
Position 249: 6.777130301716901e-12
Position 133: 1.3109358137118916e-12
Position 251: 1.0374331633326512e-12
Position 219: 7.617063307777243e-13
Position 223: 6.979832344698478e-13
Position 217: 4.960176085385744e-13
Position 255: 4.3673180134893016e-13
Position 259: 3.977403444781749e-13
Position 227: 2.4567467059959793e-13
Position 201: 1.2528331026019984e-13
Position 204: 4.152636678218641e-14
Position 234: 7.333829838725449e-15
Position 231: 3.3283155442564986e-15
Position 243: 3.4917557595634795e-16
