Gene = SRD5A1
Position 3028: 3.70972490266848e-07
Position 1025: 3.331349981193122e-07
Position 1168: 2.646908193020502e-07
Position 1573: 2.582815914944434e-07
Position 710: 2.4130543917869516e-07
Position 1009: 2.402257691732477e-07
Position 1177: 1.677330045742171e-07
Position 1207: 1.1806818428000375e-07
Position 184: 1.1425926100134922e-07
Position 3153: 9.949741643260773e-08
Position 532: 7.890115343017438e-08
Position 2102: 6.908773035907474e-08
Position 693: 4.766809374703333e-08
Position 817: 1.688423852314527e-08
Position 1183: 1.0946035579097406e-08
Position 732: 7.512564519229189e-09
Position 3681: 5.6708117762430026e-09
Position 3839: 5.483886710555653e-09
Position 503: 5.308272272741444e-09
Position 1253: 2.7855011774281303e-09
Position 848: 2.544933255435219e-09
Position 510: 1.6757904168043702e-09
Position 3375: 1.6065475913758245e-09
Position 4002: 1.4655578856094915e-11
Position 979: 2.8631689340791687e-12
Position 572: 5.607160629672833e-14
Position 3024: 2.09902884693193e-14
Position 3333: 2.0437606368068767e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 18498: 0.999992615621602
Position 29472: 0.9996745989350257
Position 22734: 0.9180701789799013
Position 35348: 0.9007054972145551
Position 10612: 0.47293862342486037
Position 37095: 0.4304256561547273
Position 32122: 0.30176845765730254
Position 33212: 0.2844082259579646
Position 23801: 0.2697899337429329
Position 2841: 0.24872535992656064
Position 34858: 0.24486548492003482
Position 32221: 0.24350255832101558
Position 37072: 0.22714260050223273
Position 15647: 0.2222863645819617
Position 37411: 0.2039667924806797
Position 38953: 0.1940045182062438
Position 475: 0.16360750539576122
Position 25127: 0.1515504495210754
Position 2860: 0.14686428221963846
Position 40839: 0.1465241630457664
Position 10644: 0.1397710839770299
Position 36737: 0.1318518765697032
Position 11783: 0.12221434384765074
Position 11397: 0.10135701040413284
Position 2939: 0.09625678302881997
Position 2978: 0.07827720275645662
Position 2580: 0.06965390414471373
Position 38591: 0.052443281464781825
Position 2942: 0.050282355363238856
Position 36991: 0.04771834805893184
Position 2811: 0.03750015285441734
Position 443: 0.034724965615944126
Position 5000: 0.030318471338530793
Position 36906: 0.030020591817511884
Position 5997: 0.027921211775476944
Position 39929: 0.027487459192530317
Position 11464: 0.027374186121440294
Position 36469: 0.02599320362545321
Position 37673: 0.023622539171570273
Position 9047: 0.022125467641823958
Position 35945: 0.020602324237680943
Position 10455: 0.019671394642818932
Position 37598: 0.018461086358902676
Position 35720: 0.018181781344348218
Position 6403: 0.017695767511758536
Position 40274: 0.0175693844578842
Position 38514: 0.01747878810638453
Position 9212: 0.012872490804460214
Position 35799: 0.01067513388126069
Position 6081: 0.010135434367802907
Position 4267: 0.010090434083649243
Position 649: 0.008885843944939685
Position 2621: 0.008626550052324147
Position 38082: 0.008035064963386946
Position 33537: 0.006345359116026232
Position 2556: 0.006102238951983142
Position 8490: 0.005444299635719599
Position 5017: 0.005356030901656269
Position 293: 0.004918344058391482
Position 33604: 0.004600328664802895
Position 2508: 0.004577489196175095
Position 2733: 0.004465861483692609
Position 29688: 0.004312225817148061
Position 2874: 0.004277931579860823
Position 617: 0.0038090205036874184
Position 8426: 0.0035063359622852256
Position 7887: 0.003500016934006318
Position 2585: 0.0033813062935313413
Position 6453: 0.003163185734056122
Position 2988: 0.003013405071565598
Position 838: 0.003011164617090491
Position 9326: 0.0028253213988405864
Position 4979: 0.002812465914308596
Position 4204: 0.002490739043194949
Position 1554: 0.002328712923234261
Position 8282: 0.002200404231344944
Position 6532: 0.00194115130130631
Position 36324: 0.0018314460053110973
Position 2532: 0.0017305724251188103
Position 4270: 0.0017094826127383106
Position 1686: 0.0016966638813085096
Position 2505: 0.0016541471750604762
Position 36180: 0.0015292678036748191
Position 4384: 0.0014562491837052276
Position 1753: 0.0013744446197918945
Position 2774: 0.0013321934642319957
Position 2451: 0.0013026039934815143
Position 2522: 0.0011968913728072253
Position 2416: 0.0010574740297185894
Position 6475: 0.001035533319878404
Position 870: 0.0009575168239793529
Position 2378: 0.0008408671231251374
Position 2891: 0.000822000936355444
Position 410: 0.0007200563857778088
Position 373: 0.0007156861541896559
Position 5853: 0.0007049280347741268
Position 2567: 0.0006544786245200117
Position 2917: 0.0006368592056029308
Position 2881: 0.0006240808223823906
Position 2910: 0.0005816655775307888
Position 451: 0.0005717333379865645
Position 4976: 0.0005439636997298755
Position 4747: 0.0005199740319461155
Position 631: 0.0004289192090800443
Position 6276: 0.00033886890113847513
Position 1394: 0.0003304203323155005
Position 4458: 0.0003069142401280958
Position 823: 0.0003009810887321551
Position 2391: 0.000262069167529355
Position 693: 0.0002585033765082203
Position 2339: 0.0002581108840741191
Position 2672: 0.0002394251790811672
Position 1719: 0.0002321205873865699
Position 29981: 0.00021960632428909177
Position 4164: 0.00021075654697271973
Position 2538: 0.00016740482593970848
Position 1874: 0.000165208443541082
Position 332: 0.00016372087901121086
Position 2191: 0.00014812037253615257
Position 1266: 0.0001088189352241778
Position 1498: 0.00010783240666806986
Position 1473: 0.00010355790489935716
Position 2471: 7.616877237501551e-05
Position 722: 7.396815109224564e-05
Position 367: 6.778593848992517e-05
Position 3193: 5.3055034806767595e-05
Position 3246: 5.194274336072944e-05
Position 1837: 4.8424504896806834e-05
Position 2750: 4.108428432351755e-05
Position 2126: 4.004728987164571e-05
Position 1061: 3.549611283352087e-05
Position 23001: 3.506072762824133e-05
Position 1807: 3.381533616456167e-05
Position 2952: 3.239340689635953e-05
Position 225: 3.1550881511868594e-05
Position 24139: 3.002212814355867e-05
Position 26261: 2.9920606720526336e-05
Position 1861: 2.927887624444906e-05
Position 1790: 2.6996840431284428e-05
Position 3398: 2.603890716073556e-05
Position 4882: 2.537581478908266e-05
Position 2292: 2.2691770765281752e-05
Position 24079: 2.1849075220313055e-05
Position 1802: 2.106884337029564e-05
Position 1282: 2.0264267405448487e-05
Position 710: 1.9972017547569844e-05
Position 3051: 1.9968857173282524e-05
Position 23137: 1.866132159816332e-05
Position 23179: 1.6799574976659227e-05
Position 3215: 1.6240868488052993e-05
Position 1599: 1.6039262226445033e-05
Position 3055: 1.4476861387441051e-05
Position 1317: 1.3458216826894515e-05
Position 213: 1.288229544196562e-05
Position 1202: 1.0614554068203973e-05
Position 263: 9.967953077873189e-06
Position 4714: 9.590694427171083e-06
Position 7016: 8.894468737428129e-06
Position 1904: 8.51331229007171e-06
Position 6594: 8.03948152704495e-06
Position 3120: 7.5160866743886345e-06
Position 1445: 7.174918399550359e-06
Position 1758: 6.4584382876287e-06
Position 7045: 5.928384703208052e-06
Position 1250: 4.9072715816030135e-06
Position 4368: 3.67192578426398e-06
Position 23223: 3.4888950574217575e-06
Position 4092: 3.3548876882433882e-06
Position 7079: 2.936178280918243e-06
Position 6168: 2.9001414787980773e-06
Position 1308: 2.8344718659088147e-06
Position 1127: 2.149585146287672e-06
Position 21123: 1.1954010359344388e-06
Position 3930: 8.817540743412006e-07
Position 18728: 4.2988921977463997e-07
Position 15334: 2.54345522304541e-07
Position 15261: 2.5361400208427085e-07
Position 5332: 1.358324484669948e-07
Position 741: 7.017668441233727e-08
Position 11093: 7.004658113213742e-08
Position 12775: 4.848974133502466e-08
Position 10934: 2.9728518434958055e-08
Position 6686: 1.93424748256762e-08
Position 7471: 1.5851566931961658e-08
Position 9858: 1.5404444387541035e-08
Position 1365: 1.4405014117215563e-08
Position 9985: 1.3236885823090184e-08
Position 1457: 1.2167707812603082e-08
Position 9737: 1.1223840072854575e-08
Position 455: 1.0658084956255668e-08
Position 413: 1.0575431083351872e-08
Position 260: 1.0029497990431914e-08
Position 5437: 7.1772064029330525e-09
Position 3639: 6.2883831205506616e-09
Position 1253: 5.99520766602488e-09
Position 8231: 5.665545364761185e-09
Position 2017: 5.62634840000312e-09
Position 5698: 5.477773081573519e-09
Position 725: 5.229628463125778e-09
Position 3759: 4.8041524727282045e-09
Position 1207: 4.573034291884052e-09
Position 2060: 4.549895796012026e-09
Position 342: 3.788600192116067e-09
Position 6655: 3.5807422417829893e-09
Position 6256: 3.1929457063396054e-09
Position 955: 3.1082213851914767e-09
Position 6737: 3.096400780868348e-09
Position 804: 2.0751814597211853e-09
Position 4001: 2.051804935416801e-09
Position 5300: 1.980939353326546e-09
Position 3862: 1.922117011557226e-09
Position 3672: 1.8392556314993723e-09
Position 7209: 1.5575764022179305e-09
Position 107: 1.3538599292414543e-09
Position 3787: 1.28670029202191e-09
Position 3736: 1.2006619652648808e-09
Position 2092: 1.1412605613192839e-09
Position 2021: 1.0091726568764171e-09
Position 3630: 9.882531029187166e-10
Position 1924: 9.129553026055586e-10
Position 2063: 8.645867760239546e-10
Position 3545: 6.009097303873554e-10
Position 149: 3.1191939044946515e-10
Position 381: 2.890309339798513e-10
Position 1694: 2.345545603289918e-10
Position 3642: 1.487776530968781e-10
Position 3465: 1.3524869575341857e-10
Position 82: 1.323275383850632e-10
Position 134: 5.518366673801674e-11
Position 1041: 2.6404607179580902e-11
Position 919: 2.390008414143687e-11
Position 911: 2.2601614974659422e-11
Position 109: 2.198226945777921e-11
Position 1188: 2.181873677090225e-11
Position 118: 2.1047141309492365e-11
Position 814: 1.9119388201534443e-11
Position 79: 1.7084493027401382e-11
Position 755: 6.9542253233679925e-12
Position 913: 6.02210722963884e-12
Position 3195: 2.4465213966435353e-12
Position 3262: 1.8115584217104203e-12
Position 3132: 1.7221498514731972e-12
Position 3152: 1.5636433076721675e-12
Position 3660: 2.550563164374691e-13
Position 93: 4.769898511284237e-14
Position 768: 1.2441293202803477e-14
Position 887: 1.2383831753549457e-14
Position 881: 1.187325232561324e-14
Position 806: 6.009928116521019e-15
Position 764: 1.6681559570506321e-15
Position 894: 8.642340154221382e-16
