Gene = FAM205C
Position 3110: 0.052326207531455754
Position 1026: 0.050899465172863805
Position 943: 0.045559469530081755
Position 5386: 0.03193919370095716
Position 2852: 0.029342538861344254
Position 2619: 0.028612004241322413
Position 6086: 0.027921128460547992
Position 6025: 0.02575618285883429
Position 299: 0.02540184286369546
Position 1224: 0.022654751053294724
Position 3307: 0.02085703036207569
Position 5131: 0.02085285475688101
Position 2996: 0.01965729575889046
Position 2927: 0.018945783035922564
Position 2892: 0.018580251445055963
Position 4460: 0.018372676253876393
Position 1702: 0.01817453542350617
Position 5042: 0.018023532453676407
Position 6351: 0.015299942650559253
Position 4412: 0.012374773402288208
Position 4301: 0.01195725418720427
Position 2963: 0.01181398911932028
Position 4188: 0.010832284512396784
Position 2867: 0.010740318678197868
Position 2993: 0.010478358301903922
Position 4218: 0.00989148141566782
Position 392: 0.00971720694127965
Position 5027: 0.008829616477817347
Position 978: 0.008450983001574718
Position 4651: 0.008401841194924703
Position 2768: 0.008167952982654606
Position 4534: 0.00722555453436988
Position 2127: 0.007162918701771946
Position 3516: 0.006667637763470754
Position 2755: 0.006597619050545813
Position 1749: 0.00621348251351806
Position 2588: 0.0058597878784404315
Position 1128: 0.00550272475754399
Position 262: 0.005486160028946939
Position 4074: 0.0054383309396583345
Position 5702: 0.005143975950979552
Position 4273: 0.004329246791485705
Position 2896: 0.004008955924799186
Position 1163: 0.003970707605843307
Position 4726: 0.0037320355603788734
Position 5429: 0.0036768017846695597
Position 1947: 0.0036234788623524875
Position 3652: 0.0036026959992742245
Position 1145: 0.0033450452076981864
Position 4607: 0.002741586123533445
Position 2148: 0.0026658122216290043
Position 5575: 0.0024772091499477332
Position 2883: 0.002378337227747158
Position 6089: 0.0021963694724690345
Position 2523: 0.001962763593673652
Position 2871: 0.001956992135566186
Position 4768: 0.001876465370644908
Position 265: 0.0016586909302295657
Position 3568: 0.001656669047936523
Position 605: 0.0015629198219401126
Position 307: 0.0015055776443501465
Position 792: 0.0015015905337258646
Position 2520: 0.0014645505867855668
Position 5936: 0.0014479005980853601
Position 4548: 0.001368179516191449
Position 5426: 0.0013448724157671876
Position 1556: 0.001307883720384563
Position 3973: 0.0012669266193438156
Position 4126: 0.0012635774581203287
Position 4811: 0.0012321239505604597
Position 771: 0.0011463635367457755
Position 2773: 0.0010938123678137332
Position 3133: 0.001075525907614102
Position 6251: 0.001069171583075628
Position 774: 0.0010602964522808884
Position 2123: 0.0008210669490783365
Position 4504: 0.0008181641011278522
Position 3085: 0.000725201625875035
Position 892: 0.0007048184545021423
Position 2802: 0.000675023921553565
Position 648: 0.0006203110422258217
Position 3442: 0.0005808475951474386
Position 1757: 0.0005694110283721046
Position 5626: 0.0005116055465553071
Position 962: 0.000510523883956102
Position 3181: 0.0004893077190240165
Position 3378: 0.0004727376150904647
Position 4185: 0.0004693537423951954
Position 809: 0.00046429573863105274
Position 413: 0.0004524787792850258
Position 1153: 0.00043058433790038906
Position 543: 0.0004281756874581982
Position 3673: 0.00041408436789836515
Position 1493: 0.00038908318226774487
Position 850: 0.0003699549697762873
Position 2592: 0.00034627265571435034
Position 3363: 0.00032321158220345163
Position 3017: 0.0003156985682395487
Position 912: 0.0002936620797723719
Position 3063: 0.000248362324378771
Position 4820: 0.00024264162695715992
Position 4698: 0.00023581604624274682
Position 1875: 0.00019741928883813852
Position 899: 0.00019322373194702544
Position 1780: 0.00019321739169278986
Position 3020: 0.0001789669925455591
Position 1921: 0.00017790540528566458
Position 4422: 0.00017327756616473448
Position 1656: 0.00013751148524437904
Position 3604: 0.00013433706095237878
Position 3688: 0.00012675039086508424
Position 608: 0.00012202559494316082
Position 1039: 9.834672710683761e-05
Position 1302: 8.616781718592138e-05
Position 2423: 8.066600185098005e-05
Position 2476: 7.47952187850821e-05
Position 3112: 7.221636264389914e-05
Position 828: 6.962404833516208e-05
Position 267: 6.803260062193915e-05
Position 661: 6.428907820452354e-05
Position 4089: 5.892285282489015e-05
Position 1545: 5.749722731088217e-05
Position 672: 5.73960134579358e-05
Position 1952: 5.6481865954918215e-05
Position 1237: 5.523859870951353e-05
Position 4050: 4.450406855127621e-05
Position 2596: 3.529480952581837e-05
Position 498: 3.245117654943558e-05
Position 2736: 2.2813163917158326e-05
Position 1094: 2.2398392423645775e-05
Position 3056: 2.1255840297226646e-05
Position 920: 1.97474256938066e-05
Position 2285: 1.3003300674425605e-05
Position 650: 1.2506418670591707e-05
Position 568: 1.1816490386913361e-05
Position 2288: 1.0136191882689241e-05
Position 2412: 1.0064101081510723e-05
Position 3864: 9.045281531462889e-06
Position 505: 7.148393230568632e-06
Position 799: 6.349482225017344e-06
Position 2339: 5.930397335660079e-06
Position 724: 5.1796189677873385e-06
Position 728: 4.25039992537777e-06
Position 549: 4.154598600455413e-06
Position 2657: 3.788692870227826e-06
Position 917: 2.4896801355002485e-06
Position 190: 2.0881177609387315e-06
Position 668: 1.3806532939094333e-06
Position 2663: 8.151370312058502e-07
Position 1227: 4.2079594323199106e-07
Position 204: 3.6129648359384505e-07
Position 1084: 3.4853176568622386e-07
Position 436: 2.5953512419759606e-07
Position 1281: 1.822269811698302e-07
Position 428: 1.0591922352918864e-07
Position 469: 1.05851973630104e-07
Position 1517: 8.138334103478101e-08
Position 444: 6.294436435594596e-08
Position 689: 6.220667819268911e-08
Position 477: 6.001329818858907e-08
Position 681: 4.4811853118014454e-08
Position 130: 3.686601591415487e-08
Position 518: 2.617514842352723e-08
Position 695: 2.490937401388108e-08
Position 446: 2.264951829715376e-08
Position 1528: 2.165804226249021e-08
Position 1568: 2.0994611529580416e-08
Position 509: 1.9781337829504294e-08
Position 462: 1.3440948280407558e-08
Position 521: 5.470778871447721e-09
Position 454: 4.878162913421924e-09
Position 554: 4.818023584995993e-09
Position 514: 3.6792027480283516e-09
Position 458: 2.2288825177220537e-09
Position 1244: 1.4582830820186718e-09
Position 115: 1.043970203856079e-09
Position 90: 6.981504135442718e-10
Position 147: 5.320070651621838e-10
Position 98: 9.603750277983553e-11
Position 683: 3.786854998600644e-11
Position 133: 3.5775774341337865e-11
Position 100: 7.118217227189807e-12
Position 523: 2.3112842784962132e-12
