Gene = CMTM7
Position 925: 8.084301389750655e-07
Position 6417: 5.841422822604719e-07
Position 878: 5.746293451214312e-07
Position 1665: 5.235929978611082e-07
Position 1648: 3.130946733446104e-07
Position 1049: 2.8371236173752464e-07
Position 1633: 2.6137409345220753e-07
Position 1801: 2.040691561582953e-07
Position 68: 1.5086839048645627e-07
Position 2564: 1.4740812224651294e-07
Position 2476: 8.808379724133717e-08
Position 1590: 5.771346437980555e-08
Position 593: 5.568218915904768e-08
Position 776: 5.062399736786084e-08
Position 5760: 3.527326537439924e-08
Position 238: 3.2503259651018184e-08
Position 709: 1.431043719493259e-08
Position 527: 8.286130917087858e-09
Position 435: 6.639659635585131e-09
Position 475: 6.099761361435017e-09
Position 2998: 5.858646164845308e-09
Position 2896: 3.102775592910361e-09
Position 1325: 6.9969531684041e-10
Position 823: 8.903140148300182e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 5647: 0.39573522215515033
Position 18433: 0.3767459434839306
Position 11360: 0.33726314939904306
Position 16738: 0.16687539216474243
Position 7658: 0.12473499464987979
Position 7996: 0.10585757222328085
Position 3520: 0.09332799929556247
Position 9508: 0.07927002660954742
Position 1246: 0.06659595656435485
Position 6180: 0.04786775262258854
Position 3894: 0.04345649909775119
Position 11568: 0.040427672522290556
Position 16717: 0.03721278027330168
Position 9300: 0.02865678028033036
Position 6605: 0.02806687386632737
Position 883: 0.025284192507429176
Position 14620: 0.0213313488933617
Position 9896: 0.020865715366951025
Position 3900: 0.020299215145077865
Position 2735: 0.01806622740071908
Position 6497: 0.017915259155665827
Position 5683: 0.01736990672396452
Position 8377: 0.016814242362504235
Position 3943: 0.016004482782602452
Position 16833: 0.014302199570952696
Position 15570: 0.012529692726045564
Position 9539: 0.010547493012021947
Position 9945: 0.010512302880495202
Position 7618: 0.01050946014442524
Position 5680: 0.010322525295982338
Position 5552: 0.010170581672580524
Position 9925: 0.00865371481766484
Position 3544: 0.007682700353680425
Position 10916: 0.007480041831865542
Position 10451: 0.007042890900799957
Position 12514: 0.006923467136180359
Position 9652: 0.006683820463401281
Position 7746: 0.006500066405251634
Position 3378: 0.005343321806458356
Position 9579: 0.005083990622365479
Position 7726: 0.004141718409474437
Position 925: 0.003986014132541428
Position 10109: 0.0038480773619819033
Position 14257: 0.003641790178995932
Position 6151: 0.003503722904768021
Position 8077: 0.0034618077156717106
Position 5722: 0.0032174876385179674
Position 6251: 0.0031811547892893637
Position 6148: 0.0031009281038137
Position 6957: 0.003055441783304526
Position 16783: 0.003024081653892159
Position 3956: 0.002873594003394793
Position 11280: 0.002805546150761217
Position 632: 0.0027938457923978553
Position 7804: 0.00270054703395696
Position 5266: 0.002466531200910821
Position 5303: 0.0023713987874643934
Position 11564: 0.0022513898927088976
Position 4821: 0.001806323564511231
Position 5263: 0.0017079394732275387
Position 5815: 0.0017075298412441945
Position 3451: 0.0016241691611283584
Position 6199: 0.0014985933172826109
Position 12359: 0.0014045730424315985
Position 3760: 0.0013655596431735703
Position 2692: 0.001325936344989159
Position 3414: 0.0011328828327992078
Position 853: 0.0010768575743687729
Position 5485: 0.0009528551219738871
Position 1341: 0.0008894256994211388
Position 3288: 0.0007661961418065898
Position 761: 0.0007488449036740895
Position 12160: 0.0007441825762514794
Position 1111: 0.000742961121091788
Position 9074: 0.0006965003055752863
Position 1150: 0.0006632809815819589
Position 3733: 0.0006504925214038362
Position 8747: 0.0006497057757708551
Position 5584: 0.0006406954273449068
Position 9047: 0.0005872249033222978
Position 9089: 0.0005464969815115356
Position 3561: 0.0005347015834307244
Position 1071: 0.0005094786851678739
Position 13270: 0.0005072040281545055
Position 3875: 0.0005012117477147075
Position 2773: 0.0004534210761956766
Position 3302: 0.00041663183707013835
Position 3495: 0.0003733900772026474
Position 3917: 0.0003649716772627506
Position 7701: 0.000350398457504732
Position 8443: 0.00034113501053345796
Position 7280: 0.0003182749692485863
Position 1169: 0.0003117073698680972
Position 3069: 0.0003040195361320812
Position 4558: 0.00028016051908471656
Position 5415: 0.0002550482610644949
Position 7687: 0.0002391363912526915
Position 11624: 0.0002341750402913941
Position 2715: 0.0002005638911512319
Position 5001: 0.00019184077294720917
Position 10912: 0.00017385205475071365
Position 4586: 0.00016234032579988484
Position 8295: 0.0001602042842399447
Position 1487: 0.00015615171650994322
Position 4762: 0.0001309127539116759
Position 2796: 0.00012479598671070045
Position 3597: 0.00011662740500126681
Position 5073: 0.00011150787108187359
Position 4012: 0.00011142657836750107
Position 674: 9.853130764667956e-05
Position 1053: 8.762615666234033e-05
Position 4169: 8.472821477299768e-05
Position 6332: 8.330144500584567e-05
Position 2543: 8.277962665247729e-05
Position 895: 8.138114452756225e-05
Position 4518: 8.125292025482943e-05
Position 3209: 8.090377612154151e-05
Position 1546: 7.661902314575732e-05
Position 5204: 7.591728471403568e-05
Position 3206: 7.490944180687698e-05
Position 8047: 6.811309159280732e-05
Position 6884: 6.364376912756272e-05
Position 6571: 6.191545263798e-05
Position 901: 6.124167589667132e-05
Position 5702: 5.982505869169606e-05
Position 1174: 5.549173513185478e-05
Position 9444: 5.032218238464225e-05
Position 1501: 4.7393550019011644e-05
Position 3046: 4.4631168361253284e-05
Position 1313: 4.261624098508601e-05
Position 1115: 4.2576330643220716e-05
Position 1080: 4.20413176911935e-05
Position 1674: 3.98892912203449e-05
Position 1691: 3.507049931260092e-05
Position 273: 3.448381081395936e-05
Position 2413: 3.4336368405329814e-05
Position 1585: 3.367988199889159e-05
Position 4771: 3.367636805423512e-05
Position 198: 3.207944300033789e-05
Position 1156: 3.16748501145911e-05
Position 5025: 3.077205604339904e-05
Position 4706: 2.99949486133607e-05
Position 5353: 2.7486956704515804e-05
Position 774: 2.7190738052597698e-05
Position 3563: 2.6212579968777162e-05
Position 2956: 2.5168112381915213e-05
Position 5760: 2.3455865701696684e-05
Position 3975: 2.3001899158118616e-05
Position 3019: 2.2768305946974145e-05
Position 4102: 2.2606147148485667e-05
Position 4325: 2.240766804942789e-05
Position 1095: 1.9509443117540344e-05
Position 4060: 1.9354640819615797e-05
Position 3765: 1.8251860238645405e-05
Position 4236: 1.6336042039135334e-05
Position 4281: 1.5593997673914184e-05
Position 5094: 1.5218301175590217e-05
Position 2220: 1.507271860573424e-05
Position 1749: 1.36939155414627e-05
Position 1468: 1.3168351955319872e-05
Position 2392: 1.3095293775511134e-05
Position 4087: 1.215441035739513e-05
Position 4959: 1.2092921261017248e-05
Position 276: 1.1866479016646073e-05
Position 2563: 1.0907974552588073e-05
Position 497: 1.009316390670733e-05
Position 1454: 9.281380947364062e-06
Position 2700: 8.607067517334469e-06
Position 2228: 7.955490497015575e-06
Position 2983: 7.739095056317303e-06
Position 2074: 7.547807954664567e-06
Position 3048: 7.4470660123579826e-06
Position 1107: 7.339085585420188e-06
Position 4113: 6.569831444980395e-06
Position 1597: 5.68069334488854e-06
Position 3052: 5.513279245682151e-06
Position 3235: 5.029604942391152e-06
Position 1844: 4.999806792025558e-06
Position 588: 4.505021099170334e-06
Position 2184: 4.408327909007284e-06
Position 492: 4.08932463829444e-06
Position 593: 3.41135721103072e-06
Position 3187: 3.2506685395321687e-06
Position 5832: 3.1280827426114524e-06
Position 982: 3.0228343521745703e-06
Position 1999: 2.5230857955157845e-06
Position 511: 2.389063434018084e-06
Position 3143: 1.7608736018539502e-06
Position 1601: 1.6410592739601044e-06
Position 248: 1.606158921774981e-06
Position 3346: 1.4798747690117116e-06
Position 1007: 1.4480403450050882e-06
Position 952: 1.1341040930413003e-06
Position 1024: 8.910433106194544e-07
Position 709: 5.324642702076651e-07
Position 640: 5.115553794273976e-07
Position 1896: 5.075214791901138e-07
Position 574: 4.208686614692135e-07
Position 2005: 3.18898670420106e-07
Position 536: 3.028454061198475e-07
Position 898: 2.928246663231252e-07
Position 861: 2.7073028436322045e-07
Position 1939: 2.508974543543152e-07
Position 546: 2.2825894817832005e-07
Position 562: 2.122335176668092e-07
Position 1876: 2.0483420063336211e-07
Position 936: 2.0260473393770877e-07
Position 2048: 2.020612373473486e-07
Position 600: 1.9342132924155984e-07
Position 1789: 1.0358593425100146e-07
Position 1858: 9.096552748099669e-08
Position 218: 9.001802779812836e-08
Position 2022: 7.542956904626926e-08
Position 2121: 5.060018771514904e-08
Position 798: 4.692596052562972e-08
Position 2092: 4.657998957304752e-08
Position 906: 4.5760473489368973e-08
Position 989: 3.771307173969668e-08
Position 784: 3.753851928893326e-08
Position 3740: 3.514564027676655e-08
Position 776: 3.029568095673268e-08
Position 1628: 2.8032957769467688e-08
Position 908: 2.54559260397629e-08
Position 3682: 2.2393854619618843e-08
Position 313: 1.962779173132477e-08
Position 210: 1.765308068832918e-08
Position 282: 1.751080735170642e-08
Position 1808: 1.6334048529139756e-08
Position 501: 9.84133979298492e-09
Position 802: 9.740130066203794e-09
Position 383: 9.635556548469183e-09
Position 993: 8.299174031889619e-09
Position 649: 8.075102321352583e-09
Position 351: 7.682625291263394e-09
Position 318: 6.205955451725751e-09
Position 602: 3.403497311402576e-09
Position 2810: 2.4635208078101306e-09
Position 1019: 2.069842665954807e-09
Position 1358: 1.3310690668662048e-09
Position 431: 1.2159058871388003e-09
Position 222: 7.307394041135096e-10
Position 449: 5.602221299061032e-10
Position 1041: 5.171061536078294e-10
Position 1076: 5.002349253394793e-10
Position 446: 4.740431610744015e-10
Position 146: 3.901253159324997e-10
Position 1121: 3.279095388251333e-10
Position 334: 3.192524371671676e-10
Position 1032: 1.1087566713110333e-10
Position 324: 4.788970193866232e-12
Position 422: 6.354819093042566e-14
Position 460: 3.280440170541136e-14
Position 399: 4.137124788610755e-15
Position 416: 3.546856734758419e-15
