Gene = BTLA
Position 1657: 3.6095637695725675e-06
Position 2143: 3.3132604902041973e-06
Position 3801: 6.910885549501614e-07
Position 1623: 6.000300204073071e-07
Position 2635: 5.94839416112122e-07
Position 2389: 5.736203840822161e-07
Position 2181: 5.080540255092141e-07
Position 1912: 4.301732207646996e-07
Position 376: 2.6233698725554336e-07
Position 3137: 2.203286607178465e-07
Position 578: 2.1082949835791602e-07
Position 2675: 2.080710346947127e-07
Position 1427: 1.4302782880368433e-07
Position 90: 1.3005777007918014e-07
Position 3103: 1.2143027933381661e-07
Position 8: 1.0600698742355443e-07
Position 3076: 7.741122627849004e-08
Position 557: 6.892402054816258e-08
Position 1264: 6.449996079607786e-08
Position 175: 1.221001666194858e-08
Position 335: 3.079512595181527e-09
Position 318: 2.038186404344172e-09
Position 381: 1.934943607810053e-09
Position 880: 1.6817736133622981e-09
Position 374: 1.3009930196807729e-09
Position 1011: 6.351324056732871e-10
Position 666: 5.889086310660486e-10
Position 734: 4.0787859766963096e-10
Position 444: 2.9964135627944084e-10
Position 686: 2.859644778913304e-10
Position 916: 2.728916984041662e-10
Position 891: 1.841382520299468e-10
Position 699: 1.4662117784364203e-10
Position 671: 8.296574870342869e-11
Position 563: 6.120684356305694e-11
Position 661: 5.287844777777628e-11
Position 402: 2.139564808737683e-11
Position 532: 1.8151372888853267e-11
Position 419: 2.596060077967698e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 19791: 0.8492054682224873
Position 26089: 0.5108217968850989
Position 9981: 0.1322747916253976
Position 2216: 0.13206577993618135
Position 23215: 0.11148321599462296
Position 1950: 0.10224147555348688
Position 10012: 0.09145332739398641
Position 21411: 0.0746802251279442
Position 2017: 0.0325233405570945
Position 6195: 0.027239588682421562
Position 2238: 0.02272716949403538
Position 15989: 0.014506454916603248
Position 10245: 0.014132814373424776
Position 1531: 0.0109125693334705
Position 9280: 0.009124526512550203
Position 12928: 0.00887815582061639
Position 7794: 0.008495423487438876
Position 8964: 0.006998440812853897
Position 12003: 0.005611995168933583
Position 13447: 0.0055296365298330135
Position 3308: 0.005167023883910171
Position 9848: 0.005085862293536734
Position 15600: 0.004891796821351415
Position 9521: 0.0043849547534348275
Position 3984: 0.003908302703827543
Position 11982: 0.003555569959460129
Position 5458: 0.0035381609128764292
Position 199: 0.003101191720405201
Position 9719: 0.0028210849396721363
Position 1998: 0.002702114494657803
Position 9795: 0.0025121796500014535
Position 5200: 0.0019952133128818524
Position 3100: 0.0019571637070555275
Position 4533: 0.0016085879710376518
Position 4032: 0.0014878756272194704
Position 15110: 0.0014177902054645147
Position 15084: 0.0013779245140766126
Position 369: 0.0011208856417352397
Position 1960: 0.00111675297968209
Position 14626: 0.001115082775442694
Position 12528: 0.0010724582018385748
Position 7282: 0.0010126283635337793
Position 2492: 0.0008938823680265583
Position 10500: 0.000844159930510941
Position 2119: 0.000732151109813415
Position 9136: 0.0007110360869098304
Position 1797: 0.0006784308300945961
Position 1498: 0.0006279612748448842
Position 4814: 0.0006245265974579039
Position 11699: 0.0006119040239635908
Position 13471: 0.0005829037210716553
Position 2047: 0.0005265657415910399
Position 1823: 0.0005199149293615515
Position 6236: 0.0005105729331904188
Position 5454: 0.0004553261144686405
Position 2197: 0.0004197716226884353
Position 1535: 0.00040010231892791224
Position 4058: 0.00038485506821118526
Position 7140: 0.0003678488030848714
Position 331: 0.0003530901618337673
Position 5036: 0.0003480490438697628
Position 3071: 0.00034699665018814407
Position 1105: 0.00034020656884822256
Position 11850: 0.00033153329440261466
Position 1016: 0.00032729095527669113
Position 9102: 0.0002974321889811437
Position 7670: 0.0002916919599293523
Position 4918: 0.00029007218085313374
Position 1570: 0.0002896565426614234
Position 1394: 0.0002846834651249984
Position 3270: 0.0002680347487568486
Position 5288: 0.00023453646857071728
Position 1741: 0.0002322734996334004
Position 11073: 0.00023158112809259663
Position 1896: 0.0002290977473515634
Position 1889: 0.00022844776546349126
Position 3734: 0.00022371128940925361
Position 8381: 0.00021933462776403938
Position 175: 0.00019804600234177972
Position 3441: 0.00019373237706998215
Position 6566: 0.0001932346410230497
Position 9335: 0.00017595750701589452
Position 9546: 0.00017388461705988555
Position 1041: 0.0001705105997142276
Position 5126: 0.00015496212274228056
Position 9647: 0.0001526714927946025
Position 8991: 0.0001490875184688237
Position 8229: 0.00013925223490416687
Position 3963: 0.00013800514654527675
Position 5129: 0.00013382983309261396
Position 8415: 0.0001294420553261705
Position 1318: 0.0001294297473523402
Position 5478: 0.0001258637283061066
Position 7148: 0.0001257431495620988
Position 3027: 0.00012368106082523097
Position 5616: 0.00012180503303083675
Position 8029: 0.00011805064948847049
Position 7753: 0.0001164129482487127
Position 1321: 0.00011479993600495217
Position 4549: 0.00011475695963120386
Position 1129: 9.43071439332519e-05
Position 7376: 7.627953822488075e-05
Position 6148: 7.571625673831052e-05
Position 8497: 7.3418537479174e-05
Position 1155: 7.3396086571225e-05
Position 4284: 7.02801813706727e-05
Position 873: 6.840905657477856e-05
Position 6833: 6.752647965319694e-05
Position 2432: 6.647737180272909e-05
Position 405: 6.621614935138365e-05
Position 7556: 6.476739133869684e-05
Position 4689: 6.00118027816654e-05
Position 6903: 5.756873365881216e-05
Position 3685: 5.704245179122667e-05
Position 4281: 5.556472467462196e-05
Position 438: 5.519734310789894e-05
Position 3255: 5.198921198265598e-05
Position 3224: 5.065889578001183e-05
Position 3241: 4.947412175740104e-05
Position 4514: 4.820021766616634e-05
Position 1702: 4.6739900112537295e-05
Position 7725: 4.622283495736231e-05
Position 6239: 4.5422610184154885e-05
Position 1668: 4.25305932310316e-05
Position 1427: 4.153342920805827e-05
Position 3013: 4.031456914242916e-05
Position 7598: 3.757892618105199e-05
Position 6452: 3.7416693918123567e-05
Position 2521: 3.686780981092304e-05
Position 2920: 3.387142392232759e-05
Position 6283: 3.20946273236768e-05
Position 7425: 3.0067420461676586e-05
Position 4964: 2.3205528693436746e-05
Position 4927: 2.3048119799243605e-05
Position 6706: 2.169515753699051e-05
Position 6541: 2.089385668173068e-05
Position 5392: 2.0789059861008603e-05
Position 4733: 2.0397124811893068e-05
Position 1255: 1.965490433347382e-05
Position 4199: 1.9212187788907036e-05
Position 1299: 1.74475751883429e-05
Position 392: 1.684110812656861e-05
Position 4232: 1.6415329388541515e-05
Position 6219: 1.5698023139109682e-05
Position 3846: 1.5234736341576932e-05
Position 1771: 1.5193871700630508e-05
Position 834: 1.400356055036486e-05
Position 1369: 1.3846063945768849e-05
Position 3166: 1.2906424456297172e-05
Position 4997: 1.1913569743440561e-05
Position 492: 1.1652283892645692e-05
Position 542: 1.008923300601283e-05
Position 3273: 9.71960282551179e-06
Position 2062: 9.356905145333524e-06
Position 3912: 9.294901708812565e-06
Position 447: 9.279583305505147e-06
Position 4697: 9.061515856807581e-06
Position 4101: 8.705715036360122e-06
Position 1911: 8.039616013118872e-06
Position 2924: 8.016923640240147e-06
Position 4001: 7.562477628783129e-06
Position 3617: 7.479565254707154e-06
Position 1758: 6.980065818855668e-06
Position 4246: 6.693225231862456e-06
Position 4393: 6.5935155428900295e-06
Position 661: 5.701139745283708e-06
Position 3040: 5.514598931115512e-06
Position 2554: 5.38853944040683e-06
Position 1919: 5.297813863310028e-06
Position 1539: 4.823609222389925e-06
Position 208: 4.576667124759701e-06
Position 637: 4.3521775928440646e-06
Position 666: 4.037596389075035e-06
Position 908: 2.775774533879774e-06
Position 1456: 2.313444043934997e-06
Position 1716: 2.0394394080308673e-06
Position 1323: 1.5241144402754723e-06
Position 2504: 1.4619384677217324e-06
Position 1903: 1.1939543856206174e-06
Position 2147: 9.755035490612257e-07
Position 573: 8.614006538749796e-07
Position 1613: 8.133813929390066e-07
Position 1435: 7.533457233632913e-07
Position 464: 6.022226527760978e-07
Position 507: 5.436957566249858e-07
Position 416: 4.0393237862818985e-07
Position 1453: 3.2875586725174966e-07
Position 1840: 2.983981149073664e-07
Position 2275: 2.764013205242259e-07
Position 1596: 2.3532084537237213e-07
Position 1403: 1.9532207843262716e-07
Position 90: 8.171228178913795e-08
Position 2446: 7.76205090898656e-08
Position 1623: 6.726989684455782e-08
Position 307: 6.120806112741634e-08
Position 1459: 3.863279876303336e-08
Position 1267: 3.7513362137571004e-08
Position 2466: 3.098302597950957e-08
Position 967: 3.0633316041926406e-08
Position 548: 2.9279892892722047e-08
Position 669: 1.5298551991377853e-08
Position 471: 1.4145605578291336e-08
Position 2302: 7.905534438523519e-09
Position 2131: 6.439637891774081e-09
Position 295: 4.032476562726646e-09
Position 138: 3.4893302119759193e-09
Position 1062: 3.457074443526761e-09
Position 1060: 3.025343392048766e-09
Position 578: 2.9212544853598414e-09
Position 956: 2.6062673326025532e-09
Position 101: 2.3240907779643145e-09
Position 993: 1.6932727384816472e-09
Position 343: 1.1295167449933984e-09
Position 641: 1.1007611137492505e-09
Position 931: 1.0866834818037221e-09
Position 1264: 8.281757395490746e-10
Position 1279: 7.171709914109754e-10
Position 1409: 7.10338809739986e-10
Position 1629: 6.781328836520251e-10
Position 2282: 5.664541013477595e-10
Position 2090: 1.5049650234296124e-10
Position 840: 9.492962933875749e-11
Position 449: 6.417630617613657e-11
Position 1087: 5.277601092230609e-11
Position 942: 3.1041431128022326e-11
Position 1134: 2.8311189854611177e-11
Position 550: 1.6447392925254108e-11
Position 116: 1.2502651733654802e-11
Position 815: 5.817855666419362e-12
Position 148: 5.31319640952074e-12
Position 172: 5.245917954419616e-12
Position 699: 4.715746915257383e-12
Position 145: 4.541668211737068e-12
Position 802: 3.5053927719775005e-12
Position 694: 5.103203502138319e-13
Position 686: 4.577216485002459e-13
Position 679: 4.2835894698177325e-13
Position 560: 4.118884742188522e-13
Position 154: 2.3399837684150274e-13
Position 2561: 1.8740320207707485e-13
Position 159: 1.3002508008074243e-13
Position 557: 8.337213315652686e-16
