Gene = LELP1
Position 743: 1.6953938587311694e-05
Position 772: 1.3441030492974447e-05
Position 755: 1.3328962015801539e-05
Position 1315: 1.2751244479102795e-05
Position 1284: 1.1277406942251275e-05
Position 780: 1.0736492259345088e-05
Position 257: 1.0320968113832096e-05
Position 1172: 9.595758155399064e-06
Position 717: 8.996053472435835e-06
Position 1004: 8.819338034803623e-06
Position 1138: 8.75256485001914e-06
Position 465: 8.709207210032118e-06
Position 1057: 8.324536823874482e-06
Position 156: 8.279405186008174e-06
Position 1201: 8.251169393929059e-06
Position 964: 7.178600298231801e-06
Position 186: 6.573694110152937e-06
Position 1050: 6.201108545556384e-06
Position 1037: 6.199036294562481e-06
Position 1309: 5.664696837945819e-06
Position 490: 5.328172036638337e-06
Position 1025: 4.990740925473151e-06
Position 403: 4.3225474853382295e-06
Position 1110: 4.0966058606694605e-06
Position 1653: 3.2859507161426796e-06
Position 860: 3.190847916117453e-06
Position 1126: 3.170824061361297e-06
Position 635: 3.0987057489569767e-06
Position 1018: 3.0480165921209537e-06
Position 702: 3.0012743561638057e-06
Position 619: 1.927544815399304e-06
Position 304: 1.6133500353386357e-06
Position 543: 1.5488254292336908e-06
Position 302: 1.1797209290319553e-06
Position 483: 1.1152114586340044e-06
Position 1184: 5.341632364756122e-07
Position 1194: 5.3694085959248674e-08
Position 1259: 4.743262680501536e-08
Position 613: 1.5099392304525817e-09
Position 274: 6.452831215849474e-10
Position 146: 5.479526324805898e-10
Position 823: 1.972303017977095e-10
Position 1054: 1.8880285478121335e-10
