Gene = SMKR1
Position 583: 0.00015510522352404332
Position 292: 0.0001549462997833792
Position 4855: 0.00014512440255969408
Position 857: 0.00013865551563121433
Position 2773: 0.00013817303936814704
Position 669: 0.00013770631377641262
Position 4934: 0.00013122957271285995
Position 2424: 0.0001293270388488567
Position 3187: 9.923540896289805e-05
Position 2948: 8.888823993036433e-05
Position 648: 7.763000668604211e-05
Position 272: 7.708940169597574e-05
Position 1626: 7.505992362887969e-05
Position 4719: 7.501228748144588e-05
Position 563: 7.294999427788882e-05
Position 1530: 6.963657731550367e-05
Position 596: 6.933247730915416e-05
Position 3526: 6.877861631938042e-05
Position 1987: 6.0388716926178754e-05
Position 893: 5.771461570762291e-05
Position 369: 5.6532916711178735e-05
Position 2444: 3.8827141758132406e-05
Position 2376: 2.8796647463633282e-05
Position 1757: 2.489657142761358e-05
Position 1764: 2.1643303797139303e-05
Position 1533: 2.06522816595637e-05
Position 1915: 2.016836830145093e-05
Position 745: 1.6387777154562272e-05
Position 524: 1.6165646935628835e-05
Position 2196: 1.53270757687978e-05
Position 814: 1.4868143696378917e-05
Position 873: 1.468040795940358e-05
Position 961: 1.2733191349571008e-05
Position 1117: 1.2409465365397457e-05
Position 947: 1.2132699704153792e-05
Position 2193: 6.231092478236955e-06
Position 1419: 5.665636984501712e-06
Position 251: 5.561437744938129e-06
Position 1467: 5.2603954410378865e-06
Position 2217: 4.389535268173651e-06
Position 225: 3.0035949247448348e-06
Position 1233: 2.401673346203719e-06
Position 618: 2.391065135358367e-06
Position 222: 1.855331668624162e-06
Position 170: 1.7281605289890687e-06
Position 2038: 1.4410534849749767e-06
Position 404: 1.067238575498855e-06
Position 476: 8.703506587105054e-07
Position 689: 8.405347162992407e-07
Position 418: 6.129406003095903e-07
Position 1585: 5.536326779484708e-07
Position 382: 5.35370512615723e-07
Position 1120: 4.518144025001441e-07
Position 656: 4.086933950220249e-07
Position 527: 3.8725103748162683e-07
Position 698: 1.969347464571513e-07
Position 935: 8.788946253321545e-08
Position 920: 7.383719076770633e-08
Position 235: 3.553843635104311e-08
Position 232: 2.722293112323151e-08
Position 1311: 1.1188307647187697e-08
Position 622: 4.274595295403823e-09
Position 432: 2.171340298670883e-09
Position 416: 1.860264737905146e-09
Position 580: 1.6210864466973951e-09
Position 682: 1.3432682304852347e-09
Position 539: 1.187658497684671e-09
Position 398: 8.900373594585034e-10
Position 752: 5.575292889699721e-10
Position 886: 2.786640636596069e-10
Position 174: 1.8801728024421585e-11
Position 193: 1.5324527484897154e-11
Position 108: 3.763994197608427e-12
Position 338: 3.231090360505008e-12
