Gene = EDARADD
Position 26191: 0.11849066653659565
Position 13673: 0.11091526800057641
Position 12171: 0.08809605726349595
Position 19779: 0.08328058521654105
Position 17101: 0.0818375209946803
Position 23696: 0.07824992720147972
Position 3623: 0.07521531464822709
Position 674: 0.06063113800410175
Position 16243: 0.05739495546381786
Position 19077: 0.05224825661949768
Position 15832: 0.05184029571344955
Position 21191: 0.049706525427801525
Position 7097: 0.04161780613952868
Position 1244: 0.04021063419083701
Position 21898: 0.03898017837844441
Position 20777: 0.03688455008569409
Position 28508: 0.029051046449622232
Position 18297: 0.026384501177641826
Position 11717: 0.02636058221178801
Position 16399: 0.025452552632046883
Position 22585: 0.02476156771974543
Position 4719: 0.02237421736899986
Position 18030: 0.019626625718708043
Position 14898: 0.016132649230959525
Position 21841: 0.015769273464224833
Position 1305: 0.015503230787176229
Position 19691: 0.014599612218847485
Position 12487: 0.013262182415823913
Position 19546: 0.012825007306152976
Position 2529: 0.012156023775221162
Position 11987: 0.010827059982685332
Position 10970: 0.010528857543306
Position 7483: 0.010393621496715544
Position 453: 0.010185065969253946
Position 21779: 0.00990311260542442
Position 18283: 0.008630683069357506
Position 18048: 0.008157601748828576
Position 18320: 0.00787460706306635
Position 7538: 0.007853719807801484
Position 23294: 0.007631807436876534
Position 9513: 0.007342779029942363
Position 3663: 0.007342697636191115
Position 7170: 0.0070399929025858395
Position 3562: 0.006909468817008002
Position 17284: 0.0066231545134567815
Position 17896: 0.006252916550206602
Position 10927: 0.00594723830123262
Position 19609: 0.004910897200288585
Position 15079: 0.004781768264183088
Position 1151: 0.004689601275549558
Position 3346: 0.0038214634053151076
Position 13535: 0.003709464802076644
Position 10041: 0.0036790010566430556
Position 18475: 0.003517522399842485
Position 7044: 0.003390879895897884
Position 1261: 0.0032278584451117297
Position 22360: 0.0032147182663744556
Position 2433: 0.002899568241284036
Position 2588: 0.0028211013341363756
Position 9404: 0.0027016880560289027
Position 380: 0.0026927415920911316
Position 3697: 0.0026376758852740987
Position 18227: 0.002463443963456539
Position 4455: 0.0023313316389836926
Position 12447: 0.0022018169005490335
Position 586: 0.0021761198142568237
Position 16510: 0.0021709559180776764
Position 7143: 0.002156540785504963
Position 7301: 0.0020507477935295415
Position 18072: 0.0020107085905177475
Position 21082: 0.0016342424957331903
Position 20728: 0.0015846359466937237
Position 15179: 0.001546456083528259
Position 2488: 0.0015288298929262197
Position 17760: 0.001474199435426948
Position 20196: 0.0014291219693412607
Position 1057: 0.001420500769580096
Position 3626: 0.0013793271283719397
Position 22314: 0.001367066829338439
Position 4334: 0.001292819818454664
Position 16788: 0.0012219724992246714
Position 997: 0.0012151417204287814
Position 13945: 0.0011865167418447261
Position 16214: 0.0011683088040608987
Position 4549: 0.0010726735019195512
Position 624: 0.0010721886839179676
Position 2300: 0.0010291534499623856
Position 16192: 0.001004112978224256
Position 945: 0.0008931156516663771
Position 12790: 0.0008842359974029025
Position 16823: 0.0008666695798844157
Position 18635: 0.0008537664310716269
Position 16576: 0.0008409278756527569
Position 17195: 0.0008071196352743553
Position 17174: 0.0007946565479013522
Position 7108: 0.0007364365129819358
Position 2328: 0.0007308477726117232
Position 928: 0.0007290328248174539
Position 965: 0.0006955154721321552
Position 563: 0.0006785211573349119
Position 753: 0.0006638216785494769
Position 538: 0.0006555862148046276
Position 15304: 0.0006551259789067916
Position 7204: 0.0006413593641530921
Position 7013: 0.0006065375891387791
Position 3265: 0.000586429063868751
Position 4305: 0.0005729021251990526
Position 3380: 0.0005588501296769645
Position 4585: 0.0004389852658079333
Position 4641: 0.0004162250040387672
Position 909: 0.0003691981672263759
Position 17728: 0.00034415363818093554
Position 726: 0.00030709948565662225
Position 1148: 0.0002779194449486123
Position 13042: 0.0002720792266547327
Position 15378: 0.0002432254602455521
Position 13018: 0.00024070071023944971
Position 4029: 0.00022967250945699926
Position 384: 0.0002233290771439491
Position 976: 0.00021688418808734673
Position 1314: 0.0001964512551623282
Position 2220: 0.00018728173006267912
Position 16039: 0.00018581646624640484
Position 688: 0.0001737042213393999
Position 2085: 0.00017312285025637795
Position 15097: 0.00015088121605937846
Position 15328: 0.0001501277802983362
Position 5789: 0.0001320814919086036
Position 15470: 0.00011798309318011616
Position 1226: 0.00011120298798580471
Position 1602: 0.0001007238552240032
Position 1104: 0.00010025992612666161
Position 1382: 9.031245555509014e-05
Position 897: 8.315591630137976e-05
Position 797: 8.100331013258648e-05
Position 2303: 7.966089975944493e-05
Position 2039: 6.783007430578259e-05
Position 137: 5.994257640983101e-05
Position 2250: 5.85061899129839e-05
Position 8702: 5.2602622575621165e-05
Position 15521: 5.1351302141603895e-05
Position 2172: 5.0277943892693295e-05
Position 3185: 4.011283290879041e-05
Position 13110: 3.917716884900213e-05
Position 5499: 3.907805382820058e-05
Position 14496: 3.4714010392444846e-05
Position 4928: 3.107656984131901e-05
Position 2140: 2.722989744202592e-05
Position 3194: 2.2436295977019372e-05
Position 3348: 2.2069561557417034e-05
Position 3199: 2.1236591822678275e-05
Position 1985: 2.0698396890134626e-05
Position 3409: 2.0496619408063945e-05
Position 1654: 1.9720316876529198e-05
Position 817: 1.780626059046031e-05
Position 852: 1.7274259635156684e-05
Position 1524: 1.6991668076860072e-05
Position 1100: 1.524556185586061e-05
Position 600: 1.210349923395356e-05
Position 3682: 1.2089352979315828e-05
Position 629: 1.0988275805345802e-05
Position 177: 1.0692628163697936e-05
Position 4730: 1.0218975399042739e-05
Position 4624: 9.898209704887828e-06
Position 914: 8.989882929032336e-06
Position 2532: 8.716618307744674e-06
Position 4080: 8.526182153568788e-06
Position 1876: 7.793588549380953e-06
Position 4948: 7.655493146897692e-06
Position 8343: 6.896804305703109e-06
Position 1556: 6.894787948439954e-06
Position 1122: 5.9331297271582765e-06
Position 6321: 5.877615967337163e-06
Position 7130: 4.220862506697082e-06
Position 488: 4.157854840242536e-06
Position 7728: 4.043375878607737e-06
Position 5946: 3.799728538506008e-06
Position 3248: 3.7877624171654805e-06
Position 3155: 3.6578760342305487e-06
Position 697: 3.4838341556912732e-06
Position 8698: 3.2330385516695173e-06
Position 712: 2.8810117922648876e-06
Position 6112: 2.6581807601215326e-06
Position 5419: 2.420291448599211e-06
Position 3172: 2.3861791012270523e-06
Position 954: 2.2705082092636324e-06
Position 5090: 2.180700088377441e-06
Position 6670: 2.099781499560309e-06
Position 8722: 2.097922665193538e-06
Position 8397: 2.0611380469191046e-06
Position 3162: 1.974300436031462e-06
Position 626: 1.8651433142895349e-06
Position 611: 1.8238460689731162e-06
Position 759: 1.8022435019812038e-06
Position 4924: 1.7766549288560636e-06
Position 386: 1.5520070351556403e-06
Position 2407: 1.4759422000378282e-06
Position 777: 1.3928999313278484e-06
Position 471: 1.2995268039445008e-06
Position 1112: 1.1226981856197377e-06
Position 2259: 1.070898236670588e-06
Position 2056: 1.0664654341321762e-06
Position 2608: 1.041481921160801e-06
Position 5459: 9.42492196943304e-07
Position 1621: 9.321531997982679e-07
Position 139: 9.17845126824387e-07
Position 1561: 8.917032073983543e-07
Position 4202: 8.183046399232186e-07
Position 1172: 7.569019560334137e-07
Position 2317: 7.373717795574288e-07
Position 477: 6.914802314333817e-07
Position 1500: 6.48121860133884e-07
Position 1496: 6.312396497707254e-07
Position 5093: 5.896682089074437e-07
Position 190: 4.810731311104938e-07
Position 602: 4.11250718497597e-07
Position 4280: 3.2303470489924265e-07
Position 3867: 3.067603139089318e-07
Position 2692: 2.9777716678458994e-07
Position 772: 2.926779273649992e-07
Position 822: 2.12865785575062e-07
Position 736: 1.5306836369751742e-07
Position 2786: 1.5227338562565474e-07
Position 390: 1.514696967445946e-07
Position 146: 9.632759744951687e-08
Position 1719: 7.619380380382864e-08
Position 868: 5.9188763141990875e-08
Position 411: 5.081053975271257e-08
Position 857: 4.3181792963742436e-08
Position 833: 3.820401564714285e-08
Position 263: 2.9981822951295364e-08
Position 399: 2.291644619313349e-08
Position 876: 2.0256466302663635e-08
Position 730: 1.642153148212333e-08
Position 872: 1.155405426482166e-08
Position 149: 1.055850238089749e-08
Position 4582: 1.0482671429589776e-08
Position 1127: 7.374627276616324e-09
Position 3773: 1.1134376199433487e-09
Position 1531: 5.900873645016103e-10
Position 224: 2.7530033206006684e-10
Position 761: 4.908430217397983e-11
Position 1933: 4.703235267901977e-11
Position 1186: 4.241444744808863e-11
Position 83: 2.1884751389507934e-11
Position 401: 2.083641873780037e-11
Position 838: 1.1913520736050752e-12
Position 636: 9.354867663771315e-13
Position 209: 1.8582650403858138e-13
Position 91: 5.4223380073803294e-14
Position 226: 2.3447227263577148e-14
Position 1388: 4.018164603210311e-15
Position 1463: 3.1789840946422594e-15
