Gene = HMP19
Position 21328: 0.0018504552476112145
Position 1771: 0.001787822855490755
Position 32212: 0.0015756482149903977
Position 19319: 0.0015726531621371716
Position 23088: 0.0009917328940532055
Position 18741: 0.000905655924392383
Position 20419: 0.0008514368917921112
Position 20423: 0.0008433915731049396
Position 19235: 0.0008425713876795683
Position 1203: 0.0008374830040086704
Position 378: 0.0008039205419197808
Position 358: 0.000755880635041014
Position 638: 0.0006862168200639839
Position 18793: 0.0006813504782923831
Position 788: 0.0006112878654847982
Position 24725: 0.0006069880007506828
Position 1146: 0.000500514589821812
Position 26973: 0.0004835360290151361
Position 2597: 0.00042090108683555616
Position 1043: 0.0003502189574318539
Position 428: 0.00034888827257122205
Position 931: 0.00030183970997673797
Position 23476: 0.0002883130103588686
Position 24561: 0.00022324957770459962
Position 1876: 0.00021107120609918686
Position 7: 0.00019713863012451905
Position 20401: 0.00015512707024962558
Position 758: 0.00014827394483618152
Position 1168: 0.00014778324313800907
Position 1607: 0.00012694695379598646
Position 25429: 0.00012090443557008019
Position 1102: 0.00011644507658792674
Position 25741: 0.00011205558382447008
Position 19542: 0.00010443533879170251
Position 2423: 9.884642877872773e-05
Position 24878: 9.141759746927879e-05
Position 2238: 9.082013342802584e-05
Position 363: 8.399943535239329e-05
Position 659: 7.611442732616142e-05
Position 2930: 7.051739936816339e-05
Position 612: 6.167744539554659e-05
Position 24178: 5.84857373758387e-05
Position 1155: 5.745291259439353e-05
Position 1850: 4.681040769328021e-05
Position 1548: 4.40419487680656e-05
Position 4152: 3.51252614383201e-05
Position 2800: 3.2392497590996867e-05
Position 2142: 3.191559425119821e-05
Position 2124: 2.9657968767466906e-05
Position 3435: 2.6499774713856724e-05
Position 3033: 2.61499190255201e-05
Position 875: 2.2973766194777974e-05
Position 2477: 1.9052144844136884e-05
Position 230: 1.8841732365215898e-05
Position 1130: 1.6357269208220924e-05
Position 630: 1.5341893378991628e-05
Position 869: 1.5185543331030767e-05
Position 1053: 1.5179532059996167e-05
Position 2758: 1.4571230691375582e-05
Position 20656: 1.294321250362276e-05
Position 865: 1.26633298721374e-05
Position 980: 1.06414204279069e-05
Position 580: 8.991085703741266e-06
Position 810: 8.109090750426689e-06
Position 720: 8.10631708825634e-06
Position 1035: 6.57494472785202e-06
Position 956: 5.599948544200324e-06
Position 1748: 3.2462531618900673e-06
Position 1816: 2.418502863057948e-06
Position 1573: 2.372346452608305e-06
Position 1570: 1.950306052661181e-06
Position 1802: 1.900310432445833e-06
Position 9: 5.567873197603755e-07
Position 361: 1.2884792931212664e-07
Position 24300: 8.611316465096496e-08
Position 134: 5.862434219765328e-08
Position 24226: 5.3190326473894744e-08
Position 444: 1.9742738733710298e-08
Position 318: 1.8103781931503362e-08
Position 313: 1.339316797096478e-08
Position 435: 3.388166099540115e-09
Position 18688: 2.7469425824180515e-09
Position 584: 9.626901093450576e-10
Position 254: 8.500183580767022e-10
Position 19: 6.5016607183588e-10
Position 326: 1.0668102688399383e-10
Position 1412: 5.4089291910653026e-11
Position 668: 1.2970346834509481e-12
Position 182: 1.2928575945369436e-13
Position 830: 9.226973874697015e-14
Position 832: 4.9094673304945505e-14
Position 652: 1.1787143584252664e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 18627: 0.9999999979737857
Position 24125: 0.9438011696892842
Position 16586: 0.7672190428059749
Position 20599: 0.6793966407374534
Position 1129: 0.5978358470579201
Position 37823: 0.41296812881672257
Position 37514: 0.4101726641095995
Position 35990: 0.38453160998334307
Position 1456: 0.19510813611271283
Position 22052: 0.13258001487375443
Position 676: 0.12703370954108334
Position 23087: 0.09200372459766963
Position 32126: 0.08894717947893119
Position 596: 0.08866549719911485
Position 22012: 0.06413456503649535
Position 24724: 0.05805913527945655
Position 1308: 0.05246185521567982
Position 20567: 0.052404505387229156
Position 31665: 0.04829857925022696
Position 23140: 0.04671266581998337
Position 1415: 0.042316338675832885
Position 32053: 0.04131184171880088
Position 23193: 0.03553687509545517
Position 1533: 0.03199363789084962
Position 26698: 0.031561303148690434
Position 32359: 0.029367465964701453
Position 20613: 0.02898956009723902
Position 19020: 0.027150277388584866
Position 24066: 0.025010868203201527
Position 22495: 0.024280747233880896
Position 22077: 0.021363654800215254
Position 23246: 0.021189884123316776
Position 1544: 0.0189450138758955
Position 34983: 0.017363908994138217
Position 2683: 0.015673317573940505
Position 26339: 0.015586719018964862
Position 20490: 0.012245706647789642
Position 20618: 0.012164120167013293
Position 23034: 0.011781799991921112
Position 20542: 0.011453837963877831
Position 1109: 0.011345575872167904
Position 7120: 0.011050600195828937
Position 444: 0.010377357851632532
Position 1074: 0.009970468123884895
Position 21143: 0.009689485848753591
Position 22090: 0.009550709643589731
Position 23211: 0.008995578301045318
Position 21578: 0.00897959984416653
Position 23158: 0.00874311672862802
Position 21575: 0.008691252883677324
Position 4490: 0.008185698804771059
Position 3899: 0.00799783132524572
Position 2333: 0.007765803580283772
Position 9165: 0.00755418275617234
Position 31968: 0.0073047165969291825
Position 21506: 0.0069223550359283695
Position 143: 0.006532106058124475
Position 6395: 0.0064320135857021945
Position 1428: 0.0062585071388156594
Position 22998: 0.006134607799860293
Position 21140: 0.005996685133490686
Position 23105: 0.005979832198689765
Position 1315: 0.005824622954752518
Position 1331: 0.005390033657271203
Position 874: 0.005384497135902671
Position 29009: 0.005238842615501088
Position 26640: 0.0050318065466534575
Position 993: 0.004961666853695998
Position 21711: 0.004905195947113881
Position 1748: 0.004882890038175501
Position 1625: 0.0045797162551010255
Position 3950: 0.004285223929347293
Position 22782: 0.004131205231595411
Position 31853: 0.0037617955170948644
Position 25636: 0.003753181328147923
Position 103: 0.0035042874095593877
Position 930: 0.00320422618804519
Position 29165: 0.0031841396812613684
Position 23264: 0.002878779679800414
Position 21102: 0.002717816666144299
Position 1706: 0.0026858507845074807
Position 23753: 0.00267717796118888
Position 4206: 0.0025580842433188537
Position 21938: 0.0024282803172561928
Position 22222: 0.0023435004485551475
Position 23654: 0.002273330643704608
Position 4258: 0.002237503041967614
Position 22388: 0.0021976321793606753
Position 28897: 0.002156184017113484
Position 28112: 0.002137408180144735
Position 19195: 0.0020545373602450998
Position 1143: 0.0020501746160633983
Position 18846: 0.0019188982654991939
Position 20202: 0.0018506798764596052
Position 26932: 0.001779974338216343
Position 30777: 0.0017456377764783302
Position 953: 0.0016808568861332396
Position 25268: 0.0016748764636761013
Position 636: 0.0016294950956740944
Position 26411: 0.0015931314422684523
Position 26787: 0.0015533576627617
Position 28487: 0.0014537360163686796
Position 22981: 0.00145062323761369
Position 106: 0.0014123369489832671
Position 2845: 0.0013393048056091444
Position 23604: 0.0011917320650815283
Position 24674: 0.0011281083863334037
Position 21912: 0.0010840218350097548
Position 22731: 0.0010767600169739305
Position 19059: 0.0010689040424201504
Position 28330: 0.0010550414876258731
Position 407: 0.0010540610639234351
Position 19161: 0.0009496406640544509
Position 25018: 0.0009221095750496648
Position 21862: 0.0008792789107977514
Position 1262: 0.0008642096929548171
Position 956: 0.0008578368790995857
Position 2799: 0.0008406079218442392
Position 4151: 0.0008383463630502453
Position 22191: 0.0007337793909192033
Position 28842: 0.000664650898018697
Position 338: 0.0006471587710070396
Position 30756: 0.0006111431809918072
Position 1606: 0.0005685965490403506
Position 19215: 0.0005625280561840277
Position 27965: 0.00055582077466514
Position 18821: 0.0005519233646306648
Position 1275: 0.0005491897754955125
Position 22056: 0.0005415401887858893
Position 1247: 0.0005360140390570168
Position 521: 0.0005227692179969116
Position 2646: 0.0005188648171449073
Position 22579: 0.0005103076442087392
Position 4553: 0.0005028769801483575
Position 18899: 0.0004802107957822373
Position 31614: 0.0004437579003427638
Position 25151: 0.00043444063057231547
Position 335: 0.0003775851194270689
Position 1756: 0.00036646980906659683
Position 28589: 0.0003590390938942639
Position 24494: 0.00032776887797016655
Position 24767: 0.00030381498728380003
Position 20946: 0.00029542961054347303
Position 25120: 0.00029420206893707683
Position 25614: 0.00029155117126429433
Position 27916: 0.00027007789563807
Position 2757: 0.00022676339618236274
Position 20473: 0.00022563379977323184
Position 24468: 0.00022505327122884972
Position 26375: 0.0002238976227679291
Position 25206: 0.00021639366166077896
Position 1849: 0.00020856395238403957
Position 28454: 0.00020278755651853
Position 2378: 0.0001964462952147974
Position 25061: 0.0001891170489671157
Position 19040: 0.000185079110130736
Position 28088: 0.00017454361438846544
Position 1018: 0.0001665104308178196
Position 25825: 0.00016530230280675196
Position 20735: 0.00013525356259680492
Position 21684: 0.0001333046322405595
Position 25041: 0.00012882260760048
Position 18793: 0.00012601519975068075
Position 18854: 0.0001161632485163211
Position 1815: 0.00011259550035828221
Position 24612: 0.00010929867224416612
Position 26610: 0.0001053902988940072
Position 19476: 9.176201540539276e-05
Position 552: 8.08917634103006e-05
Position 24560: 7.923247778218335e-05
Position 117: 7.35668418203319e-05
Position 24226: 7.125063823559814e-05
Position 1139: 6.892960897654701e-05
Position 24294: 6.848594453016397e-05
Position 24082: 6.813474339185249e-05
Position 25374: 6.714198312717442e-05
Position 2189: 6.182715917325176e-05
Position 25344: 6.181413726309629e-05
Position 880: 5.805656491797779e-05
Position 1177: 5.1917435442721056e-05
Position 20665: 5.091625425541679e-05
Position 21750: 4.9610939890151e-05
Position 1920: 4.89287088409488e-05
Position 21655: 4.867260882908863e-05
Position 25398: 4.778400052020037e-05
Position 1280: 3.918546609019207e-05
Position 18834: 3.915815802005987e-05
Position 2444: 3.78915332091584e-05
Position 1944: 3.284607396825657e-05
Position 20697: 3.066592927591592e-05
Position 20470: 2.9976806643151802e-05
Position 24354: 2.9565095361219097e-05
Position 24368: 2.9428475413329052e-05
Position 22476: 2.6452328187480867e-05
Position 20770: 2.411314029973975e-05
Position 3240: 2.3742958788411472e-05
Position 1160: 2.246953876702171e-05
Position 4311: 2.235131975949395e-05
Position 1220: 2.142136079483802e-05
Position 1150: 1.8445609624171365e-05
Position 18789: 1.7654928305254224e-05
Position 1053: 1.703739854647786e-05
Position 21079: 1.6653342042129833e-05
Position 19401: 1.5953464659803775e-05
Position 235: 1.370481936619402e-05
Position 1203: 1.2628989658382639e-05
Position 706: 1.2131263414933855e-05
Position 748: 1.1833073817772114e-05
Position 1569: 8.02070970455665e-06
Position 1343: 7.944089686332832e-06
Position 2449: 7.933720041613458e-06
Position 1340: 7.748669416769097e-06
Position 2618: 7.551873028904603e-06
Position 152: 6.913760361809672e-06
Position 19929: 6.7675870000802696e-06
Position 908: 6.218274649672159e-06
Position 20917: 5.736147296768977e-06
Position 1184: 5.153222676614376e-06
Position 24546: 4.275868363755767e-06
Position 1168: 3.4010856932771856e-06
Position 3128: 2.7568159254453603e-06
Position 1631: 2.685360493703433e-06
Position 417: 2.3838645189460583e-06
Position 558: 2.3516626135201753e-06
Position 1208: 2.271382089341133e-06
Position 530: 1.9856636668590833e-06
Position 999: 1.16719146547437e-06
Position 1509: 1.028589406341127e-06
Position 230: 9.62757594784583e-07
Position 128: 8.313554993799241e-07
Position 1983: 7.595865562783911e-07
Position 20792: 7.57135230442731e-07
Position 1026: 7.520322295055595e-07
Position 21055: 3.9866761310993803e-07
Position 649: 3.6318882722957133e-07
Position 1688: 2.1174154126847447e-07
Position 1579: 2.031706669107662e-07
Position 711: 1.6689472233459195e-07
Position 1040: 1.4193996407788464e-07
Position 166: 1.3575252540593893e-07
Position 1468: 1.2106973843164242e-07
Position 389: 1.8060185346481226e-08
Position 2709: 1.2332873183638177e-08
Position 350: 8.73238117497613e-09
Position 170: 6.300188344570112e-09
Position 824: 4.262941783143675e-09
Position 163: 3.713191185968476e-09
Position 769: 3.2593965455832235e-09
Position 569: 3.090987077182215e-09
Position 358: 1.798727522156893e-09
Position 384: 1.4325129705556551e-09
Position 565: 1.3627263664588694e-09
Position 368: 7.181726390214259e-10
Position 345: 6.103664483387936e-10
Position 718: 3.580193336384357e-10
Position 240: 1.7965217232753804e-10
Position 347: 1.1125740066502076e-10
Position 69: 3.606389991279144e-11
Position 788: 1.2073816660672856e-11
Position 72: 8.822909997424004e-12
Position 247: 7.269564419056232e-12
Position 244: 2.9923991398940214e-12
Position 727: 2.0783464045175113e-20
