Gene = ERRFI1
Position 5798: 0.038350707979293526
Position 13098: 0.03573016655353916
Position 12161: 0.03238550638608681
Position 12367: 0.03228815463190248
Position 868: 0.03215899858264167
Position 4889: 0.029212398180241805
Position 12432: 0.026200906464312643
Position 12355: 0.02549753670293612
Position 710: 0.02508489879852645
Position 4866: 0.024927818600899012
Position 6017: 0.022763659199678356
Position 13846: 0.021135535813760244
Position 5925: 0.02105876110667936
Position 14215: 0.01853815963569703
Position 3213: 0.018018039675984504
Position 2373: 0.016290031064403552
Position 10206: 0.01309983513518369
Position 14154: 0.010436910152232477
Position 3230: 0.00945466930066635
Position 5967: 0.0077120011046782075
Position 4778: 0.006830840655271338
Position 11169: 0.006592803871116365
Position 4344: 0.006461632676679892
Position 12521: 0.006189823112466093
Position 2214: 0.005962057140577637
Position 10907: 0.005915365114345727
Position 4234: 0.005888571395944505
Position 6024: 0.005729010424230373
Position 796: 0.005424771214710209
Position 11437: 0.004707070889691594
Position 3053: 0.004591874323322509
Position 1862: 0.004547273350766688
Position 10981: 0.004399793263359777
Position 13231: 0.0036901513988071262
Position 12211: 0.0036564605105276586
Position 12409: 0.00360836446452495
Position 769: 0.0035678109882088358
Position 1117: 0.003504708754438862
Position 355: 0.0034654159677772463
Position 14234: 0.0030979029142364006
Position 10904: 0.0028877642044603667
Position 4193: 0.0026956773508467723
Position 11119: 0.002476473101913004
Position 14429: 0.002472030981529245
Position 12584: 0.002459505583198821
Position 10514: 0.002390637190062843
Position 14360: 0.0023162406995025867
Position 3406: 0.0022713623062395752
Position 5100: 0.002252083170025692
Position 658: 0.002074789318777628
Position 2466: 0.0019810454430732043
Position 3085: 0.0019038189536700382
Position 388: 0.0018899454076059267
Position 4380: 0.0014407582364643872
Position 12008: 0.0013776795914583737
Position 4275: 0.0012851449478212336
Position 2005: 0.0012580121640483662
Position 1008: 0.0012331281840073222
Position 14104: 0.0012204356701794893
Position 1683: 0.0012195032521762096
Position 5497: 0.0009130854587024381
Position 4755: 0.0009065088810026585
Position 1062: 0.0008717244976899857
Position 12190: 0.0008442231458859583
Position 1041: 0.0008421826927374437
Position 512: 0.0008369972713763719
Position 993: 0.0008360041286958084
Position 3136: 0.0008264567621800812
Position 10418: 0.0008197069696113598
Position 3252: 0.0006350782614015669
Position 11093: 0.0005950536089286528
Position 2404: 0.000489422339113085
Position 3264: 0.0004849581054939719
Position 11465: 0.00047961738625808004
Position 3237: 0.0004770998605523751
Position 576: 0.00044800493768426823
Position 9834: 0.00042957225320001773
Position 1083: 0.00040750226923790775
Position 2298: 0.0004069296197104025
Position 2165: 0.00040512646879922536
Position 6236: 0.0003711119426134462
Position 4486: 0.00034796294146322823
Position 8062: 0.0003017657122036737
Position 526: 0.0002915065638898038
Position 5352: 0.0002792688929111137
Position 1280: 0.0002666525931196104
Position 7885: 0.00022949614247978818
Position 3351: 0.00021815474766861135
Position 1202: 0.00020481974094370634
Position 2433: 0.0001861204559955379
Position 3951: 0.00018324917614663454
Position 2984: 0.0001785230187203892
Position 11328: 0.0001753949634308152
Position 1090: 0.0001675855030369624
Position 9909: 0.00015888389301110884
Position 1656: 0.00014567861013555503
Position 8986: 0.00014134332526070486
Position 7616: 0.00013968901583847417
Position 8796: 0.0001218356030648574
Position 1804: 0.00011049286285676919
Position 1788: 0.00010512733966541691
Position 1444: 9.778969512270525e-05
Position 2094: 8.632690017367905e-05
Position 8534: 7.547530285352385e-05
Position 5632: 7.248120977316093e-05
Position 7785: 7.219072219171103e-05
Position 5444: 6.814804297492875e-05
Position 6239: 6.71584255647172e-05
Position 1574: 6.389676362948862e-05
Position 2146: 5.68000588040402e-05
Position 3581: 5.522956199680105e-05
Position 6814: 5.025530998239066e-05
Position 7765: 4.6237087996075166e-05
Position 3624: 4.4201798228697136e-05
Position 2638: 4.39503558102282e-05
Position 6753: 4.2482988901237533e-05
Position 1653: 4.1724419385312064e-05
Position 8043: 3.738949272706626e-05
Position 7551: 3.183414157149741e-05
Position 3611: 3.1771782805692214e-05
Position 2284: 2.8728068907428788e-05
Position 4683: 2.7658470588848697e-05
Position 2763: 2.6215006332375727e-05
Position 6578: 2.4205326795894107e-05
Position 6325: 1.85667289736581e-05
Position 2224: 1.744282971689256e-05
Position 3190: 1.728220939757722e-05
Position 1142: 1.5483970241385332e-05
Position 4282: 1.4185810019045835e-05
Position 5178: 1.2940477019134235e-05
Position 2036: 1.2300358911200042e-05
Position 890: 1.1446483276416327e-05
Position 5375: 1.119022391469877e-05
Position 1739: 1.0829244352653245e-05
Position 1138: 7.767873493279319e-06
Position 840: 7.732224098032647e-06
Position 412: 6.749207642281698e-06
Position 2612: 5.8771438719401604e-06
Position 256: 5.819677215855799e-06
Position 3915: 5.813316761083483e-06
Position 2780: 5.336910106591049e-06
Position 2693: 4.794092359658119e-06
Position 238: 4.6672576182197e-06
Position 1185: 4.637583855438217e-06
Position 3644: 4.632698556547336e-06
Position 2488: 3.082081127088762e-06
Position 1125: 2.4743712776393043e-06
Position 942: 2.314222700922632e-06
Position 1491: 1.6997510932537609e-06
Position 1418: 1.6863599387400097e-06
Position 490: 1.680023633819109e-06
Position 1816: 1.160102859954063e-06
Position 1052: 1.8651328629675164e-07
Position 1559: 1.3383587412763323e-07
Position 2741: 1.0960927811425102e-07
Position 1868: 1.0308632694912946e-07
Position 899: 1.0087468453246128e-07
Position 300: 9.478288225634614e-08
Position 2103: 3.304273567133789e-08
Position 314: 3.0579915434476606e-08
Position 722: 2.8728910033946205e-08
Position 2267: 2.5903052411654095e-08
Position 320: 2.329092564599535e-08
Position 1581: 2.139791916016554e-08
Position 1659: 1.8647245457577164e-08
Position 4024: 1.5600906289652874e-08
Position 209: 1.3944630679661788e-08
Position 1224: 1.2373170809509e-08
Position 365: 1.1420535383511888e-08
Position 1165: 1.1199046265558196e-08
Position 1156: 7.95898834173335e-09
Position 1765: 7.911812462387626e-09
Position 1844: 7.754680341297721e-09
Position 529: 7.478893912081262e-09
Position 561: 7.348662115225625e-09
Position 363: 6.7104303353794115e-09
Position 1624: 6.4785234294643595e-09
Position 1612: 5.743279879094277e-09
Position 1563: 5.170726769820659e-09
Position 1206: 1.0841461436941632e-09
Position 820: 8.88595067699875e-10
Position 271: 3.8944570679585303e-10
Position 318: 2.949216760900928e-10
Position 1167: 2.933640235578545e-10
Position 1235: 2.77385405179984e-10
Position 547: 2.1423973796243294e-10
Position 554: 1.9630990542259531e-10
Position 282: 1.2941422746710541e-10
Position 609: 5.427567781976121e-11
Position 97: 3.2154676760564305e-11
Position 79: 2.90935441405321e-11
Position 155: 2.2607084304500845e-11
Position 193: 1.5365560897684273e-11
Position 1871: 3.393266022795925e-12
Position 172: 1.1456451673018841e-12
Position 93: 6.167069609043765e-13
Position 134: 7.616379819814323e-14
Position 119: 4.8603496532320055e-14
Position 183: 3.371005967672053e-14
