Gene = TCEANC2
Position 480: 0.0003126105445007603
Position 3300: 0.00024037300162608135
Position 7786: 0.00023778533326267049
Position 63: 0.0002304618182801903
Position 5695: 0.0002211398587198928
Position 4095: 0.00022026251223964633
Position 5831: 0.00021148832140764536
Position 802: 0.00019130462553877513
Position 355: 0.00019043273605213838
Position 986: 0.00015480840931842205
Position 207: 0.00014834200449260674
Position 230: 0.00010723470644280989
Position 4509: 0.0001045790135574632
Position 240: 8.160776090035964e-05
Position 406: 6.871351298504297e-05
Position 403: 6.455617548596725e-05
Position 1747: 6.438289576415708e-05
Position 1504: 6.360243102603755e-05
Position 336: 5.797833339882811e-05
Position 1205: 4.2292570400467034e-05
Position 314: 4.0267696798595534e-05
Position 1147: 3.420927590234347e-05
Position 605: 3.3229849648142976e-05
Position 1736: 3.188493638016967e-05
Position 584: 2.8190210993759522e-05
Position 1268: 2.2477835135992243e-05
Position 526: 1.968017214605827e-05
Position 180: 1.96595590955838e-05
Position 1198: 1.9650442951378637e-05
Position 1201: 1.368810795854573e-05
Position 67: 1.2742577216647532e-05
Position 1124: 1.0445601270208594e-05
Position 2540: 8.69296874841882e-06
Position 546: 8.545416710798613e-06
Position 115: 8.04375780703116e-06
Position 392: 7.709115039866534e-06
Position 977: 5.350991685144016e-06
Position 953: 5.141921831945929e-06
Position 2022: 4.919649946367611e-06
Position 1168: 4.283733052923798e-06
Position 1220: 3.452724854965002e-06
Position 348: 3.3179819443349308e-06
Position 1214: 2.9891701774844506e-06
Position 1136: 2.527485829615311e-06
Position 4581: 2.3087123727345076e-06
Position 28: 2.0997136768989985e-06
Position 72: 2.0143269541095888e-06
Position 1714: 1.8801040017120718e-06
Position 2062: 1.646971684284889e-06
Position 1315: 1.6034287611826633e-06
Position 1544: 1.3995911166077272e-06
Position 1628: 1.291141188778166e-06
Position 297: 1.1606785323213489e-06
Position 2097: 9.602602532730104e-07
Position 2313: 8.990544505907616e-07
Position 2207: 8.851741532616512e-07
Position 1149: 7.82172322227018e-07
Position 2493: 6.02692867002184e-07
Position 708: 4.826467262001762e-07
Position 2302: 4.795466968841292e-07
Position 417: 4.629873513950234e-07
Position 1077: 3.778187682683864e-07
Position 1250: 3.6978609348253036e-07
Position 2180: 3.061017845060518e-07
Position 1041: 6.7730627755350265e-09
Position 991: 3.1410662756869965e-09
Position 655: 5.788649700957261e-10
Position 177: 1.9650209224100074e-10
Position 1039: 8.056090264074132e-11
Position 710: 9.863005869265568e-12
Position 1180: 2.3414912349820746e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 779: 0.9712362754780621
Position 15154: 0.8558890290626195
Position 14730: 0.5948381878222668
Position 18820: 0.31657812894978116
Position 13266: 0.2511500498671262
Position 19389: 0.24626467078932646
Position 18235: 0.2167000735078278
Position 13222: 0.21407303369581346
Position 11419: 0.13720559764818407
Position 13608: 0.1352035372685231
Position 10472: 0.08389874988899204
Position 17902: 0.07164460917345072
Position 8023: 0.07102914006139646
Position 23716: 0.06306651828965086
Position 24309: 0.048003667121113376
Position 1903: 0.04621809753580726
Position 24261: 0.035357118457391826
Position 24052: 0.03493323141664772
Position 1927: 0.032907906369681626
Position 14951: 0.02551642865711132
Position 22096: 0.023124659072449698
Position 8808: 0.018308679821064003
Position 13190: 0.01813808238288965
Position 18144: 0.017799181994732568
Position 13713: 0.01703147735769997
Position 16206: 0.01460316752643258
Position 1979: 0.011116803411634912
Position 17064: 0.010447182682600722
Position 13059: 0.009486482072393903
Position 7241: 0.009258242050619458
Position 2143: 0.009029792621164368
Position 6071: 0.009001802242439095
Position 8487: 0.008918271091610851
Position 21495: 0.0085958926826601
Position 8755: 0.007604752526984086
Position 17870: 0.0071098231075251385
Position 22513: 0.006739192983668785
Position 18231: 0.006051536756683832
Position 2728: 0.005305576989075802
Position 10314: 0.004929522892330429
Position 15454: 0.004726419202828004
Position 5997: 0.00457140973343084
Position 15382: 0.004461717759945786
Position 17717: 0.00438519108421676
Position 850: 0.004349856112068292
Position 756: 0.004012799874924174
Position 9965: 0.0037582323811693077
Position 16378: 0.003470143622872825
Position 16259: 0.003374842341260058
Position 15420: 0.003191712269564763
Position 303: 0.003089714848397066
Position 16630: 0.00283082108274995
Position 10257: 0.0027640114228548395
Position 10056: 0.0026614117285043704
Position 18816: 0.0024811832165729016
Position 18651: 0.002262454319550932
Position 7225: 0.00221411330236353
Position 1957: 0.002086592756910669
Position 8599: 0.0019780434117187416
Position 5457: 0.0019715426246331926
Position 9928: 0.001937340640073234
Position 8442: 0.001924988191958755
Position 20042: 0.0018536409803254835
Position 6418: 0.001780016661106546
Position 2565: 0.001773747136108061
Position 19385: 0.0016284077756322855
Position 801: 0.0015147301925648574
Position 293: 0.0014879230777798348
Position 2448: 0.001459713998693443
Position 9940: 0.001228235973331769
Position 18840: 0.0012001213937397224
Position 1397: 0.0011801227243185487
Position 18673: 0.0010997213069694287
Position 15326: 0.0010935444368205915
Position 1074: 0.0010507809314081005
Position 18618: 0.0010278879797409387
Position 5974: 0.0009880359834342606
Position 8136: 0.0009424430171890177
Position 18255: 0.0009011241066082823
Position 6224: 0.0008535821420663369
Position 253: 0.0007868018258432523
Position 15543: 0.0007593675040515788
Position 16428: 0.0007184560643880208
Position 6264: 0.0006103829299124796
Position 8525: 0.000584640271585054
Position 1628: 0.0005758863843956524
Position 15534: 0.0005164946312286232
Position 3645: 0.00045910965913991374
Position 7015: 0.00042785799622492294
Position 6352: 0.0004074320205634527
Position 605: 0.00032364078355696886
Position 452: 0.00032115127474895106
Position 696: 0.00032105054793935505
Position 637: 0.00026030145298767916
Position 7658: 0.000244657392438752
Position 14078: 0.00023449234302692657
Position 2452: 0.0002326777960693549
Position 3192: 0.00022161550623518467
Position 670: 0.0002025689859539046
Position 738: 0.00019789845053192075
Position 11006: 0.00018101276035506112
Position 622: 0.0001797252600715863
Position 2016: 0.00016937476132135396
Position 2480: 0.0001683217808236582
Position 2362: 0.00014865689379940078
Position 745: 0.00014369152479993855
Position 3981: 0.0001413951081497282
Position 2021: 0.00013896081299363117
Position 792: 0.0001389236646566554
Position 3774: 0.0001273627922103014
Position 2387: 0.00011830029422850596
Position 1401: 0.00011166109972734917
Position 369: 9.229944566433256e-05
Position 2511: 6.54746034289873e-05
Position 1039: 6.344697966347257e-05
Position 4646: 6.199828735456816e-05
Position 4974: 5.839986332563167e-05
Position 2527: 5.167346825386449e-05
Position 12238: 5.1605437067344466e-05
Position 3957: 5.0803893450537615e-05
Position 2503: 4.557225547823452e-05
Position 3090: 4.310554385229621e-05
Position 4345: 3.6717821620602765e-05
Position 5733: 3.584634220043025e-05
Position 290: 3.042549573088773e-05
Position 3665: 2.9382998550897267e-05
Position 5786: 2.804550341557519e-05
Position 4214: 2.544398778068811e-05
Position 9829: 2.5290820513502618e-05
Position 1310: 2.522874636646333e-05
Position 9353: 2.510714448869696e-05
Position 1547: 2.4124471977399707e-05
Position 4057: 2.4011209150003503e-05
Position 5436: 2.1943819808211513e-05
Position 10252: 2.167299984437641e-05
Position 4264: 1.9972269499759912e-05
Position 9608: 1.9829297932050266e-05
Position 5396: 1.970415144169964e-05
Position 3986: 1.884636132067521e-05
Position 1544: 1.6561054041018903e-05
Position 542: 1.6041431742943162e-05
Position 7984: 1.584720474774254e-05
Position 4408: 1.535323503574294e-05
Position 255: 1.4932207661978795e-05
Position 4387: 1.3303591796685783e-05
Position 4367: 1.3284564988139544e-05
Position 5000: 1.3052354217568303e-05
Position 8416: 9.396447343360096e-06
Position 344: 9.022488775991658e-06
Position 4877: 8.577826408775204e-06
Position 8140: 8.393638973795752e-06
Position 1929: 8.286039913876385e-06
Position 5515: 7.703906198989319e-06
Position 4696: 7.0099866761140235e-06
Position 4508: 6.808354342828049e-06
Position 5082: 6.43116040409187e-06
Position 1421: 5.593104337295377e-06
Position 5576: 5.349922926668836e-06
Position 805: 5.3241516344116795e-06
Position 2299: 5.101158014671492e-06
Position 323: 4.522306122204398e-06
Position 580: 4.381152903716942e-06
Position 2630: 4.270040012487744e-06
Position 1573: 3.833139582557175e-06
Position 4172: 3.3170654093727493e-06
Position 262: 3.030318003770144e-06
Position 5027: 2.706045001801858e-06
Position 6171: 2.652345713591416e-06
Position 1265: 2.6049344482420653e-06
Position 5459: 2.287726193097383e-06
Position 3500: 2.2240820855475858e-06
Position 1642: 2.194235376209588e-06
Position 492: 2.1896881411025084e-06
Position 1155: 2.1799335753574327e-06
Position 3900: 2.1718238824391825e-06
Position 5101: 2.1518675479706263e-06
Position 2241: 2.1508550924805626e-06
Position 2907: 2.1048108395421906e-06
Position 923: 2.066080185798055e-06
Position 5596: 1.9244345017693035e-06
Position 890: 1.8969197960939292e-06
Position 3780: 1.8802304591807025e-06
Position 1201: 1.8295177860567967e-06
Position 639: 1.6396275683624384e-06
Position 4702: 1.598844843042114e-06
Position 336: 1.5944116728756956e-06
Position 223: 1.5477695077057663e-06
Position 272: 1.5469219268697168e-06
Position 4145: 1.395415051423253e-06
Position 2987: 1.2778747168764365e-06
Position 1662: 1.2066190171835936e-06
Position 1703: 1.1983261268925035e-06
Position 2910: 1.1954508548355337e-06
Position 3800: 1.1846653793940824e-06
Position 472: 1.1793340485026392e-06
Position 1823: 1.1662618317135997e-06
Position 564: 1.1659715533794506e-06
Position 1325: 1.1347174871618315e-06
Position 857: 1.1245219639420795e-06
Position 470: 1.072145981632722e-06
Position 3776: 1.040095083898725e-06
Position 3962: 8.72981337060209e-07
Position 2493: 7.402442234852279e-07
Position 3001: 7.019278033831511e-07
Position 2345: 6.609130579535053e-07
Position 220: 6.467999133831496e-07
Position 560: 5.90607977957377e-07
Position 1333: 5.796640659226364e-07
Position 2248: 5.77257167364435e-07
Position 2637: 5.526422752738408e-07
Position 2324: 5.219911284777074e-07
Position 2220: 5.142143764956182e-07
Position 2734: 4.950908935148975e-07
Position 1001: 4.6299488827793146e-07
Position 2590: 4.026337471347822e-07
Position 2539: 3.945569803921631e-07
Position 479: 3.760445272017929e-07
Position 862: 3.193284790006114e-07
Position 587: 3.013751786070035e-07
Position 1495: 2.3805092642401796e-07
Position 1549: 2.3733868852303814e-07
Position 207: 6.71318626850116e-08
Position 173: 6.547021706364931e-08
Position 3159: 4.2623720957808255e-08
Position 876: 4.204947088954853e-09
Position 811: 3.4368236848098158e-09
Position 698: 3.4068609459262515e-09
Position 902: 3.2052264813942433e-09
Position 544: 2.926753894700622e-09
Position 869: 1.1733693863304806e-09
Position 1082: 1.0191462562630702e-09
Position 872: 9.702778050024498e-10
Position 1162: 8.321519748872401e-10
Position 899: 1.6571549653242013e-10
Position 885: 1.1657317862623544e-10
Position 411: 3.7793475322975164e-13
Position 136: 2.367373135729579e-13
Position 133: 2.1117878441979283e-13
Position 399: 1.379307683712352e-13
Position 413: 8.421933049261688e-14
Position 143: 4.097049812278023e-14
Position 425: 1.1743304842442504e-16
Position 115: 7.014939096441839e-17
Position 108: 5.214598389427361e-19
Position 100: 4.906160735490458e-19
Position 122: 3.6752290629447233e-19
