Gene = MROH9
Position 1439: 0.0008083534947571834
Position 151: 0.0007853799825638845
Position 9570: 0.0007555445829255688
Position 2726: 0.0007490119825779653
Position 5689: 0.000701942587283096
Position 5288: 0.000650856727356008
Position 964: 0.0006273298059833399
Position 6170: 0.000596656238787312
Position 11471: 0.0005705155977257557
Position 2676: 0.0005485472939044291
Position 2946: 0.0005253891235793035
Position 4825: 0.0005252258647389718
Position 6622: 0.0004756091165814892
Position 194: 0.0003971240729492148
Position 2973: 0.0003966300350495296
Position 3170: 0.0003353315845067165
Position 723: 0.0003234759452447586
Position 10254: 0.0003182963945347093
Position 663: 0.0003014606042518472
Position 3873: 0.00028921628331814343
Position 2574: 0.0002728908913780427
Position 8693: 0.0002629890361958385
Position 3135: 0.000259705069120564
Position 5911: 0.000256936305812537
Position 4383: 0.0002463189518277027
Position 5885: 0.00024219838014243468
Position 8550: 0.0001997702521588699
Position 5575: 0.00019269380947969263
Position 3098: 0.00018422167100267306
Position 2999: 0.00018132620366487792
Position 3086: 0.0001801833215012408
Position 5175: 0.00017712448189174978
Position 5192: 0.00016203196593251622
Position 8123: 0.0001482725141519044
Position 719: 0.00014627308475491865
Position 1725: 0.0001448091646574756
Position 3161: 0.0001347411060539404
Position 9313: 0.00013160016550239646
Position 5251: 0.0001246359419966617
Position 1260: 0.00012199945823964777
Position 685: 0.00012140022510664048
Position 1202: 0.00011662585934270813
Position 2681: 0.0001043813316805885
Position 2473: 9.848019589509239e-05
Position 222: 9.815915934733712e-05
Position 1476: 9.308335304730969e-05
Position 2711: 9.137308584126835e-05
Position 4422: 9.026357108597488e-05
Position 3622: 8.613855032550173e-05
Position 8217: 7.741654891188104e-05
Position 2205: 7.59029015366457e-05
Position 941: 7.572332698035801e-05
Position 3989: 6.925628815780936e-05
Position 3173: 6.843785845488164e-05
Position 8171: 6.672703647540818e-05
Position 6376: 6.598114793182982e-05
Position 4101: 6.36745226224294e-05
Position 5500: 5.929227070519785e-05
Position 2180: 5.4820155741718825e-05
Position 3686: 5.456097153789179e-05
Position 1487: 5.2613429759081816e-05
Position 3261: 5.155683452375196e-05
Position 7353: 5.0202700268378466e-05
Position 1008: 4.93010349510312e-05
Position 157: 4.69602833303743e-05
Position 3513: 4.3980397867262034e-05
Position 5533: 4.1301470813816966e-05
Position 3147: 3.81986760225216e-05
Position 4674: 3.797614539988305e-05
Position 2630: 3.786976708700403e-05
Position 4309: 3.504324119046585e-05
Position 2040: 3.491979856125741e-05
Position 174: 2.9588289802619184e-05
Position 5451: 2.9300927220105506e-05
Position 5652: 2.9145861969206227e-05
Position 1034: 2.892733555265793e-05
Position 3701: 2.6829951303631813e-05
Position 4714: 2.6263311761508495e-05
Position 352: 2.5987058106772724e-05
Position 2552: 2.5727593237170338e-05
Position 3557: 2.442696404974031e-05
Position 2183: 2.323664051872277e-05
Position 2357: 2.159026023424439e-05
Position 3810: 2.1072608698122828e-05
Position 3029: 2.0131053574444486e-05
Position 2555: 1.9676699042227125e-05
Position 3554: 1.9668669024469686e-05
Position 3480: 1.9531940931422e-05
Position 1951: 1.7989585853929324e-05
Position 5814: 1.7435020215430087e-05
Position 4601: 1.729888155586314e-05
Position 5634: 1.6005829161814248e-05
Position 524: 1.5073304801349832e-05
Position 3941: 1.4534059739783814e-05
Position 4324: 1.3254765335148118e-05
Position 2891: 1.3085622458105178e-05
Position 4801: 1.2801160649168933e-05
Position 924: 1.1602622527663069e-05
Position 2842: 1.1447982986157274e-05
Position 3772: 1.1070659009089031e-05
Position 2633: 1.087286045847853e-05
Position 4494: 1.039724169477078e-05
Position 2342: 1.0137587707933187e-05
Position 1821: 1.0086116204737906e-05
Position 1975: 9.824823076014797e-06
Position 1463: 9.716613025101593e-06
Position 4455: 9.5815951700442e-06
Position 2910: 8.268143199695946e-06
Position 2900: 6.378221586039229e-06
Position 1857: 6.2257020834086e-06
Position 791: 5.927146304809845e-06
Position 2450: 5.265833689968085e-06
Position 1062: 5.0499337490939445e-06
Position 2022: 5.038064559422197e-06
Position 401: 5.015004105236693e-06
Position 2114: 3.708622871805417e-06
Position 2396: 3.499079872616813e-06
Position 1903: 3.3603275806177576e-06
Position 1136: 3.2660800347668894e-06
Position 1292: 3.2442631373069927e-06
Position 596: 2.6840143233050674e-06
Position 848: 2.4425297972622883e-06
Position 688: 2.0258547791614694e-06
Position 748: 1.8489430030910108e-06
Position 725: 1.825230178875079e-06
Position 2584: 1.0201500279264557e-06
Position 2860: 8.770401598176386e-07
Position 437: 7.623675902386888e-07
Position 360: 4.4455965453521393e-07
Position 320: 3.6092118862146786e-07
Position 2260: 2.901401072978e-07
Position 2639: 2.0783170656421044e-07
Position 448: 1.004978851832707e-07
Position 4862: 8.141757328231629e-08
Position 2274: 6.38427253928934e-08
Position 2597: 4.2907862669910746e-08
Position 538: 4.0395075675652294e-08
Position 4217: 3.994862626350575e-08
Position 2305: 2.767845915250473e-08
Position 2770: 2.7201876446629555e-08
Position 373: 2.4662018478482336e-08
Position 755: 3.673026947656917e-09
Position 252: 2.259023339644624e-09
Position 834: 1.7648085092031935e-09
Position 643: 1.6726403859569562e-09
Position 945: 1.5024734143779667e-09
Position 363: 1.492983720859465e-09
Position 853: 1.4650590303741908e-09
Position 395: 7.033539484639694e-10
Position 233: 6.269692493911156e-10
Position 257: 4.70490792091806e-10
Position 692: 4.262032429109785e-10
Position 731: 4.0849938760866413e-10
Position 276: 3.7476072658900416e-10
Position 369: 3.3763549645468507e-10
Position 614: 2.704601047307239e-10
Position 831: 2.278274374186545e-10
Position 803: 1.6864448923848033e-10
Position 408: 1.141352478066133e-10
Position 817: 1.1237000070650968e-10
Position 376: 1.0137321320436975e-10
Position 768: 9.73701577441787e-11
Position 266: 9.286867743756596e-11
Position 260: 5.875398239843125e-11
Position 99: 4.034981289160811e-11
Position 2361: 9.445593728918492e-12
Position 1222: 2.740434814678107e-12
Position 483: 2.1837241361476755e-12
Position 2185: 5.068224265949292e-13
