Gene = FKTN
Position 232: 7.114184041520001e-05
Position 608: 5.60539127050637e-05
Position 19410: 5.1351672816113895e-05
Position 3812: 4.651051081124973e-05
Position 5805: 4.3723946498131805e-05
Position 416: 4.3690694154293674e-05
Position 5774: 4.1752377091476306e-05
Position 19143: 4.072371241994645e-05
Position 17130: 4.008519968647942e-05
Position 1372: 3.9085491544963555e-05
Position 3741: 3.49690671133512e-05
Position 2198: 2.9105877852629073e-05
Position 17188: 2.7642365995089294e-05
Position 372: 2.2339960882404376e-05
Position 697: 2.0090724230204913e-05
Position 352: 1.6326512453217345e-05
Position 110: 1.4932932924408202e-05
Position 19351: 3.7434063073506544e-06
Position 229: 3.5228253308443218e-06
Position 1761: 1.5342773001161656e-06
Position 623: 1.2681870782394009e-06
Position 26: 1.0682216242730395e-06
Position 335: 6.211986967047761e-07
Position 338: 3.232663293758734e-07
Position 18159: 2.0785076583642764e-07
Position 399: 1.7562600366789292e-07
Position 2430: 1.7257592168624897e-07
Position 2145: 1.661333385835757e-07
Position 806: 8.922231494016673e-08
Position 251: 8.364653776881216e-08
Position 214: 4.7739801009967416e-08
Position 272: 4.306443973430067e-08
Position 837: 2.2211605005297808e-08
Position 3477: 1.3005179119106984e-08
Position 1039: 1.231946183517595e-08
Position 800: 1.031510036782005e-08
Position 274: 1.0147701065732334e-08
Position 1496: 2.0720676224895618e-09
Position 1601: 1.8166564640198066e-09
Position 355: 1.8138917029915158e-09
Position 1569: 1.655721096565313e-09
Position 385: 8.549979498054908e-10
Position 1053: 7.617771978670196e-10
Position 491: 5.362074486643414e-10
Position 496: 4.0282325210195544e-10
Position 574: 2.0001129609034882e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 12620: 0.9435650653703966
Position 16067: 0.9404323031549451
Position 22995: 0.8775199679568263
Position 16814: 0.8400402814976687
Position 38467: 0.8299013413967988
Position 39377: 0.24408098836599823
Position 18985: 0.2439222395351169
Position 14435: 0.13099114817726998
Position 12438: 0.12620819531864783
Position 16305: 0.10049782962191758
Position 3951: 0.09884606760818056
Position 22386: 0.0884091488601467
Position 12993: 0.08244669175527765
Position 6126: 0.07683579948513107
Position 20600: 0.07329513133890954
Position 15524: 0.06954384916087816
Position 3429: 0.06833917178398996
Position 16849: 0.06471502048568022
Position 16687: 0.06443619777489737
Position 16974: 0.06400058237367844
Position 19324: 0.05984563952352689
Position 22818: 0.05721309616557549
Position 16401: 0.05432644429867992
Position 19502: 0.04143303777176669
Position 5659: 0.04025695471931563
Position 852: 0.03982117962222723
Position 16359: 0.034499204310751555
Position 20537: 0.03111103632799868
Position 17406: 0.026921067087748274
Position 23512: 0.02673948098705064
Position 20643: 0.026530538182852993
Position 22108: 0.02619817348578986
Position 12937: 0.02619180577787953
Position 9645: 0.0258891171917369
Position 773: 0.025833145311667822
Position 14781: 0.024967617522020688
Position 11508: 0.024472715503771596
Position 19046: 0.024428123063170347
Position 23034: 0.023898214482002956
Position 9241: 0.020655718635571974
Position 371: 0.019322225442181554
Position 4997: 0.019149596860379973
Position 3924: 0.018675135064374834
Position 21892: 0.017236537845113604
Position 3239: 0.01676399893248541
Position 11760: 0.01564259009438141
Position 3994: 0.01373213452812563
Position 16761: 0.0134178059823563
Position 23241: 0.012891285303596485
Position 13677: 0.012828532132801631
Position 27388: 0.012511700399733148
Position 16468: 0.012067781850133588
Position 16446: 0.01176253943035152
Position 843: 0.01158060146945515
Position 10859: 0.011221263118348273
Position 304: 0.010477418470418099
Position 21174: 0.010250521280062964
Position 16495: 0.010247417048178964
Position 3969: 0.010150623930338663
Position 20380: 0.009763854681323394
Position 281: 0.009668274299821426
Position 14548: 0.008840812317593247
Position 559: 0.007853568371383887
Position 23866: 0.007186643636508942
Position 886: 0.007184519527280536
Position 11925: 0.006510409407579602
Position 399: 0.006449632826898776
Position 795: 0.006392527142955347
Position 889: 0.0062227349665361035
Position 21108: 0.006205537776100074
Position 7266: 0.006166894106977041
Position 882: 0.005998864436615573
Position 13782: 0.005841866632286008
Position 16243: 0.005794601576459488
Position 23833: 0.004983878925154218
Position 13547: 0.0047579377559095765
Position 22347: 0.004637290850468506
Position 21217: 0.004522496797129842
Position 19026: 0.004384054629012057
Position 20940: 0.004352703928614386
Position 25161: 0.0040436988664255226
Position 210: 0.0039064709644653205
Position 678: 0.0036211273860076304
Position 23256: 0.003207992895213748
Position 859: 0.0029411533461207264
Position 27525: 0.002921161201695622
Position 16431: 0.002798298664948258
Position 23399: 0.002635387806540825
Position 16456: 0.0026332120480379545
Position 24498: 0.0023468517984118675
Position 19721: 0.002216736204597549
Position 3836: 0.00215207873634852
Position 863: 0.0021102005500915257
Position 23441: 0.002106669427411565
Position 5599: 0.002082013715417393
Position 25880: 0.002046887459703199
Position 133: 0.0019598076170152085
Position 3462: 0.001825831702965566
Position 25449: 0.0017702552328070027
Position 17355: 0.001644173943892068
Position 491: 0.0016380395719951225
Position 25611: 0.0016130394433797324
Position 24847: 0.0013236688618876876
Position 17840: 0.001313477431244806
Position 251: 0.0012969376437371835
Position 3366: 0.001295387380900701
Position 24587: 0.001251242573289488
Position 17264: 0.0010997903174713728
Position 5344: 0.0010987549601344
Position 22088: 0.0010853932858678837
Position 18311: 0.0010594278022356043
Position 868: 0.0009050096277845995
Position 341: 0.0008188277574150266
Position 22667: 0.0008118347565890124
Position 23653: 0.0007888930090672785
Position 6105: 0.0007868192038194407
Position 24712: 0.0007547716744783945
Position 20807: 0.0007454781738846377
Position 4897: 0.0007444799487738884
Position 26893: 0.000683513382745597
Position 23948: 0.0006482223709295212
Position 1120: 0.0006387434855834309
Position 4027: 0.0006352204091361215
Position 3636: 0.0006293322570960438
Position 695: 0.0005832878722373914
Position 16692: 0.0005739085669167906
Position 19219: 0.0005409116356189384
Position 563: 0.0005377086332442925
Position 167: 0.0004800774180655845
Position 4051: 0.00047300163559361877
Position 24474: 0.00046793704596062287
Position 16607: 0.00042467354356496065
Position 24459: 0.00041357395821156216
Position 1986: 0.0003865929305990973
Position 20716: 0.000372827202974592
Position 800: 0.0003251787366862345
Position 235: 0.00030894217998809337
Position 18090: 0.00030771012101290466
Position 17816: 0.0003011031984976013
Position 338: 0.00029730472719479654
Position 25274: 0.00028793571124827844
Position 2054: 0.0002849400948545288
Position 2710: 0.0002356933552366537
Position 752: 0.00022037483810465264
Position 822: 0.00021351938778192136
Position 178: 0.00019677295951149853
Position 19171: 0.00018387518994614116
Position 1303: 0.0001743993704496295
Position 19798: 0.00017412129897166596
Position 22197: 0.000173411518844544
Position 5883: 0.00017034852508785974
Position 4540: 0.00015943797799448055
Position 17671: 0.0001495660085714102
Position 2039: 0.00013522735390489212
Position 540: 0.00013258373372317488
Position 1172: 0.00012557856567978694
Position 413: 0.00010679671186597873
Position 18068: 9.319251706800702e-05
Position 1675: 8.328265680090191e-05
Position 17441: 8.263670111772631e-05
Position 17715: 6.989460162088625e-05
Position 20271: 6.929949368664014e-05
Position 3317: 5.784084209336245e-05
Position 1989: 5.6036648409740414e-05
Position 1934: 5.290686202037296e-05
Position 1954: 5.013968470125134e-05
Position 19988: 4.704905384883352e-05
Position 23568: 4.639662509127917e-05
Position 16537: 4.575451082294929e-05
Position 1898: 3.895551766077906e-05
Position 1712: 3.863766358381326e-05
Position 2682: 3.513485399947726e-05
Position 3549: 3.225582554851737e-05
Position 18357: 2.944849484473731e-05
Position 1889: 2.9045704414362876e-05
Position 18062: 2.764264358582953e-05
Position 3030: 2.6962545699067274e-05
Position 18519: 2.4378269103997853e-05
Position 18206: 2.386939996891109e-05
Position 19292: 2.2955775205431483e-05
Position 3953: 2.0636190024402833e-05
Position 17129: 1.9635009202512796e-05
Position 1489: 1.859705522969938e-05
Position 893: 1.6477651273421943e-05
Position 164: 1.538671552467209e-05
Position 1487: 1.5115105434528441e-05
Position 2727: 1.4068627024571165e-05
Position 914: 1.2884148104895317e-05
Position 18693: 1.2350556402422024e-05
Position 1027: 1.014299896665325e-05
Position 18152: 9.361228965031041e-06
Position 574: 9.180374847340815e-06
Position 214: 9.054917193453303e-06
Position 500: 7.959550251331742e-06
Position 311: 7.335327742529256e-06
Position 350: 7.143554609633441e-06
Position 1440: 5.886690995548633e-06
Position 1877: 5.867474441972205e-06
Position 3929: 4.473078504560819e-06
Position 528: 4.293844113518193e-06
Position 926: 4.2749238293499824e-06
Position 521: 3.3194480499080757e-06
Position 1753: 1.6538994889551243e-06
Position 811: 1.5333864583166997e-06
Position 2107: 1.4901200937733543e-06
Position 2182: 1.3529788810037627e-06
Position 1137: 1.1661815143559813e-06
Position 465: 9.00094583485667e-07
Position 355: 7.404512014015249e-07
Position 406: 4.816204427603269e-07
Position 4570: 1.8287814139008394e-07
Position 2255: 1.327973683155523e-07
Position 2348: 1.11619402850112e-07
Position 184: 8.58575618550697e-08
Position 1842: 7.318716768450595e-08
Position 470: 7.058123333514337e-08
Position 809: 5.460762718668436e-08
Position 328: 5.0150363015972906e-08
Position 739: 4.773934726756065e-08
Position 318: 2.9305203100964906e-08
Position 222: 2.490159370097702e-08
Position 589: 2.302853788409771e-08
Position 608: 7.835834360494466e-09
Position 642: 4.964179239338527e-09
Position 759: 3.3973328984591346e-09
Position 1320: 2.4732653090781466e-09
Position 420: 1.503297510663247e-09
Position 1408: 1.2033520342594635e-09
Position 623: 8.83426758164932e-10
Position 618: 5.623667645691004e-10
Position 980: 5.071185940600432e-10
Position 1152: 4.002653119058826e-10
Position 984: 1.7630399134094535e-10
Position 990: 1.7155987837168916e-10
Position 674: 1.0046415514048409e-10
Position 1122: 9.880625116581958e-11
Position 91: 8.520770727514709e-11
Position 1092: 8.054405897963762e-11
