Gene = UTP11L
Position 1449: 0.001768041379669867
Position 714: 0.0016237063171637878
Position 2041: 0.001351950334278643
Position 3683: 0.0013408486141575542
Position 10888: 0.0013248498328494484
Position 3549: 0.001265792970315724
Position 8938: 0.0012051079281953816
Position 1762: 0.0011867218622843673
Position 2182: 0.0009259378201830258
Position 3411: 0.0008850178172067913
Position 428: 0.0008760275428568587
Position 3812: 0.0007798527333553246
Position 2608: 0.0007516982451362281
Position 147: 0.000694724950389266
Position 2961: 0.0006831898556630103
Position 414: 0.000670354534290742
Position 2482: 0.0006524381754593374
Position 1731: 0.0006019310557880594
Position 11288: 0.0005902272045253381
Position 537: 0.0005672331758013789
Position 1691: 0.0005185358351072
Position 760: 0.0005024385402673257
Position 4076: 0.0004963717643898693
Position 2891: 0.0004808691774223765
Position 5033: 0.00047642980960212053
Position 9583: 0.00046322103327927093
Position 10533: 0.0004538967779443939
Position 4253: 0.00045109615117727453
Position 534: 0.00043066356261009606
Position 2888: 0.00042319602032756437
Position 237: 0.0004185601728531077
Position 5306: 0.00041573129493995724
Position 6268: 0.00040191463542932153
Position 6293: 0.0003952970264930336
Position 7487: 0.00039347040047876575
Position 331: 0.0003672544021115034
Position 1887: 0.0003535309564900933
Position 223: 0.000343896203080829
Position 752: 0.0003303169060990412
Position 8763: 0.00031919666382792926
Position 209: 0.00030305345969924163
Position 4223: 0.00029966925144441777
Position 398: 0.0002446555146276556
Position 1253: 0.0002425106669890712
Position 10128: 0.0002321773842371096
Position 1705: 0.00020361167521908122
Position 1947: 0.0002029854202019287
Position 7642: 0.00020128888449202117
Position 2833: 0.0001970911510751472
Position 3485: 0.0001814005692516432
Position 6236: 0.00018006108813222534
Position 218: 0.0001770455344978008
Position 1859: 0.00015691726064852014
Position 9273: 0.00014361267819165411
Position 3754: 0.0001357256962317997
Position 1068: 0.00013510993622480513
Position 3972: 0.00011114839111147783
Position 6228: 0.00011052040285067119
Position 10274: 0.00010913500902093618
Position 5424: 0.0001075274104061553
Position 595: 0.00010683194016143043
Position 574: 9.795323920787663e-05
Position 5430: 9.577328558944018e-05
Position 7182: 9.012270432353216e-05
Position 11058: 8.306387608943329e-05
Position 407: 6.69585219096769e-05
Position 198: 5.41720843719778e-05
Position 677: 5.0995468724579436e-05
Position 1616: 4.843210558424532e-05
Position 571: 4.7805749298356144e-05
Position 667: 4.744687901840656e-05
Position 4250: 4.6782832877483866e-05
Position 3756: 4.668531805650488e-05
Position 90: 4.5970008863380484e-05
Position 7169: 4.032379321676027e-05
Position 1527: 3.973590367171548e-05
Position 4056: 3.8688977767575957e-05
Position 5291: 3.834060622339116e-05
Position 10974: 3.366110945385141e-05
Position 5997: 2.9843143474356573e-05
Position 746: 2.630218194056754e-05
Position 5194: 2.5708882652141953e-05
Position 5218: 2.4422304697896665e-05
Position 5293: 2.409044705747157e-05
Position 5137: 2.354072245182423e-05
Position 6420: 1.970886498660794e-05
Position 5869: 1.791176607836379e-05
Position 10122: 1.5548551854947543e-05
Position 53: 8.924543791016124e-06
Position 6202: 8.492310907714046e-06
Position 5758: 8.351034147202327e-06
Position 5821: 6.912890854570672e-06
Position 2467: 6.364898543535265e-06
Position 167: 5.632847193165698e-06
Position 5903: 4.1867510795972205e-06
Position 5977: 3.2185490960734365e-06
Position 3829: 3.1031225036316757e-06
Position 14: 2.226671092408848e-06
Position 159: 2.1833202753147764e-06
Position 482: 2.1542007984673155e-06
Position 380: 1.433280342826848e-06
Position 10890: 1.0058507130371543e-06
Position 378: 8.553927704753461e-07
Position 247: 3.1838315747116455e-07
Position 307: 3.1319405851064463e-07
Position 946: 2.2047503555920638e-07
Position 189: 1.7953953789922478e-07
Position 6609: 1.2192133343873664e-07
Position 291: 9.114790796039725e-08
Position 304: 7.010684272065503e-08
Position 281: 4.589971022985219e-08
Position 169: 4.342540131740724e-08
Position 402: 3.302134901089244e-08
Position 6021: 7.702926447620685e-09
Position 262: 1.3131049747561272e-11
Position 27: 8.87745365275004e-12
Position 744: 2.2423253260092467e-12
Position 721: 1.4638989852588015e-12
Position 625: 1.1381275776979155e-12
Position 313: 4.113414231155542e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 5721: 0.987583275364118
Position 9956: 0.9809834099245675
Position 4925: 0.9698887546433188
Position 3616: 0.8928464707757183
Position 10802: 0.8559844713452157
Position 6316: 0.6912583837993044
Position 6510: 0.39752124924623206
Position 319: 0.3146232306037134
Position 11125: 0.2974013054722934
Position 5146: 0.2108917625866133
Position 11674: 0.18284971999841929
Position 9393: 0.1474347436487298
Position 3383: 0.11430221180945606
Position 10192: 0.103390986712163
Position 6276: 0.09758274896496139
Position 1401: 0.07304560967834589
Position 7386: 0.07207334693521947
Position 9655: 0.07006446953828978
Position 3917: 0.06403505236067795
Position 652: 0.05961578316721645
Position 6361: 0.05811434566687681
Position 6473: 0.05702930160373176
Position 4002: 0.04485336404208032
Position 10592: 0.03850681956004982
Position 5373: 0.03489925186750451
Position 10172: 0.03177723811541514
Position 6251: 0.02245655354249777
Position 9430: 0.021899263136896392
Position 6926: 0.02004090280113282
Position 6546: 0.01821855368897216
Position 610: 0.015744892180334466
Position 11626: 0.014687643421334318
Position 10601: 0.01432143427552603
Position 5349: 0.013345441092118129
Position 1473: 0.013261332983390743
Position 6109: 0.01111499541884617
Position 11121: 0.011065454628397746
Position 4167: 0.00965565715364639
Position 3132: 0.009530852525683621
Position 2805: 0.009106487678336246
Position 4007: 0.009034043266691421
Position 11698: 0.007746601204743408
Position 10229: 0.007044654256431546
Position 10358: 0.006351304304399942
Position 7276: 0.006050292523959391
Position 11422: 0.005581310683387944
Position 5692: 0.005346666045127455
Position 10627: 0.0052427684881571944
Position 6518: 0.0050046148329294105
Position 11280: 0.004641095557220076
Position 5187: 0.00463413755515038
Position 11140: 0.004327539396231202
Position 6279: 0.003865996440958712
Position 4204: 0.003811673658960355
Position 1470: 0.003680605816193647
Position 3094: 0.003566253580006797
Position 7005: 0.003426769942695625
Position 7253: 0.003378489215573789
Position 7100: 0.003074811871793083
Position 10127: 0.00298251864702507
Position 10941: 0.002829351977953224
Position 6952: 0.0028040152603643047
Position 1446: 0.0028009211676750124
Position 1530: 0.002762527316608472
Position 1366: 0.002713797122416249
Position 1493: 0.0025198070826891027
Position 5742: 0.0024770951221110356
Position 9651: 0.002322362989919912
Position 1638: 0.0022698809698926325
Position 10401: 0.0022609438329820692
Position 8177: 0.002183524990245145
Position 1017: 0.0021292859951849287
Position 6483: 0.002079849222566173
Position 11473: 0.0020694483585250805
Position 6764: 0.002008842860986142
Position 3856: 0.001986023513240277
Position 1440: 0.0019202098477539946
Position 7084: 0.0018846172422264916
Position 10661: 0.0018834240467860753
Position 9528: 0.0018590707006954893
Position 11359: 0.0018564434361084783
Position 10139: 0.0018122871519851346
Position 8200: 0.0017527884546246894
Position 4697: 0.0016807657715540432
Position 494: 0.0016306952362179189
Position 1418: 0.0015840044455630387
Position 4945: 0.0015047682176193876
Position 5648: 0.0014734328790373958
Position 993: 0.0014207756843242297
Position 7545: 0.0012717064938377023
Position 5510: 0.0012489019688453659
Position 8802: 0.0012051079281953812
Position 6977: 0.001172692464146061
Position 6492: 0.0011700746720628226
Position 3932: 0.0011612198164948518
Position 10001: 0.0010966073702878601
Position 1920: 0.00108487398360425
Position 425: 0.0010813648015794203
Position 3059: 0.0010701541083373654
Position 6191: 0.0010511281349660678
Position 10868: 0.0010464184720640625
Position 5160: 0.0009627700476725623
Position 3546: 0.000959810191174156
Position 1940: 0.000891192346091323
Position 5592: 0.0008900189761258957
Position 11306: 0.0008549587726690354
Position 2301: 0.0008116807466725162
Position 6577: 0.0007911568915241501
Position 4712: 0.0007307117370425769
Position 3075: 0.0007084928096721802
Position 3283: 0.0006845358977380239
Position 3882: 0.0006722758111646421
Position 1308: 0.0006711949912173447
Position 6786: 0.0006690445060796218
Position 5960: 0.000666904663460222
Position 1718: 0.0006550058250217993
Position 5513: 0.000652691813049426
Position 2945: 0.0006462749206551689
Position 9309: 0.0005924210775891326
Position 10490: 0.0005476351027120731
Position 1236: 0.0005326791429263531
Position 5430: 0.0005157431981105436
Position 11632: 0.0005150627839673455
Position 3860: 0.0005147824599849405
Position 7404: 0.0005014812481903506
Position 7382: 0.0004916045186993763
Position 4676: 0.0004779942337239539
Position 11680: 0.00043532770832244253
Position 11521: 0.000408675238393813
Position 2086: 0.0003945194281532649
Position 4035: 0.00038396012664527947
Position 2464: 0.0003597158324523157
Position 6013: 0.0003563018315425274
Position 2993: 0.0003490958013902076
Position 378: 0.00033942996743272863
Position 8633: 0.0003191966638279293
Position 6198: 0.0003190393162608632
Position 10198: 0.0003161643689193801
Position 4831: 0.0002999803337359146
Position 1429: 0.00029829905776406515
Position 6406: 0.00028864766006515217
Position 3049: 0.000278446564593286
Position 11084: 0.0002561885460574123
Position 371: 0.0002454979246630861
Position 583: 0.00023962961608614756
Position 10896: 0.00023168909650530544
Position 1536: 0.00022865493826029578
Position 5244: 0.00020668295144202222
Position 7332: 0.0002045119873403739
Position 325: 0.00019375734288493092
Position 2891: 0.0001914553433635283
Position 6427: 0.00018421206399919232
Position 6052: 0.00018346197736441707
Position 2515: 0.00017868970852082694
Position 3016: 0.0001736636767294434
Position 6558: 0.0001649878860969972
Position 1157: 0.00016448009755686902
Position 4971: 0.00015892138526581623
Position 1154: 0.0001564979756225768
Position 10211: 0.00015038292444351922
Position 4246: 0.00014646175690833223
Position 1761: 0.00014635845145111404
Position 9077: 0.00014361267819165411
Position 5192: 0.0001277245093956509
Position 223: 0.00012753481352906085
Position 4516: 0.00012199596650397257
Position 5539: 9.989974719563501e-05
Position 2874: 9.895532265386096e-05
Position 6122: 7.758966762056717e-05
Position 3454: 7.100266931304866e-05
Position 5728: 6.7752402887547e-05
Position 1456: 6.665956819661861e-05
Position 2325: 6.04003060929092e-05
Position 1916: 5.965428381493484e-05
Position 5168: 5.6119776886750267e-05
Position 1067: 5.243317026731981e-05
Position 1250: 5.153652327640238e-05
Position 5963: 4.9753063041949824e-05
Position 11435: 4.876894350578255e-05
Position 528: 4.8566528906327015e-05
Position 967: 4.6202022788090455e-05
Position 1552: 4.4673679707815684e-05
Position 5606: 4.40847836336236e-05
Position 3432: 4.2606310063245056e-05
Position 5751: 4.087178951736388e-05
Position 5447: 3.9054259616572085e-05
Position 11851: 3.782982468771192e-05
Position 6293: 3.438835797306893e-05
Position 5189: 3.3875403627663e-05
Position 4726: 3.234086323862626e-05
Position 6565: 3.078305727627784e-05
Position 6583: 3.0517122417675277e-05
Position 10851: 2.8126100091244576e-05
Position 6338: 2.3963224634224044e-05
Position 6327: 2.2603007509549176e-05
Position 5745: 2.1228564225080984e-05
Position 6928: 1.8693371443998537e-05
Position 6768: 1.7240786299996804e-05
Position 395: 1.656745975304439e-05
Position 6373: 1.4065314285174623e-05
Position 5767: 1.399701350217116e-05
Position 3112: 1.1920989193140644e-05
Position 6009: 1.1881969854084497e-05
Position 7075: 1.187015108712753e-05
Position 6019: 1.0923707958750527e-05
Position 6367: 1.0795168670648714e-05
Position 7089: 1.0372559293299558e-05
Position 834: 9.140359884458914e-06
Position 9718: 9.101553444835455e-06
Position 407: 8.850860028061947e-06
Position 870: 8.260565344977493e-06
Position 428: 8.21045888538163e-06
Position 6843: 8.173112996592451e-06
Position 6144: 7.781832143207908e-06
Position 2714: 6.913757213362335e-06
Position 5903: 6.589374831703828e-06
Position 5996: 6.098378520328815e-06
Position 6297: 5.485522874486282e-06
Position 1549: 5.109980309872765e-06
Position 433: 4.5804732926402355e-06
Position 5968: 4.198155195708049e-06
Position 6904: 4.1063047549778725e-06
Position 999: 3.877848775122524e-06
Position 6440: 3.857270689749301e-06
Position 6151: 3.7972330653946397e-06
Position 878: 2.9638463420313445e-06
Position 530: 2.8842212572241107e-06
Position 3579: 2.881718756569543e-06
Position 10144: 2.7756046136679336e-06
Position 3347: 2.6931732590807273e-06
Position 689: 2.6552060932132333e-06
Position 328: 2.572059766281986e-06
Position 7124: 2.076884428919566e-06
Position 9779: 1.7900423975598674e-06
Position 4990: 1.7578801872008562e-06
Position 5565: 1.648566820848782e-06
Position 5028: 1.5279419279022194e-06
Position 5249: 1.4546978251770156e-06
Position 5235: 1.3520131139752085e-06
Position 946: 1.154257356522602e-06
Position 6202: 1.1441829505749102e-06
Position 755: 9.766657371637681e-07
Position 7195: 9.68660462359833e-07
Position 838: 8.322301239261349e-07
Position 6453: 8.258106176962965e-07
Position 291: 7.215844569692835e-07
Position 438: 6.877158410601917e-07
Position 657: 6.391127751551888e-07
Position 10151: 6.003171567849234e-07
Position 6130: 5.410070473099707e-07
Position 672: 5.07297923358361e-07
Position 449: 4.542175930374414e-07
Position 1314: 4.481781874983523e-07
Position 1619: 4.3758756513840566e-07
Position 276: 2.7414335989724707e-07
Position 1174: 2.503711559642861e-07
Position 8110: 2.272168704966687e-07
Position 1159: 2.2609417248531973e-07
Position 702: 1.9746359612321083e-07
Position 5980: 1.851256010649248e-07
Position 391: 1.49715167641538e-07
Position 2112: 9.842561357915089e-08
Position 6860: 7.754302926342229e-08
Position 6588: 5.6563601730691686e-08
Position 296: 3.5875128387234826e-08
Position 6884: 3.514067052485249e-08
Position 1183: 2.5476071559229124e-08
Position 2543: 1.4725400533609041e-08
Position 6410: 1.0491693824230452e-08
Position 708: 3.748832707459226e-09
Position 666: 3.5808173863579058e-09
Position 807: 3.55666399827392e-09
Position 6599: 3.228593353828774e-09
Position 440: 2.1300870011338383e-09
Position 5298: 2.431097972325628e-10
Position 81: 4.303199926793127e-11
Position 712: 4.014199629360359e-12
Position 137: 1.0363431151425343e-12
Position 147: 8.720486582445207e-14
Position 110: 7.926838110144144e-14
Position 99: 6.754346434892828e-14
Position 90: 5.3044428315225e-14
Position 123: 4.747626745066737e-15
Position 119: 8.084135488371449e-16
Position 127: 1.786743757619043e-16
Position 112: 1.8550999227171515e-17
Position 114: 1.1787242975957884e-17
