Gene = SLF1
Position 17425: 0.003066522414343001
Position 4723: 0.0030206363642514937
Position 18774: 0.0029129396291100486
Position 18088: 0.002880379861174172
Position 12565: 0.0027538802513217484
Position 20158: 0.0027262521290654985
Position 17304: 0.0026025733517240496
Position 15683: 0.002599755663709037
Position 12487: 0.0025650477100166796
Position 13065: 0.0024584864414094205
Position 11701: 0.0023693546734672374
Position 343: 0.002261547167025097
Position 16679: 0.0021067058730067003
Position 10712: 0.0019705031193787085
Position 3437: 0.0018578046150940638
Position 12329: 0.001806085994266817
Position 2818: 0.001746998148495931
Position 14053: 0.0017074421248740171
Position 1197: 0.0016078367763265274
Position 1743: 0.0016065500305960758
Position 3158: 0.0015839865778847016
Position 14398: 0.001568007158035603
Position 14114: 0.0015631992723798844
Position 16347: 0.001524628679839029
Position 1723: 0.0013804683603702052
Position 13822: 0.001358953147825565
Position 301: 0.0013581192362927665
Position 18184: 0.0013359100366875233
Position 13116: 0.0013301625323665423
Position 14374: 0.0013167092267366105
Position 17123: 0.0012643631396515615
Position 346: 0.0011146527311283838
Position 17135: 0.0010739243524493227
Position 16565: 0.0009765527136915177
Position 1128: 0.0009146715648753103
Position 395: 0.0009094806143654081
Position 12910: 0.0008798298766180167
Position 15594: 0.0008645625898695953
Position 11179: 0.0008300876405564532
Position 17079: 0.0008085513741353643
Position 12160: 0.0007785857138605254
Position 3307: 0.0007493497642123867
Position 19445: 0.0007244084346337454
Position 15981: 0.0006764125645242151
Position 14875: 0.0006675692518987242
Position 13792: 0.0005748859062137387
Position 13196: 0.0005381252227209348
Position 583: 0.0005274027519255402
Position 11020: 0.0005258488153405156
Position 934: 0.0005088494154329581
Position 14188: 0.000493862610229602
Position 10330: 0.00048341353050546196
Position 11871: 0.0004794980439982113
Position 12951: 0.0004631602865647425
Position 1035: 0.00045488542942002496
Position 2903: 0.0004375669096445052
Position 13182: 0.0004163584008617129
Position 11549: 0.00039938691550739364
Position 13770: 0.0003902556655950607
Position 14264: 0.00031826988916902263
Position 13235: 0.00030761567692470164
Position 17781: 0.00029925754963004063
Position 16031: 0.0002910943806508617
Position 12694: 0.00028849634618716065
Position 937: 0.00027730375401289646
Position 14603: 0.000247910445869016
Position 14525: 0.0002461145542921736
Position 13011: 0.00024080610326152372
Position 522: 0.0002267099968137467
Position 1427: 0.00022239880314944626
Position 517: 0.00021986119737149414
Position 11930: 0.00021566717524333182
Position 2983: 0.0002091925762008195
Position 13238: 0.0001919063055570684
Position 3323: 0.0001881223043506838
Position 13312: 0.00016923797236863915
Position 359: 0.00016324628880608994
Position 993: 0.00013837986262299528
Position 593: 0.00012484548939304345
Position 11832: 0.0001185018243177868
Position 2745: 0.0001170934729706108
Position 11065: 0.00011574530204073004
Position 12651: 0.00010730673577890832
Position 15165: 0.0001052412986807299
Position 1562: 0.00010040046217992853
Position 13519: 9.697621599558905e-05
Position 13767: 9.272147642016392e-05
Position 1650: 9.152870052087888e-05
Position 767: 8.763950570073455e-05
Position 700: 8.67082741029419e-05
Position 13201: 8.353546652745926e-05
Position 14667: 7.50020040942909e-05
Position 1407: 7.366017395655266e-05
Position 13085: 7.352317052451269e-05
Position 2980: 7.320592743717125e-05
Position 12825: 7.218067932693526e-05
Position 11252: 7.085219832432641e-05
Position 1719: 6.572555735267535e-05
Position 2027: 6.399622100571089e-05
Position 12175: 6.228029143071602e-05
Position 857: 5.804744299321825e-05
Position 1109: 5.3497214889123077e-05
Position 3859: 5.218398617722242e-05
Position 1134: 5.137323432561345e-05
Position 328: 4.9950399247651284e-05
Position 831: 4.7146180735349205e-05
Position 221: 4.65153918754707e-05
Position 365: 4.400771397816909e-05
Position 13398: 3.807218726528481e-05
Position 12071: 3.794926501827199e-05
Position 13289: 3.684673007833879e-05
Position 3026: 2.8109856878709977e-05
Position 12546: 2.634087783771222e-05
Position 496: 2.6233861036027065e-05
Position 1230: 1.739443267625912e-05
Position 12366: 1.5713781391248692e-05
Position 1796: 1.3602175829709477e-05
Position 13680: 8.887863245967379e-06
Position 180: 8.759510746558133e-06
Position 636: 8.305048043655425e-06
Position 1674: 7.535692054044448e-06
Position 1769: 6.627100800034821e-06
Position 622: 6.589538809674858e-06
Position 399: 5.744069498993318e-06
Position 1223: 5.536265299902032e-06
Position 907: 4.91345824382292e-06
Position 1852: 4.707737885388026e-06
Position 549: 3.812131729756469e-06
Position 1078: 3.265380855451042e-06
Position 203: 3.013618676973336e-06
Position 1592: 2.2971642697002448e-06
Position 1200: 2.1834397051641457e-06
Position 642: 2.1757693006187135e-06
Position 3955: 2.1355978409300635e-06
Position 1662: 2.103110999866281e-06
Position 1493: 1.931760527407785e-06
Position 1039: 1.9123781442256606e-06
Position 1204: 1.8228218939701755e-06
Position 11956: 1.5665617435537942e-06
Position 886: 9.028031895663654e-07
Position 969: 6.710001591765617e-07
Position 250: 5.082561895030049e-07
Position 121: 4.986178077390368e-07
Position 774: 4.859008484472823e-07
Position 407: 1.8795101349395137e-07
Position 1090: 1.7574637707177022e-07
Position 210: 1.656781577509098e-07
Position 868: 1.5262385559624275e-07
Position 530: 1.2160691135468484e-07
Position 2093: 4.7534499297445166e-08
Position 155: 1.0431763230103499e-08
Position 687: 9.664988274785568e-09
Position 96: 9.396287879883961e-09
Position 351: 9.056677362423952e-09
Position 184: 7.903528931019478e-09
Position 526: 6.019061275792256e-09
Position 127: 1.5413128978989077e-09
Position 543: 6.942146808651268e-10
Position 418: 6.476768078453904e-10
Position 130: 1.8646560621186516e-10
Position 108: 6.244461136377806e-11
Position 424: 4.2304679049631145e-11
Position 446: 2.3203454364153148e-11
Position 186: 2.260468656802448e-11
Position 139: 1.0676299133673985e-11
Position 98: 4.172259081201809e-12
Position 436: 3.820431706197137e-12
Position 432: 3.5929348084034705e-12
Position 440: 1.1715569060792003e-14
