Gene = KISS1
Position 2286: 0.01606934340174115
Position 3609: 0.01576082048013941
Position 5732: 0.015071189729202293
Position 5879: 0.011277400455076273
Position 4462: 0.008669905084467893
Position 2024: 0.008664012807060407
Position 3429: 0.008137695575941805
Position 2483: 0.007853440078481157
Position 3446: 0.007259190640677535
Position 4060: 0.0071628143380228345
Position 2898: 0.0070394327927924645
Position 1514: 0.006808485585641427
Position 1628: 0.006385152727473328
Position 1971: 0.006283138460048178
Position 4138: 0.005594211162479065
Position 1931: 0.00550282360453627
Position 1703: 0.005480690212030493
Position 1650: 0.00467120763696841
Position 5019: 0.0043323324647895735
Position 6118: 0.003857137102100881
Position 4771: 0.0030103122274203606
Position 2989: 0.002660292369508218
Position 3588: 0.002509562953632385
Position 5897: 0.002354543070180872
Position 2103: 0.0020014013844047805
Position 1557: 0.0019076009936490727
Position 4617: 0.0017356177364475287
Position 4405: 0.001622539027943925
Position 366: 0.0014483505785040506
Position 2602: 0.0014062063814411416
Position 1976: 0.001388212197824336
Position 2547: 0.0013569823623969378
Position 1363: 0.0012925151161552973
Position 1113: 0.0012592040510380207
Position 2961: 0.0012462958323353978
Position 1866: 0.00123760085301284
Position 1758: 0.0012370739694980717
Position 3059: 0.0011329659805760857
Position 540: 0.0011120491123415752
Position 262: 0.001088448179500608
Position 2196: 0.0010702352856044883
Position 2221: 0.0010666159303032309
Position 1911: 0.0009255369068286596
Position 478: 0.0009000717310009677
Position 2753: 0.0008759904627157997
Position 4022: 0.0008482535484911363
Position 3546: 0.000845406797261699
Position 2750: 0.0007723529021498208
Position 1610: 0.0007381362585428618
Position 5864: 0.000723990913922707
Position 563: 0.0006477533633070181
Position 3172: 0.0006450302413873112
Position 2986: 0.0005754145381153584
Position 5003: 0.0005673341328885349
Position 1752: 0.0005400425919947144
Position 2001: 0.0005308807977344757
Position 3224: 0.000516392118494392
Position 3926: 0.00048749229278607567
Position 705: 0.00048333049379117854
Position 5237: 0.0004766786311264775
Position 916: 0.0004232826720985514
Position 6082: 0.0004230437917494459
Position 1471: 0.00042179358043321007
Position 4019: 0.00036753531274381413
Position 4872: 0.00036291872257315875
Position 3578: 0.0003525032604004547
Position 648: 0.00031452742459016727
Position 433: 0.0002938147640174579
Position 618: 0.00027929770410992793
Position 3913: 0.0002565248586774471
Position 1989: 0.00024830956072970187
Position 1598: 0.00024119709200071763
Position 4248: 0.00023703595927697046
Position 4584: 0.00022304712538506538
Position 651: 0.0002032892787762427
Position 1367: 0.0001988428885144391
Position 2117: 0.00019209811969446425
Position 2159: 0.0001898894842738155
Position 3483: 0.00018023089424508618
Position 2838: 0.00017847363814002323
Position 404: 0.00017686891392374297
Position 1405: 0.00016065706525901987
Position 5343: 0.0001530261314878685
Position 5176: 0.00014520905807298572
Position 566: 0.00014335159459875785
Position 3523: 0.00012236622962168872
Position 2449: 0.00011883005798485029
Position 4712: 0.00010467230705586262
Position 2783: 9.856062793313319e-05
Position 546: 9.13106591242056e-05
Position 3362: 8.801212393310869e-05
Position 2374: 7.128459170593825e-05
Position 3268: 5.758784500777893e-05
Position 323: 5.636006693444404e-05
Position 1567: 5.4340678851163574e-05
Position 345: 5.27678490687168e-05
Position 1982: 4.6041882754119736e-05
Position 1393: 4.419573381886303e-05
Position 2640: 3.67764811716885e-05
Position 205: 2.7782718848987408e-05
Position 2503: 1.8544538639983986e-05
Position 3449: 1.8150272808053634e-05
Position 1431: 1.5935004903641687e-05
Position 3704: 1.2241356443506906e-05
Position 457: 1.171159802234814e-05
Position 1652: 1.0671401770873501e-05
Position 725: 9.530871018936893e-06
Position 1516: 8.258233898206933e-06
Position 455: 7.407824249427392e-06
Position 519: 7.385783336870172e-06
Position 1583: 6.975462821951453e-06
Position 413: 6.519387000007256e-06
Position 1412: 5.377210197640842e-06
Position 1415: 4.401597093679734e-06
Position 1918: 3.657862336224713e-06
Position 406: 3.5904226810473068e-06
Position 1369: 2.5559020382559763e-06
Position 1447: 2.508004654540059e-06
Position 2004: 2.403549560098275e-06
Position 2468: 2.365987860512036e-06
Position 197: 2.0391847576739138e-06
Position 2420: 1.8172536787772527e-06
Position 475: 1.650721020850258e-06
Position 1574: 1.5931307503038286e-06
Position 271: 1.4482053586342783e-06
Position 509: 1.275670513866466e-06
Position 2524: 9.67476344705396e-07
Position 2633: 8.155989510865108e-07
Position 2258: 5.714334723047021e-07
Position 215: 5.389913962118074e-07
Position 2843: 4.941043737563709e-07
Position 219: 4.211733641300095e-07
Position 1894: 1.9464533561473366e-07
Position 2127: 1.5900839529328925e-07
Position 2299: 5.98111915588934e-08
Position 182: 3.9069792597441585e-08
Position 225: 2.0094587440137086e-09
Position 625: 9.043086397863064e-11
Position 304: 5.362051415938919e-12
