Gene = NANS
Position 632: 1.6275137052746157e-08
Position 4021: 1.6082125558475872e-08
Position 3659: 1.3895558089943135e-08
Position 749: 1.3577402384693568e-08
Position 2006: 1.2702511494417035e-08
Position 1856: 1.2288834483424197e-08
Position 8923: 1.2086177586655284e-08
Position 2329: 1.1831174766051164e-08
Position 3510: 1.1395206962874872e-08
Position 548: 1.0594033582432511e-08
Position 2244: 1.0448292217368688e-08
Position 2239: 1.0132520623684322e-08
Position 3967: 9.636144538447933e-09
Position 2033: 9.080214192938663e-09
Position 1302: 8.577045177559001e-09
Position 3607: 7.921071793415437e-09
Position 2561: 7.914688492194176e-09
Position 3618: 7.105271370908432e-09
Position 1669: 6.9141080155738145e-09
Position 1761: 6.813543235183598e-09
Position 1441: 6.543950496914518e-09
Position 527: 6.455313608412984e-09
Position 2044: 6.414378113818654e-09
Position 3182: 6.179637427681588e-09
Position 734: 6.066489222396343e-09
Position 2492: 5.715430300049001e-09
Position 1078: 5.590496422675463e-09
Position 3135: 4.7809990974862466e-09
Position 1826: 4.751292666534417e-09
Position 2447: 4.6055918114588335e-09
Position 2164: 4.375551255464642e-09
Position 1122: 4.282708636755507e-09
Position 1755: 4.198716915924981e-09
Position 462: 3.975330906432508e-09
Position 1568: 3.693334184754116e-09
Position 1116: 3.3636251973121643e-09
Position 2140: 3.3612658130052233e-09
Position 1916: 3.2850174898306415e-09
Position 841: 3.2534563131143126e-09
Position 1862: 3.244095303392199e-09
Position 1978: 3.195964342559188e-09
Position 6224: 3.1434599035010723e-09
Position 964: 3.113085203255483e-09
Position 1008: 2.8627770690025553e-09
Position 1949: 2.5726425419908807e-09
Position 1228: 2.4066413695343833e-09
Position 2625: 2.1178482140505655e-09
Position 2281: 2.1166272056720166e-09
Position 3049: 1.91934904461234e-09
Position 620: 1.841255083980497e-09
Position 1955: 1.5799116086081126e-09
Position 2403: 1.578580730308629e-09
Position 1364: 1.5105936936801133e-09
Position 3240: 1.4495466398947846e-09
Position 466: 1.3790013192884336e-09
Position 2311: 1.2156850230586483e-09
Position 2472: 1.2085556144916556e-09
Position 1327: 1.1601637805998616e-09
Position 8294: 1.1168703974489676e-09
Position 2746: 1.1066429627142796e-09
Position 8246: 1.0639250690612524e-09
Position 3952: 9.536306477559433e-10
Position 271: 8.393088543153475e-10
Position 1798: 7.752934297928426e-10
Position 5589: 7.051714600777251e-10
Position 3817: 4.5464851603584693e-10
Position 8274: 4.134224701654726e-10
Position 3873: 2.758517636578603e-10
Position 4506: 2.696729167735898e-10
Position 2054: 2.4927036542672587e-11
Position 2584: 1.798036129718916e-11
Position 699: 1.7186304048156323e-11
Position 1959: 1.7131546178919826e-11
Position 641: 1.5484050726846564e-11
Position 1741: 1.4711470660134828e-11
Position 870: 1.4405684418690206e-11
Position 1414: 5.845256343687559e-12
Position 141: 4.375356031422951e-12
Position 2106: 4.339591074835747e-12
Position 159: 3.476912553183679e-12
Position 1591: 3.447096737040222e-12
Position 1314: 3.2950463668979e-12
Position 1992: 2.3140552624182497e-12
Position 2087: 2.193910814251401e-12
Position 709: 1.6111262489850998e-12
Position 1408: 1.580305728113994e-12
Position 556: 1.4097202996463564e-12
Position 874: 1.3828206953958525e-12
Position 150: 1.3236340538216237e-12
Position 476: 1.2664508816011235e-12
Position 2078: 1.1387629487108725e-12
Position 2061: 1.072695074118466e-12
Position 1897: 1.015238275597916e-12
Position 1285: 8.794128776469695e-13
Position 905: 7.735223633589094e-13
Position 722: 6.986116711582315e-13
Position 175: 5.51050234281339e-13
Position 1240: 4.681115659911585e-13
Position 651: 3.6911144119350154e-13
Position 267: 3.4993414569981245e-13
Position 888: 3.3346885231147295e-13
Position 862: 2.7818131743323e-13
Position 529: 2.681839617910972e-13
Position 971: 2.620074953580676e-13
Position 622: 2.5684627299856136e-13
Position 876: 2.1263106783028351e-13
Position 1118: 1.5115720993536586e-13
Position 2284: 1.5109723901712594e-13
Position 977: 1.3598509008785106e-13
Position 1010: 1.0814776743184465e-13
Position 1149: 9.828003468616787e-14
Position 201: 1.0706555815545717e-14
Position 81: 7.335611502821121e-15
Position 180: 5.735161918034411e-15
Position 87: 1.4191915005702475e-15
Position 213: 2.9873074682205554e-17
Position 206: 1.864146393084409e-17
Position 244: 1.858925896291092e-17
