Gene = IMMP2L
Position 1431: 5.066109365383328e-06
Position 2194: 5.0027993910769095e-06
Position 1657: 4.003906696298103e-06
Position 1749: 3.941105595467378e-06
Position 131: 3.003737324424512e-06
Position 204: 2.756946349897231e-06
Position 1347: 1.754907248706956e-06
Position 285: 1.3110194567823993e-06
Position 429: 4.839426441297545e-07
Position 3441: 4.699349954436768e-07
Position 174: 9.484315679782406e-08
Position 1076: 6.564894252696405e-08
Position 215: 6.203407541086922e-08
Position 295: 5.524464512389087e-08
Position 248: 5.328082742419366e-08
Position 963: 4.4726611549806624e-08
Position 1554: 4.000481879873241e-08
Position 1206: 3.3088156649068094e-08
Position 1291: 2.9739533358201155e-08
Position 389: 2.760278256699409e-08
Position 837: 2.7227007627398255e-08
Position 3018: 4.926128751364122e-09
Position 849: 3.795686576203166e-09
Position 1086: 3.3702444989169608e-09
Position 1344: 2.4596925309609995e-09
Position 591: 2.0615825396183918e-09
Position 151: 1.7960458743492905e-09
Position 937: 1.3130139685352113e-09
Position 910: 1.1344921744716609e-09
Position 816: 9.500445167359007e-10
Position 223: 7.816149330726051e-10
Position 439: 1.8472435579915408e-10
Position 252: 8.58233059218259e-11
Position 313: 7.884708192377484e-11
Position 632: 5.01878474434403e-11
Position 116: 3.3936336735714314e-11
Position 801: 1.7281320378989193e-11
Position 639: 1.0800155592825376e-11
Position 435: 9.67900401115303e-12
Position 794: 4.717135833881348e-12
Position 489: 3.6905961529500175e-12
Position 522: 3.5568463372300294e-12
Position 649: 3.077046862110285e-12
Position 307: 1.376149931446218e-12
Position 508: 7.517370418448719e-13
Position 495: 6.680593406815293e-13
Position 475: 5.610116644179586e-13
Position 76: 3.250746443848293e-13
Position 81: 1.2073950793998787e-13
Position 305: 5.586239362053598e-14
Position 514: 4.5952127885060774e-14
Position 468: 1.4363122446920881e-15
