Gene = TMEM167B
Position 579: 1.3449243248650228e-07
Position 649: 1.2451004019349883e-07
Position 103: 1.2170423204783583e-07
Position 1403: 9.712365180520488e-08
Position 639: 9.440194523984768e-08
Position 244: 9.400579219529336e-08
Position 382: 9.370478927834413e-08
Position 595: 8.62312422126103e-08
Position 814: 8.360600379667607e-08
Position 590: 7.448170562370197e-08
Position 247: 6.165954276094845e-08
Position 297: 3.797313496612223e-08
Position 325: 3.064199536002833e-08
Position 77: 2.7765169663773175e-08
Position 581: 1.3842928789461437e-08
Position 660: 8.033353628417333e-09
Position 153: 5.1269096734195365e-09
Position 1104: 2.898908789227466e-09
Position 1084: 2.511015780710463e-09
Position 249: 1.5603890989461965e-09
Position 655: 1.2778359622221709e-09
Position 339: 1.1498815093651927e-09
Position 1117: 5.550184497361034e-10
Position 603: 3.3207829220730405e-10
Position 1781: 2.6753254279019043e-10
Position 1409: 2.527201081083328e-10
Position 332: 1.7671946491849986e-10
Position 206: 7.918379136501353e-11
Position 83: 4.3030035917892476e-11
Position 189: 1.779067912858312e-14
