Gene = NCMAP
Position 2788: 0.00018526470152797095
Position 1486: 0.00017217047051143312
Position 234: 0.00017033783604588772
Position 2022: 0.00015086982033467257
Position 44949: 0.00014312797030259898
Position 6341: 0.00013659020971835972
Position 45012: 0.00012933129654495382
Position 46257: 0.00012700539489993585
Position 307: 0.00012459135554546057
Position 289: 0.00011769706131115936
Position 46401: 0.00011633067419871033
Position 745: 0.00011113025192942676
Position 1270: 0.00011011089558643698
Position 4492: 0.00010329380246398353
Position 776: 9.924005159516897e-05
Position 11773: 9.893619417268614e-05
Position 3273: 9.854572986041287e-05
Position 951: 8.735663139976668e-05
Position 2654: 8.439455962015995e-05
Position 264: 8.390706398278278e-05
Position 28977: 8.168385279708192e-05
Position 2637: 7.882141995646507e-05
Position 45126: 7.701745056175423e-05
Position 2871: 6.759192734841094e-05
Position 1078: 6.356920006161432e-05
Position 1286: 4.953908015243129e-05
Position 1060: 4.2091503293159794e-05
Position 11816: 4.032069010963947e-05
Position 11737: 3.106062851699108e-05
Position 32698: 2.8772262758391656e-05
Position 2615: 2.375637249124276e-05
Position 2213: 2.3326854829188392e-05
Position 1264: 1.847071785755246e-05
Position 2081: 1.811545367231297e-05
Position 1573: 1.617159156412836e-05
Position 1203: 1.4670924970241261e-05
Position 31352: 1.4136784330684318e-05
Position 128: 1.0247773475006666e-05
Position 31386: 8.258572963096945e-06
Position 254: 6.263006755435744e-06
Position 22: 5.586803510497592e-06
Position 191: 4.821626905131814e-06
Position 958: 3.6935938326226126e-06
Position 782: 3.0075643133920287e-06
Position 848: 2.3426249281413707e-06
Position 73: 1.637143812309685e-06
Position 250: 1.559211469100724e-06
Position 463: 1.3786034705046283e-06
Position 225: 1.0300620646891845e-06
Position 544: 9.775962421929836e-07
Position 879: 8.810952915812537e-07
Position 261: 6.211657132949161e-07
Position 647: 6.063010115179067e-07
Position 872: 4.807529591650482e-07
Position 582: 4.6989882475179983e-07
Position 756: 4.4918232174507755e-07
Position 837: 3.1895888431873307e-07
Position 547: 2.7441423098178416e-07
Position 779: 2.4473058360045365e-07
Position 215: 2.3083195252857897e-07
Position 1746: 2.0245699277300192e-07
Position 1725: 1.0121740578652253e-07
Position 376: 6.406308185502183e-08
Position 293: 6.078270934727127e-08
Position 564: 3.804261617412472e-08
Position 82: 3.665386714740265e-08
Position 709: 1.9836312454657865e-08
Position 310: 1.3556133416856811e-08
Position 933: 8.07415240083529e-09
Position 198: 7.361299470562759e-09
Position 663: 4.833676435847549e-09
Position 665: 3.7845145304507745e-09
Position 442: 2.066520213963729e-09
Position 318: 1.8606801606147895e-09
Position 1961: 7.418033900060714e-10
Position 1996: 6.015849973683909e-10
Position 138: 1.9342857036647652e-10
Position 630: 2.8850530462702045e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 28037: 0.9999524696437927
Position 44828: 0.9980462201536683
Position 11639: 0.927100953988749
Position 16126: 0.9214972732568738
Position 39312: 0.554094851393005
Position 31240: 0.5411626749422329
Position 28741: 0.5074135712826398
Position 28769: 0.491287805518099
Position 34829: 0.36342339544465746
Position 10469: 0.2668576914850845
Position 50908: 0.23287553863520033
Position 49494: 0.2295304634493396
Position 45192: 0.20938655423227445
Position 52029: 0.19127614987348068
Position 50591: 0.1826222853571458
Position 9055: 0.17087544567828342
Position 12530: 0.1324648718073504
Position 2763: 0.13239900523696227
Position 47377: 0.11779196747228439
Position 49267: 0.10799679944913884
Position 14569: 0.08814044393501422
Position 39707: 0.08309652140259426
Position 6251: 0.08049669638208057
Position 45240: 0.0680924392145833
Position 6679: 0.06201893406290997
Position 6832: 0.05200135895432348
Position 7541: 0.05028084845416171
Position 50540: 0.04880227469224163
Position 1049: 0.04676749489850458
Position 34866: 0.04547464457417057
Position 31212: 0.0445018883175933
Position 29694: 0.042614253185457085
Position 14477: 0.03397711984558872
Position 7567: 0.03301315970044261
Position 50904: 0.031637293813386605
Position 11044: 0.029469353084092903
Position 50614: 0.02890257605771512
Position 31082: 0.028674353153310204
Position 2613: 0.02857543266100811
Position 3211: 0.027500284710798503
Position 2691: 0.02702815417411561
Position 51435: 0.026303881957578715
Position 51646: 0.026006654226723824
Position 14550: 0.024878481763289016
Position 47304: 0.02314456108643252
Position 6567: 0.020649367541651194
Position 49569: 0.017790810672450467
Position 33309: 0.017369459681653803
Position 31253: 0.017136983432530544
Position 51980: 0.01693837956233638
Position 6187: 0.01670596620526275
Position 51100: 0.016672696745824597
Position 1811: 0.01649318471088114
Position 51216: 0.016448829533753734
Position 47591: 0.016299435210723964
Position 10492: 0.016081286803296978
Position 9178: 0.01448198338969589
Position 50144: 0.013448256070097784
Position 3214: 0.011970424479656615
Position 9218: 0.010943799389697568
Position 11845: 0.010076153804421043
Position 9514: 0.009896728398345026
Position 49781: 0.009890615398134501
Position 30351: 0.009520758461386579
Position 50203: 0.00920230702187597
Position 46223: 0.009188109314106492
Position 9837: 0.009140675537564182
Position 47107: 0.0089441977015693
Position 2551: 0.008670384980508697
Position 12472: 0.008370221454913746
Position 46196: 0.008157059348367546
Position 1517: 0.007990945812063001
Position 820: 0.007859904362728966
Position 6498: 0.007810283104100372
Position 2924: 0.007750924833245921
Position 45225: 0.007688687277857541
Position 48223: 0.007657674161311027
Position 14890: 0.007203519550390381
Position 11902: 0.006959178469003078
Position 9773: 0.006737439913998592
Position 2725: 0.006587402462017812
Position 5961: 0.0064466567164727555
Position 3149: 0.006406052373360065
Position 9749: 0.0063986023031985745
Position 2946: 0.006270774638688106
Position 1828: 0.005983083271301041
Position 51315: 0.005978371229754083
Position 10187: 0.005844570384135126
Position 14501: 0.005625831879017481
Position 49235: 0.005580944873081675
Position 13964: 0.005410150608633486
Position 3000: 0.005366835889994615
Position 45505: 0.0053472487287999915
Position 47273: 0.005273120894423242
Position 9126: 0.005071506352119191
Position 50730: 0.00487723508752929
Position 3044: 0.004833183123323049
Position 52877: 0.004641111346558947
Position 52266: 0.004589032464167347
Position 2495: 0.004428435746046695
Position 51458: 0.004379162272101019
Position 30926: 0.00394177073248939
Position 8915: 0.003855168078283972
Position 2740: 0.0037548225757977963
Position 45401: 0.0037483355032583866
Position 50468: 0.003718075875415526
Position 14045: 0.0036138695125495506
Position 2647: 0.0034553015653977052
Position 477: 0.0032410407042885803
Position 6072: 0.0031553535410692667
Position 45078: 0.0028323743433080538
Position 51153: 0.002664248476698428
Position 2705: 0.0025507332315298195
Position 47905: 0.002510033709432431
Position 52826: 0.0024727169432792726
Position 7525: 0.0024683298481751902
Position 6069: 0.0023742332045371913
Position 3114: 0.0022916631003309265
Position 45063: 0.0022769532121615127
Position 2627: 0.002183331080291679
Position 3257: 0.0020190783183577704
Position 44546: 0.0019467745857431786
Position 3003: 0.001945035657297197
Position 10369: 0.0019066621357131052
Position 2963: 0.001871084715835056
Position 945: 0.0018680144523420266
Position 6655: 0.0018543736092831477
Position 6016: 0.0018125473865140886
Position 910: 0.0017976927299276596
Position 872: 0.0015446441041117244
Position 49137: 0.0014928299592617293
Position 51074: 0.0014738675375178113
Position 999: 0.0013798955067819757
Position 5892: 0.001263722355504906
Position 3244: 0.0012261450105887747
Position 46542: 0.001191487895107541
Position 49456: 0.0011797837667604908
Position 12307: 0.0011663372135964517
Position 49621: 0.001160075770054019
Position 1789: 0.0011564727978915956
Position 335: 0.0011444701574890386
Position 48153: 0.0010996347002455876
Position 2422: 0.0010862017118030587
Position 45315: 0.0010519816955210295
Position 47778: 0.00102959918126743
Position 11969: 0.0010133714532009894
Position 6743: 0.0009288991443506685
Position 46053: 0.000910330588453304
Position 3177: 0.000873482416102243
Position 45545: 0.0007514216580698732
Position 1055: 0.000699121664880402
Position 996: 0.0006799875088651668
Position 33012: 0.0006744765642409514
Position 49418: 0.0006233698813783823
Position 45129: 0.0005901171157658766
Position 45012: 0.0005614649832521586
Position 4829: 0.0005448451022978664
Position 47563: 0.0005433968965990617
Position 48182: 0.0005104935638488035
Position 1844: 0.0004756688583171849
Position 45433: 0.00043335975945477687
Position 1676: 0.00039942763793480264
Position 1485: 0.00039325120080484753
Position 47014: 0.00037934974889889186
Position 479: 0.00032069722559222887
Position 48055: 0.00026895302247758744
Position 560: 0.00023061856734884448
Position 1013: 0.00019963176602513902
Position 32960: 0.00018972852128503433
Position 45681: 0.00015435620468934287
Position 2227: 0.00014513157194366742
Position 4951: 0.00010660024222061497
Position 1951: 0.00010622129901927882
Position 32981: 0.00010382769708701313
Position 32785: 9.430376534800557e-05
Position 2587: 8.59211656234911e-05
Position 2883: 8.316683548298256e-05
Position 2208: 6.727046004408278e-05
Position 1695: 6.651953093041872e-05
Position 1375: 6.013451545007243e-05
Position 4349: 4.9302335581497164e-05
Position 6900: 4.620245557229862e-05
Position 3260: 3.421000290579609e-05
Position 961: 3.299460216026266e-05
Position 1154: 3.0043838381738592e-05
Position 32491: 2.9770066493495217e-05
Position 2266: 2.7162318070167496e-05
Position 2709: 2.663886056551993e-05
Position 1877: 2.5595182554084464e-05
Position 1533: 2.547528455190955e-05
Position 4216: 2.4329888287390645e-05
Position 1378: 2.26421208984958e-05
Position 4203: 2.1081707466215724e-05
Position 3055: 2.104565160145506e-05
Position 526: 1.710838920325524e-05
Position 594: 1.5688338833542746e-05
Position 1794: 1.4465218664630386e-05
Position 492: 1.4208754869320586e-05
Position 1067: 1.3321227652964573e-05
Position 4925: 1.1668716532110552e-05
Position 1143: 1.0951251974914852e-05
Position 2427: 8.701153108623648e-06
Position 4246: 8.579871128880054e-06
Position 505: 7.665140338281249e-06
Position 597: 7.073026090280721e-06
Position 2887: 7.0182772536628056e-06
Position 958: 6.338009810532373e-06
Position 3016: 5.559989776872795e-06
Position 1077: 5.472346334393398e-06
Position 2101: 4.67478460443596e-06
Position 837: 3.8126804205745154e-06
Position 2500: 3.7070859161510342e-06
Position 1584: 3.228901752441891e-06
Position 2424: 3.091060658868441e-06
Position 1905: 2.9649556791815342e-06
Position 45227: 2.9467115926324437e-06
Position 2948: 2.8307288247921963e-06
Position 1587: 2.7300891593615167e-06
Position 6204: 2.557800948631969e-06
Position 1557: 2.345498203842881e-06
Position 2787: 2.2700069549523275e-06
Position 2154: 1.9424321020270792e-06
Position 677: 1.9213445735044644e-06
Position 301: 1.573436945331736e-06
Position 1074: 1.4416458903926554e-06
Position 1476: 1.2476126104267658e-06
Position 1442: 1.2408151847354815e-06
Position 31427: 1.1995046659933058e-06
Position 31857: 1.1463994873348517e-06
Position 289: 1.0628201870474439e-06
Position 1711: 6.190819026955429e-08
Position 404: 3.30797186801566e-08
Position 1188: 2.0904829810931403e-08
Position 1169: 1.99028817945128e-08
Position 611: 1.4124116638041274e-08
Position 825: 1.2574209151312347e-08
Position 1388: 1.1446217287679744e-08
Position 791: 9.423182733582595e-09
Position 848: 8.81085909174916e-09
Position 1451: 8.35182439388572e-09
Position 225: 8.203727112337921e-09
Position 3103: 7.95053300666965e-09
Position 1122: 7.804328960221722e-09
Position 764: 7.0425310664672254e-09
Position 786: 6.1633192064051725e-09
Position 720: 5.6470161346102685e-09
Position 221: 5.613962743943622e-09
Position 398: 5.170031929369143e-09
Position 1194: 4.33202895658328e-09
Position 306: 4.002193399632972e-09
Position 979: 3.430499044178855e-09
Position 122: 2.523471064032801e-09
Position 1398: 2.0379941585914767e-09
Position 920: 2.0305687729037824e-09
Position 547: 1.900341114161276e-09
Position 1394: 1.2377657675603678e-09
Position 198: 9.945717619399536e-10
Position 770: 9.340636388862684e-10
Position 656: 6.866292055913661e-10
Position 274: 5.408279133183635e-10
Position 347: 5.115777625410748e-10
Position 528: 5.066180776641212e-10
Position 618: 3.885479845937816e-10
Position 607: 3.46406985654666e-10
Position 355: 3.3046826029171925e-10
Position 1171: 2.489052619200357e-10
Position 531: 2.3592247894045875e-10
Position 509: 2.3539280756349893e-10
Position 801: 2.32889108640445e-10
Position 741: 1.9110372478729755e-10
Position 246: 1.7286112699063135e-10
Position 165: 1.6737102717924964e-10
Position 372: 1.6494963194236945e-10
Position 534: 1.5221149216525354e-10
Position 539: 1.3184434438061716e-10
Position 620: 1.2382459352944034e-10
Position 367: 7.986354460861003e-11
Position 687: 4.2900424833726165e-11
Position 2003: 3.539771702065357e-11
