Gene = DISC1
Position 961: 2.584914936413407e-06
Position 351: 2.5454968714823457e-06
Position 196: 2.0891030115034167e-06
Position 269: 1.9985115942016196e-06
Position 545: 1.3211158126144546e-06
Position 66: 1.3113807603469194e-06
Position 375: 1.0095487110794667e-06
Position 415: 9.660265007628467e-07
Position 417: 8.187026055302592e-07
Position 139: 4.26770241349491e-07
Position 393: 1.1655166287910933e-07
Position 221: 4.636697577725807e-08
Position 292: 3.227993236554511e-08
Position 789: 1.0895294716119587e-08
Position 882: 4.899060355070391e-09
Position 447: 3.3873724323638745e-09
Position 213: 1.6143174131534568e-09
Position 646: 1.4819664976874614e-09
Position 149: 4.100849323605177e-10
Position 466: 4.058691043342896e-10
Position 503: 2.0081895218369014e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 25556: 0.6507996629042798
Position 5622: 0.6078290412874687
Position 3945: 0.5971084498960244
Position 14611: 0.46966378119431945
Position 13455: 0.42040727570646014
Position 9461: 0.37181731404069945
Position 14507: 0.3502977655765718
Position 2566: 0.34803734349660376
Position 2540: 0.32518698914047595
Position 6744: 0.31460868008206855
Position 4604: 0.2862849728553269
Position 4255: 0.1990815145809879
Position 5503: 0.19032586006020846
Position 4277: 0.15706923931768313
Position 3987: 0.15439265965544868
Position 4648: 0.13965773477395213
Position 4221: 0.11825136918204199
Position 9864: 0.10363379400369656
Position 3562: 0.10246946569351452
Position 13409: 0.07461292045078848
Position 5220: 0.04807328128314249
Position 17957: 0.04631216864207473
Position 6821: 0.04138199732786207
Position 658: 0.04106123930563517
Position 2716: 0.039120610252695885
Position 4608: 0.037764590780595984
Position 5780: 0.037080169561441424
Position 6875: 0.03706348594500876
Position 4573: 0.03617081259842521
Position 422: 0.0343835252205775
Position 6654: 0.029168029457232115
Position 14634: 0.02764440994545955
Position 6915: 0.02706361966195916
Position 3538: 0.02562336392020123
Position 16066: 0.025306551108629987
Position 16318: 0.024951028544126088
Position 10919: 0.024120826257855235
Position 10814: 0.021097621035084512
Position 5189: 0.02042799926318962
Position 9807: 0.019968973088961207
Position 16658: 0.018310779049350304
Position 3302: 0.018091317466401403
Position 4289: 0.01633740513075675
Position 14670: 0.015441104596938753
Position 3367: 0.013182436136053386
Position 4683: 0.012740883064499699
Position 2735: 0.01084474454234494
Position 6759: 0.010661128208087822
Position 2650: 0.01049081187704563
Position 15887: 0.010378416961823988
Position 6804: 0.0101673183030689
Position 4310: 0.009800804518968843
Position 19100: 0.0089267047808019
Position 18866: 0.007826067363303386
Position 8275: 0.00765071814096071
Position 8677: 0.00747252608269563
Position 4357: 0.0067039152045757534
Position 706: 0.006032381630226005
Position 4651: 0.005914991700946184
Position 9997: 0.005682099885283424
Position 192: 0.005408210042015923
Position 2473: 0.005179773243822175
Position 4617: 0.0051119431000655365
Position 3306: 0.0050153047845480905
Position 3954: 0.003665493354171874
Position 6837: 0.003614107166937061
Position 2587: 0.003577501630425305
Position 10263: 0.0033525769314081896
Position 11459: 0.0033518496282721687
Position 12997: 0.0031175379608781592
Position 7455: 0.003010154448559336
Position 9042: 0.0029641531581322267
Position 2185: 0.0027950318620390377
Position 2482: 0.0026624698201458616
Position 15144: 0.0026603136051208173
Position 239: 0.002481983578734284
Position 4016: 0.002308553406165642
Position 11500: 0.0022817037043459235
Position 3777: 0.0022376814251576145
Position 2685: 0.0022085411830706663
Position 3067: 0.0022041410394461544
Position 3989: 0.0020613144571254693
Position 2310: 0.0020564855987904394
Position 13984: 0.0019383143815433841
Position 10087: 0.0018844746768529866
Position 5878: 0.00180119785003109
Position 3391: 0.0016403830605031756
Position 3606: 0.001638206849130283
Position 375: 0.0015984044178203244
Position 5967: 0.001579043759750014
Position 3326: 0.0015098841536913283
Position 4297: 0.0014025578903586334
Position 3138: 0.0013629631770271581
Position 1002: 0.0013347605309802916
Position 9289: 0.0012939106382222221
Position 5115: 0.0012794886137144502
Position 2132: 0.0012344959602373726
Position 3726: 0.0011672333172739425
Position 1971: 0.001155372109941091
Position 676: 0.0011363502036630157
Position 4330: 0.001091314841894573
Position 3901: 0.0010874674180873574
Position 2372: 0.0009975899029263742
Position 1406: 0.0009255682495082628
Position 2570: 0.0009129688311773101
Position 1158: 0.0009039826639509315
Position 5943: 0.0008475881736220589
Position 4234: 0.0008353610993772125
Position 13905: 0.0008189747952079248
Position 1788: 0.0007890939410237847
Position 3161: 0.0007697389003970466
Position 3278: 0.000738903247886234
Position 1349: 0.0007198981864159499
Position 567: 0.0007157068241931384
Position 6007: 0.0007030777401242803
Position 780: 0.0007018977611754516
Position 306: 0.000665431905110409
Position 5053: 0.0006338211707208844
Position 816: 0.0006287679302460102
Position 3962: 0.0006145665417175252
Position 346: 0.0005783726652052138
Position 6948: 0.0005519421963315316
Position 4143: 0.0005483126259468426
Position 5020: 0.000533206701368213
Position 2106: 0.0005298652884102419
Position 1944: 0.0005217044392393727
Position 6624: 0.0004047333299883583
Position 333: 0.0003938015274298692
Position 1319: 0.0003730598888399763
Position 317: 0.00035890300153603827
Position 390: 0.0003276595244591806
Position 4779: 0.00032468687874131396
Position 2600: 0.00030722626338134567
Position 4316: 0.00030552780132322744
Position 5975: 0.000304000740055701
Position 1754: 0.0002965165447545868
Position 2400: 0.00028863462028335036
Position 3707: 0.00027191645660923727
Position 5844: 0.0002718319039582581
Position 5516: 0.00027017182535545026
Position 1393: 0.0002688096050751784
Position 4011: 0.00024663545872813153
Position 2597: 0.0002444906641589141
Position 4105: 0.00021379807872441426
Position 1644: 0.00020238589410402893
Position 2045: 0.000198455568347475
Position 6010: 0.00018307971237330482
Position 914: 0.00016556894273077596
Position 1795: 0.00016496489145286704
Position 539: 0.00016304124692099887
Position 4898: 0.00014721176927526402
Position 5904: 0.00014149474695874297
Position 1951: 0.0001366664501167709
Position 4630: 0.00012642056066030198
Position 1131: 0.0001238206960866955
Position 847: 0.00011900348834130516
Position 1487: 0.00011850364738108331
Position 941: 0.00011686800364856893
Position 10038: 0.00011650746585240833
Position 3710: 0.00010086131039290121
Position 7669: 9.04387899483614e-05
Position 244: 8.718263783252414e-05
Position 7684: 8.664193761767259e-05
Position 9068: 7.311064965132119e-05
Position 1652: 7.202391320486085e-05
Position 519: 7.157537517850813e-05
Position 8833: 6.912325327263752e-05
Position 356: 6.724726142672758e-05
Position 7108: 6.650703701205417e-05
Position 3218: 6.162510404312284e-05
Position 1732: 5.8143262755499794e-05
Position 1067: 5.0073256277574005e-05
Position 4826: 4.8124743006495924e-05
Position 2007: 4.783121124093046e-05
Position 4529: 4.762315508701852e-05
Position 2089: 4.592917607394463e-05
Position 2191: 4.545377980879171e-05
Position 1101: 3.863756863736223e-05
Position 3581: 3.695471033359282e-05
Position 3863: 3.476602882347394e-05
Position 5423: 2.949184567752804e-05
Position 858: 2.920805961688557e-05
Position 1947: 2.3892759418007186e-05
Position 1884: 2.3020069999819397e-05
Position 2199: 2.293301221045536e-05
Position 1669: 2.123105646622865e-05
Position 435: 1.9802757484895048e-05
Position 196: 1.4591727175005313e-05
Position 1378: 1.2751588416703156e-05
Position 862: 1.0172340263776707e-05
Position 3424: 9.73230640641697e-06
Position 2241: 9.005715118499415e-06
Position 3235: 8.89162287723375e-06
Position 3077: 8.2784280055299e-06
Position 258: 7.917964887403059e-06
Position 1073: 4.479192087922363e-06
Position 286: 3.885061198698305e-06
Position 2395: 1.3257608601828649e-06
Position 4627: 6.757292551371375e-07
Position 204: 1.707275457961995e-07
Position 442: 1.5892178712480402e-07
Position 324: 7.726763548613823e-08
Position 275: 5.1984687602595135e-08
Position 288: 4.342523890433235e-08
Position 266: 2.9246166630086795e-08
Position 755: 2.461426476870655e-08
Position 724: 2.4193912684855264e-08
Position 281: 2.3466014404341627e-08
Position 209: 2.3180488907749685e-08
Position 254: 1.5723301013342874e-08
Position 393: 1.310686160236885e-08
Position 283: 1.2616503837742573e-08
Position 909: 1.161486826873785e-08
Position 966: 1.1378585600867468e-08
Position 609: 9.098441798727897e-09
Position 969: 8.378428445766922e-09
Position 292: 6.488290304013287e-09
Position 5056: 4.1227805912323896e-09
Position 444: 4.041474440669838e-09
Position 573: 3.612666415475837e-09
Position 730: 2.5831917868801162e-09
Position 170: 1.1565962962086528e-09
Position 878: 1.027231248569255e-09
Position 173: 2.535526377667293e-10
Position 633: 2.127050166913192e-10
Position 616: 2.1059813468363934e-10
Position 980: 1.4375728255782724e-10
Position 613: 4.0304978002011235e-11
Position 137: 1.0528436008207682e-12
Position 145: 5.68683553468493e-14
Position 139: 5.210027789583928e-15
Position 128: 2.9494918880010804e-16
