Gene = TSLP
Position 2777: 0.004783977947770255
Position 1067: 0.004751336980917932
Position 1815: 0.004599661531266408
Position 2751: 0.004497742855252734
Position 3351: 0.003940608871476875
Position 3243: 0.0035712039729405734
Position 2959: 0.0035695751352295517
Position 510: 0.0035481620753263854
Position 910: 0.0032629969156501557
Position 3590: 0.0029448594953237917
Position 312: 0.0028153087923363036
Position 1233: 0.002664436450508952
Position 1321: 0.0025938550395982864
Position 2228: 0.0025558433187407997
Position 1461: 0.001881442961024391
Position 232: 0.0017779350495049433
Position 598: 0.0017714028854945944
Position 3895: 0.0016962007621317361
Position 1276: 0.0013059219206829444
Position 669: 0.0012946226572709534
Position 747: 0.0012577807612753629
Position 791: 0.0012425174081291603
Position 1099: 0.0012248602118720222
Position 1936: 0.001050140997755955
Position 411: 0.0010311668285348972
Position 2983: 0.0010268490435313752
Position 765: 0.0009030718816301601
Position 4268: 0.000848140488606921
Position 1567: 0.0008239243593212836
Position 829: 0.0007784057029152393
Position 666: 0.0007025281250617062
Position 1844: 0.0006913909724082547
Position 2884: 0.000615204983373135
Position 1496: 0.0006151918368144525
Position 3372: 0.000585983339606041
Position 346: 0.0005671287913492434
Position 2760: 0.0005611544888647473
Position 757: 0.0005564889723858248
Position 602: 0.0005008794140442947
Position 4411: 0.0004925229696180384
Position 931: 0.0004891296011546914
Position 3189: 0.0004724185523361307
Position 585: 0.000453218218541221
Position 3538: 0.0003693900720772675
Position 894: 0.00036589642810108274
Position 774: 0.0003538143343515512
Position 1911: 0.00034845677445172337
Position 2024: 0.00034218570567568835
Position 2909: 0.0002993967796155132
Position 2283: 0.00025821120030116476
Position 309: 0.00025559491424748836
Position 2247: 0.00021693347275770228
Position 866: 0.0001987239467954701
Position 2201: 0.0001976554686691982
Position 456: 0.00018998570866343806
Position 1026: 0.0001889305631941048
Position 936: 0.00017146290041631604
Position 2549: 0.0001658576759095737
Position 2067: 0.00016044834251590284
Position 3822: 0.00014078566008573728
Position 2732: 0.0001404633024789578
Position 948: 0.00013217968029488093
Position 3613: 0.0001132264816132928
Position 469: 0.00011267389244575637
Position 3664: 0.00011153993708776724
Position 1456: 0.00010902418893191008
Position 2318: 0.00010507176440517293
Position 3109: 8.961292608439559e-05
Position 2709: 8.234907151827894e-05
Position 3112: 7.518422318161675e-05
Position 3747: 6.075222988651886e-05
Position 2801: 5.8071840387171494e-05
Position 1112: 5.422119246130093e-05
Position 1203: 3.9874678457213456e-05
Position 413: 3.570228882519248e-05
Position 965: 3.511252542960293e-05
Position 1583: 3.28361715725997e-05
Position 2914: 3.008970779172896e-05
Position 1387: 2.8513748479547638e-05
Position 989: 2.7151420990668387e-05
Position 332: 2.434557013588828e-05
Position 416: 2.274465314902763e-05
Position 1443: 2.2450650988439418e-05
Position 1404: 1.853126681813309e-05
Position 1368: 1.4802046413443494e-05
Position 1439: 1.3272196514199381e-05
Position 1610: 1.316099421876527e-05
Position 1595: 1.2747845362379346e-05
Position 582: 1.16929728929625e-05
Position 122: 9.880649880725208e-06
Position 1074: 9.714859421197208e-06
Position 2027: 8.906379751340956e-06
Position 976: 8.030404480658254e-06
Position 322: 7.955510234406444e-06
Position 135: 7.423977668305171e-06
Position 728: 7.254880358101461e-06
Position 365: 4.858475648654176e-06
Position 319: 4.7614832446191276e-06
Position 374: 2.764347712304997e-06
Position 2100: 1.8072161295031096e-06
Position 2631: 1.4154389346103495e-06
Position 1953: 1.3875057379206907e-06
Position 126: 9.121939557224003e-07
Position 2086: 7.456210715842852e-07
Position 159: 6.85324475063443e-07
Position 672: 6.609767542997611e-07
Position 1304: 3.5355609349430605e-07
Position 1280: 2.725328606267349e-07
Position 1125: 2.4518349405854596e-07
Position 1210: 2.0028685341935158e-07
Position 1248: 1.2217462643532524e-07
Position 2666: 9.319503187855418e-08
Position 379: 8.212797760744345e-08
Position 382: 4.696289052118519e-08
Position 166: 2.300677223410323e-08
Position 161: 8.22666040641416e-09
Position 716: 2.392486750590489e-10
