Gene = PPP1R15B
Position 1698: 0.00010543541576273676
Position 5496: 0.00010462401177000703
Position 2384: 0.00010060831741260214
Position 3321: 9.789774775946032e-05
Position 2881: 9.535751901790674e-05
Position 2403: 9.243168774053253e-05
Position 2673: 9.188677323943163e-05
Position 3137: 9.105152566668622e-05
Position 5823: 8.908295799679001e-05
Position 690: 7.61655234180746e-05
Position 1709: 6.174014441768685e-05
Position 3028: 5.9558253864494904e-05
Position 3291: 5.150084126089318e-05
Position 586: 5.1173417305082545e-05
Position 1518: 5.079771688363754e-05
Position 2225: 4.923694621998654e-05
Position 2365: 4.86610477362877e-05
Position 2000: 4.6812457904085456e-05
Position 1492: 4.549870960539312e-05
Position 3201: 4.340505243168032e-05
Position 3397: 4.2157726119412356e-05
Position 2517: 4.063177560291991e-05
Position 619: 4.055932543764733e-05
Position 4420: 3.838702035495384e-05
Position 1475: 3.786677804125008e-05
Position 2129: 3.6481062539741945e-05
Position 3092: 3.594349939364484e-05
Position 470: 2.894118656719079e-05
Position 3350: 2.8019388991601914e-05
Position 1910: 2.675551621533053e-05
Position 1859: 2.6099850034693457e-05
Position 945: 2.4607378643990423e-05
Position 1414: 2.3363912407883672e-05
Position 550: 2.0611038349432282e-05
Position 4543: 1.928324819532776e-05
Position 112: 1.801251667034708e-05
Position 1466: 1.744678857449172e-05
Position 1930: 1.697668362049805e-05
Position 2974: 1.565813375719304e-05
Position 361: 1.2830629918330404e-05
Position 1895: 1.2777390145108223e-05
Position 916: 1.211123849812001e-05
Position 1029: 1.1315367501410997e-05
Position 1644: 1.1136635449600586e-05
Position 809: 1.0092579928790054e-05
Position 1561: 9.966835840067922e-06
Position 269: 8.632973960721677e-06
Position 742: 7.31505556960426e-06
Position 289: 5.975655651171857e-06
Position 776: 5.952448879929701e-06
Position 792: 5.942115262263585e-06
Position 910: 5.893140044006072e-06
Position 484: 4.643899803995748e-06
Position 304: 4.457869533343847e-06
Position 2747: 4.354917263448167e-06
Position 2435: 2.5844290704314493e-06
Position 1986: 2.502017986834971e-06
Position 1870: 1.9967967648466516e-06
Position 671: 7.160797487479191e-07
Position 3964: 6.059653012117409e-07
Position 763: 5.826201400555801e-07
Position 1253: 4.365595103512736e-07
Position 942: 3.6164395597965544e-07
Position 561: 3.130315371748419e-07
Position 385: 2.838386581913419e-07
Position 395: 2.7685995455088937e-07
Position 862: 2.093210996274521e-07
Position 376: 1.660217391769604e-07
Position 1082: 1.5650917912103646e-07
Position 3957: 1.541621347572293e-07
Position 359: 1.3100187680941216e-07
Position 1712: 9.376642009757328e-08
Position 1954: 5.654785745523579e-08
Position 1940: 4.290642403908182e-08
Position 1368: 3.922088790473665e-08
Position 2652: 3.0094975978583385e-08
Position 2524: 1.972895710201622e-08
Position 931: 1.783146964062347e-08
Position 811: 1.5229596970359662e-08
Position 1915: 1.3250562156920733e-08
Position 266: 9.001384187549877e-09
Position 1912: 3.950819778524066e-09
Position 1799: 3.9233232759773816e-09
Position 1113: 3.0396875587889556e-09
Position 1085: 1.1440159689383017e-09
Position 709: 7.642440504471685e-10
Position 683: 7.001491143156822e-10
Position 1101: 1.4425505259227806e-11
Position 155: 6.587489588586898e-12
Position 868: 5.908429855896872e-12
Position 370: 3.961060362289046e-12
Position 127: 3.950252681720923e-12
