Gene = OMA1
Position 844: 2.218458609797939e-05
Position 2988: 2.060610270250981e-05
Position 2075: 1.8241731124888354e-05
Position 598: 1.7809963493982774e-05
Position 2760: 1.69854895443263e-05
Position 2525: 1.6864488580820654e-05
Position 435: 1.5293017455165162e-05
Position 1340: 1.414861160276391e-05
Position 18926: 1.3854124217869265e-05
Position 2378: 1.3217438570824043e-05
Position 2672: 1.235870980988017e-05
Position 98: 1.145184551410696e-05
Position 469: 1.1126485908950325e-05
Position 356: 8.69435836660747e-06
Position 403: 7.907516866599766e-06
Position 1733: 7.0819584963388965e-06
Position 1435: 6.31919547419383e-06
Position 20516: 5.653521277189805e-06
Position 905: 5.360782344413145e-06
Position 837: 3.6228931583318963e-06
Position 2116: 3.0701038024199433e-06
Position 768: 2.929925443537694e-06
Position 639: 2.6834273565248514e-06
Position 612: 2.654357194418655e-06
Position 899: 2.5771017919376215e-06
Position 152: 2.0272681199753797e-06
Position 1809: 1.746357642668513e-06
Position 16279: 1.704786537462668e-06
Position 578: 1.6051622083980593e-06
Position 724: 1.2299599893374906e-06
Position 16782: 1.206646598625305e-06
Position 137: 9.614014511929656e-07
Position 1880: 7.880407857557559e-07
Position 759: 4.283124972658706e-07
Position 13556: 2.973226318799279e-07
Position 1124: 1.705948310020877e-07
Position 164: 1.3650394491622765e-07
Position 773: 1.0252604392242057e-07
Position 1664: 5.845607932892909e-08
Position 195: 4.235329618570288e-08
Position 815: 3.4878853911714256e-08
Position 12951: 2.5664547821367634e-08
Position 160: 1.5445494594364176e-08
Position 166: 1.5198446839073086e-08
Position 520: 1.4460747545945332e-08
Position 622: 5.224119682549397e-09
Position 1098: 4.637925602935493e-09
Position 221: 2.1435756352598475e-09
Position 466: 4.2764405281981273e-10
