Gene = AUNIP
Position 158: 5.864367692395285e-11
Position 350: 3.393991308474076e-11
Position 256: 1.2748575752188012e-11
Position 552: 9.375732443801001e-12
Position 402: 2.866235658495813e-12
Position 1162: 2.2764950896551272e-12
Position 1167: 1.7269546338285844e-12
Position 1051: 1.685670247439875e-12
Position 468: 1.3471349639606933e-12
Position 436: 1.2722241766517272e-12
Position 345: 3.016615335483061e-13
Position 26: 1.7455413622821e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 21857: 0.8827555316660288
Position 13804: 0.5904946273625294
Position 23565: 0.31412265777373105
Position 22477: 0.15509770229951744
Position 22849: 0.1356897596059335
Position 24746: 0.10047798378232439
Position 24380: 0.09124487037066331
Position 24799: 0.06736704065403049
Position 8954: 0.03563043335254737
Position 10931: 0.021416183067166198
Position 22213: 0.016330621607495596
Position 8910: 0.013425567353217338
Position 12492: 0.013118010461141172
Position 3957: 0.012136471174636397
Position 11099: 0.01055913445373387
Position 7720: 0.009222356856677145
Position 1897: 0.008750599289462922
Position 11129: 0.008183642254393227
Position 19063: 0.007725682083408021
Position 3984: 0.006964920248630686
Position 8581: 0.0064003084243802666
Position 19348: 0.005993895371296994
Position 16969: 0.005794012711844419
Position 14101: 0.005787754696494573
Position 7750: 0.005750646796324841
Position 3469: 0.004903459708250553
Position 5824: 0.004265651798472248
Position 3534: 0.0039196357309495755
Position 19325: 0.003828533460950451
Position 16242: 0.0036257476150427887
Position 12461: 0.003418928498750874
Position 15644: 0.003242069207846194
Position 17098: 0.0030495209629773927
Position 20730: 0.0026420139780297053
Position 14452: 0.002447263438306216
Position 8939: 0.0016729559612439458
Position 16132: 0.0013967117805148979
Position 8602: 0.001250230354233062
Position 18482: 0.0010630285291192663
Position 5205: 0.001014467563198401
Position 9205: 0.0008124560783348716
Position 8453: 0.0007450896039870108
Position 11474: 0.0006428431390707466
Position 8496: 0.0006401150610090194
Position 3592: 0.0006009484695661662
Position 5536: 0.0005516718756603549
Position 10546: 0.0005173658402066102
Position 3409: 0.00048398786804032984
Position 10162: 0.0004360981477378028
Position 16778: 0.00041521182985507503
Position 11848: 0.0003634144159708057
Position 15824: 0.000312024591967939
Position 13459: 0.00031032568104214815
Position 7593: 0.000300080921773115
Position 4525: 0.00028475792939437576
Position 5229: 0.0002785443206873008
Position 12998: 0.0002775901614791249
Position 5820: 0.00027594124841790407
Position 2286: 0.00026360395770134727
Position 15452: 0.00026021915062863696
Position 4496: 0.00024053398378054278
Position 16009: 0.00023263095564226286
Position 1248: 0.00022690756610388384
Position 14983: 0.00021575973362866654
Position 7838: 0.00020863128969013917
Position 14369: 0.0002016644807742194
Position 3750: 0.0001914017744201927
Position 8116: 0.00013704010310173256
Position 1795: 0.00013278047256340896
Position 9403: 0.00013140165850720223
Position 2302: 0.00010929921514247325
Position 1272: 0.0001059047492188864
Position 9388: 0.00010023272679723513
Position 7859: 9.763700867607463e-05
Position 270: 8.895420222527619e-05
Position 8346: 8.803991385532978e-05
Position 6709: 8.188859122241926e-05
Position 4477: 7.931505609549847e-05
Position 8785: 7.80814213786435e-05
Position 6270: 6.845946378409373e-05
Position 3051: 6.291195584139587e-05
Position 4889: 6.111705069444442e-05
Position 5842: 6.068083331866648e-05
Position 3996: 5.6917186817196286e-05
Position 10349: 5.659427263610101e-05
Position 2379: 5.6290600362939164e-05
Position 11636: 5.3725874424676294e-05
Position 9385: 4.976959301854152e-05
Position 10443: 4.7475913656298406e-05
Position 2203: 4.414757748026848e-05
Position 1914: 4.4097273499818206e-05
Position 3892: 4.361297372403819e-05
Position 7907: 3.781595286989567e-05
Position 3471: 3.6562240528439796e-05
Position 2471: 3.6483548224446935e-05
Position 5447: 3.534278208704433e-05
Position 4178: 3.4751257582136725e-05
Position 2321: 3.4266183562092874e-05
Position 8293: 3.362589994504869e-05
Position 4853: 3.217052719728682e-05
Position 1106: 3.107191085256089e-05
Position 5365: 2.8691643947038098e-05
Position 11494: 2.7845035020439804e-05
Position 4732: 2.7344306301240158e-05
Position 10704: 2.659235776877187e-05
Position 6033: 2.483051116610042e-05
Position 8062: 2.445244596169825e-05
Position 4606: 2.3152350882676804e-05
Position 4953: 2.2151040695398225e-05
Position 4706: 2.1281605744705096e-05
Position 5589: 2.1135422746873098e-05
Position 2497: 2.038904229401918e-05
Position 7540: 1.776532260677339e-05
Position 7114: 1.7686334862989046e-05
Position 5116: 1.6750060370748003e-05
Position 1144: 1.442095809941925e-05
Position 3075: 1.4118945564961776e-05
Position 5614: 1.3693413324867607e-05
Position 4324: 1.246414970248665e-05
Position 663: 1.182781082109058e-05
Position 5663: 1.1469301778192453e-05
Position 812: 1.1239743252710838e-05
Position 4826: 1.110662827721248e-05
Position 3111: 1.1034288339661394e-05
Position 8741: 1.1021315747244699e-05
Position 9231: 1.0425558097959302e-05
Position 6061: 1.0404032615807032e-05
Position 2929: 9.604576006810293e-06
Position 8402: 9.32119829887016e-06
Position 4882: 9.183953025241055e-06
Position 6367: 9.175020495455176e-06
Position 1196: 8.758527762078e-06
Position 8875: 8.65858803421199e-06
Position 6484: 8.478520737844685e-06
Position 4522: 8.427814576999742e-06
Position 5500: 8.145428463794474e-06
Position 3636: 7.65591305455856e-06
Position 2357: 7.506749783100307e-06
Position 5979: 7.386524033260819e-06
Position 7447: 7.1658076874131764e-06
Position 3125: 7.12985624231831e-06
Position 5982: 6.9803568283947375e-06
Position 5625: 6.825442193374103e-06
Position 799: 6.579137949846504e-06
Position 4768: 6.4354664593601855e-06
Position 5046: 6.038300972539195e-06
Position 595: 5.868731926395049e-06
Position 5419: 5.772003677155636e-06
Position 5925: 5.546728035362325e-06
Position 578: 5.461769999449064e-06
Position 980: 5.259927548002676e-06
Position 7996: 5.1505721895649965e-06
Position 1410: 5.110771845717392e-06
Position 3211: 4.947985483217494e-06
Position 4132: 4.829164983945597e-06
Position 572: 4.521274679162711e-06
Position 2745: 4.400007104334567e-06
Position 3214: 4.388420097552961e-06
Position 7057: 4.168014711047363e-06
Position 5211: 4.139601778240591e-06
Position 1019: 4.0310693495474754e-06
Position 4502: 3.754771881344458e-06
Position 3681: 3.7477626304755875e-06
Position 7139: 3.680310071234131e-06
Position 6992: 3.43418137789649e-06
Position 6666: 3.4124012123033626e-06
Position 296: 3.382613385875084e-06
Position 6115: 3.2416792844088353e-06
Position 1633: 3.2014372928980685e-06
Position 3874: 3.196717789940355e-06
Position 3240: 3.109925301338928e-06
Position 1551: 3.0650047740407034e-06
Position 5070: 3.049556611711293e-06
Position 2564: 3.0439101759596087e-06
Position 3622: 2.9530891443023494e-06
Position 5067: 2.9332468513300014e-06
Position 4001: 2.905657165951618e-06
Position 5669: 2.750272331444745e-06
Position 689: 2.705666866263823e-06
Position 5593: 2.618051341584444e-06
Position 1346: 2.5169618226950244e-06
Position 5370: 2.5026117230455626e-06
Position 436: 2.5022537005231876e-06
Position 458: 2.4149093143127483e-06
Position 776: 2.396465438808198e-06
Position 6395: 2.3963773081960363e-06
Position 943: 2.3170370156783473e-06
Position 1413: 2.3132416603630896e-06
Position 1254: 2.2690909839389606e-06
Position 6318: 2.2535662419586056e-06
Position 6239: 2.1330389395242927e-06
Position 4680: 1.966773740845596e-06
Position 449: 1.9505308746966505e-06
Position 2473: 1.8758601250805209e-06
Position 2903: 1.8625891496607415e-06
Position 365: 1.837979103611542e-06
Position 4653: 1.791899009129841e-06
Position 2019: 1.7505620753844835e-06
Position 2662: 1.5999207458750531e-06
Position 1713: 1.5765350380489887e-06
Position 907: 1.5676652252012379e-06
Position 2550: 1.416511820665804e-06
Position 378: 1.4164182102260361e-06
Position 4150: 1.3465105735996426e-06
Position 2326: 1.265201096590226e-06
Position 293: 1.2404248959729078e-06
Position 2298: 1.2119408448869184e-06
Position 4017: 1.1457555460402762e-06
Position 1480: 1.139874628318542e-06
Position 4529: 1.0475358545760624e-06
Position 4205: 9.653460707033924e-07
Position 3594: 9.23325264503323e-07
Position 490: 9.038205629155145e-07
Position 487: 8.656577199994271e-07
Position 468: 8.554930836292705e-07
Position 217: 8.190088690907055e-07
Position 1089: 7.661133612600359e-07
Position 1742: 6.738631091179919e-07
Position 735: 6.133811539357627e-07
Position 6165: 5.939625105514442e-07
Position 2882: 5.863084804976159e-07
Position 2988: 5.572968797971208e-07
Position 2075: 5.480664649010985e-07
Position 1716: 5.022916183057776e-07
Position 3148: 4.991483494791892e-07
Position 779: 4.566186861278569e-07
Position 4897: 4.27064916309781e-07
Position 1650: 4.129254722376018e-07
Position 368: 3.889955665531722e-07
Position 1038: 3.5885445022201364e-07
Position 461: 3.033867568227041e-07
Position 660: 2.6478125233422465e-07
Position 1030: 2.417427441079808e-07
Position 762: 2.0654979062646516e-07
Position 399: 1.9624447965591662e-07
Position 3770: 5.3773007983153e-08
Position 1768: 5.189638265602305e-08
Position 1809: 3.5066309411374746e-08
Position 947: 3.3706714368736974e-08
Position 1937: 2.72975364241604e-08
Position 1908: 2.641172683152193e-08
Position 393: 2.4147723489573006e-08
Position 899: 2.3961965944833772e-08
Position 1932: 1.8220313410079207e-08
Position 991: 1.510948567223094e-08
Position 750: 1.1538496698493127e-08
Position 336: 7.563201248534602e-09
Position 998: 7.380244606835873e-09
Position 622: 5.730781827674749e-09
Position 416: 5.0491827909124265e-09
Position 242: 2.6748036487288317e-09
Position 817: 2.6250859682964618e-09
Position 879: 2.6139939759816463e-09
Position 478: 2.6027441143065297e-09
Position 2309: 2.495948083373226e-09
Position 227: 2.228218645237588e-09
Position 1043: 1.9119927120556514e-09
Position 3419: 1.829958147438397e-09
Position 1005: 1.8298140394004555e-09
Position 492: 7.94996389154563e-10
Position 422: 7.55826092408162e-10
Position 232: 7.515109325865486e-10
Position 839: 7.240019919858736e-10
Position 828: 7.19130167144556e-10
Position 2180: 4.942784416779614e-10
Position 2210: 4.820513867387586e-10
Position 433: 4.4069184567274393e-10
Position 1119: 4.18315568353954e-10
Position 611: 4.043010360953157e-10
Position 619: 2.864789756713216e-10
Position 744: 2.6889947878358307e-10
Position 247: 2.0422061125276974e-10
Position 782: 1.2244295481165454e-10
Position 254: 8.579715684159566e-11
Position 508: 7.830802477187021e-11
Position 277: 7.455770828405374e-11
Position 848: 3.954225110290768e-11
Position 327: 3.703571594661181e-11
Position 640: 3.539767362554118e-11
