Gene = UGCG
Position 35157: 0.0001508966432301532
Position 3614: 0.0001077232905815755
Position 34894: 0.00010717773599396413
Position 2472: 9.08491701233081e-05
Position 931: 8.883206693504665e-05
Position 34661: 8.1353731898467e-05
Position 2841: 7.849087907348785e-05
Position 2469: 7.76213991056298e-05
Position 35824: 7.045252009183197e-05
Position 35509: 6.652771513145604e-05
Position 3156: 6.109525146867842e-05
Position 2514: 5.7623362544090805e-05
Position 35557: 4.8795329878891845e-05
Position 3332: 4.568250053739224e-05
Position 2829: 4.398800127671296e-05
Position 35718: 3.665741135816474e-05
Position 2232: 3.49500903529082e-05
Position 3669: 3.488986210664016e-05
Position 35404: 3.239544459785057e-05
Position 3282: 3.2226361733847594e-05
Position 36024: 3.139678671547042e-05
Position 3680: 2.227560922669527e-05
Position 3413: 1.968117774614584e-05
Position 3350: 1.8595403409932335e-05
Position 3317: 1.534819359318374e-05
Position 49: 1.4138665348872258e-05
Position 1370: 1.1501097370726801e-05
Position 67: 1.1235011802772765e-05
Position 832: 8.628096459775596e-06
Position 401: 6.628767692313383e-06
Position 39: 5.38050485890197e-06
Position 3565: 5.017484035896398e-06
Position 716: 4.2988226897467526e-06
Position 738: 4.286581890223285e-06
Position 618: 3.0673774585051148e-06
Position 886: 2.9437202064334815e-06
Position 884: 2.854339973590807e-06
Position 922: 2.4193130485976522e-06
Position 809: 2.06434662107901e-06
Position 186: 1.88575236706591e-06
Position 719: 1.8109255394030349e-06
Position 669: 1.2605389726119114e-06
Position 303: 1.1053547763223688e-06
Position 710: 8.682003002087249e-07
Position 745: 7.397478065472821e-07
Position 21: 4.538253240165667e-07
Position 824: 9.352409885246358e-08
Position 35674: 8.056026917089035e-08
Position 653: 4.871546911327723e-08
Position 928: 4.8556075633992166e-08
Position 840: 4.4111314270790224e-08
Position 736: 4.053589544439837e-08
Position 515: 9.973316398941574e-09
Position 677: 6.645690392377639e-09
Position 407: 2.6609354983077414e-09
Position 937: 2.816191819706894e-10
Position 405: 7.82924119215056e-12
Position 763: 4.172460800043985e-12
Position 807: 3.0131343653926132e-12
Position 379: 3.0066099654966656e-12
Position 398: 5.15943813242326e-13
Position 498: 1.858676905589464e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 17838: 0.9999999999910554
Position 34504: 0.9113759278999377
Position 28010: 0.9099196332965398
Position 35403: 0.7909260836336307
Position 29617: 0.6246780652381987
Position 36060: 0.6067814944436268
Position 26082: 0.5993591263957323
Position 3198: 0.597590243198669
Position 32803: 0.45518554419472407
Position 37672: 0.4151456503602118
Position 32602: 0.4095491510592805
Position 32733: 0.4030637973037679
Position 33077: 0.3154067319994993
Position 26050: 0.20010580800911082
Position 34979: 0.14505742776504052
Position 14382: 0.09843602260426991
Position 420: 0.0784406601967381
Position 23321: 0.07700768820906603
Position 37974: 0.05861135870574881
Position 1139: 0.05848750338066827
Position 34940: 0.05828762885076445
Position 9690: 0.052845143360015945
Position 33153: 0.05185708385791994
Position 35706: 0.04582752684561151
Position 25881: 0.04407348835084507
Position 35362: 0.04117094090461368
Position 28689: 0.0389499604050886
Position 33097: 0.033957281288233616
Position 37089: 0.03386077663371534
Position 32547: 0.03194968025155816
Position 32827: 0.03095447470804684
Position 33262: 0.025672977637553704
Position 33391: 0.024882098732068904
Position 33233: 0.02370371366484001
Position 34128: 0.021675874997353857
Position 2377: 0.020339882082174875
Position 31357: 0.01990250609564539
Position 1164: 0.019099824378296354
Position 36097: 0.019013062975684444
Position 28715: 0.018483474059393507
Position 9686: 0.018130932010950698
Position 37696: 0.01626567870842834
Position 20922: 0.015252426607306033
Position 37444: 0.015177184213450802
Position 38241: 0.01512285645745274
Position 35739: 0.015115821738387342
Position 34890: 0.01331320691918149
Position 33236: 0.013271705421035004
Position 34506: 0.013189002730415527
Position 38393: 0.012731676375136091
Position 3751: 0.011759590311132408
Position 37058: 0.011459675476977123
Position 38187: 0.011254803741802414
Position 33073: 0.010202561997101926
Position 3168: 0.00974484622278485
Position 35012: 0.009508260004520123
Position 3771: 0.009427031854224612
Position 26617: 0.008986383156776504
Position 34186: 0.008347151885180742
Position 1258: 0.007549444342847449
Position 31592: 0.007486297989384994
Position 2175: 0.007478271661817687
Position 33466: 0.006469990949930778
Position 34533: 0.0063255102771519675
Position 18283: 0.0050650136957823035
Position 35149: 0.004848138862767438
Position 37997: 0.004190511314161213
Position 36942: 0.0040216714197982
Position 34189: 0.003912415427183009
Position 34409: 0.0039059925092330937
Position 37405: 0.00382148424049236
Position 35478: 0.0032416358479571156
Position 37650: 0.0031218685892367678
Position 2149: 0.002925231798717091
Position 1313: 0.002819918957319262
Position 2958: 0.0027294734885967985
Position 37116: 0.0026642400761440438
Position 33133: 0.0025978135348052604
Position 3238: 0.0024867448360522087
Position 18904: 0.002455455691610437
Position 3062: 0.002394980310468711
Position 1006: 0.002084978217113615
Position 35514: 0.0019927569103934673
Position 38219: 0.0019141949583373037
Position 33026: 0.00173013680214372
Position 37918: 0.0016929794743683632
Position 2118: 0.0016918259841521963
Position 3912: 0.0016873449293292062
Position 1225: 0.0016615757634833757
Position 1701: 0.0015456690052048708
Position 926: 0.001466806936182703
Position 18992: 0.0014211030163184275
Position 37256: 0.001337648175538453
Position 35029: 0.0013133982820214569
Position 1766: 0.0013043761777643825
Position 36762: 0.001301861414927842
Position 35693: 0.0012953628305193332
Position 2357: 0.0012907415472841375
Position 36320: 0.0012825252797376637
Position 31325: 0.0012305563175964362
Position 38019: 0.0011322766932885318
Position 2163: 0.001001381657521393
Position 2851: 0.0009648184345171231
Position 1696: 0.0009556271122616035
Position 3938: 0.0009407464117028262
Position 37137: 0.0009226349787938993
Position 37161: 0.0008875329817180803
Position 34384: 0.0008596340337235914
Position 3460: 0.0008431808423542197
Position 3087: 0.0008296176426591911
Position 29695: 0.0007894072701485568
Position 35312: 0.000782692304702161
Position 33532: 0.0007692665582099301
Position 34744: 0.0007667630418904883
Position 37647: 0.0007628827935383597
Position 34324: 0.0007601220147668316
Position 1234: 0.0007521201700352759
Position 36534: 0.0007437247345188296
Position 35381: 0.0007418957164000891
Position 632: 0.0006579968557673867
Position 36016: 0.0006478796663015269
Position 34571: 0.0006454424218097464
Position 33399: 0.0006286536121664428
Position 769: 0.0006259921789146142
Position 37461: 0.000616991218274902
Position 32988: 0.0005157090074770095
Position 35498: 0.00047894250710919567
Position 2295: 0.00044844111074815885
Position 1742: 0.00044270706557262304
Position 33495: 0.000377093231197087
Position 2451: 0.0003685099597963576
Position 3249: 0.0003621362327428176
Position 1022: 0.0003476501449759449
Position 2449: 0.00034606367630120614
Position 3064: 0.0003251939747245398
Position 36607: 0.0003163842879949053
Position 396: 0.0003138856301758264
Position 35052: 0.0003089399824229293
Position 4597: 0.00030791058684280303
Position 18234: 0.00028419812650360923
Position 1277: 0.00027646687683816426
Position 2765: 0.00027627666264537715
Position 2744: 0.00025587904361423823
Position 35583: 0.0002366970181992036
Position 34660: 0.00023574941114120924
Position 1519: 0.00022250459396582842
Position 35656: 0.00022015802752333114
Position 36560: 0.00021982889757560486
Position 1804: 0.00021156202155888477
Position 1727: 0.0001869371522159961
Position 1443: 0.0001729945578490913
Position 36698: 0.00016451901465253685
Position 34918: 0.00015595213049952856
Position 34691: 0.00014690260852241233
Position 1660: 0.00013913144066562722
Position 36639: 0.00013859341105513823
Position 35899: 0.00012696832321070948
Position 2530: 0.00010791635223327894
Position 35366: 8.412773917952499e-05
Position 602: 8.379465934474294e-05
Position 2662: 8.230330004586007e-05
Position 35807: 7.719662355880069e-05
Position 34716: 6.859009569952889e-05
Position 1316: 6.497953518635723e-05
Position 965: 6.266964905774866e-05
Position 199: 6.0710545795994724e-05
Position 18358: 5.5614037700345646e-05
Position 1723: 5.4408767983722106e-05
Position 1772: 5.2099550335053527e-05
Position 813: 4.923979624674331e-05
Position 2625: 3.7782936532251074e-05
Position 1115: 3.700485764428727e-05
Position 33728: 3.600030859934617e-05
Position 1944: 3.511108418206665e-05
Position 2206: 3.228756473270251e-05
Position 476: 2.7514535148892893e-05
Position 3205: 2.6456631148278042e-05
Position 1300: 2.5905837085460654e-05
Position 224: 2.515133376953042e-05
Position 2466: 2.3089166737417624e-05
Position 955: 2.0356625312435596e-05
Position 2311: 2.0211068376029045e-05
Position 2185: 1.9822107951895145e-05
Position 1570: 1.9511791382272377e-05
Position 2319: 1.901728896118047e-05
Position 1026: 1.4740464203659396e-05
Position 565: 1.4372392887450732e-05
Position 2780: 1.354776439090549e-05
Position 28215: 1.1357621233742676e-05
Position 1620: 1.0824832278539632e-05
Position 1464: 1.0381510414928354e-05
Position 1421: 9.34328964509673e-06
Position 1342: 8.88807515104094e-06
Position 1483: 8.155982148302034e-06
Position 1282: 6.743804831336005e-06
Position 662: 5.976944130513177e-06
Position 3215: 5.737345665009836e-06
Position 35927: 3.6507801322309886e-06
Position 3024: 1.5822220934060562e-06
Position 3380: 1.2867385841238448e-06
Position 736: 6.634960025809139e-09
