Gene = DFFA
Position 4749: 1.7258002099361993e-07
Position 934: 1.677655323432693e-07
Position 4969: 1.2483585730177958e-07
Position 950: 1.0300929012812285e-07
Position 1204: 1.0163539211780816e-07
Position 202: 9.26639876202464e-08
Position 195: 8.998629129899254e-08
Position 1148: 8.713516549392669e-08
Position 624: 8.679144743599279e-08
Position 109: 8.662744301467252e-08
Position 854: 7.049632465124472e-08
Position 424: 5.782778954483588e-08
Position 576: 5.776789870195968e-08
Position 1006: 4.6508064504722584e-08
Position 673: 4.0467502641853134e-08
Position 691: 3.916848202976989e-08
Position 3699: 2.8353915521641356e-08
Position 3656: 2.825704693579913e-08
Position 1299: 2.5901253687352175e-08
Position 1230: 2.4977772734060067e-08
Position 226: 2.494778211830598e-08
Position 3546: 2.352793287681855e-08
Position 377: 2.2577262935493725e-08
Position 272: 2.209509628183229e-08
Position 1275: 2.0965533436462073e-08
Position 870: 1.886862090560305e-08
Position 342: 1.7042984035317582e-08
Position 1063: 1.5890353935325268e-08
Position 867: 1.3730414056302208e-08
Position 557: 1.196273089751923e-08
Position 198: 7.396003702995627e-09
Position 1304: 4.604470554214977e-09
Position 285: 1.363911765823888e-09
Position 666: 9.31929522672535e-10
Position 287: 8.978541176021969e-10
Position 253: 7.96192353773996e-10
Position 428: 4.688948942886464e-10
Position 238: 2.529393630460081e-10
Position 698: 3.5866263177020615e-11
Position 681: 3.15918206339157e-11
