Gene = BLVRA
Position 12560: 5.492444768975039e-05
Position 8163: 5.4293361410537765e-05
Position 3652: 5.1303259313840684e-05
Position 550: 4.528768500731064e-05
Position 9679: 4.476918847120981e-05
Position 1355: 4.047176034607857e-05
Position 8546: 3.932680925137471e-05
Position 4142: 3.8895380263610374e-05
Position 4408: 3.802644000713488e-05
Position 11692: 3.744675547994376e-05
Position 3494: 3.3760502886945304e-05
Position 860: 3.2046669124907654e-05
Position 2992: 3.201321636177485e-05
Position 1002: 3.177603953094056e-05
Position 8075: 2.9186087008505105e-05
Position 1430: 2.8444379001720714e-05
Position 402: 2.7983284983004544e-05
Position 9334: 2.7834992925647103e-05
Position 10276: 2.6419812110656063e-05
Position 8360: 2.534627388759171e-05
Position 5671: 2.4844021345562902e-05
Position 10790: 2.271866450152434e-05
Position 964: 2.241848207449205e-05
Position 2820: 2.050586786240209e-05
Position 974: 2.0445858860548783e-05
Position 2299: 2.0079397216708136e-05
Position 180: 2.0003539174242594e-05
Position 3958: 1.9321374209683172e-05
Position 2931: 1.8202648577885845e-05
Position 1543: 1.8171747689382026e-05
Position 2963: 1.662320116051072e-05
Position 119: 1.4806053330081372e-05
Position 2863: 1.4670396109564701e-05
Position 5313: 1.4136827423923661e-05
Position 2353: 1.4014647907243214e-05
Position 9505: 1.3821912547328584e-05
Position 4094: 1.3523372464405227e-05
Position 5368: 1.3430198603044587e-05
Position 1269: 1.3283420322274209e-05
Position 156: 1.1980475793036721e-05
Position 3563: 1.154237410224189e-05
Position 2690: 1.0892971751263846e-05
Position 9089: 1.0615757752827923e-05
Position 6753: 1.0404530301515297e-05
Position 2572: 8.89432349259927e-06
Position 1019: 7.940871326915916e-06
Position 416: 6.754493405060182e-06
Position 7359: 5.567969197130425e-06
Position 3879: 5.531980877437055e-06
Position 4249: 5.268275377386695e-06
Position 916: 5.235780956510961e-06
Position 4422: 5.199053875101796e-06
Position 6617: 4.561372291306403e-06
Position 6756: 4.3797196112697206e-06
Position 7014: 3.7498866072412817e-06
Position 2479: 3.294093237457957e-06
Position 2781: 3.188260981186042e-06
Position 1064: 2.530373633644819e-06
Position 2797: 2.419253226600493e-06
Position 2458: 2.4042182149063553e-06
Position 2367: 2.325339674020472e-06
Position 1168: 2.2047062389506062e-06
Position 2542: 2.1864574414974847e-06
Position 336: 2.1553891137137243e-06
Position 2056: 1.8200267994048238e-06
Position 1887: 1.7290486280954272e-06
Position 957: 1.710607506769604e-06
Position 1087: 1.5889293389025738e-06
Position 371: 1.5471335255328614e-06
Position 347: 1.527534470147644e-06
Position 2133: 1.1435253008256045e-06
Position 2757: 1.0058023996347685e-06
Position 2270: 9.170826443118422e-07
Position 1933: 6.178824785771413e-07
Position 1894: 4.4872714381479904e-07
Position 2207: 4.179194554997108e-07
Position 1998: 4.1488045655102657e-07
Position 182: 3.254744732897387e-07
Position 2466: 3.1822513643459545e-07
Position 159: 3.143322371674707e-07
Position 236: 2.998951991167254e-07
Position 2515: 2.3626968264371483e-07
Position 1475: 2.305268131665498e-07
Position 1458: 1.8206852934222537e-07
Position 1547: 1.588650833432323e-07
Position 774: 1.4417750629312302e-07
Position 706: 2.5068248459296518e-08
Position 1412: 1.4814816545712845e-08
Position 619: 1.3965442534926902e-08
Position 727: 1.3294375571729909e-08
Position 649: 1.205502886768354e-08
Position 1061: 9.871255198224473e-09
Position 631: 9.604978762488366e-09
Position 1338: 9.467674505270591e-09
Position 520: 9.009966561910186e-09
Position 378: 8.396783149218472e-09
Position 453: 7.1982388047002315e-09
Position 148: 7.105042189654649e-09
Position 532: 6.436147464167401e-09
Position 719: 6.217722316974905e-09
Position 908: 5.058437325567591e-09
Position 444: 4.499486206889932e-09
Position 462: 2.2863768895770846e-09
Position 373: 2.15114965590587e-09
Position 127: 1.0828262544660868e-09
Position 419: 5.618783957700634e-10
Position 894: 3.562915012795001e-10
Position 712: 2.9557009358149754e-10
Position 656: 2.725512621083741e-10
Position 193: 2.6581635265376616e-10
Position 902: 2.6025031340202175e-10
Position 319: 2.329448927204015e-10
Position 301: 1.1384499004732333e-10
Position 240: 7.896434062598215e-11
Position 121: 1.0865744723086339e-11
Position 142: 4.44360841885547e-12
