Gene = SIT1
Position 544: 1.4966154502303963e-06
Position 717: 1.0148498006697543e-06
Position 151: 8.492762941346858e-07
Position 729: 6.652822363901482e-07
Position 83: 6.130621548551546e-07
Position 236: 4.647145152091759e-07
Position 95: 4.521731372739033e-07
Position 448: 2.3428600874368335e-07
Position 474: 1.8350517353874905e-07
Position 745: 1.385632371514263e-07
Position 472: 5.6741264101595596e-08
Position 782: 4.067725806713742e-08
Position 598: 3.21983856171399e-08
Position 156: 3.0627705856074895e-08
Position 620: 2.8130605406792336e-08
Position 726: 2.5457040949790717e-08
Position 613: 2.5045664587087307e-08
Position 587: 1.7675319937766296e-08
Position 615: 1.7105089121684282e-08
Position 605: 3.360021131361776e-09
Position 602: 1.6120174033247704e-09
Position 600: 1.1410616809049768e-09
Position 199: 4.121831187648552e-10
Position 191: 2.1765599515341375e-10
Position 797: 2.096486531016562e-10
Position 591: 1.0372362498170549e-10
Position 777: 5.133037809991735e-11
Position 204: 3.7051090997183353e-11
Position 219: 1.1160597694372539e-12
Position 793: 8.788761400229899e-14
