Gene = MPC2
Position 456: 2.584341263950392e-08
Position 857: 1.8152902275284648e-08
Position 1800: 6.6439017405795915e-09
Position 819: 3.6386411311899858e-09
Position 845: 3.1174429051782954e-09
Position 102: 2.630918465813241e-09
Position 879: 8.362563112323875e-10
Position 661: 5.55337381080865e-10
Position 531: 1.4387778538314042e-10
Position 134: 5.625681582200517e-11
Position 288: 2.2724878823849713e-11
Position 105: 2.111135144715849e-11
Position 439: 9.122178426467416e-14
Position 704: 4.083724929419534e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 11502: 0.9718995520650596
Position 15408: 0.8812166423497144
Position 15949: 0.6549365991130965
Position 17680: 0.6536496600160611
Position 15695: 0.3126632214381923
Position 5265: 0.14562624702943197
Position 5232: 0.14363057783986988
Position 1577: 0.10933284627097241
Position 2430: 0.08613906924465714
Position 17004: 0.07324125822396885
Position 9146: 0.06679065376555658
Position 18449: 0.06468595452651144
Position 9645: 0.06451462706462262
Position 12503: 0.05652818842454544
Position 15350: 0.054849533928277835
Position 17995: 0.03525821200897549
Position 2554: 0.0352103336534407
Position 948: 0.028354605974281757
Position 7012: 0.025632545965787908
Position 16135: 0.02530073337423903
Position 7090: 0.024385247916643104
Position 16531: 0.019019408628867147
Position 2393: 0.017412939617274404
Position 9807: 0.017265134249168448
Position 15626: 0.017237700560270977
Position 16629: 0.01643289306459507
Position 16967: 0.016065982665922462
Position 3791: 0.015942725183553646
Position 837: 0.01587105384685564
Position 5180: 0.013658171936182986
Position 19241: 0.013571228310070729
Position 7465: 0.012488214192051697
Position 3822: 0.01239663374923335
Position 7376: 0.012269650635825802
Position 18887: 0.011668820352879233
Position 15561: 0.00920528406694982
Position 9828: 0.008854180357561532
Position 17539: 0.008758211255987447
Position 2509: 0.008471297153843534
Position 6221: 0.007992606836326367
Position 1627: 0.007972354481873188
Position 3238: 0.0075184774218205784
Position 16485: 0.007453969330951339
Position 3258: 0.0073656639294302296
Position 18339: 0.007177791783551716
Position 17181: 0.0066628434155367915
Position 16571: 0.0060893351715210495
Position 16159: 0.006082499827779578
Position 7354: 0.005244255750050898
Position 18634: 0.005086647735892167
Position 5337: 0.005028696547136977
Position 3449: 0.004955853056807771
Position 15930: 0.004952840355628721
Position 5285: 0.004513546970619828
Position 16504: 0.004358864692873483
Position 18239: 0.004355110068699974
Position 18445: 0.0042894361607481914
Position 11437: 0.00403474238065758
Position 16648: 0.003662691363708624
Position 17572: 0.003330252264041358
Position 916: 0.00314043366705183
Position 6389: 0.0030009163209643703
Position 1681: 0.002995572741606768
Position 5300: 0.002954854063834758
Position 16033: 0.002812745713620365
Position 16030: 0.0027624750030685596
Position 857: 0.002182067609754938
Position 16351: 0.0021175075209332946
Position 1046: 0.0019551640898711454
Position 9816: 0.0019523923472560879
Position 17108: 0.0019366232747272617
Position 16717: 0.0016807445447061446
Position 17148: 0.0016298467842985895
Position 17062: 0.0016258884406942088
Position 5303: 0.0015696725928489549
Position 12462: 0.0014489375084381104
Position 15604: 0.001398282623221416
Position 2482: 0.00137253897278447
Position 3477: 0.00135468795837006
Position 3424: 0.001078695968347436
Position 3491: 0.0010436247803271177
Position 7170: 0.001041641791194639
Position 6192: 0.00104161870181185
Position 5353: 0.0010290420752607982
Position 17855: 0.0010059147238790436
Position 12180: 0.0009930546791089615
Position 1011: 0.0009765216338064963
Position 7041: 0.0008828985197365871
Position 18067: 0.0008541450230665554
Position 18916: 0.0008335488715892042
Position 16574: 0.0007974604057552363
Position 3530: 0.000796324511329699
Position 7038: 0.0007491163893804223
Position 7181: 0.0007427428387973382
Position 4730: 0.0007032386099135413
Position 11309: 0.0006740801759244757
Position 2224: 0.0006678065938505612
Position 11659: 0.0006637242153677729
Position 141: 0.0006629727563365381
Position 7338: 0.0006547352445956192
Position 7279: 0.0006208013229292909
Position 2575: 0.0005977563973328574
Position 18469: 0.0005593601963737925
Position 888: 0.0005572488067295141
Position 16386: 0.0005208195405987834
Position 1144: 0.0005006709849654754
Position 2096: 0.000492124500512761
Position 715: 0.0004587269883948342
Position 579: 0.0004527512708791862
Position 5159: 0.00041428463925884427
Position 898: 0.00038441001542246014
Position 18072: 0.0003821243320341495
Position 15888: 0.00036484350975076905
Position 17882: 0.0003456392083502689
Position 11740: 0.00033397922259335465
Position 3395: 0.00032261150159303034
Position 2177: 0.00031668341039687355
Position 3398: 0.00031628076379945733
Position 19043: 0.00027960839682726103
Position 12906: 0.00027845949631940555
Position 16470: 0.00027619770478239087
Position 145: 0.00026737891736051825
Position 2221: 0.0002466962487209229
Position 12099: 0.0002442725268678121
Position 1436: 0.0002435954450427111
Position 398: 0.00024084721564139898
Position 2159: 0.00023849686410324383
Position 1555: 0.00023795552127635323
Position 2607: 0.0002248225327820139
Position 11886: 0.00021813196853733311
Position 18375: 0.00021656412291922605
Position 4770: 0.0002135474919545982
Position 13956: 0.0002104471771657467
Position 431: 0.0002006981034392997
Position 4842: 0.00020004092081394743
Position 12158: 0.00018568209088317932
Position 12239: 0.00018466320342782271
Position 2341: 0.00017968512878431894
Position 18257: 0.00017814719616624975
Position 15825: 0.0001756367907311347
Position 1396: 0.000164534142941673
Position 1968: 0.000161906653411303
Position 256: 0.00015365434595799305
Position 17901: 0.00014931548527807834
Position 3234: 0.00014202822995597341
Position 2141: 0.00013427346313094193
Position 1732: 0.0001322976974483991
Position 8820: 0.00010203253746124355
Position 743: 9.972129109824076e-05
Position 494: 9.667103027645319e-05
Position 682: 9.10934113570327e-05
Position 452: 8.767541047090908e-05
Position 806: 8.7238336412215e-05
Position 8838: 8.647683413295569e-05
Position 12055: 8.226391513000428e-05
Position 1201: 7.370846819418476e-05
Position 13784: 7.077373109347753e-05
Position 374: 6.996808599671232e-05
Position 13023: 5.861515346658387e-05
Position 5020: 5.815766295995685e-05
Position 13933: 5.206662595352153e-05
Position 15776: 4.703464966425307e-05
Position 15528: 4.104631675470429e-05
Position 11722: 3.936827301641611e-05
Position 1639: 3.5035510993779014e-05
Position 13690: 3.4624787400173206e-05
Position 1238: 3.411634089133531e-05
Position 11637: 3.366959058367401e-05
Position 2790: 3.261000488179041e-05
Position 12040: 3.253140505773487e-05
Position 12839: 2.932659856890013e-05
Position 1530: 2.5587596828854303e-05
Position 1642: 2.1521609649091345e-05
Position 2114: 2.141052365509677e-05
Position 11275: 2.0158844773875702e-05
Position 729: 1.8039517234263583e-05
Position 2055: 1.7345310234916143e-05
Position 6683: 1.7140460686957514e-05
Position 843: 1.5611028393777106e-05
Position 3004: 1.3646157855168449e-05
Position 11706: 1.3284105142960199e-05
Position 686: 1.2325435778088319e-05
Position 13245: 1.21504923845963e-05
Position 12599: 1.0801236344054203e-05
Position 967: 9.881580844054113e-06
Position 436: 9.628669519494927e-06
Position 2781: 9.53065739887228e-06
Position 2146: 9.20017703309996e-06
Position 2201: 9.156262774635066e-06
Position 220: 9.011332988958082e-06
Position 1872: 8.93035749094854e-06
Position 1908: 8.182855454702215e-06
Position 304: 7.937300157089912e-06
Position 11920: 6.849275816082558e-06
Position 2891: 6.803929573848232e-06
Position 1738: 5.920779771816522e-06
Position 410: 5.836837228583556e-06
Position 1113: 5.828456267856051e-06
Position 2244: 5.365217548798624e-06
Position 5484: 5.165124718096691e-06
Position 2936: 4.911999618910801e-06
Position 1174: 4.83491654649221e-06
Position 513: 4.6813675550464775e-06
Position 1150: 4.449973621342907e-06
Position 1343: 4.429503517619406e-06
Position 9389: 3.356865612086562e-06
Position 756: 3.070052726231853e-06
Position 3591: 2.9497863171918775e-06
Position 4131: 2.8806370345901993e-06
Position 400: 2.81163986125406e-06
Position 4430: 2.524258332554913e-06
Position 4014: 2.443812987598054e-06
Position 2443: 2.0974922518251005e-06
Position 8207: 2.080247264910779e-06
Position 509: 1.7919736118604521e-06
Position 3535: 1.7808762911441799e-06
Position 7612: 1.6230373676417781e-06
Position 1323: 1.6015463123383468e-06
Position 1683: 1.5157945157522856e-06
Position 2366: 1.5080046164195083e-06
Position 1719: 1.3568226082374485e-06
Position 2709: 1.2692326740005273e-06
Position 1280: 1.121855256402236e-06
Position 1825: 9.689704939432317e-07
Position 1003: 7.480337679606513e-07
Position 6708: 7.352028292885953e-07
Position 3045: 7.303632465207266e-07
Position 6444: 6.365106565335016e-07
Position 159: 5.729117055639193e-07
Position 900: 5.416177226268105e-07
Position 972: 5.137623880097063e-07
Position 111: 5.073710237605509e-07
Position 2579: 4.7665482806100174e-07
Position 961: 3.5853474128618e-07
Position 1258: 2.8956001203273253e-07
Position 2758: 2.5010600979123786e-07
Position 3938: 2.3305035580159884e-07
Position 12440: 2.2625982528271666e-07
Position 1226: 2.2063446582793615e-07
Position 4156: 2.203397105618455e-07
Position 4639: 1.9658529284334802e-07
Position 817: 1.9168789274885746e-07
Position 1123: 1.6754851849112777e-07
Position 3994: 1.6707131099337577e-07
Position 1244: 1.6135331376836775e-07
Position 284: 1.0276678180481711e-07
Position 1214: 9.430230914811862e-08
Position 688: 5.9483887349202884e-08
Position 1356: 3.79391717842055e-08
Position 276: 3.232466123853345e-08
Position 586: 3.21252675659809e-09
Position 1879: 1.6328772700018348e-09
Position 758: 1.483679123650526e-09
Position 1535: 1.1999786842043762e-09
Position 766: 1.1241997230343809e-09
Position 376: 9.871280762535565e-10
Position 2343: 8.959124624041116e-10
Position 117: 7.720338443648449e-10
Position 307: 7.169337367796709e-10
Position 724: 6.864030585467012e-10
Position 1946: 5.753400052416394e-10
Position 261: 5.344060267952776e-10
Position 152: 1.233310586124344e-10
Position 337: 3.307243747483763e-11
Position 813: 3.095362071119764e-11
Position 124: 1.673725135595505e-11
Position 1699: 1.0831269274691358e-11
