Gene = TROVE2
Position 10243: 1.7369968538629343e-05
Position 1477: 1.6915191221978688e-05
Position 2905: 1.2196236695051893e-05
Position 2504: 9.094511869280199e-06
Position 2082: 8.38817811156275e-06
Position 3699: 7.727866739972084e-06
Position 1275: 6.952823492157315e-06
Position 2348: 5.7761130058458955e-06
Position 3555: 5.164347923387618e-06
Position 22952: 4.884829855116293e-06
Position 22957: 4.600008541858018e-06
Position 10502: 4.458332809104657e-06
Position 454: 3.7474260735010805e-06
Position 22873: 3.46875115503501e-06
Position 22899: 3.3979848603316274e-06
Position 1467: 3.2066486488669037e-06
Position 23048: 2.6742267819328164e-06
Position 24594: 2.3178038971404005e-06
Position 23218: 2.2399727286786944e-06
Position 22967: 2.1273655857768026e-06
Position 23008: 1.4257607813757935e-06
Position 69: 1.3368042594643783e-06
Position 23683: 9.289939793672494e-07
Position 23150: 7.516003553135205e-07
Position 22913: 7.132109898117443e-07
Position 23742: 6.546560097401076e-07
Position 286: 6.425534957457797e-07
Position 22830: 4.4221041064860817e-07
Position 237: 4.4200354088436893e-07
Position 22888: 3.923052539534664e-07
Position 243: 2.687664454656827e-07
Position 861: 2.5093462644502776e-07
Position 874: 2.481927516997823e-07
Position 249: 2.3679994410868487e-07
Position 879: 2.0770046070965576e-07
Position 283: 2.0574363154853206e-07
Position 996: 1.8268087424742157e-07
Position 728: 1.6840807159406455e-07
Position 255: 1.355138523852857e-07
Position 24606: 8.650904248552364e-08
Position 748: 7.006912494142704e-08
Position 905: 4.3438026836200544e-08
Position 925: 3.759507499211922e-08
Position 1112: 3.595151337598403e-08
Position 432: 3.347243636144119e-08
Position 194: 2.4966570600013976e-08
Position 845: 2.2115035486937044e-08
Position 423: 1.2619331941075617e-08
Position 22926: 9.727631473490997e-09
Position 1143: 7.766129353390705e-09
Position 495: 4.470832480324588e-09
Position 620: 2.9689940015777967e-09
Position 24948: 1.6642052988511598e-09
Position 512: 1.4785408560579633e-09
Position 646: 3.1718254814042025e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 22763: 0.9946762867224569
Position 21941: 0.9816054468632666
Position 23139: 0.9481885666585638
Position 17078: 0.8474124449214937
Position 17490: 0.8416648058307566
Position 21770: 0.8212325929510169
Position 9611: 0.7424885976793365
Position 25156: 0.6932238922016487
Position 24161: 0.46475957738801654
Position 10134: 0.3779188803041309
Position 639: 0.3051753441154625
Position 24164: 0.28657974931139174
Position 10022: 0.27213066507103734
Position 24701: 0.1999138318077717
Position 6779: 0.1896245590045263
Position 16397: 0.17447621863415957
Position 583: 0.09962657950570039
Position 9935: 0.07562318072562145
Position 24463: 0.0723714536199625
Position 25220: 0.07091562416666287
Position 22170: 0.06214748583596922
Position 18755: 0.05783495223472537
Position 17527: 0.04868273633253688
Position 451: 0.04714447375516333
Position 24191: 0.04530891516465041
Position 6819: 0.04435299852816898
Position 24352: 0.0394416116293442
Position 6733: 0.038816321925130966
Position 24427: 0.033850954732657645
Position 13627: 0.029951116531690077
Position 9659: 0.029046904025494827
Position 3787: 0.028683338538038713
Position 24866: 0.02455934411306701
Position 23856: 0.02304574297988939
Position 24394: 0.01900166949278196
Position 23776: 0.015856534820914946
Position 17733: 0.015489016158144377
Position 9583: 0.015041318401147837
Position 9451: 0.012553701606517927
Position 14176: 0.011083650625830593
Position 1142: 0.010893368599111615
Position 17755: 0.008350010631262837
Position 23695: 0.008194580141654608
Position 6730: 0.007722214120096932
Position 21945: 0.007100325190597448
Position 24652: 0.006384931649947886
Position 23881: 0.005656463871765443
Position 6704: 0.005430602494849062
Position 294: 0.005252161059461379
Position 25013: 0.00514702727402198
Position 23991: 0.005087969667269482
Position 5631: 0.0049796652315644225
Position 25172: 0.0038278547425552602
Position 21975: 0.0036083737314780533
Position 5038: 0.003289359711551052
Position 3094: 0.0026162878855415595
Position 23149: 0.0025765001068505933
Position 601: 0.0024451667358805743
Position 24441: 0.002295375279388996
Position 22694: 0.0021197353327340983
Position 24914: 0.001915477386658807
Position 3275: 0.0019139950285143698
Position 4968: 0.0019134908253752542
Position 23818: 0.0018931506637618273
Position 23098: 0.001808283125303365
Position 3920: 0.001800954432043634
Position 6630: 0.001650800540463868
Position 23714: 0.001590918251176361
Position 22568: 0.00150169766872172
Position 22200: 0.0014993071126920277
Position 23564: 0.0014883817685537348
Position 22779: 0.0013690778413516717
Position 23519: 0.0013055104574411416
Position 269: 0.0012865046249044554
Position 23367: 0.0012723323759392473
Position 10840: 0.0011317297522203348
Position 24132: 0.0010722577249469272
Position 3291: 0.0010684861780031981
Position 23146: 0.0010585302502752816
Position 3618: 0.0009617236897379776
Position 24127: 0.000949661697588253
Position 17966: 0.0009223721461536681
Position 23187: 0.0009203723426233256
Position 24498: 0.0009073273995016613
Position 23363: 0.0008769597477199741
Position 25298: 0.0008384739649558819
Position 23437: 0.0006797317600590425
Position 23837: 0.0006522421186549918
Position 5564: 0.0006278681760233846
Position 24468: 0.0006104964895460207
Position 23545: 0.0005813594782487529
Position 24620: 0.0005694005249820614
Position 25316: 0.0005631602333171679
Position 25319: 0.0005409359681270444
Position 24233: 0.0005402248473258874
Position 22797: 0.0004780490305434284
Position 229: 0.00042856526861532616
Position 25226: 0.0004199569727500915
Position 3162: 0.00041975826934618815
Position 23461: 0.0004137885896538257
Position 24707: 0.00039912152402465305
Position 24001: 0.00037108153900025826
Position 5295: 0.00036755027294495485
Position 24144: 0.00036089328273929675
Position 3242: 0.00035420244797737484
Position 3724: 0.0003489106822708332
Position 5016: 0.00032315239911266723
Position 1057: 0.00031140153057876966
Position 740: 0.0003007004954094054
Position 23612: 0.00029073396910297094
Position 24091: 0.00028233579958335074
Position 24170: 0.0002643714825933922
Position 23033: 0.00026360319387813545
Position 707: 0.00024470503319645
Position 3125: 0.00022736569052682462
Position 3721: 0.00022205808929513077
Position 423: 0.000217252507416739
Position 1181: 0.00021079410820436234
Position 1164: 0.0002098854859954494
Position 23008: 0.00020855638621708022
Position 24289: 0.00020329183593673913
Position 24217: 0.00020047550099718147
Position 1090: 0.00019864974754355547
Position 3102: 0.00017449686979897195
Position 25060: 0.00017183846196546206
Position 3245: 0.00016479057369159483
Position 12007: 0.00016343842604644066
Position 23943: 0.00016296699103460346
Position 23925: 0.00015715160717879293
Position 24580: 0.00015369864813546573
Position 23190: 0.00014788194436481786
Position 23088: 0.00014180020994819496
Position 709: 0.00013691682580155968
Position 24375: 0.00011929231944241391
Position 22405: 0.00011825105059290297
Position 24630: 0.00010468344875215474
Position 24594: 9.834077013686538e-05
Position 821: 8.934234770193665e-05
Position 25098: 8.876101334687214e-05
Position 24434: 8.671865221132957e-05
Position 1108: 8.406938564597521e-05
Position 759: 7.898567520849407e-05
Position 24273: 7.759072031955079e-05
Position 775: 7.674577717551817e-05
Position 22633: 6.40227318913445e-05
Position 304: 5.6766858798804564e-05
Position 3512: 5.380729394954099e-05
Position 24505: 5.275167841578338e-05
Position 24265: 4.508902247160403e-05
Position 24603: 4.3033598098156294e-05
Position 23904: 4.063397386357339e-05
Position 23678: 3.645907448126786e-05
Position 23720: 3.606731830280371e-05
Position 25371: 3.5848977612247394e-05
Position 22830: 3.47522417743497e-05
Position 23702: 3.145096438885782e-05
Position 23742: 2.869090056290108e-05
Position 11965: 2.839342600120522e-05
Position 23698: 2.8382584629276346e-05
Position 1338: 2.8370174623743228e-05
Position 2764: 2.5086134321490352e-05
Position 23800: 2.461217031077128e-05
Position 23910: 2.3729307373332562e-05
Position 23235: 2.3170592858334426e-05
Position 23675: 1.9993038758154146e-05
Position 1813: 1.8359031055768432e-05
Position 535: 1.627081771528637e-05
Position 561: 1.4233893916183018e-05
Position 23736: 1.2344433084229024e-05
Position 23248: 1.1373708886582899e-05
Position 3469: 1.0690550704306597e-05
Position 1590: 1.037613605518978e-05
Position 22856: 8.695466364738491e-06
Position 2226: 7.0292507104723106e-06
Position 2786: 6.468687086809027e-06
Position 22462: 5.416045654507395e-06
Position 3411: 5.002052718165155e-06
Position 402: 4.846919341393785e-06
Position 24310: 4.764955873373186e-06
Position 2314: 3.9709113100205474e-06
Position 1946: 3.0618393071061964e-06
Position 10388: 3.058024732645062e-06
Position 1975: 2.7629366485495467e-06
Position 22543: 2.7128056499090173e-06
Position 2677: 2.62674386289123e-06
Position 22611: 2.5409161475494384e-06
Position 459: 2.278869009094918e-06
Position 22313: 1.974451337153625e-06
Position 333: 1.6429143094009677e-06
Position 2223: 1.5671659544771199e-06
Position 2007: 1.4616743798704772e-06
Position 10311: 1.4003080764595912e-06
Position 737: 1.3212384614849933e-06
Position 1376: 1.3205409664581966e-06
Position 22573: 1.2074860200827754e-06
Position 2331: 1.2017778386669291e-06
Position 2186: 1.0731646039955095e-06
Position 1371: 9.406297636733442e-07
Position 22429: 8.885671379224937e-07
Position 3140: 8.427274247837276e-07
Position 3147: 7.572153283787114e-07
Position 1828: 6.622335994029654e-07
Position 1747: 6.577544390222908e-07
Position 3069: 6.066120718134174e-07
Position 974: 6.01583302305395e-07
Position 546: 5.902648689874207e-07
Position 1769: 5.550304357170201e-07
Position 1160: 3.2999002232477825e-07
Position 1075: 3.196789730963625e-07
Position 22971: 2.3945598795749356e-07
Position 348: 1.7932033023764237e-07
Position 22289: 1.7064269767069306e-07
Position 23273: 1.4246564286490277e-07
Position 180: 1.0241908034552904e-07
Position 755: 7.850419816276883e-08
Position 800: 6.891869283839188e-08
Position 177: 6.439776976356398e-08
Position 188: 4.388573852621237e-08
Position 2448: 2.8354457493685497e-08
Position 354: 2.5894129453280075e-08
Position 3224: 2.497024081775661e-08
Position 651: 2.3482932137968688e-08
Position 1776: 1.952334546177433e-08
Position 1458: 1.8314755676540657e-08
Position 1722: 1.6406516957745408e-08
Position 971: 1.547914965067466e-08
Position 1686: 1.424459346734941e-08
Position 1254: 1.1641424337732951e-08
Position 653: 1.0789350392021572e-08
Position 826: 6.614562013117216e-09
Position 777: 3.1028904589495404e-09
Position 23044: 2.682527776999257e-09
Position 165: 2.4391101839265497e-09
Position 23277: 1.857682564551322e-09
Position 860: 9.474402380730005e-10
Position 182: 8.602923721328487e-10
Position 796: 4.336843675505081e-10
Position 791: 3.335195164109587e-10
Position 1016: 2.785434827641703e-10
Position 984: 1.9814369852098599e-10
Position 1008: 1.9368508084641541e-10
Position 1028: 1.541728370667269e-10
Position 1071: 9.952346177491864e-11
Position 1001: 9.722569911883349e-11
Position 1036: 5.862673614102768e-11
Position 994: 5.7559740033628244e-11
Position 372: 3.4173337790415715e-11
Position 384: 2.2709241410496185e-11
Position 787: 1.4458488875708369e-11
Position 793: 1.1500126070228158e-11
Position 359: 2.6989750443414128e-12
