Gene = KNCN
Position 1947: 0.3349998572082469
Position 1440: 0.1968005370037951
Position 1764: 0.12359188988293096
Position 2617: 0.09193016434641937
Position 634: 0.052423820832654185
Position 1795: 0.051232410871333074
Position 3287: 0.0452159681481685
Position 694: 0.03773418322543745
Position 1190: 0.03507057728705754
Position 583: 0.032326886957934814
Position 2666: 0.03151990532765701
Position 3547: 0.030337099119846018
Position 2292: 0.026714929076489095
Position 1890: 0.024681450553389675
Position 343: 0.023180867357899745
Position 1138: 0.01737842701718018
Position 1980: 0.016598916004818626
Position 1157: 0.013188810575575978
Position 763: 0.01313562076456416
Position 2477: 0.01300808389154261
Position 1619: 0.010316462254240377
Position 3069: 0.01006124929234227
Position 2393: 0.008887670807973628
Position 3016: 0.008343581282933395
Position 413: 0.00805184069867166
Position 2933: 0.0075063730518771885
Position 1307: 0.007196920981872898
Position 3563: 0.006510989944755517
Position 3408: 0.005330185609008295
Position 1173: 0.005036445899268877
Position 1670: 0.0044974236290548746
Position 961: 0.004064344091917263
Position 1244: 0.003571408011324387
Position 1281: 0.003491613195169892
Position 2101: 0.0033342590084522957
Position 3118: 0.0032305693387664706
Position 3308: 0.003147551237852699
Position 3774: 0.002829945533251239
Position 1077: 0.002730670934549397
Position 3725: 0.00263589062596258
Position 2320: 0.002578818152745043
Position 586: 0.0023111462462976355
Position 1713: 0.002007131954943338
Position 1656: 0.002006136738152773
Position 2822: 0.0017477859261731598
Position 2334: 0.0017343878994301762
Position 1055: 0.0016606800897713972
Position 3208: 0.0016134002524736406
Position 1039: 0.0015889446768984062
Position 3086: 0.0015526914381755227
Position 349: 0.001406224014667374
Position 1771: 0.0012226965825688158
Position 3415: 0.0012081990419773238
Position 1018: 0.0010615749752417615
Position 893: 0.0010471825590577671
Position 2238: 0.0009330164121573756
Position 1639: 0.0009208852182489991
Position 3376: 0.000897976457022799
Position 2267: 0.0008954235862857793
Position 2241: 0.00079633057568031
Position 249: 0.000744490992856439
Position 3109: 0.0006805809513961429
Position 2390: 0.0006414327417633536
Position 1742: 0.0006197868234864042
Position 3036: 0.0005858005238454215
Position 1304: 0.0005773479843618111
Position 2443: 0.0005736668356224404
Position 3741: 0.0005489102358346129
Position 2973: 0.0005381571087657363
Position 426: 0.0005098672236008176
Position 3597: 0.00046567191658216576
Position 308: 0.00043219283111878184
Position 2881: 0.0004254863696029717
Position 455: 0.00041232093929511796
Position 2158: 0.0004062994014797045
Position 1412: 0.00039267367424864445
Position 473: 0.00038850846286027054
Position 735: 0.0003584389888819934
Position 215: 0.00034926986167088686
Position 3436: 0.00033314908696427425
Position 3380: 0.0003127799226507344
Position 420: 0.00028047978502723493
Position 1800: 0.0002669665615126987
Position 3566: 0.0002600670802737551
Position 1951: 0.0002569779341527476
Position 1628: 0.00025281521839481567
Position 1146: 0.00023942476177600931
Position 3041: 0.00023774448587830175
Position 868: 0.0002338471324180661
Position 300: 0.00022829094033148092
Position 1458: 0.00022612755547052934
Position 2080: 0.00021902280714661742
Position 2955: 0.0002163721423357747
Position 2887: 0.0002117108498146166
Position 1332: 0.00018593070979366883
Position 2986: 0.00017554920624649227
Position 2807: 0.00017532364308260107
Position 3053: 0.00015190946876909354
Position 1996: 9.837072443973179e-05
Position 490: 9.383339629253211e-05
Position 3334: 9.04430644278629e-05
Position 1399: 8.346202681220152e-05
Position 701: 8.197405700680313e-05
Position 2175: 7.513942749261257e-05
Position 1913: 7.133716673454703e-05
Position 2506: 6.490277345455586e-05
Position 256: 6.191784253627734e-05
Position 904: 6.175827824554183e-05
Position 1321: 5.835242767426863e-05
Position 203: 5.390276434297389e-05
Position 861: 5.1902754913294086e-05
Position 907: 5.181498855000245e-05
Position 3656: 4.755345013071268e-05
Position 246: 4.5318223796454766e-05
Position 843: 3.790208892273425e-05
Position 2554: 3.787113501409387e-05
Position 2354: 3.5880925093449194e-05
Position 1957: 3.507835896004927e-05
Position 224: 3.319552267485467e-05
Position 272: 2.8323383154561237e-05
Position 289: 2.652874423440498e-05
Position 158: 2.6446164876706408e-05
Position 2829: 2.378398251534393e-05
Position 931: 2.2408991222727565e-05
Position 2631: 2.1369884698721547e-05
Position 230: 1.702070996835182e-05
Position 2536: 1.5909246609244296e-05
Position 927: 1.569603720690401e-05
Position 705: 1.4547134878359361e-05
Position 532: 1.3513794321200797e-05
Position 3418: 1.1965201127238455e-05
Position 942: 1.0037967192142664e-05
Position 783: 9.687543625824912e-06
Position 3588: 9.399483447673678e-06
Position 3604: 8.887639451442443e-06
Position 909: 8.193299730169935e-06
Position 276: 8.169443858793803e-06
Position 278: 5.792169667581848e-06
Position 175: 5.789819668328806e-06
Position 2076: 5.071100193833451e-06
Position 797: 4.864990137805e-06
Position 364: 4.332492278944018e-06
Position 2243: 3.94634593542448e-06
Position 528: 3.173966203235431e-06
Position 356: 3.1372300529212707e-06
Position 855: 3.020777046873611e-06
Position 1414: 2.957701043509076e-06
Position 193: 2.812403314070747e-06
Position 801: 2.5866585193281407e-06
Position 235: 2.4691510069773023e-06
Position 2905: 1.5972436561648766e-06
Position 2018: 1.518696360524194e-06
Position 711: 1.2556934724735513e-06
Position 353: 1.199616719057985e-06
Position 1600: 1.0982514717404927e-06
Position 320: 1.0112541516069787e-06
Position 1549: 9.050796506505986e-07
Position 714: 8.295159733726755e-07
Position 2002: 7.822283232311579e-07
Position 1084: 6.389043225884383e-07
Position 497: 6.19264479745741e-07
Position 976: 5.711043701395745e-07
Position 915: 5.322107843460297e-07
Position 550: 5.281222252817394e-07
Position 361: 5.253068739805003e-07
Position 720: 4.902694934250844e-07
Position 539: 4.1114868714075536e-07
Position 995: 3.9189333181631155e-07
Position 285: 3.386417509489268e-07
Position 725: 2.8778454512914677e-07
Position 544: 2.394251666573353e-07
Position 180: 1.0384131346368011e-07
Position 523: 8.414892526885384e-08
Position 315: 7.04989989452793e-08
Position 502: 6.77112735564202e-08
Position 184: 6.075433576859743e-08
Position 317: 5.8029907256357775e-08
Position 369: 5.1047252124181616e-08
Position 367: 4.5430613867753223e-08
Position 1466: 3.6412517564535586e-08
Position 264: 3.474809337102149e-08
Position 504: 2.2980721416637652e-08
Position 512: 1.0270333903704374e-08
Position 1588: 4.735500619834028e-09
Position 972: 9.117109841161733e-10
Position 155: 6.181193932404832e-11
