Gene = IVL
Position 3217: 0.06308046767696723
Position 812: 0.059997159575381584
Position 975: 0.03086421289470679
Position 2960: 0.01764852842989561
Position 475: 0.01708185614860277
Position 656: 0.016673141846453663
Position 431: 0.01529505575447626
Position 903: 0.01238074112982177
Position 1203: 0.012313590085265877
Position 542: 0.009057647186723852
Position 2894: 0.008364562058403609
Position 1387: 0.008033524334619678
Position 391: 0.007293587791110417
Position 1331: 0.005608024938163449
Position 2938: 0.005420101004126676
Position 3257: 0.005075493333220465
Position 2479: 0.004390359828197468
Position 2900: 0.004142760608516269
Position 849: 0.004059506957758561
Position 3020: 0.003407145133920997
Position 385: 0.0033869410563526024
Position 2029: 0.0033136824925468957
Position 573: 0.003136701084876037
Position 1390: 0.0026499936063656354
Position 2026: 0.002595007016591755
Position 2119: 0.0018331813680911647
Position 2449: 0.001794323047106301
Position 2587: 0.0017831839316519871
Position 3094: 0.0017580514362891713
Position 467: 0.001684437972378867
Position 1999: 0.0015691544921120307
Position 157: 0.0013906807695601632
Position 1996: 0.0013459716574015527
Position 3275: 0.0011882195752210367
Position 1489: 0.0011660437941631314
Position 753: 0.0011423793703445096
Position 2149: 0.0010512312722376336
Position 2356: 0.000995384995171661
Position 780: 0.000985238048285293
Position 505: 0.0009484413229417254
Position 879: 0.0009014843891326097
Position 2827: 0.000826238481740835
Position 2677: 0.0007429881332892423
Position 2059: 0.0007124147421403752
Position 553: 0.0007112302901708155
Position 2476: 0.0006865382375368908
Position 1345: 0.0006811967099360062
Position 2590: 0.0006320773783385796
Position 2299: 0.0005389289508228956
Position 2239: 0.00047245127438115287
Position 1456: 0.00044895433115408576
Position 2770: 0.000439335418457477
Position 2351: 0.000417549431554577
Position 1486: 0.00039901578605384047
Position 1789: 0.0003914992322082521
Position 980: 0.00037028902681462587
Position 2830: 0.0003675763644042609
Position 2530: 0.0003619408606818658
Position 1303: 0.00034824606144973996
Position 727: 0.0003205360531557971
Position 562: 0.00031441219505151983
Position 1277: 0.0003061847309969204
Position 1409: 0.00023616226741010097
Position 3184: 0.0002340010992744552
Position 635: 0.00023018290534530247
Position 1726: 0.00021327097407905526
Position 508: 0.0002078538439332926
Position 1618: 0.00019921724411066545
Position 1966: 0.00019874229596860083
Position 2905: 0.00019070082676738668
Position 2617: 0.00018156511773314307
Position 1969: 0.00018143447047217122
Position 2209: 0.00017110844503705522
Position 2359: 0.000159609483523144
Position 1570: 0.00015914568631403668
Position 479: 0.0001535377003566306
Position 2710: 0.00014199739618041558
Position 218: 0.00013933905768056146
Position 2296: 0.00013758725080354332
Position 2860: 0.0001339196525914776
Position 1721: 0.0001322645860182106
Position 2672: 0.00012211111764924828
Position 2116: 0.00011592920216773383
Position 1099: 0.00011218058708179244
Position 2446: 0.00010999846146398532
Position 514: 0.00010408160984155233
Position 2368: 0.00010120982157207903
Position 1556: 0.00010044969399486152
Position 2647: 9.957815924137258e-05
Position 830: 9.221031045099487e-05
Position 2620: 9.141243350548303e-05
Position 2329: 9.02393999629708e-05
Position 1131: 8.913170126648534e-05
Position 1472: 8.851861174969182e-05
Position 2236: 8.445425292039771e-05
Position 1786: 8.03147516154138e-05
Position 1534: 7.959111548223707e-05
Position 189: 7.564452788222542e-05
Position 1168: 7.514113689651507e-05
Position 832: 7.263471474858178e-05
Position 908: 6.963290065174254e-05
Position 1241: 6.485558936420504e-05
Position 1906: 6.473732840285007e-05
Position 490: 6.40731413404984e-05
Position 3328: 6.0587567881735906e-05
Position 1876: 5.9722472972741195e-05
Position 1549: 5.954689086097267e-05
Position 1936: 5.5498485561259145e-05
Position 442: 5.38361566444772e-05
Position 1816: 5.059332692314791e-05
Position 1846: 4.983277171452164e-05
Position 2737: 4.950507911527123e-05
Position 1414: 4.833856686421516e-05
Position 1023: 4.328739055585987e-05
Position 118: 4.0302651654987595e-05
Position 433: 3.794137374561637e-05
Position 1501: 3.3548088123663475e-05
Position 1492: 3.2641275768986275e-05
Position 221: 3.246190963048151e-05
Position 1261: 3.090743356407576e-05
Position 1426: 2.9906996170863848e-05
Position 397: 2.9844999427985725e-05
Position 676: 2.8528984058747082e-05
Position 389: 2.6531279279572278e-05
Position 1696: 2.58858123982392e-05
Position 1756: 2.3208757535650168e-05
Position 707: 2.3007340180323084e-05
Position 1156: 2.145009631978947e-05
Position 927: 2.1372849061921453e-05
Position 1215: 1.9716714803609826e-05
Position 1177: 1.656045018406396e-05
Position 992: 1.3458644473318774e-05
Position 523: 1.1195908264419555e-05
Position 580: 6.22794635391868e-06
Position 721: 5.678224177421461e-06
Position 481: 5.345003248453847e-06
Position 697: 2.8416060616927085e-06
Position 760: 2.2206690664154824e-06
Position 295: 2.039918600516897e-06
Position 588: 1.69870507656519e-06
Position 205: 1.331072853365944e-06
Position 2527: 1.2472249168405322e-06
Position 185: 4.3020786591835516e-07
Position 321: 6.416908199587858e-08
Position 599: 5.8229777966067914e-08
Position 226: 5.079042235999174e-08
Position 313: 4.542375568315504e-08
Position 310: 4.3388708364359466e-08
Position 402: 4.328203912688391e-08
Position 679: 4.0824922647710846e-08
Position 231: 2.4253303747366385e-08
Position 293: 2.1775774067987004e-08
Position 291: 2.0070039117742522e-08
Position 404: 1.1866867474306662e-08
Position 602: 7.567124056975895e-09
Position 306: 4.49662758929296e-09
Position 198: 4.241598334735417e-09
Position 191: 7.65767753781547e-10
Position 200: 7.08035611099997e-10
Position 235: 3.062201344477326e-11
Position 233: 2.7434337131475207e-11
